[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191030 04:02:04"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.711506367E+0	0.000000000E+0	-51.031547391E-12	100.000001490E-3	-6.781153667E-12	196.850896946E-12	-14.746753489E+9	428.085218820E+9	107.207557763E-3	NaN	279.034506667E-3	NaN	-15.809634029E+9	NaN	41.148530233E+9	NaN	99.999900000E+0
106.641626835E+0	-5.000000000E+0	-95.516766834E-12	100.000001490E-3	-79.757092100E-12	236.042898036E-12	-1.253807014E+9	3.710669902E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.999800000E+0
196.518658161E+0	-10.000000000E+0	-113.375660769E-12	100.000001490E-3	23.004799097E-12	176.678852508E-12	4.346919139E+9	33.384716044E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.998100000E+0
294.236991882E+0	-15.000000000E+0	-121.967896113E-12	100.000001490E-3	39.681278773E-12	258.348341994E-12	2.520080113E+9	16.407196012E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999400000E+0
385.927544594E+0	-20.000000000E+0	-138.740324900E-12	100.000001490E-3	-103.989326613E-12	168.536320899E-12	-961.637167456E+6	1.558532933E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001200000E+0
482.252500534E+0	-25.000000000E+0	-152.426892404E-12	100.000001490E-3	20.387732837E-12	236.073455935E-12	4.904910335E+9	56.794894411E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000200000E+0
574.175790310E+0	-30.000000000E+0	-155.646879528E-12	100.000001490E-3	-22.922641130E-12	218.372898943E-12	-4.362499108E+9	41.559415929E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001400000E+0
660.956593990E+0	-35.000000000E+0	-170.039217776E-12	100.000001490E-3	-67.833716247E-12	221.432363195E-12	-1.474193174E+9	4.812268832E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999700000E+0
755.523801327E+0	-40.000000000E+0	-170.082853819E-12	100.000001490E-3	3.805340252E-12	207.464944120E-12	26.278859410E+9	1.432708178E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999900000E+0
850.338035583E+0	-45.000000000E+0	-166.881303221E-12	100.000001490E-3	-16.690547077E-12	241.722506668E-12	-5.991415442E+9	86.771269538E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999600000E+0
935.286164761E+0	-50.000000000E+0	-175.271040274E-12	100.000001490E-3	7.507517717E-12	218.952741215E-12	13.319982085E+9	388.470157587E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999800000E+0
1.026126286E+3	-55.000000000E+0	-177.787212325E-12	100.000001490E-3	-31.703641400E-12	220.897575200E-12	-3.154211853E+9	21.977215211E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000300000E+0
1.116199071E+3	-60.000000000E+0	-206.320407749E-12	100.000001490E-3	52.334807943E-12	228.586730314E-12	1.910774214E+9	8.345834197E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.998500000E+0
1.213047994E+3	-65.000000000E+0	-206.261767157E-12	100.000001490E-3	30.623414127E-12	217.303968985E-12	3.265475269E+9	23.171836220E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999200000E+0
1.305490242E+3	-70.000000000E+0	-221.274374287E-12	100.000001490E-3	-51.014686557E-12	228.720069608E-12	-1.960219855E+9	8.788481356E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.002300000E+0
1.399013564E+3	-75.000000000E+0	-236.801652824E-12	100.000001490E-3	-288.590300000E-15	228.160598643E-12	-346.511998117E+9	273.953715448E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999100000E+0
1.490960335E+3	-70.000000000E+0	-186.747036353E-12	100.000001490E-3	-43.930898600E-12	217.151570544E-12	-2.276302208E+9	11.251820821E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999500000E+0
1.582058816E+3	-65.000000000E+0	-161.090255545E-12	100.000001490E-3	25.252998033E-12	199.528729499E-12	3.959925921E+9	31.288126140E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000400000E+0
1.681167577E+3	-60.000000000E+0	-150.348890051E-12	100.000001490E-3	96.123150933E-12	203.699512872E-12	1.040332121E+9	2.204621303E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	100.002000000E+0
1.782067082E+3	-55.000000000E+0	-138.723975709E-12	100.000001490E-3	12.738311667E-12	181.593213239E-12	7.850334024E+9	111.911799444E+9	0.000000000E+0	68.548478600E-3	27.170417096E+21	334.378004857E-3	0.000000000E+0	5.381284459E+9	NaN	26.249789894E+9	99.999700000E+0
1.889947221E+3	-50.000000000E+0	-139.610728244E-12	100.000001490E-3	106.293702700E-12	196.929923702E-12	940.789519510E+6	1.742997032E+9	0.000000000E+0	121.497109270E-3	27.170417096E+21	334.499426437E-3	0.000000000E+0	1.143032053E+9	NaN	3.146935500E+9	99.999800000E+0
1.964320246E+3	-45.000000000E+0	-118.588982615E-12	100.000001490E-3	-44.352133400E-12	169.797883059E-12	-2.254683007E+9	8.631837347E+9	NaN	236.489756766E-3	NaN	299.807938595E-3	NaN	-5.332094279E+9	NaN	6.759718544E+9	100.000000000E+0
2.041313171E+3	-40.000000000E+0	-104.578673267E-12	100.000001490E-3	-8.208130580E-12	173.431836937E-12	-12.183042231E+9	257.418832819E+9	NaN	273.374152142E-3	NaN	267.569669103E-3	NaN	-33.305287907E+9	NaN	32.598125297E+9	99.999200000E+0
2.125269315E+3	-35.000000000E+0	-100.317683443E-12	100.000001490E-3	22.738961300E-12	168.740352796E-12	4.397738321E+9	32.634556434E+9	NaN	183.065983322E-3	NaN	268.220636615E-3	NaN	8.050762781E+9	NaN	11.795641546E+9	100.000200000E+0
2.217787248E+3	-30.000000000E+0	-100.066236055E-12	100.000001490E-3	-18.114411667E-12	158.039116586E-12	-5.520466429E+9	48.163288638E+9	155.304994160E-3	267.423440051E-3	374.141925760E-3	266.398641716E-3	-8.573559938E+9	-14.763021012E+9	20.654379101E+9	14.706447365E+9	99.999900000E+0
2.325052411E+3	-25.000000000E+0	-90.999541583E-12	100.000001490E-3	36.037491033E-12	166.363431687E-12	2.774888002E+9	12.809989745E+9	156.620896563E-3	330.006196333E-3	367.543525643E-3	297.176920956E-3	4.346054403E+9	9.157302211E+9	10.198921043E+9	8.246326601E+9	100.001900000E+0
