[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 16:47:59"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
1.256651024E+3	-50.000000000E+0	-315.800458006E-12	0.000000000E+0	1.495871393E-9	1.445113799E-9	0.000000000E+0	0.000000000E+0	NaN	-98.659180003E-3	-65.151414770E-3	20.336173473E-3	10.431594070E-3	-65.954319631E+6	-43.554155164E+6	13.594867556E+6	6.973590187E+6
1.266833625E+3	-50.000000000E+0	-339.887167485E-12	-200.000002980E-3	-1.316497800E-9	56.741465554E-12	151.918220433E+6	6.547722656E+6	14.061845757E-9	-142.200380377E-3	-88.865713250E-3	12.226734763E-3	6.184894456E-3	108.014142049E+6	67.501604066E+6	9.287318796E+6	4.697990727E+6
1.273986814E+3	-50.000000000E+0	-336.412136111E-12	-400.000005960E-3	-3.593061267E-9	51.104644274E-12	111.325684778E+6	1.583401756E+6	11.382817164E-9	-195.565297467E-3	-118.979729577E-3	10.393653758E-3	4.992992054E-3	54.428600837E+6	33.113749181E+6	2.892701512E+6	1.389620628E+6
1.280826838E+3	-50.000000000E+0	-325.477700347E-12	-600.000023842E-3	-6.312458067E-9	59.758280865E-12	95.050140136E+6	899.813180623E+3	13.596982784E-9	-256.497903233E-3	-151.325099233E-3	7.436739584E-3	3.999603844E-3	40.633601130E+6	23.972452195E+6	1.178105186E+6	633.604817882E+3
1.288616100E+3	-50.000000000E+0	-328.096064206E-12	-800.000011921E-3	-9.738765100E-9	248.223051756E-12	82.145939830E+6	2.093747581E+6	17.131536188E-9	-321.241338800E-3	-189.257395933E-3	6.446750020E-3	3.488003750E-3	32.985839118E+6	19.433408034E+6	661.967914152E+3	358.156677385E+3
1.298069417E+3	-50.000000000E+0	-329.462235271E-12	-1.000000000E+0	-13.497728667E-9	133.804939905E-12	74.086538906E+6	734.430594276E+3	18.794818954E-9	-384.716579100E-3	-225.256247800E-3	6.582378109E-3	4.503840020E-3	28.502319805E+6	16.688455766E+6	487.665611841E+3	333.673918838E+3
1.304949714E+3	-50.000000000E+0	-328.018981421E-12	-1.200000048E+0	-17.595647333E-9	229.995607738E-12	68.198687150E+6	891.436285396E+3	20.489588448E-9	-436.097342933E-3	-256.874048367E-3	5.515707386E-3	2.789339151E-3	24.784387563E+6	14.598726804E+6	313.469989547E+3	158.524383780E+3
1.311784323E+3	-50.000000000E+0	-331.611267150E-12	-1.399999976E+0	-21.775756667E-9	240.696091918E-12	64.291679852E+6	710.641486318E+3	20.900554141E-9	-496.382347100E-3	-291.123538500E-3	4.694498511E-3	3.461327557E-3	22.795182491E+6	13.369158324E+6	215.583714635E+3	158.953262117E+3
1.318638117E+3	-50.000000000E+0	-327.284677137E-12	-1.600000024E+0	-26.552172667E-9	383.236638330E-12	60.258723229E+6	869.734872928E+3	23.882074306E-9	-552.406718533E-3	-327.039735067E-3	4.367946483E-3	2.685285409E-3	20.804576916E+6	12.316872867E+6	164.504296439E+3	101.132417411E+3
1.325482641E+3	-50.000000000E+0	-327.028233197E-12	-1.799999952E+0	-31.122755333E-9	354.413695946E-12	57.835494738E+6	658.607865128E+3	22.852921506E-9	-602.959162767E-3	-359.262085467E-3	5.185275800E-3	3.393981673E-3	19.373579116E+6	11.543389447E+6	166.607221759E+3	109.051452432E+3
1.332312066E+3	-50.000000000E+0	-323.246514740E-12	-2.000000000E+0	-35.999823667E-9	535.752480397E-12	55.555827676E+6	826.786618558E+3	24.385335853E-9	-643.444679933E-3	-387.579587967E-3	6.770155682E-3	5.434802463E-3	17.873550879E+6	10.766152400E+6	188.060801198E+3	150.967474550E+3
1.339159174E+3	-50.000000000E+0	-328.496563284E-12	-2.200000048E+0	-41.207396000E-9	624.790161009E-12	53.388475401E+6	809.480757818E+3	26.037855459E-9	-681.360731933E-3	-413.072874867E-3	9.190631181E-3	3.296498137E-3	16.534913585E+6	10.024241155E+6	223.033534583E+3	79.997729943E+3
1.346001521E+3	-50.000000000E+0	-332.365439800E-12	-2.400000095E+0	-46.171064000E-9	620.088550371E-12	51.980610526E+6	698.112164550E+3	24.818334083E-9	-706.438251067E-3	-433.099714167E-3	3.861952424E-3	2.259741973E-3	15.300454221E+6	9.380327778E+6	83.644432021E+3	48.942817793E+3
1.352915024E+3	-50.000000000E+0	-325.403808528E-12	-2.599999905E+0	-51.350274333E-9	707.063041815E-12	50.632639034E+6	697.181626302E+3	25.896076363E-9	-725.315634233E-3	-454.145859900E-3	5.496289513E-3	1.891938947E-3	14.124863862E+6	8.844078553E+6	107.035251212E+3	36.843794343E+3
1.359753121E+3	-50.000000000E+0	-326.337581957E-12	-2.799999952E+0	-56.290222000E-9	805.925092050E-12	49.742208377E+6	712.175089043E+3	24.699732444E-9	-741.582590167E-3	-469.819714800E-3	5.403353252E-3	2.597156894E-3	13.174270128E+6	8.346382340E+6	95.990974274E+3	46.138686294E+3
1.366595478E+3	-50.000000000E+0	-332.343698857E-12	-3.000000000E+0	-61.812924000E-9	729.761790018E-12	48.533539685E+6	572.985720533E+3	27.613503416E-9	-759.322064300E-3	-494.687107467E-3	3.456205968E-3	2.222388469E-3	12.284195847E+6	8.002972121E+6	55.913969841E+3	35.953459646E+3
1.373444283E+3	-50.000000000E+0	-328.771488737E-12	-3.200000048E+0	-66.795709000E-9	1.119514619E-9	47.907269727E+6	802.939135370E+3	24.913919060E-9	-765.514474033E-3	-516.911506800E-3	3.549633777E-3	4.601787987E-3	11.460533700E+6	7.738693316E+6	53.141643831E+3	68.893467196E+3
1.380287870E+3	-50.000000000E+0	-323.003345367E-12	-3.400000095E+0	-71.938230333E-9	1.139003808E-9	47.262770847E+6	748.315265846E+3	25.712600536E-9	-782.802922200E-3	-532.265682267E-3	4.852994703E-3	2.797157478E-3	10.881598262E+6	7.398926549E+6	67.460579453E+3	38.882767412E+3
1.387138814E+3	-50.000000000E+0	-331.750271698E-12	-3.599999905E+0	-77.421252333E-9	1.349078456E-9	46.498859113E+6	810.250508251E+3	27.415136145E-9	-795.749637233E-3	-540.995393800E-3	4.955795303E-3	3.476113413E-3	10.278180903E+6	6.987685907E+6	64.010787143E+3	44.898697821E+3
1.393978212E+3	-50.000000000E+0	-316.112131841E-12	-3.799999952E+0	-83.509385333E-9	1.427451462E-9	45.503866867E+6	777.811512254E+3	30.440657742E-9	-815.763856133E-3	-556.883456000E-3	5.055505548E-3	4.465412259E-3	9.768529045E+6	6.668513411E+6	60.538172179E+3	53.471980913E+3
1.400843703E+3	-50.000000000E+0	-329.606283933E-12	-4.000000000E+0	-89.772866667E-9	1.510487264E-9	44.556892840E+6	749.698897418E+3	31.317399200E-9	-830.152332567E-3	-579.773908967E-3	2.774341536E-3	3.872856015E-3	9.247252131E+6	6.458230983E+6	30.904009632E+3	43.140607617E+3
1.407719637E+3	-50.000000000E+0	-318.628237683E-12	-4.199999809E+0	-95.117584333E-9	1.893139846E-9	44.155871269E+6	878.841067521E+3	26.723613819E-9	-855.390804833E-3	-584.699228600E-3	3.622973990E-3	2.465519106E-3	8.992982852E+6	6.147120248E+6	38.089423897E+3	25.920749805E+3
1.415013108E+3	-50.000000000E+0	-315.859039849E-12	-4.400000095E+0	-101.657785333E-9	1.588772985E-9	43.282470506E+6	676.446173223E+3	32.700958221E-9	-879.522303800E-3	-604.369150567E-3	4.808473012E-3	2.533486520E-3	8.651794852E+6	5.945133947E+6	47.300587906E+3	24.921716637E+3
1.422418568E+3	-50.000000000E+0	-323.802852124E-12	-4.599999905E+0	-107.557876667E-9	1.434496583E-9	42.767671204E+6	570.391310204E+3	29.500484801E-9	-892.603784300E-3	-623.035645567E-3	4.210471919E-3	2.940797725E-3	8.298823033E+6	5.792561780E+6	39.146104868E+3	27.341537560E+3
1.429298411E+3	-50.000000000E+0	-321.902102196E-12	-4.800000191E+0	-114.684206667E-9	1.479575621E-9	41.854064568E+6	539.971940069E+3	35.631599029E-9	-898.792773833E-3	-633.074744933E-3	5.134400980E-3	1.997966925E-3	7.837110270E+6	5.520156291E+6	44.769904499E+3	17.421465282E+3
1.436176358E+3	-50.000000000E+0	-326.345920657E-12	-5.000000000E+0	-121.401623333E-9	1.882389642E-9	41.185610725E+6	638.602391883E+3	33.587115365E-9	-917.351560467E-3	-654.177348100E-3	4.036843945E-3	3.108564760E-3	7.556336853E+6	5.388538721E+6	33.251976657E+3	25.605627622E+3
1.443051470E+3	-50.000000000E+0	-335.387842498E-12	-5.199999809E+0	-128.083776667E-9	1.850009926E-9	40.598426628E+6	586.393485702E+3	33.410798530E-9	-934.708356867E-3	-673.127192933E-3	4.575976704E-3	3.255052729E-3	7.297632699E+6	5.255366530E+6	35.726434865E+3	25.413466198E+3
1.449902230E+3	-50.000000000E+0	-320.658334145E-12	-5.400000095E+0	-133.745766667E-9	2.060376264E-9	40.375110405E+6	621.985437104E+3	28.309909502E-9	-953.833449967E-3	-690.357153433E-3	5.148228552E-3	3.380234945E-3	7.131690772E+6	5.161712185E+6	38.492646760E+3	25.273584574E+3
1.456748493E+3	-50.000000000E+0	-320.197289054E-12	-5.599999905E+0	-141.452013333E-9	2.228338011E-9	39.589396946E+6	623.664209299E+3	38.531270080E-9	-962.338886300E-3	-702.703553200E-3	3.989203836E-3	3.778342359E-3	6.803288717E+6	4.967787567E+6	28.201817293E+3	26.711124641E+3
1.463591502E+3	-50.000000000E+0	-316.920095722E-12	-5.800000191E+0	-148.557330000E-9	2.160134482E-9	39.042167699E+6	567.702264774E+3	35.526532512E-9	-977.671665967E-3	-713.168679667E-3	6.772829857E-3	3.973882926E-3	6.581106876E+6	4.800629357E+6	45.590681098E+3	26.749827327E+3
1.470441609E+3	-50.000000000E+0	-323.152561192E-12	-6.000000000E+0	-155.055480000E-9	2.646993153E-9	38.695826810E+6	660.586704967E+3	32.490780986E-9	-999.911910700E-3	-745.920779500E-3	4.345360885E-3	3.548616745E-3	6.448736354E+6	4.810670216E+6	28.024555372E+3	22.886109833E+3
1.477347129E+3	-50.000000000E+0	-318.403660845E-12	-6.199999809E+0	-161.254996667E-9	2.616018741E-9	38.448419816E+6	623.743690930E+3	30.997612895E-9	-1.011080149E+0	-766.009144400E-3	5.512244092E-3	3.844464377E-3	6.270070199E+6	4.750297109E+6	34.183400240E+3	23.840900790E+3
1.484184354E+3	-50.000000000E+0	-320.121850324E-12	-6.400000095E+0	-168.525986667E-9	2.636442161E-9	37.976339566E+6	594.106729362E+3	36.354897994E-9	-1.032584014E+0	-778.605416000E-3	4.001049743E-3	4.008205056E-3	6.127150088E+6	4.620091129E+6	23.741440845E+3	23.783899060E+3
1.491088519E+3	-50.000000000E+0	-320.542541584E-12	-6.599999905E+0	-175.501943333E-9	2.726819614E-9	37.606420643E+6	584.300797244E+3	34.879816597E-9	-1.044009756E+0	-788.693631767E-3	3.480026544E-3	3.538089997E-3	5.948707666E+6	4.493931046E+6	19.828991508E+3	20.159833729E+3
1.497927953E+3	-50.000000000E+0	-315.520448657E-12	-6.800000191E+0	-183.289463333E-9	2.353879803E-9	37.099787773E+6	476.450962070E+3	38.937544299E-9	-1.060666706E+0	-799.777582333E-3	3.115664098E-3	3.075412165E-3	5.786839500E+6	4.363467314E+6	16.998599052E+3	16.778990504E+3
1.504761343E+3	-50.000000000E+0	-317.979562126E-12	-7.000000000E+0	-189.570113333E-9	2.588939852E-9	36.925651818E+6	504.289889764E+3	31.403279949E-9	-1.067582127E+0	-820.557128467E-3	5.476972268E-3	4.597904196E-3	5.631595128E+6	4.328515260E+6	28.891538712E+3	24.254372776E+3
1.511639098E+3	-50.000000000E+0	-305.501189624E-12	-7.199999809E+0	-196.906606667E-9	2.671009501E-9	36.565557302E+6	496.006470338E+3	36.682501650E-9	-1.084447312E+0	-826.469910900E-3	6.027743592E-3	5.592984760E-3	5.507419634E+6	4.197268568E+6	30.612195769E+3	28.404251409E+3
1.518468055E+3	-50.000000000E+0	-331.795557695E-12	-7.400000095E+0	-203.174566667E-9	2.955963111E-9	36.421882014E+6	529.897720171E+3	31.339755168E-9	-1.107590853E+0	-840.161594967E-3	8.512913936E-3	2.990504886E-3	5.451424709E+6	4.135171093E+6	41.899505807E+3	14.718893882E+3
1.525293077E+3	-50.000000000E+0	-318.834429229E-12	-7.599999905E+0	-208.331923333E-9	3.226589322E-9	36.480246441E+6	564.996337259E+3	25.786807926E-9	-1.130487922E+0	-872.619594100E-3	4.598453052E-3	4.747436976E-3	5.426378751E+6	4.188602400E+6	22.072724036E+3	22.787851715E+3
1.532127763E+3	-50.000000000E+0	-316.777659197E-12	-7.800000191E+0	-218.441743333E-9	3.259140912E-9	35.707461732E+6	532.753711043E+3	50.549027689E-9	-1.170056939E+0	-898.862957367E-3	7.017949980E-3	5.365376105E-3	5.356379787E+6	4.114886393E+6	32.127330030E+3	24.562045802E+3
1.538956235E+3	-50.000000000E+0	-313.948042563E-12	-8.000000000E+0	-225.549640000E-9	2.907661400E-9	35.468910525E+6	457.245606898E+3	35.539517226E-9	-1.175670380E+0	-897.367784233E-3	3.869372824E-3	2.921568904E-3	5.212468439E+6	3.978582206E+6	17.155304810E+3	12.953108256E+3
1.545855125E+3	-50.000000000E+0	-315.731671363E-12	-8.199999809E+0	-233.262420000E-9	3.250750900E-9	35.153539988E+6	489.900609624E+3	38.563936777E-9	-1.184049009E+0	-918.307120667E-3	8.774574044E-3	3.709060681E-3	5.076038433E+6	3.936798395E+6	37.616749599E+3	15.900806827E+3
1.552681878E+3	-50.000000000E+0	-322.711782297E-12	-8.399999619E+0	-239.520320000E-9	3.782015857E-9	35.070091834E+6	553.755286437E+3	31.289529840E-9	-1.207365577E+0	-948.331164433E-3	4.023216512E-3	3.037376211E-3	5.040764711E+6	3.959293159E+6	16.796973686E+3	12.681079462E+3
1.559524685E+3	-50.000000000E+0	-312.601997991E-12	-8.600000381E+0	-245.206670000E-9	3.308570993E-9	35.072456966E+6	473.232289151E+3	28.431641542E-9	-1.227683062E+0	-958.897916667E-3	5.784633622E-3	3.566899273E-3	5.006727843E+6	3.910570282E+6	23.590849393E+3	14.546501827E+3
1.566358912E+3	-50.000000000E+0	-315.364584909E-12	-8.800000191E+0	-251.676623333E-9	3.205345941E-9	34.965504838E+6	445.319622953E+3	32.349797518E-9	-1.245388937E+0	-966.349126967E-3	6.014364414E-3	4.331146508E-3	4.948369539E+6	3.839645948E+6	23.897191303E+3	17.209172831E+3
1.573188397E+3	-50.000000000E+0	-320.393423829E-12	-9.000000000E+0	-257.368950000E-9	3.393607680E-9	34.969253284E+6	461.096517288E+3	28.461660476E-9	-1.265887804E+0	-992.417505400E-3	6.341318614E-3	4.349648842E-3	4.918572360E+6	3.856011012E+6	24.639019642E+3	16.900441340E+3
1.580056641E+3	-50.000000000E+0	-318.588086468E-12	-9.199999809E+0	-265.661746667E-9	3.926326501E-9	34.630502602E+6	511.818738690E+3	41.464022877E-9	-1.286302117E+0	-999.924563700E-3	7.244271617E-3	4.037741246E-3	4.841879320E+6	3.763901187E+6	27.268779597E+3	15.198805613E+3
