[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 08:20:28"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 7.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.580572128E+0	0.000000000E+0	-48.024281340E-12	100.000001490E-3	-5.991700100E-12	159.991999969E-12	-16.689754130E+9	445.654338117E+9	196.087586433E-3	NaN	366.825824685E-3	NaN	-32.726535568E+9	NaN	61.222327313E+9	NaN	70.025000000E+0
49.844811440E+0	-5.000000000E+0	-91.401587340E-12	100.000001490E-3	-24.042689067E-12	245.565819972E-12	-4.159268591E+9	42.481695759E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	70.006600000E+0
107.944048882E+0	-10.000000000E+0	-117.918147758E-12	100.000001490E-3	35.162721963E-12	240.518715184E-12	2.843920945E+9	19.452880030E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	70.001400000E+0
164.682825565E+0	-15.000000000E+0	-133.570818526E-12	100.000001490E-3	-85.945537590E-12	234.182857147E-12	-1.163527558E+9	3.170358992E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	70.000900000E+0
214.210728645E+0	-20.000000000E+0	-156.160054563E-12	100.000001490E-3	78.007468083E-12	240.621823466E-12	1.281928563E+9	3.954236640E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	70.001500000E+0
271.047396660E+0	-25.000000000E+0	-163.545590265E-12	100.000001490E-3	31.226416333E-12	231.828669117E-12	3.202416839E+9	23.775127630E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	69.998900000E+0
330.459918499E+0	-30.000000000E+0	-171.246381196E-12	100.000001490E-3	23.363662276E-12	240.380249606E-12	4.280150959E+9	44.036921253E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	70.001500000E+0
387.477840900E+0	-35.000000000E+0	-184.735252674E-12	100.000001490E-3	-6.800705137E-12	238.517976607E-12	-14.704357779E+9	515.719119385E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	69.997900000E+0
442.562647820E+0	-40.000000000E+0	-194.596613476E-12	100.000001490E-3	-57.543180393E-12	232.196446324E-12	-1.737825417E+9	7.012418909E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	69.997200000E+0
501.861397743E+0	-45.000000000E+0	-209.669584472E-12	100.000001490E-3	-34.534457120E-12	237.905718395E-12	-2.895658708E+9	19.948012004E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	70.002600000E+0
559.811663151E+0	-50.000000000E+0	-221.168707422E-12	100.000001490E-3	63.497927310E-12	190.765613754E-12	1.574854578E+9	4.731305616E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	69.998000000E+0
610.557673454E+0	-55.000000000E+0	-226.794197311E-12	100.000001490E-3	73.408249460E-12	258.149164212E-12	1.362244737E+9	4.790501653E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	69.998600000E+0
665.933158398E+0	-60.000000000E+0	-241.283806361E-12	100.000001490E-3	22.254059183E-12	223.263474051E-12	4.493562305E+9	45.081588169E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	70.002900000E+0
