[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 14:34:06"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
6.925512817E+3	75.000000000E+0	317.740740200E-12	0.000000000E+0	-351.525623333E-12	188.236722027E-12	-0.000000000E+0	0.000000000E+0	NaN	-5.250272157E-3	-4.210728581E-3	319.458116445E-6	428.846304127E-6	14.935674125E+6	11.978439980E+6	908.776189387E+3	1.219957453E+6
6.937983669E+3	75.000000000E+0	333.582572676E-12	200.000002980E-3	32.190640333E-9	382.063768793E-12	6.212986163E+6	73.740593056E+3	162.710827359E-9	56.863027957E-3	84.361695473E-3	511.555692637E-6	403.465548113E-6	1.766446003E+6	2.620690194E+6	15.891441964E+3	12.533629152E+3
6.945731475E+3	75.000000000E+0	330.629139807E-12	400.000005960E-3	58.916813667E-9	608.134204435E-12	6.789233515E+6	70.077875323E+3	133.630864675E-9	126.835225133E-3	172.081214967E-3	767.614098468E-6	924.210675848E-6	2.152784871E+6	2.920748836E+6	13.028778216E+3	15.686705005E+3
6.954320650E+3	75.000000000E+0	331.282792865E-12	600.000023842E-3	82.427335000E-9	1.042972610E-9	7.279138939E+6	92.104670572E+3	117.552596157E-9	194.131817900E-3	248.881877533E-3	1.395308748E-3	1.460255573E-3	2.355187365E+6	3.019409490E+6	16.927743062E+3	17.715671298E+3
6.963838030E+3	75.000000000E+0	325.013680783E-12	800.000011921E-3	102.050539000E-9	864.500596663E-12	7.839253176E+6	66.408655104E+3	98.116025848E-9	284.204239333E-3	346.540505267E-3	992.744375622E-6	1.366236302E-3	2.784936191E+6	3.395773395E+6	9.727967979E+3	13.387840133E+3
6.970825437E+3	75.000000000E+0	327.370467771E-12	1.000000000E+0	121.396680000E-9	708.277116720E-12	8.237457565E+6	48.060644600E+3	96.730710766E-9	361.176133967E-3	430.219848533E-3	3.093513890E-3	1.992438542E-3	2.975173077E+6	3.543917746E+6	25.482689395E+3	16.412627941E+3
6.977677910E+3	75.000000000E+0	327.380612434E-12	1.200000048E+0	138.320663333E-9	631.523255085E-12	8.675493731E+6	39.609237758E+3	84.619896492E-9	446.591477867E-3	512.576452033E-3	3.145828234E-3	2.758041933E-3	3.228667844E+6	3.705711350E+6	22.743010032E+3	19.939478792E+3
6.984508264E+3	75.000000000E+0	325.291943382E-12	1.399999976E+0	155.333643333E-9	510.455026006E-12	9.012857396E+6	29.617913143E+3	85.064930422E-9	527.650644567E-3	598.342700267E-3	2.686896221E-3	2.188368968E-3	3.396885782E+6	3.851983945E+6	17.297580633E+3	14.088184123E+3
6.991356340E+3	75.000000000E+0	327.678865523E-12	1.600000024E+0	169.866243333E-9	919.928280819E-12	9.419175891E+6	51.010525186E+3	72.662982676E-9	607.144819367E-3	676.510529533E-3	2.051213608E-3	3.768339724E-3	3.574252350E+6	3.982607234E+6	12.075463423E+3	22.184158841E+3
6.998203846E+3	75.000000000E+0	325.236594138E-12	1.799999952E+0	181.753860000E-9	699.348244168E-12	9.903503300E+6	38.106467967E+3	59.438104590E-9	686.854301933E-3	758.742701200E-3	2.442054767E-3	2.511253861E-3	3.779035570E+6	4.174561691E+6	13.436054492E+3	13.816784202E+3
