[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191028 10:49:58"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.700000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.578791618E+0	0.000000000E+0	-67.471885313E-12	100.000001490E-3	5.739280367E-12	98.696274732E-12	17.423787496E+9	299.630407949E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	270.138100000E+0
41.420014858E+0	-5.000000000E+0	-257.040376483E-12	100.000001490E-3	8.767479900E-12	225.625219954E-12	11.405786227E+9	293.520265298E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	270.063300000E+0
74.856159210E+0	-10.000000000E+0	-433.656553722E-12	100.000001490E-3	-15.241383000E-12	238.883230065E-12	-6.561084482E+9	102.834044251E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	270.037400000E+0
107.267514229E+0	-15.000000000E+0	-606.786161132E-12	100.000001490E-3	-17.412763333E-12	208.729736475E-12	-5.742913952E+9	68.841279977E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	270.033200000E+0
139.430033207E+0	-20.000000000E+0	-786.687513280E-12	100.000001490E-3	-7.731726667E-12	33.299872017E-12	-12.933721768E+9	55.704410947E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	270.027300000E+0
167.819993496E+0	-25.000000000E+0	-966.971430705E-12	100.000001490E-3	-31.366114000E-12	165.086190781E-12	-3.188153990E+9	16.779898134E+9	0.000000000E+0	122.249198933E-3	27.170417096E+21	291.823106929E-3	-0.000000000E+0	-3.897492655E+9	NaN	9.303769888E+9	270.018200000E+0
199.971455574E+0	-30.000000000E+0	-1.148346148E-9	100.000001490E-3	8.631101333E-12	229.068896944E-12	11.586007119E+9	307.491914203E+9	0.000000000E+0	47.493997544E-3	27.170417096E+21	296.640334683E-3	0.000000000E+0	5.502657854E+9	NaN	34.368769781E+9	270.017200000E+0
235.234167099E+0	-35.000000000E+0	-1.330006583E-9	100.000001490E-3	-3.175028000E-12	231.073066529E-12	-31.495785703E+9	2.292209009E+12	0.000000000E+0	134.152559100E-3	27.170417096E+21	304.131799027E-3	-0.000000000E+0	-42.252401900E+9	NaN	95.788698250E+9	270.009600000E+0
271.232231140E+0	-40.000000000E+0	-1.531109658E-9	100.000001490E-3	42.123546667E-12	222.683101797E-12	2.373969179E+9	12.549817433E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	270.007200000E+0
308.133097172E+0	-45.000000000E+0	-1.726247637E-9	100.000001490E-3	31.647170000E-12	238.485746206E-12	3.159840248E+9	23.811824544E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	270.008000000E+0
