[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 01:01:36"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.580400944E+0	0.000000000E+0	-67.634123765E-12	100.000001490E-3	2.319363643E-12	927.543751911E-15	43.115275089E+9	17.242360483E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	3.999300000E+0
30.498930454E+0	-5.000000000E+0	-112.024471065E-12	100.000001490E-3	697.727466667E-15	467.168951506E-15	143.322437868E+9	95.962673429E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	3.996500000E+0
58.316184044E+0	-10.000000000E+0	-145.143682663E-12	100.000001490E-3	934.154433333E-15	738.124021219E-15	107.048682661E+9	84.584733843E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	3.993300000E+0
86.142331123E+0	-15.000000000E+0	-150.023187276E-12	100.000001490E-3	1.088982333E-12	698.218397894E-15	91.828855647E+9	58.877535942E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.000900000E+0
113.969287872E+0	-20.000000000E+0	-170.258868115E-12	100.000001490E-3	1.021155367E-12	386.305281716E-15	97.928292554E+9	37.046484676E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	3.993300000E+0
141.780303955E+0	-25.000000000E+0	-185.249561061E-12	100.000001490E-3	906.278833333E-15	655.137348152E-15	110.341318601E+9	79.764324401E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.001300000E+0
169.592971802E+0	-30.000000000E+0	-195.937401951E-12	100.000001490E-3	1.094088167E-12	462.439293086E-15	91.400313555E+9	38.632258054E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.011900000E+0
197.421428680E+0	-35.000000000E+0	-207.354346656E-12	100.000001490E-3	1.624931400E-12	766.068983872E-15	61.541060435E+9	29.013346430E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.007400000E+0
225.251043320E+0	-40.000000000E+0	-222.383640669E-12	100.000001490E-3	1.541976733E-12	576.524212065E-15	64.851822552E+9	24.247217931E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.003900000E+0
253.090772152E+0	-45.000000000E+0	-225.186327455E-12	100.000001490E-3	1.693842933E-12	769.348957166E-15	59.037352001E+9	26.814956867E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	3.997500000E+0
280.951292992E+0	-50.000000000E+0	-227.593495439E-12	100.000001490E-3	1.836683633E-12	695.806643835E-15	54.445958833E+9	20.626230451E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	4.003600000E+0
