[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191028 19:00:02"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.583576202E+0	0.000000000E+0	-57.308922422E-12	100.000001490E-3	-13.623970000E-12	6.967570350E-12	-7.340004528E+9	3.753824907E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	199.760200000E+0
31.063605785E+0	-5.000000000E+0	-103.214246293E-12	100.000001490E-3	5.325189333E-12	2.704487514E-12	18.778675317E+9	9.537068025E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.301200000E+0
58.912072182E+0	-10.000000000E+0	-150.357161444E-12	100.000001490E-3	10.617753667E-12	4.637987528E-12	9.418188124E+9	4.114000045E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.055400000E+0
86.761809826E+0	-15.000000000E+0	-169.598851629E-12	100.000001490E-3	12.073440000E-12	5.415359526E-12	8.282643678E+9	3.715054976E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.056900000E+0
114.617004395E+0	-20.000000000E+0	-187.499536961E-12	100.000001490E-3	8.751859333E-12	5.300030903E-12	11.426143598E+9	6.919548392E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.021900000E+0
143.421700001E+0	-25.000000000E+0	-205.024723587E-12	100.000001490E-3	10.892297000E-12	8.382298085E-12	9.180800109E+9	7.065195080E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.012500000E+0
172.223480225E+0	-30.000000000E+0	-218.662698827E-12	100.000001490E-3	15.514855333E-12	9.526258346E-12	6.445435638E+9	3.957554468E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.007900000E+0
200.817702770E+0	-35.000000000E+0	-242.723647200E-12	100.000001490E-3	27.171723333E-12	16.183285919E-12	3.680296618E+9	2.191958593E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.009100000E+0
230.527305126E+0	-40.000000000E+0	-245.992307080E-12	100.000001490E-3	32.073548667E-12	21.806280903E-12	3.117834030E+9	2.119764338E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.004000000E+0
260.138983250E+0	-45.000000000E+0	-268.288033919E-12	100.000001490E-3	33.875057000E-12	23.973345007E-12	2.952024597E+9	2.089144946E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	199.998300000E+0
