[Main]
Experiment = "RvsT_75.00Vg"
Header length = 73    
Date = "20191031 04:34:31"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+0
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
5.945163728E+3	237.082400000E+0	100.000001490E-3	42.567128000E-12	161.436347409E-12	2.349230643E+9	8.909485607E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	165.046948331E-12
6.040440983E+3	236.053400000E+0	100.000001490E-3	24.243687833E-12	138.337135026E-12	4.124785065E+9	23.536474829E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	124.417143255E-12
6.133199866E+3	235.030700000E+0	100.000001490E-3	65.595659223E-12	128.341007014E-12	1.524491143E+9	2.982738961E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	16.908700134E-12
6.230904832E+3	234.047200000E+0	100.000001490E-3	21.889080977E-12	154.942292652E-12	4.568487896E+9	32.338131933E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	160.420579598E-12
6.323374875E+3	233.053700000E+0	100.000001490E-3	21.437064397E-12	152.371980705E-12	4.664817889E+9	33.156943892E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	139.602829297E-12
6.417402545E+3	232.045900000E+0	100.000001490E-3	58.108999033E-12	115.912881385E-12	1.720903873E+9	3.432771685E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	151.268608750E-12
6.509280984E+3	231.092600000E+0	100.000001490E-3	27.574188920E-12	146.912544125E-12	3.626579980E+9	19.322058495E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	190.641266662E-12
6.605115335E+3	230.036700000E+0	100.000001490E-3	36.601165833E-12	107.131821796E-12	2.732153450E+9	7.997028778E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	160.772367641E-12
6.694728512E+3	229.058900000E+0	100.000001490E-3	28.794994633E-12	97.321069921E-12	3.472825842E+9	11.737426276E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	43.659915960E-12
6.786699670E+3	228.046200000E+0	100.000001490E-3	27.244201933E-12	105.720818032E-12	3.670505810E+9	14.243356359E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	54.018477191E-12
6.878403272E+3	227.087100000E+0	100.000001490E-3	29.859802067E-12	118.773687510E-12	3.348984071E+9	13.321293512E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	247.814324617E-12
6.969390242E+3	226.042600000E+0	100.000001490E-3	18.838963900E-12	125.214995360E-12	5.308147625E+9	35.281116510E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	173.443773233E-12
7.059791884E+3	225.049200000E+0	100.000001490E-3	68.703628800E-12	119.225643893E-12	1.455527215E+9	2.525866136E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	149.558393447E-12
7.144221400E+3	224.076000000E+0	100.000001490E-3	12.938927467E-12	127.590965018E-12	7.728615973E+9	76.212002329E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	135.679939506E-12
7.237148586E+3	223.084500000E+0	100.000001490E-3	39.135931900E-12	140.602893698E-12	2.555196635E+9	9.180004752E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	135.277983260E-12
7.328969591E+3	222.100600000E+0	100.000001490E-3	-14.348927333E-12	165.679788914E-12	-6.969162166E+9	80.469382115E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	111.342504661E-12
7.419249512E+3	221.090700000E+0	100.000001490E-3	31.413586867E-12	144.337374007E-12	3.183335985E+9	14.626612319E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	122.757207177E-12
7.512495042E+3	220.032200000E+0	100.000001490E-3	39.394072700E-12	175.367508452E-12	2.538452986E+9	11.300232371E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	78.104710199E-12
7.608262375E+3	219.093300000E+0	100.000001490E-3	69.947304333E-12	164.159322000E-12	1.429647682E+9	3.355240011E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	181.841569580E-12
7.708961899E+3	218.042900000E+0	100.000001490E-3	-21.153992100E-12	168.838622384E-12	-4.727240183E+9	37.730028282E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	164.594129992E-12
7.805121942E+3	217.053100000E+0	100.000001490E-3	4.707181033E-12	162.420093414E-12	21.244137581E+9	733.023604986E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	269.387040452E-12
7.905084751E+3	216.056200000E+0	100.000001490E-3	53.856778500E-12	170.754299323E-12	1.856776515E+9	5.886957624E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	67.343984556E-12
8.003363012E+3	215.052500000E+0	100.000001490E-3	2.740607800E-12	190.135436058E-12	36.488256908E+9	2.531449643E+12	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	75.000000000E+0	38.681863268E-12
8.096687020E+3	214.091600000E+0	100.000001490E-3	14.722633033E-12	176.211500449E-12	6.792263399E+9	81.294896251E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	274.265193889E-12
8.191884435E+3	213.090500000E+0	100.000001490E-3	43.349877433E-12	186.404449366E-12	2.306811632E+9	9.919288760E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	115.114542898E-12
8.287188946E+3	212.043000000E+0	100.000001490E-3	26.368796433E-12	190.672445914E-12	3.792361238E+9	27.422517933E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	90.877368131E-12
8.378655548E+3	211.085100000E+0	100.000001490E-3	137.723677733E-12	233.050728366E-12	726.091570716E+6	1.228664324E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	69.405828307E-12
8.468265124E+3	210.039600000E+0	100.000001490E-3	25.285553000E-12	189.228085106E-12	3.954827545E+9	29.596522695E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	39.536776630E-12
8.561565647E+3	209.090800000E+0	100.000001490E-3	3.189769733E-12	217.749524737E-12	31.350225831E+9	2.140122124E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	218.197543367E-12
8.653832833E+3	208.044900000E+0	100.000001490E-3	77.586208167E-12	238.968896586E-12	1.288888887E+9	3.969833846E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	57.287209698E-12
8.744310685E+3	207.089900000E+0	100.000001490E-3	-9.183026933E-12	186.530107272E-12	-10.889655689E+9	221.195980219E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	40.944712898E-12
8.837868640E+3	206.042000000E+0	100.000001490E-3	765.281566667E-15	218.597901545E-12	130.670861348E+9	37.325315711E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	123.260540663E-12
8.937393287E+3	205.067500000E+0	100.000001490E-3	27.403221300E-12	198.487073263E-12	3.649206069E+9	26.431937491E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	169.823877183E-12
9.028332219E+3	204.096900000E+0	100.000001490E-3	37.933525500E-12	209.512435489E-12	2.636190551E+9	14.560067789E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	119.338136595E-12
9.118794470E+3	203.044700000E+0	100.000001490E-3	38.843783760E-12	234.567042183E-12	2.574414535E+9	15.546188972E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	138.043645959E-12
9.213068617E+3	202.043500000E+0	100.000001490E-3	-36.646910000E-12	209.695892107E-12	-2.728743064E+9	15.614037069E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	-16.781942155E-12
9.306924782E+3	201.045300000E+0	100.000001490E-3	-4.398366667E-12	208.427289578E-12	-22.735712838E+9	1.077386985E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	132.763994243E-12
9.409609893E+3	200.091500000E+0	100.000001490E-3	-55.404778767E-12	244.323711859E-12	-1.804898489E+9	7.959232186E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	147.849163468E-12
9.506208587E+3	199.053500000E+0	100.000001490E-3	25.996959600E-12	226.823730978E-12	3.846603719E+9	33.561655695E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	134.473307489E-12
9.610201513E+3	198.086300000E+0	100.000001490E-3	85.408722500E-12	252.152608780E-12	1.170840619E+9	3.456678754E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	129.746519084E-12
9.709959308E+3	197.068000000E+0	100.000001490E-3	931.850000000E-15	227.021075637E-12	107.313410410E+9	26.144128198E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	-14.519174057E-12
9.810508858E+3	196.048500000E+0	100.000001490E-3	-54.321380000E-12	215.988390016E-12	-1.840895822E+9	7.319624884E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	188.277338165E-12
9.910473185E+3	195.065600000E+0	100.000001490E-3	37.195088737E-12	244.529175129E-12	2.688527031E+9	17.675002790E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	212.765777219E-12
10.022608893E+3	194.059400000E+0	100.000001490E-3	86.233941133E-12	267.257552429E-12	1.159636220E+9	3.593962350E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	186.014786907E-12
10.120893705E+3	193.105500000E+0	100.000001490E-3	46.939702067E-12	222.922449668E-12	2.130392761E+9	10.117498666E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	72.975660237E-12
10.240895950E+3	192.058900000E+0	100.000001490E-3	8.109235200E-12	232.884824975E-12	12.331619323E+9	354.145235272E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	82.932022361E-12
10.350491112E+3	191.090700000E+0	100.000001490E-3	-69.969346600E-12	139.712979648E-12	-1.429197304E+9	2.853784171E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	98.017413630E-12
10.470250205E+3	190.106300000E+0	100.000001490E-3	-178.903252900E-12	175.028561345E-12	-558.961337310E+6	546.855337347E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	126.579038917E-12
10.603774919E+3	189.119300000E+0	100.000001490E-3	-64.238946333E-12	174.418547892E-12	-1.556688072E+9	4.226645804E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	135.680494617E-12
10.720844114E+3	188.078800000E+0	100.000001490E-3	-229.173656333E-12	196.426958196E-12	-436.350334022E+6	374.000093166E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	85.345785994E-12
10.825596745E+3	187.105200000E+0	100.000001490E-3	-58.598678033E-12	223.376920067E-12	-1.706523165E+9	6.505230175E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	91.983372308E-12
10.940628782E+3	186.086600000E+0	100.000001490E-3	38.242412800E-12	243.487171676E-12	2.614897810E+9	16.648899100E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	99.073582671E-12
11.043237019E+3	185.101200000E+0	100.000001490E-3	92.513707580E-12	228.795845582E-12	1.080920915E+9	2.673227799E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	83.485433844E-12
11.160664142E+3	184.089100000E+0	100.000001490E-3	-154.558659033E-12	229.122679155E-12	-647.003552668E+6	959.138674840E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	129.244254188E-12
11.263976536E+3	183.066900000E+0	100.000001490E-3	-168.656933933E-12	225.129886197E-12	-592.919598133E+6	791.452320037E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	65.383067016E-12
11.365996536E+3	182.082900000E+0	100.000001490E-3	71.257609233E-12	211.804384072E-12	1.403358919E+9	4.171309910E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	112.952147635E-12
11.469648201E+3	181.107600000E+0	100.000001490E-3	-18.451890067E-12	221.204228876E-12	-5.419499094E+9	64.969827673E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	201.352171048E-12
11.587779573E+3	180.101000000E+0	100.000001490E-3	-68.497204383E-12	220.891610742E-12	-1.459913618E+9	4.707968355E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	101.738450997E-12
11.694124678E+3	179.080800000E+0	100.000001490E-3	-209.812135299E-12	196.104430551E-12	-476.616861782E+6	445.477942147E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	-45.545928140E-12
11.797844603E+3	178.090100000E+0	100.000001490E-3	110.174418477E-12	264.735395267E-12	907.651729619E+6	2.180973975E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	93.491756004E-12
11.901333049E+3	177.106600000E+0	100.000001490E-3	-15.910889030E-12	185.075612113E-12	-6.285004018E+9	73.107226356E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	86.904379526E-12
12.007002436E+3	176.072100000E+0	100.000001490E-3	33.432532148E-12	232.792016928E-12	2.991098641E+9	20.827135752E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	133.870067809E-12
12.119049855E+3	175.086900000E+0	100.000001490E-3	69.241884800E-12	201.743824677E-12	1.444212586E+9	4.207871746E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	75.188161253E-12
12.224491338E+3	174.066100000E+0	100.000001490E-3	-165.205763767E-12	217.132114141E-12	-605.305766640E+6	795.561352192E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	134.070851643E-12
12.325540609E+3	173.083600000E+0	100.000001490E-3	158.730971053E-12	198.926218750E-12	629.996785294E+6	789.530092909E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	129.394342463E-12
12.428345768E+3	172.093800000E+0	100.000001490E-3	130.523081273E-12	257.484728631E-12	766.148029259E+6	1.511391054E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	85.596849053E-12
12.539417222E+3	171.099400000E+0	100.000001490E-3	3.107992067E-12	255.334701762E-12	32.175114783E+9	2.643321849E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	177.868622608E-12
12.645528868E+3	170.089500000E+0	100.000001490E-3	15.258297200E-12	221.766090748E-12	6.553811358E+9	95.253952998E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	179.829706681E-12
12.754427246E+3	169.089200000E+0	100.000001490E-3	-53.924541967E-12	260.930776844E-12	-1.854443225E+9	8.973304057E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	86.854155812E-12
12.864534859E+3	168.072100000E+0	100.000001490E-3	123.186541233E-12	258.818760160E-12	811.777004930E+6	1.705568773E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	81.071392655E-12
12.973148953E+3	167.094000000E+0	100.000001490E-3	-27.026788400E-12	205.507184699E-12	-3.700032723E+9	28.134430811E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	101.336147806E-12
13.081209762E+3	166.081000000E+0	100.000001490E-3	-81.568954597E-12	201.535942868E-12	-1.225956640E+9	3.029024076E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	92.385619987E-12
13.195335747E+3	165.067400000E+0	100.000001490E-3	-23.663002900E-12	223.832115773E-12	-4.226006391E+9	39.974467983E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	46.425648048E-12
13.305647683E+3	164.065100000E+0	100.000001490E-3	108.790055947E-12	208.570496934E-12	919.201673535E+6	1.762278254E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	69.958830395E-12
13.410049598E+3	163.072100000E+0	100.000001490E-3	99.019264507E-12	181.351958568E-12	1.009904507E+9	1.849621497E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	-81.099182925E-12
13.523583699E+3	162.097000000E+0	100.000001490E-3	-21.940510067E-12	204.386508136E-12	-4.557779249E+9	42.457927491E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	84.943586887E-12
13.626937322E+3	161.084500000E+0	100.000001490E-3	29.473501830E-12	228.904857463E-12	3.392878188E+9	26.350662454E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	106.968239821E-12
13.731703341E+3	160.112300000E+0	100.000001490E-3	21.265841300E-12	176.362250992E-12	4.702376928E+9	38.997835467E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	86.753979001E-12
13.832599666E+3	159.110300000E+0	100.000001490E-3	-2.366525480E-12	215.471947955E-12	-42.256042597E+9	3.847409161E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	-31.817489615E-12
13.941058557E+3	158.098300000E+0	100.000001490E-3	-5.870169567E-12	256.443739070E-12	-17.035283283E+9	744.201967542E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	203.162500712E-12
14.043555335E+3	157.069700000E+0	100.000001490E-3	184.819983750E-12	204.975287052E-12	541.067039728E+6	600.072403061E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	130.451038860E-12
14.144144063E+3	156.056400000E+0	100.000001490E-3	-250.112252733E-12	215.295419192E-12	-399.820482193E+6	344.163540069E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	105.057323951E-12
14.244261896E+3	155.110400000E+0	100.000001490E-3	189.907940580E-12	202.488828975E-12	526.570933183E+6	561.454835996E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	120.193022202E-12
14.354510304E+3	154.104400000E+0	100.000001490E-3	-16.153315637E-12	206.416859711E-12	-6.190679594E+9	79.108256784E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	90.474822079E-12
14.477386264E+3	153.090900000E+0	100.000001490E-3	-71.889066987E-12	209.657414867E-12	-1.391032123E+9	4.056808791E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	75.000000000E+0	57.789849295E-12
14.587739211E+3	152.082800000E+0	100.000001490E-3	11.893340640E-12	235.488697962E-12	8.408066709E+9	166.480111984E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	136.434530340E-12
14.704720491E+3	151.106600000E+0	100.000001490E-3	59.854218587E-12	124.897159173E-12	1.670726038E+9	3.486286194E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	99.877633941E-12
14.804393373E+3	150.104600000E+0	100.000001490E-3	87.595355070E-12	205.202117762E-12	1.141613062E+9	2.674358906E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	129.847119168E-12
14.911812394E+3	149.092300000E+0	100.000001490E-3	24.154146000E-12	238.006679624E-12	4.140076055E+9	40.794891084E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	91.329215024E-12
15.014155888E+3	148.074800000E+0	100.000001490E-3	28.149024433E-12	280.863493823E-12	3.552521038E+9	35.446111921E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	75.000000000E+0	74.282836826E-12
