[Main]
Experiment = "RvsVg"
Header length = 69    
Date = "20191026 19:41:23"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = FALSE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.578065872E+0	0.000000000E+0	-65.729740314E-12	100.000001490E-3	-12.584950633E-12	204.116232364E-12	-7.945998709E+9	128.876732709E+9	7.222449420E-3	323.368395600E-3	310.119867113E-3	283.628464993E-3	-573.895729147E+6	-25.694848158E+9	24.642120271E+9	22.537113832E+9	300.001200000E+0
34.927400112E+0	-5.000000000E+0	-127.794934704E-12	100.000001490E-3	36.346855333E-12	113.684419205E-12	2.751269692E+9	8.605324840E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	299.999700000E+0
66.522679329E+0	-10.000000000E+0	-152.712102454E-12	100.000001490E-3	148.231698000E-12	120.098472509E-12	674.619550605E+6	546.581997276E+6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	300.003900000E+0
96.388595104E+0	-15.000000000E+0	-173.544284730E-12	100.000001490E-3	164.847055333E-12	136.682060678E-12	606.622916545E+6	502.978170403E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	300.018300000E+0
126.319192886E+0	-20.000000000E+0	-199.136932869E-12	100.000001490E-3	185.860032333E-12	164.235364371E-12	538.039298900E+6	475.438851437E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	300.000500000E+0
156.276808262E+0	-25.000000000E+0	-217.434604581E-12	100.000001490E-3	209.479707667E-12	200.785937495E-12	477.373214828E+6	457.561400778E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	299.991600000E+0
187.839891911E+0	-30.000000000E+0	-227.815598099E-12	100.000001490E-3	231.560334667E-12	234.341278283E-12	431.852897579E+6	437.039271837E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	300.006500000E+0
219.398671150E+0	-35.000000000E+0	-252.536473215E-12	100.000001490E-3	231.687703333E-12	239.980886801E-12	431.615489521E+6	447.065020897E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	300.005100000E+0
249.153319836E+0	-40.000000000E+0	-267.887393749E-12	100.000001490E-3	-2.671090000E-12	32.939107312E-12	-37.437900441E+9	461.673331923E+9	0.000000000E+0	321.994580633E-3	27.170417096E+21	289.293907491E-3	-0.000000000E+0	-120.548008728E+9	NaN	108.305563456E+9	300.001500000E+0
278.376417637E+0	-45.000000000E+0	-297.573346519E-12	100.000001490E-3	2.845906667E-12	38.329054019E-12	35.138187299E+9	473.245835817E+9	0.000000000E+0	308.915881355E-3	27.170417096E+21	291.119243752E-3	0.000000000E+0	108.547439371E+9	NaN	102.294023610E+9	300.014200000E+0
