[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 16:36:44"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.624473572E+0	0.000000000E+0	-34.096175680E-12	100.000001490E-3	26.939664000E-12	132.583166069E-12	3.711998839E+9	18.268548506E+9	139.909609353E-3	NaN	261.351568593E-3	NaN	5.193442997E+9	NaN	9.701367047E+9	NaN	100.000600000E+0
120.544192791E+0	-5.000000000E+0	-94.135715426E-12	100.000001490E-3	76.318294767E-12	242.073192130E-12	1.310301833E+9	4.156132527E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	100.001300000E+0
214.815133572E+0	-10.000000000E+0	-110.155311724E-12	100.000001490E-3	-22.631905077E-12	199.936676519E-12	-4.418541044E+9	39.034646373E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.002000000E+0
302.760544300E+0	-15.000000000E+0	-110.649878611E-12	100.000001490E-3	49.617683500E-12	222.578946314E-12	2.015410524E+9	9.040888633E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000000000E+0
394.410724640E+0	-20.000000000E+0	-126.062895134E-12	100.000001490E-3	23.892454063E-12	223.262797732E-12	4.185421942E+9	39.110633426E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.998800000E+0
480.254199505E+0	-25.000000000E+0	-135.796910840E-12	100.000001490E-3	-149.842165982E-12	230.660388488E-12	-667.368900034E+6	1.027318103E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999500000E+0
569.231196880E+0	-30.000000000E+0	-149.327626595E-12	100.000001490E-3	-44.221869367E-12	224.859829340E-12	-2.261324610E+9	11.498407307E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999900000E+0
662.201732159E+0	-35.000000000E+0	-163.815536252E-12	100.000001490E-3	-123.034479887E-12	206.286580139E-12	-812.780300142E+6	1.362753504E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000500000E+0
749.546803474E+0	-40.000000000E+0	-158.015748056E-12	100.000001490E-3	-66.069102847E-12	231.048548683E-12	-1.513566814E+9	5.293055310E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001300000E+0
835.313447475E+0	-45.000000000E+0	-175.750558782E-12	100.000001490E-3	26.765555682E-12	204.622288682E-12	3.736145167E+9	28.562776125E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000600000E+0
