[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191024 22:35:50"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+2
Delay after setting initial temperature (s) = 1.000000E+2
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 5.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.573383808E+0	0.000000000E+0	-58.559382401E-12	100.000001490E-3	58.807540000E-12	173.521517056E-12	1.700462245E+9	5.017499260E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.024200000E+0
73.366979599E+0	-5.000000000E+0	-114.687823821E-12	100.000001490E-3	-30.361318193E-12	176.684022366E-12	-3.293664684E+9	19.167083622E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.019900000E+0
133.603919029E+0	-10.000000000E+0	-124.249318357E-12	100.000001490E-3	-5.340874285E-12	228.339566469E-12	-18.723526553E+9	800.491025941E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.003800000E+0
200.863665581E+0	-15.000000000E+0	-144.328665628E-12	100.000001490E-3	135.430012423E-12	196.947826765E-12	738.388778829E+6	1.073794964E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.004600000E+0
259.632539749E+0	-20.000000000E+0	-162.633207422E-12	100.000001490E-3	112.589602140E-12	201.158717309E-12	888.181498019E+6	1.586873454E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.001900000E+0
323.964489460E+0	-25.000000000E+0	-186.052001814E-12	100.000001490E-3	35.513614133E-12	189.836343576E-12	2.815821592E+9	15.051841055E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.002900000E+0
390.359727859E+0	-30.000000000E+0	-189.379248163E-12	100.000001490E-3	2.899225267E-12	197.681573205E-12	34.491973645E+9	2.351810220E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.004300000E+0
464.607013226E+0	-35.000000000E+0	-187.255434538E-12	100.000001490E-3	-11.323211000E-12	186.660391791E-12	-8.831417298E+9	145.583775914E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.002000000E+0
530.398947239E+0	-40.000000000E+0	-208.979488575E-12	100.000001490E-3	-98.811652000E-12	156.365034774E-12	-1.012026411E+9	1.601486684E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.003300000E+0
599.466133595E+0	-45.000000000E+0	-213.465071082E-12	100.000001490E-3	19.497582667E-12	89.607543317E-12	5.128841006E+9	23.571272933E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.001200000E+0
