[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 15:33:04"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
10.587807578E+3	0.000000000E+0	-77.158220091E-12	3.400000095E+0	34.134413667E-9	239.615470004E-12	99.606225218E+6	699.212024089E+3	3.609332473E-9	871.819447533E-3	476.674426067E-3	12.794030222E-3	4.461084505E-3	25.540777001E+6	13.964629090E+6	374.813241182E+3	130.691698679E+3
10.594655958E+3	0.000000000E+0	-71.941573763E-12	3.599999905E+0	34.787927667E-9	263.887608844E-12	103.484172415E+6	784.990444776E+3	3.267573116E-9	907.759561133E-3	503.454891467E-3	12.312016172E-3	3.988102210E-3	26.094097062E+6	14.472115048E+6	353.916343899E+3	114.640407679E+3
10.601499566E+3	0.000000000E+0	-73.547548058E-12	3.799999952E+0	35.984657000E-9	270.574622828E-12	105.600560603E+6	794.028184168E+3	5.983645240E-9	952.384870533E-3	538.871691000E-3	12.669085716E-3	3.667782084E-3	26.466415132E+6	14.975040362E+6	352.069097563E+3	101.926276066E+3
10.608338773E+3	0.000000000E+0	-73.031154214E-12	4.000000000E+0	36.508631667E-9	248.306063282E-12	109.563131166E+6	745.171444089E+3	2.619872709E-9	981.263998467E-3	569.528842967E-3	8.011943803E-3	3.546903774E-3	26.877589043E+6	15.599840831E+6	219.453412456E+3	97.152470854E+3
10.615198020E+3	0.000000000E+0	-70.345768851E-12	4.199999809E+0	37.329892000E-9	295.012134483E-12	112.510365936E+6	889.151332295E+3	4.106305583E-9	1.035360843E+0	594.343653167E-3	14.228241288E-3	3.655763062E-3	27.735436345E+6	15.921386892E+6	381.148739683E+3	97.931252026E+3
10.622081665E+3	0.000000000E+0	-75.255676170E-12	4.400000095E+0	37.885843667E-9	274.959946669E-12	116.138369099E+6	842.884747520E+3	2.779754357E-9	1.077264849E+0	613.608890400E-3	14.323407117E-3	4.226334163E-3	28.434495449E+6	16.196257784E+6	378.067524191E+3	111.554442358E+3
10.628900710E+3	0.000000000E+0	-72.302015821E-12	4.599999905E+0	38.108154000E-9	257.538596807E-12	120.709071991E+6	815.763603309E+3	1.111552727E-9	1.095087454E+0	647.773257500E-3	15.478238545E-3	7.656132315E-3	28.736302840E+6	16.998284868E+6	406.166054240E+3	200.905357826E+3
10.635728932E+3	0.000000000E+0	-65.885240724E-12	4.800000191E+0	38.612884333E-9	338.979173093E-12	124.310842705E+6	1.091314140E+6	2.523648057E-9	1.129288835E+0	660.909920800E-3	8.941350518E-3	6.687478316E-3	29.246425250E+6	17.116305405E+6	231.563911181E+3	173.192923337E+3
10.642565394E+3	0.000000000E+0	-66.507191276E-12	5.000000000E+0	39.676646000E-9	357.211755856E-12	126.018716401E+6	1.134555752E+6	5.318813406E-9	1.178252220E+0	700.078990833E-3	8.501995085E-3	4.008578638E-3	29.696366464E+6	17.644611161E+6	214.282101487E+3	101.031186902E+3
10.649414149E+3	0.000000000E+0	-74.455958181E-12	5.199999809E+0	39.937476333E-9	280.858296109E-12	130.203515261E+6	915.649680476E+3	1.304152910E-9	1.228890403E+0	731.103450800E-3	19.759675077E-3	4.429809721E-3	30.770356964E+6	18.306200540E+6	494.765240340E+3	110.918619004E+3
10.656280523E+3	0.000000000E+0	-76.071898202E-12	5.400000095E+0	40.822647000E-9	322.030130569E-12	132.279518655E+6	1.043489185E+6	4.425847002E-9	1.270297286E+0	771.986543300E-3	18.581170409E-3	4.650247162E-3	31.117464921E+6	18.910741954E+6	455.168191549E+3	113.913415814E+3
10.663170357E+3	0.000000000E+0	-73.019493345E-12	5.599999905E+0	41.178461000E-9	350.984787708E-12	135.993423956E+6	1.159140528E+6	1.779071697E-9	1.305690288E+0	788.453510533E-3	17.044321316E-3	5.586650677E-3	31.708088564E+6	19.147231135E+6	413.913509698E+3	135.669244100E+3
10.670008282E+3	0.000000000E+0	-79.489951831E-12	5.800000191E+0	41.491087667E-9	432.811774767E-12	139.789061143E+6	1.458201147E+6	1.563131097E-9	1.351614760E+0	818.945703600E-3	11.206738902E-3	8.600172062E-3	32.576026219E+6	19.737870219E+6	270.099906575E+3	207.277575624E+3
10.676835166E+3	0.000000000E+0	-85.150771156E-12	6.000000000E+0	41.935425000E-9	441.568840626E-12	143.077123935E+6	1.506563955E+6	2.221688785E-9	1.394637667E+0	842.668574967E-3	13.562746356E-3	5.819723970E-3	33.256791054E+6	20.094432689E+6	323.419790203E+3	138.778227966E+3
10.683659753E+3	0.000000000E+0	-63.251810358E-12	6.199999809E+0	43.158062667E-9	352.464867351E-12	143.657973185E+6	1.173231265E+6	6.113194163E-9	1.456086491E+0	889.694761800E-3	11.800424817E-3	4.330948708E-3	33.738458155E+6	20.614798414E+6	273.423413552E+3	100.350860084E+3
10.690492130E+3	0.000000000E+0	-76.496228333E-12	6.400000095E+0	43.730118333E-9	371.067858039E-12	146.352224492E+6	1.241858210E+6	2.860274242E-9	1.519321666E+0	907.583534233E-3	14.910029103E-3	9.321641682E-3	34.743140973E+6	20.754197995E+6	340.955608438E+3	213.162964953E+3
10.697340636E+3	0.000000000E+0	-72.581988221E-12	6.599999905E+0	44.070897000E-9	333.369425569E-12	149.758692332E+6	1.132833063E+6	1.703894958E-9	1.601153043E+0	939.729969367E-3	18.541259137E-3	4.554591494E-3	36.331301418E+6	21.323141423E+6	420.714357985E+3	103.346920623E+3
10.704174434E+3	0.000000000E+0	-69.477569936E-12	6.800000191E+0	44.100429000E-9	324.678768157E-12	154.193515685E+6	1.135212556E+6	147.659788771E-12	1.650745103E+0	981.425564200E-3	14.655922255E-3	5.208784566E-3	37.431497624E+6	22.254331453E+6	332.330605099E+3	118.111879729E+3
10.711019254E+3	0.000000000E+0	-81.043811014E-12	7.000000000E+0	44.625853333E-9	371.828086883E-12	156.859745576E+6	1.306974651E+6	2.627124172E-9	1.712846180E+0	1.030222081E+0	17.565795644E-3	6.178245963E-3	38.382373723E+6	23.085767645E+6	393.623747942E+3	138.445441413E+3
10.717839038E+3	0.000000000E+0	-80.239210646E-12	7.199999809E+0	44.824910000E-9	440.208565811E-12	160.624969671E+6	1.577437356E+6	995.284282510E-12	1.742150636E+0	1.055493740E+0	14.681830758E-3	12.012524066E-3	38.865680615E+6	23.547035343E+6	327.537317042E+3	267.987689563E+3
10.724659822E+3	0.000000000E+0	-81.697617595E-12	7.400000095E+0	45.570520667E-9	446.565719556E-12	162.385682391E+6	1.591289238E+6	3.728048000E-9	1.831004254E+0	1.094882665E+0	8.425803540E-3	4.069632197E-3	40.179577218E+6	24.026117081E+6	184.895924319E+3	89.304053095E+3
10.731481790E+3	0.000000000E+0	-81.667436586E-12	7.599999905E+0	46.220890333E-9	567.809630644E-12	164.427812831E+6	2.019945851E+6	3.251851435E-9	1.904392484E+0	1.137876421E+0	11.628268807E-3	7.997702318E-3	41.201986157E+6	24.618228088E+6	251.580372498E+3	173.032199509E+3
10.738362226E+3	0.000000000E+0	-74.482919485E-12	7.800000191E+0	46.590595333E-9	441.587606161E-12	167.415765670E+6	1.586773611E+6	1.848522356E-9	1.914900556E+0	1.179904898E+0	19.551085455E-3	4.868892377E-3	41.100581408E+6	25.324958608E+6	419.635879623E+3	104.503759660E+3
10.745246285E+3	0.000000000E+0	-88.912399087E-12	8.000000000E+0	46.839003667E-9	408.532716923E-12	170.797826037E+6	1.489709312E+6	1.242042851E-9	1.979593467E+0	1.207266112E+0	10.002537954E-3	5.556843470E-3	42.263782582E+6	25.774803429E+6	213.551467175E+3	118.637098029E+3
10.752076859E+3	0.000000000E+0	-77.599024515E-12	8.199999809E+0	47.798114000E-9	547.432720940E-12	171.554882045E+6	1.964821371E+6	4.795556240E-9	2.070180793E+0	1.238996709E+0	9.824815329E-3	5.017888042E-3	43.310930490E+6	25.921456008E+6	205.548179762E+3	104.980879416E+3
10.758948263E+3	0.000000000E+0	-72.749615735E-12	8.399999619E+0	47.617493000E-9	375.595291698E-12	176.405751108E+6	1.391445987E+6	-903.105861269E-12	2.123170275E+0	1.294012802E+0	13.562849514E-3	5.383902774E-3	44.588031440E+6	27.175156036E+6	284.829138610E+3	113.065649499E+3
10.765776902E+3	0.000000000E+0	-86.530405931E-12	8.600000381E+0	48.318718000E-9	410.826154142E-12	177.984862543E+6	1.513302496E+6	3.506111625E-9	2.199536716E+0	1.373462869E+0	22.498585822E-3	6.487636737E-3	45.521421243E+6	28.425068500E+6	465.628782245E+3	134.267567628E+3
10.772596987E+3	0.000000000E+0	-71.130527105E-12	8.800000191E+0	48.569264000E-9	398.049550170E-12	181.184548951E+6	1.484898520E+6	1.252731195E-9	2.225708919E+0	1.384051825E+0	15.975324975E-3	4.251857993E-3	45.825461126E+6	28.496454562E+6	328.918407635E+3	87.542154083E+3
10.779419373E+3	0.000000000E+0	-73.549121365E-12	9.000000000E+0	49.124950667E-9	447.608046390E-12	183.206290853E+6	1.669306713E+6	2.778435983E-9	2.263008249E+0	1.471101754E+0	24.517799007E-3	4.329366938E-3	46.066371941E+6	29.946121758E+6	499.090557338E+3	88.129695377E+3
10.786233512E+3	0.000000000E+0	-82.135251233E-12	9.199999809E+0	49.360944000E-9	323.025926990E-12	186.382169054E+6	1.219714780E+6	1.179967792E-9	2.320506704E+0	1.490428613E+0	14.402787600E-3	10.103443370E-3	47.010987155E+6	30.194491675E+6	291.785092273E+3	204.684970575E+3
10.793065304E+3	0.000000000E+0	-79.421323771E-12	9.399999619E+0	49.198533000E-9	445.228058161E-12	191.062599743E+6	1.729044040E+6	-812.055774437E-12	2.391362583E+0	1.548597036E+0	14.387384278E-3	8.511377432E-3	48.606379856E+6	31.476488056E+6	292.435229282E+3	173.000634628E+3
10.799903977E+3	0.000000000E+0	-77.813628660E-12	9.600000381E+0	49.759565667E-9	460.662098264E-12	192.927736664E+6	1.786078612E+6	2.805152633E-9	2.437276532E+0	1.615942845E+0	24.591587702E-3	6.124410833E-3	48.981065235E+6	32.475019091E+6	494.208246641E+3	123.080070148E+3
10.806730625E+3	0.000000000E+0	-81.602064804E-12	9.800000191E+0	50.016901667E-9	496.978944292E-12	195.933771669E+6	1.946841083E+6	1.286681227E-9	2.490886761E+0	1.686006020E+0	13.771491342E-3	7.973314114E-3	49.800900849E+6	33.708725727E+6	275.336753845E+3	159.412395584E+3
10.813623168E+3	0.000000000E+0	-88.550367328E-12	10.000000000E+0	51.109501000E-9	449.192780052E-12	195.658337576E+6	1.719608113E+6	5.463001877E-9	2.576499397E+0	1.708020491E+0	14.710398949E-3	5.875741707E-3	50.411358885E+6	33.418844981E+6	287.821220350E+3	114.963785451E+3
