[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 18:18:09"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
6.668042389E+3	75.000000000E+0	362.484893953E-12	0.000000000E+0	1.522179900E-9	1.350144411E-9	0.000000000E+0	0.000000000E+0	NaN	-95.850394530E-3	-57.643817847E-3	18.104781050E-3	8.117976923E-3	-62.969163192E+6	-37.869254381E+6	11.893982472E+6	5.333125817E+6
6.677443538E+3	75.000000000E+0	336.282619344E-12	-200.000002980E-3	-2.620759367E-9	83.379841979E-12	76.313760631E+6	2.427933439E+6	20.714696025E-9	-136.962046400E-3	-91.030866633E-3	7.312928974E-3	3.289800360E-3	52.260443344E+6	34.734538314E+6	2.790385515E+6	1.255285167E+6
6.684665656E+3	75.000000000E+0	341.475422938E-12	-400.000005960E-3	-7.422992100E-9	209.792073230E-12	53.886626925E+6	1.522969044E+6	24.011163309E-9	-208.813020233E-3	-140.716564167E-3	4.962213516E-3	2.238813434E-3	28.130572877E+6	18.956852206E+6	668.492361177E+3	301.605256243E+3
6.692515522E+3	75.000000000E+0	339.780857154E-12	-600.000023842E-3	-14.044728000E-9	134.080889620E-12	42.720658160E+6	407.841565269E+3	33.108676540E-9	-280.002249833E-3	-194.041696667E-3	4.407758697E-3	1.819424608E-3	19.936466540E+6	13.815981105E+6	313.837241798E+3	129.545022737E+3
6.699533285E+3	75.000000000E+0	342.124034658E-12	-800.000011921E-3	-21.552662667E-9	178.491094203E-12	37.118384132E+6	307.400579742E+3	37.539675571E-9	-357.373937633E-3	-251.448200400E-3	3.266121646E-3	1.907223451E-3	16.581428623E+6	11.666688441E+6	151.541445086E+3	88.491314553E+3
6.706376917E+3	75.000000000E+0	344.661826857E-12	-1.000000000E+0	-30.459123000E-9	220.785607464E-12	32.830886168E+6	237.977539480E+3	44.532304321E-9	-430.767829633E-3	-305.991768000E-3	2.516040920E-3	2.121332512E-3	14.142489580E+6	10.045980904E+6	82.603853035E+3	69.645226219E+3
6.713287934E+3	75.000000000E+0	339.841061773E-12	-1.200000048E+0	-40.192477667E-9	287.759837852E-12	29.856334253E+6	213.757757728E+3	48.666761730E-9	-509.212916400E-3	-364.381263000E-3	2.687277831E-3	1.844655953E-3	12.669358695E+6	9.065906960E+6	66.860218298E+3	45.895552109E+3
6.720177808E+3	75.000000000E+0	348.592479882E-12	-1.399999976E+0	-51.443802333E-9	456.917613782E-12	27.214162108E+6	241.712887608E+3	56.256643452E-9	-580.341719200E-3	-417.634643167E-3	2.421416552E-3	3.252397907E-3	11.281081352E+6	8.118269339E+6	47.069159792E+3	63.222346710E+3
6.727025227E+3	75.000000000E+0	349.256377522E-12	-1.600000024E+0	-63.125761333E-9	614.515637846E-12	25.346229337E+6	246.740062364E+3	58.409781074E-9	-647.653243033E-3	-476.409607567E-3	3.116675332E-3	2.889586627E-3	10.259729615E+6	7.546991870E+6	49.372479098E+3	45.775077660E+3
6.734002029E+3	75.000000000E+0	352.670700051E-12	-1.799999952E+0	-75.767616000E-9	586.004276939E-12	23.756850847E+6	183.740982463E+3	63.209295939E-9	-719.389587467E-3	-536.554378233E-3	2.897863838E-3	1.840102271E-3	9.494684213E+6	7.081579262E+6	38.246733777E+3	24.286131311E+3
