[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 14:02:12"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
5.011429575E+3	25.000000000E+0	75.125918594E-12	0.000000000E+0	-339.395386667E-12	203.934744639E-12	-0.000000000E+0	0.000000000E+0	NaN	-5.310204608E-3	-4.127214345E-3	324.007304687E-6	259.054704461E-6	15.646071857E+6	12.160490410E+6	954.660308937E+3	763.282927931E+3
5.023972211E+3	25.000000000E+0	91.641596163E-12	200.000002980E-3	29.665322000E-9	369.306076828E-12	6.741878715E+6	83.930212484E+3	150.023584698E-9	53.464365010E-3	75.200357277E-3	413.765192008E-6	408.984798206E-6	1.802251296E+6	2.534958403E+6	13.947773498E+3	13.786629325E+3
5.031006881E+3	25.000000000E+0	84.348441657E-12	400.000005960E-3	54.616005333E-9	382.286733178E-12	7.323860534E+6	51.263630515E+3	124.753414808E-9	119.255529800E-3	153.702316267E-3	984.346289737E-6	775.249290931E-6	2.183527138E+6	2.814235778E+6	18.023037088E+3	14.194544002E+3
5.039395434E+3	25.000000000E+0	83.203612403E-12	600.000023842E-3	75.847329333E-9	739.853065990E-12	7.910628220E+6	77.164253428E+3	106.156610509E-9	189.422282667E-3	226.915033367E-3	1.330621250E-3	1.049993965E-3	2.497415325E+6	2.991733992E+6	17.543415981E+3	13.843519270E+3
5.048777370E+3	25.000000000E+0	81.867649003E-12	800.000011921E-3	93.766954000E-9	928.504042420E-12	8.531790549E+6	84.483943177E+3	89.598128674E-9	271.354142700E-3	308.604357967E-3	1.151678678E-3	1.624315103E-3	2.893920844E+6	3.291184632E+6	12.282351391E+3	17.322895046E+3
5.058961351E+3	25.000000000E+0	79.292996474E-12	1.000000000E+0	111.748860000E-9	432.693112239E-12	8.948637149E+6	34.649245267E+3	89.909535359E-9	350.697429733E-3	386.794066333E-3	1.533056699E-3	2.219275336E-3	3.138264048E+6	3.461279751E+6	13.718768133E+3	19.859489717E+3
5.065838430E+3	25.000000000E+0	84.031604360E-12	1.200000048E+0	126.857590000E-9	574.896751960E-12	9.459426493E+6	42.868491875E+3	75.543631989E-9	426.830788067E-3	462.828737500E-3	2.804805374E-3	1.810654870E-3	3.364645254E+6	3.648411873E+6	22.109874339E+3	14.273129975E+3
5.072679902E+3	25.000000000E+0	78.159878569E-12	1.399999976E+0	140.469846667E-9	475.063062771E-12	9.966551608E+6	33.706454762E+3	68.061307674E-9	507.110477600E-3	542.962643267E-3	1.876168589E-3	2.273135044E-3	3.610102023E+6	3.865332355E+6	13.356379565E+3	16.182370080E+3
5.079517750E+3	25.000000000E+0	74.028052091E-12	1.600000024E+0	153.793093333E-9	506.107056913E-12	10.403588283E+6	34.236449331E+3	66.616217451E-9	593.710871500E-3	621.057799567E-3	1.833280699E-3	2.392005520E-3	3.860452109E+6	4.038268469E+6	11.920435824E+3	15.553400144E+3
5.086387440E+3	25.000000000E+0	81.200492857E-12	1.799999952E+0	164.850313333E-9	721.452136551E-12	10.918996245E+6	47.785976325E+3	55.286119772E-9	671.869199167E-3	697.616717833E-3	3.016633763E-3	2.109500555E-3	4.075631921E+6	4.231819180E+6	18.299229780E+3	12.796460697E+3
5.093228782E+3	25.000000000E+0	73.168163079E-12	2.000000000E+0	175.174013333E-9	864.639305596E-12	11.417218581E+6	56.354111881E+3	51.618487693E-9	747.338309800E-3	777.813434967E-3	3.693450733E-3	3.729332001E-3	4.266262419E+6	4.440233001E+6	21.084467171E+3	21.289299310E+3
5.100217600E+3	25.000000000E+0	77.467609526E-12	2.200000048E+0	185.497876667E-9	919.389529725E-12	11.859974288E+6	58.781999982E+3	51.619304360E-9	828.794318433E-3	861.481214667E-3	4.345258754E-3	3.888835918E-3	4.467945042E+6	4.644156743E+6	23.424843626E+3	20.964314996E+3
5.107070880E+3	25.000000000E+0	77.524624567E-12	2.400000095E+0	193.635136667E-9	1.110522161E-9	12.394445227E+6	71.083721363E+3	40.686290300E-9	902.275645733E-3	944.347428333E-3	3.559952379E-3	2.454963645E-3	4.659669011E+6	4.876942504E+6	18.384847092E+3	12.678296342E+3
5.113909997E+3	25.000000000E+0	72.951963683E-12	2.599999905E+0	202.291296667E-9	675.853374980E-12	12.852752182E+6	42.940927678E+3	43.280841276E-9	985.005771933E-3	1.025148287E+0	3.729466467E-3	4.108850691E-3	4.869244442E+6	5.067683602E+6	18.436119244E+3	20.311554470E+3
5.120746849E+3	25.000000000E+0	68.642445200E-12	2.799999952E+0	208.116280000E-9	1.018536286E-9	13.454016919E+6	65.844942206E+3	29.124909723E-9	1.047724606E+0	1.106812169E+0	5.458560911E-3	5.272598411E-3	5.034323149E+6	5.318239251E+6	26.228418608E+3	25.334867659E+3
5.127571261E+3	25.000000000E+0	78.946039752E-12	3.000000000E+0	214.170330000E-9	1.058292310E-9	14.007542501E+6	69.216284559E+3	30.270242783E-9	1.123766039E+0	1.199287334E+0	4.971148828E-3	3.085650320E-3	5.247066851E+6	5.599689434E+6	23.211192828E+3	14.407459336E+3
5.134388139E+3	25.000000000E+0	76.067974084E-12	3.200000048E+0	218.211773333E-9	908.203827166E-12	14.664653510E+6	61.034719796E+3	20.207211849E-9	1.190690431E+0	1.277021089E+0	6.777639942E-3	3.950452143E-3	5.456581984E+6	5.852209847E+6	31.059918712E+3	18.103753446E+3
5.141198269E+3	25.000000000E+0	67.521057437E-12	3.400000095E+0	222.597763333E-9	930.568060282E-12	15.274188044E+6	63.853613477E+3	21.929944771E-9	1.242356544E+0	1.371866691E+0	7.231448784E-3	5.399812580E-3	5.581172631E+6	6.162985065E+6	32.486619251E+3	24.258161891E+3
5.148015170E+3	25.000000000E+0	68.094301841E-12	3.599999905E+0	226.359693333E-9	1.029887753E-9	15.903891067E+6	72.359272099E+3	18.809667938E-9	1.315436940E+0	1.463052265E+0	5.496220806E-3	4.600972871E-3	5.811268431E+6	6.463395683E+6	24.280916470E+3	20.325937020E+3
5.154863048E+3	25.000000000E+0	59.652961795E-12	3.799999952E+0	229.431846667E-9	1.019620066E-9	16.562652515E+6	73.606228132E+3	15.360763004E-9	1.391819445E+0	1.549156132E+0	6.103199383E-3	3.941467840E-3	6.066374244E+6	6.752140797E+6	26.601361022E+3	17.179253435E+3
5.161735961E+3	25.000000000E+0	73.635790694E-12	4.000000000E+0	233.470736667E-9	792.480360459E-12	17.132768145E+6	58.154535636E+3	20.194445185E-9	1.466647337E+0	1.634972083E+0	5.783906706E-3	5.085085102E-3	6.281932192E+6	7.002899407E+6	24.773583142E+3	21.780396014E+3
