[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 01:46:49"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.581755161E+0	0.000000000E+0	-35.991824509E-12	100.000001490E-3	-26.433616667E-12	200.678816230E-12	-3.783061650E+9	28.720259633E+9	59.929926691E-3	50.155824013E-3	149.041152598E-3	153.965831481E-3	-2.267186040E+9	-1.897425715E+9	5.638318603E+9	5.824622239E+9	10.010400000E+0
34.887964725E+0	-5.000000000E+0	-86.384463067E-12	100.000001490E-3	-612.460616667E-12	1.898562923E-9	-163.275807079E+6	506.137676607E+6	109.346442667E-3	NaN	307.793985418E-3	NaN	-178.536284115E+6	NaN	502.553106343E+6	NaN	10.002100000E+0
66.233664036E+0	-10.000000000E+0	-109.194929776E-12	100.000001490E-3	-67.501607333E-12	42.816790957E-12	-1.481446227E+9	939.692785332E+6	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	9.995000000E+0
95.138360023E+0	-15.000000000E+0	-126.339507606E-12	100.000001490E-3	616.634066667E-15	387.325742030E-15	162.170737713E+9	101.864143932E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	9.992700000E+0
122.995063305E+0	-20.000000000E+0	-139.342239599E-12	100.000001490E-3	682.074700000E-15	624.080322911E-15	146.611509693E+9	134.145656350E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	10.003800000E+0
150.826936722E+0	-25.000000000E+0	-163.332700605E-12	100.000001490E-3	428.203033333E-15	606.935433724E-15	233.534080111E+9	331.011452903E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	10.002200000E+0
178.677097321E+0	-30.000000000E+0	-180.031549853E-12	100.000001490E-3	916.556100000E-15	718.334908839E-15	109.104070651E+9	85.508418574E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	9.995000000E+0
206.535172939E+0	-35.000000000E+0	-188.650910865E-12	100.000001490E-3	863.633566667E-15	548.841558091E-15	115.789850406E+9	73.584775258E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	9.997600000E+0
234.401459217E+0	-40.000000000E+0	-202.116285745E-12	100.000001490E-3	1.554384067E-12	520.688616386E-15	64.334165304E+9	21.550701810E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	10.001700000E+0
262.257241726E+0	-45.000000000E+0	-212.006139958E-12	100.000001490E-3	1.639636533E-12	506.123922584E-15	60.989127442E+9	18.826157986E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	9.998000000E+0
