[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 17:51:25"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
5.134912970E+3	50.000000000E+0	206.646528130E-12	-2.000000000E+0	-124.392966667E-9	1.008349286E-9	16.078079441E+6	130.331483822E+3	92.587177925E-9	-847.249560033E-3	-655.624408167E-3	2.169623450E-3	2.855267686E-3	6.811072866E+6	5.270590659E+6	17.441689097E+3	22.953610345E+3
5.141770116E+3	50.000000000E+0	201.529070284E-12	-2.200000048E+0	-144.283456667E-9	1.421427374E-9	15.247763663E+6	150.215341086E+3	99.452426289E-9	-917.367319367E-3	-719.698996700E-3	2.891381549E-3	3.928785749E-3	6.358090807E+6	4.988090896E+6	20.039591617E+3	27.229634221E+3
5.148624588E+3	50.000000000E+0	208.835699659E-12	-2.400000095E+0	-164.519863333E-9	1.444736799E-9	14.587904747E+6	128.104183804E+3	101.182009210E-9	-988.683633367E-3	-787.121083700E-3	3.981481768E-3	2.642931980E-3	6.009509207E+6	4.784352891E+6	24.200614366E+3	16.064516020E+3
5.155542746E+3	50.000000000E+0	208.042772361E-12	-2.599999905E+0	-186.333090000E-9	1.850284216E-9	13.953506082E+6	138.558063226E+3	109.066237347E-9	-1.067403341E+0	-854.867515333E-3	4.609657763E-3	2.188735205E-3	5.728469062E+6	4.587845966E+6	24.738803843E+3	11.746358123E+3
5.162382312E+3	50.000000000E+0	211.158829773E-12	-2.799999952E+0	-209.476696667E-9	1.907771729E-9	13.366641717E+6	121.734310245E+3	115.718005744E-9	-1.128683084E+0	-912.950315500E-3	6.002117717E-3	3.229868651E-3	5.388108092E+6	4.358242850E+6	28.652913724E+3	15.418749211E+3
5.169212827E+3	50.000000000E+0	203.151636717E-12	-3.000000000E+0	-231.301186667E-9	3.422076999E-9	12.970102070E+6	191.891311081E+3	109.122423983E-9	-1.184916485E+0	-970.185542233E-3	2.824939853E-3	2.996732315E-3	5.122829252E+6	4.194468503E+6	12.213252747E+3	12.955974666E+3
5.176045270E+3	50.000000000E+0	211.046569110E-12	-3.200000048E+0	-253.469046667E-9	2.918555501E-9	12.624815889E+6	145.367753387E+3	110.839273574E-9	-1.246320634E+0	-1.031554505E+0	4.706078942E-3	3.614149096E-3	4.917052595E+6	4.069745472E+6	18.566681038E+3	14.258739452E+3
5.182857819E+3	50.000000000E+0	204.200867326E-12	-3.400000095E+0	-276.235106667E-9	2.782681641E-9	12.308356227E+6	123.989442621E+3	113.830272861E-9	-1.301584587E+0	-1.095280549E+0	5.715106319E-3	3.260927349E-3	4.711872442E+6	3.965030233E+6	20.689283082E+3	11.804898329E+3
5.189674535E+3	50.000000000E+0	212.610406595E-12	-3.599999905E+0	-300.738503333E-9	3.114397101E-9	11.970532089E+6	123.964806718E+3	122.517100175E-9	-1.341175583E+0	-1.141657827E+0	4.056854006E-3	2.455917084E-3	4.459607162E+6	3.796181116E+6	13.489639541E+3	8.166287512E+3
5.196569031E+3	50.000000000E+0	209.435631800E-12	-3.799999952E+0	-325.463883333E-9	3.397549598E-9	11.675642512E+6	121.883184446E+3	123.626870525E-9	-1.380780028E+0	-1.207854050E+0	3.575610364E-3	3.145368541E-3	4.242498473E+6	3.711176912E+6	10.986197079E+3	9.664262925E+3
5.203387007E+3	50.000000000E+0	201.061305105E-12	-4.000000000E+0	-348.315446667E-9	3.890585254E-9	11.483843276E+6	128.271288967E+3	114.257789425E-9	-1.428480957E+0	-1.267662482E+0	3.450376376E-3	3.493660302E-3	4.101112858E+6	3.639409317E+6	9.905895385E+3	10.030161842E+3
5.210262758E+3	50.000000000E+0	209.849683001E-12	-4.199999809E+0	-373.868083333E-9	5.333717543E-9	11.233908420E+6	160.266407006E+3	127.763305178E-9	-1.478717180E+0	-1.340507090E+0	6.521990045E-3	4.086060918E-3	3.955184317E+6	3.585508232E+6	17.444629098E+3	10.929151485E+3
5.217136933E+3	50.000000000E+0	209.132224963E-12	-4.400000095E+0	-395.293280000E-9	5.747601077E-9	11.130976209E+6	161.845429931E+3	107.125830089E-9	-1.528539336E+0	-1.418994257E+0	2.941128782E-3	3.425972346E-3	3.866848777E+6	3.589725220E+6	7.440371317E+3	8.666912694E+3
5.223969193E+3	50.000000000E+0	207.387293912E-12	-4.599999905E+0	-416.786480000E-9	6.653185337E-9	11.036826110E+6	176.181457813E+3	107.466102488E-9	-1.566084769E+0	-1.482464924E+0	3.946641032E-3	6.180971912E-3	3.757522962E+6	3.556893027E+6	9.469215585E+3	14.830068172E+3
5.230814843E+3	50.000000000E+0	208.744987499E-12	-4.800000191E+0	-437.273453333E-9	6.290572293E-9	10.977113187E+6	157.915655610E+3	102.434720133E-9	-1.603889392E+0	-1.544541266E+0	3.673293983E-3	4.746407372E-3	3.667932229E+6	3.532209089E+6	8.400450462E+3	10.854551850E+3
5.237665609E+3	50.000000000E+0	210.342403217E-12	-5.000000000E+0	-463.570253333E-9	8.012527689E-9	10.785851689E+6	186.426835384E+3	131.484125393E-9	-1.640800675E+0	-1.611895021E+0	3.752966107E-3	2.717836726E-3	3.539486547E+6	3.477132127E+6	8.095787166E+3	5.862836769E+3
5.244487368E+3	50.000000000E+0	200.446069927E-12	-5.199999809E+0	-486.375750000E-9	6.668895268E-9	10.691322109E+6	146.593055722E+3	114.027592079E-9	-1.695149765E+0	-1.687880312E+0	4.922100440E-3	4.582249084E-3	3.485267852E+6	3.470321685E+6	10.119954458E+3	9.421212065E+3
5.251365566E+3	50.000000000E+0	211.614656354E-12	-5.400000095E+0	-505.786140000E-9	7.141651322E-9	10.676449330E+6	150.750430754E+3	97.051811166E-9	-1.746112558E+0	-1.785427898E+0	5.600138780E-3	4.942033460E-3	3.452274430E+6	3.530005582E+6	11.072147569E+3	9.770994239E+3
5.258208080E+3	50.000000000E+0	211.602891228E-12	-5.599999905E+0	-526.345173333E-9	8.543684199E-9	10.639405828E+6	172.699832846E+3	102.795264700E-9	-1.801248812E+0	-1.873764373E+0	3.243762466E-3	6.576960399E-3	3.422181685E+6	3.559953558E+6	6.162804620E+3	12.495527141E+3
5.265046888E+3	50.000000000E+0	219.486076536E-12	-5.800000191E+0	-542.459980000E-9	9.502583612E-9	10.692033338E+6	187.298500390E+3	80.573918071E-9	-1.849921752E+0	-1.971587254E+0	6.286324710E-3	3.171745563E-3	3.410245586E+6	3.634530337E+6	11.588550201E+3	5.846966928E+3
5.271928617E+3	50.000000000E+0	212.813096775E-12	-6.000000000E+0	-559.115596667E-9	7.600273409E-9	10.731233462E+6	145.873784977E+3	83.278162754E-9	-1.905637724E+0	-2.069314762E+0	4.082311997E-3	3.749676082E-3	3.408307218E+6	3.701049970E+6	7.301373851E+3	6.706441574E+3
5.278786666E+3	50.000000000E+0	213.542239447E-12	-6.199999809E+0	-581.555740000E-9	7.645173125E-9	10.661058576E+6	140.151034368E+3	112.200823670E-9	-1.958116545E+0	-2.158309614E+0	4.363808703E-3	4.027382280E-3	3.367031586E+6	3.711268699E+6	7.503680908E+3	6.925187051E+3
5.285615663E+3	50.000000000E+0	209.975396330E-12	-6.400000095E+0	-590.143280000E-9	8.564509650E-9	10.844824151E+6	157.386526692E+3	42.937638577E-9	-2.030915012E+0	-2.252700486E+0	3.665233064E-3	5.045031080E-3	3.441393101E+6	3.817209417E+6	6.210751166E+3	8.548824076E+3
5.292439914E+3	50.000000000E+0	222.337386927E-12	-6.599999905E+0	-604.072273333E-9	9.544609636E-9	10.925844797E+6	172.633189987E+3	69.645033085E-9	-2.107881625E+0	-2.352551917E+0	6.546114849E-3	3.321093060E-3	3.489452700E+6	3.894487499E+6	10.836641803E+3	5.497840584E+3
5.299255421E+3	50.000000000E+0	211.852669666E-12	-6.800000191E+0	-618.709863333E-9	11.221127908E-9	10.990612230E+6	199.329399658E+3	73.187845304E-9	-2.169791439E+0	-2.465139182E+0	5.382903214E-3	4.095139354E-3	3.506961126E+6	3.984321777E+6	8.700205917E+3	6.618836383E+3
5.306088148E+3	50.000000000E+0	207.367110520E-12	-7.000000000E+0	-633.728556667E-9	9.886181980E-9	11.045738631E+6	172.313810160E+3	75.093538281E-9	-2.238804897E+0	-2.561711791E+0	6.640153847E-3	3.826356900E-3	3.532750534E+6	4.042285555E+6	10.477914837E+3	6.037848319E+3
5.312912186E+3	50.000000000E+0	207.125778103E-12	-7.199999809E+0	-650.935043333E-9	10.680410404E-9	11.061011207E+6	181.486832486E+3	86.032515380E-9	-2.306865505E+0	-2.673262627E+0	5.285860354E-3	7.820199103E-3	3.543925817E+6	4.106803981E+6	8.120411412E+3	12.013793362E+3
5.319748362E+3	50.000000000E+0	210.622320510E-12	-7.400000095E+0	-660.466500000E-9	9.664466167E-9	11.204202023E+6	163.948711063E+3	47.657215159E-9	-2.365423916E+0	-2.771170563E+0	3.926250231E-3	4.434623209E-3	3.581444200E+6	4.195777625E+6	5.944662191E+3	6.714380228E+3
5.326579013E+3	50.000000000E+0	204.489162640E-12	-7.599999905E+0	-675.783103333E-9	11.396682606E-9	11.246211791E+6	189.660714615E+3	76.583089702E-9	-2.443914950E+0	-2.882443185E+0	4.709330678E-3	6.627738623E-3	3.616419140E+6	4.265337755E+6	6.968701430E+3	9.807493839E+3
5.333410242E+3	50.000000000E+0	218.555792908E-12	-7.800000191E+0	-689.934010000E-9	9.534675881E-9	11.305429328E+6	156.237557179E+3	70.754432118E-9	-2.541367355E+0	-2.988914836E+0	5.105525930E-3	4.728350111E-3	3.683493375E+6	4.332174951E+6	7.400020663E+3	6.853336758E+3
5.340232695E+3	50.000000000E+0	213.109841810E-12	-8.000000000E+0	-704.018740000E-9	10.697882375E-9	11.363333879E+6	172.670984901E+3	70.423717161E-9	-2.603618055E+0	-3.088595868E+0	10.930306413E-3	5.977767956E-3	3.698222657E+6	4.387093258E+6	15.525590147E+3	8.490921642E+3
5.347061866E+3	50.000000000E+0	204.279540043E-12	-8.199999809E+0	-712.350296667E-9	9.822115778E-9	11.511190278E+6	158.720006413E+3	41.657823061E-9	-2.679880681E+0	-3.184407588E+0	5.928904436E-3	4.642984683E-3	3.762026483E+6	4.470283235E+6	8.323018133E+3	6.517839194E+3
5.353952589E+3	50.000000000E+0	212.445981177E-12	-8.399999619E+0	-728.486146667E-9	10.070106603E-9	11.530760958E+6	159.393548656E+3	80.679326942E-9	-2.755127268E+0	-3.281804065E+0	4.924147435E-3	8.698880220E-3	3.781989926E+6	4.504964274E+6	6.759424949E+3	11.941037258E+3
5.360804963E+3	50.000000000E+0	212.285077480E-12	-8.600000381E+0	-735.464206667E-9	10.974775436E-9	11.693295613E+6	174.490195846E+3	34.890166905E-9	-2.835544528E+0	-3.387529591E+0	10.071066649E-3	10.165227751E-3	3.855448712E+6	4.605974785E+6	13.693483052E+3	13.821512535E+3
5.367633671E+3	50.000000000E+0	206.792139893E-12	-8.800000191E+0	-749.872890000E-9	9.700803554E-9	11.735322490E+6	151.815140454E+3	72.043485373E-9	-2.902757725E+0	-3.485018100E+0	4.943142467E-3	3.180492793E-3	3.870999691E+6	4.647478454E+6	6.591973830E+3	4.241375886E+3
5.374459870E+3	50.000000000E+0	210.444540035E-12	-9.000000000E+0	-764.256643333E-9	11.027429264E-9	11.776148861E+6	169.917592080E+3	71.918835254E-9	-2.959191782E+0	-3.585977194E+0	5.038560450E-3	5.774979002E-3	3.871986992E+6	4.692111250E+6	6.592759767E+3	7.556334711E+3
5.381326514E+3	50.000000000E+0	214.801044544E-12	-9.199999809E+0	-775.475986667E-9	11.884676412E-9	11.863681104E+6	181.818668009E+3	56.096770165E-9	-3.029511344E+0	-3.692783314E+0	5.725917432E-3	4.730543451E-3	3.906647525E+6	4.761957014E+6	7.383745635E+3	6.100180447E+3
5.388154618E+3	50.000000000E+0	216.633070279E-12	-9.399999619E+0	-796.108860000E-9	12.599465452E-9	11.807429977E+6	186.868044741E+3	103.164465052E-9	-3.086424580E+0	-3.775082440E+0	6.426427598E-3	8.581961890E-3	3.876887616E+6	4.741917381E+6	8.072297547E+3	10.779884914E+3
5.394976688E+3	50.000000000E+0	208.225252318E-12	-9.600000381E+0	-800.407916667E-9	10.486600652E-9	11.993884845E+6	157.138726418E+3	21.495201336E-9	-3.161294200E+0	-3.862815603E+0	5.177142909E-3	3.976425190E-3	3.949603863E+6	4.826058717E+6	6.468130564E+3	4.967998326E+3
5.401808866E+3	50.000000000E+0	215.107788989E-12	-9.800000191E+0	-813.412813333E-9	13.231276440E-9	12.048003216E+6	195.977317397E+3	65.024545346E-9	-3.236220810E+0	-3.978858423E+0	9.888471023E-3	4.444468354E-3	3.978571221E+6	4.891561035E+6	12.156768201E+3	5.463976324E+3
5.408630887E+3	50.000000000E+0	212.940437505E-12	-10.000000000E+0	-823.650913333E-9	10.410329983E-9	12.141065879E+6	153.453969511E+3	51.190548819E-9	-3.303740607E+0	-4.077972473E+0	6.874919530E-3	6.863925956E-3	4.011093235E+6	4.951093245E+6	8.346885093E+3	8.333537721E+3
