[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191024 18:20:18"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.700000E+2
Delay after setting initial temperature (s) = 1.000000E+2
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 5.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.576987743E+0	0.000000000E+0	-38.942239595E-12	100.000001490E-3	19.592536633E-12	1.707589539E-12	5.103984408E+9	444.838284416E+6	101.710288530E-3	131.236856233E-3	361.856426739E-3	275.275833170E-3	5.191277191E+9	6.698308580E+9	18.469095325E+9	14.050035395E+9	270.163900000E+0
41.711778164E+0	-5.000000000E+0	-101.279879477E-12	100.000001490E-3	71.779262333E-12	73.080920189E-12	1.393160061E+9	1.418423872E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	270.030000000E+0
81.325729370E+0	-10.000000000E+0	-128.191985933E-12	100.000001490E-3	80.457901667E-12	72.059295430E-12	1.242886024E+9	1.113147240E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	269.985100000E+0
120.970404148E+0	-15.000000000E+0	-140.711887165E-12	100.000001490E-3	70.535501000E-12	63.622600034E-12	1.417725827E+9	1.278780217E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.049100000E+0
161.661524773E+0	-20.000000000E+0	-162.524933558E-12	100.000001490E-3	107.328063667E-12	58.799392920E-12	931.722776633E+6	510.441833796E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.028200000E+0
199.697607994E+0	-25.000000000E+0	-174.099493387E-12	100.000001490E-3	96.892385333E-12	47.480086349E-12	1.032072863E+9	505.745714317E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.008100000E+0
237.688926220E+0	-30.000000000E+0	-183.630692538E-12	100.000001490E-3	98.570326000E-12	54.356221508E-12	1.014504116E+9	559.444334963E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.001000000E+0
275.735073566E+0	-35.000000000E+0	-202.009142516E-12	100.000001490E-3	112.812921333E-12	64.408731594E-12	886.423295383E+6	506.089191167E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.003300000E+0
313.826680660E+0	-40.000000000E+0	-214.234069142E-12	100.000001490E-3	107.887316333E-12	68.858924691E-12	926.893029586E+6	591.588144837E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.003800000E+0
352.036922455E+0	-45.000000000E+0	-227.375851480E-12	100.000001490E-3	130.429646000E-12	80.263651322E-12	766.696871125E+6	471.809072715E+6	0.000000000E+0	NaN	27.170417096E+21	NaN	NaN	NaN	NaN	NaN	270.010100000E+0
