[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 13:14:24"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
2.143865022E+3	-50.000000000E+0	-329.289003472E-12	0.000000000E+0	-347.072873333E-12	217.039105240E-12	-0.000000000E+0	0.000000000E+0	NaN	-14.107398113E-3	-8.458737244E-3	599.274852095E-6	336.407279115E-6	40.646789759E+6	24.371646113E+6	1.726654251E+6	969.269870860E+3
2.155824281E+3	-50.000000000E+0	-309.887512873E-12	200.000002980E-3	7.236035467E-9	308.016468937E-12	27.639444818E+6	1.176528810E+6	37.915541135E-9	36.852103027E-3	20.731328767E-3	1.382549017E-3	355.929783371E-6	5.092858264E+6	2.865012045E+6	191.064433427E+3	49.188507299E+3
2.164494653E+3	-50.000000000E+0	-317.704068609E-12	400.000005960E-3	13.403847000E-9	169.385909281E-12	29.842179336E+6	377.118948142E+3	30.839057207E-9	99.520166043E-3	53.205237773E-3	1.561994830E-3	652.174142484E-6	7.424746496E+6	3.969400559E+6	116.533322848E+3	48.655743570E+3
2.171345430E+3	-50.000000000E+0	-316.713321310E-12	600.000023842E-3	18.776283333E-9	195.579812218E-12	31.955207172E+6	332.855725874E+3	26.862179265E-9	164.140212400E-3	89.088444973E-3	2.161619006E-3	765.983332447E-6	8.741890474E+6	4.744732671E+6	115.124967340E+3	40.795258510E+3
2.178209622E+3	-50.000000000E+0	-326.286681007E-12	800.000011921E-3	23.793785000E-9	211.497218906E-12	33.622225801E+6	298.859859845E+3	25.087509829E-9	231.484481233E-3	125.973785667E-3	2.416052510E-3	1.473640874E-3	9.728779227E+6	5.294398754E+6	101.541327272E+3	61.933856827E+3
2.185062599E+3	-50.000000000E+0	-322.114371287E-12	1.000000000E+0	27.985942333E-9	244.008049241E-12	35.732225418E+6	311.547508943E+3	20.960787916E-9	294.862234733E-3	163.446707633E-3	3.000994756E-3	1.309544931E-3	10.536083839E+6	5.840314601E+6	107.232221095E+3	46.792954658E+3
2.191901485E+3	-50.000000000E+0	-319.420604781E-12	1.200000048E+0	31.790356000E-9	294.240556789E-12	37.747298196E+6	349.375956608E+3	19.022063798E-9	363.438287000E-3	199.458643067E-3	2.594184255E-3	1.612676788E-3	11.432344042E+6	6.274187149E+6	81.602868956E+3	50.728490979E+3
2.198739166E+3	-50.000000000E+0	-325.735206400E-12	1.399999976E+0	35.329445000E-9	194.708310907E-12	39.627001674E+6	218.393087190E+3	17.695451328E-9	433.247360200E-3	235.843165733E-3	4.324941287E-3	1.859220455E-3	12.263067257E+6	6.675541202E+6	122.417470388E+3	52.625238090E+3
2.205585700E+3	-50.000000000E+0	-324.731060560E-12	1.600000024E+0	38.354644000E-9	214.836476669E-12	41.715939896E+6	233.664156764E+3	15.125991394E-9	496.730578367E-3	275.774419200E-3	3.103983901E-3	1.699264730E-3	12.950989152E+6	7.190118078E+6	80.928502440E+3	44.304015171E+3
2.212435372E+3	-50.000000000E+0	-330.774157139E-12	1.799999952E+0	40.883910000E-9	270.337013004E-12	44.027098981E+6	291.120747254E+3	12.646334523E-9	564.340498867E-3	310.771616567E-3	3.707577105E-3	2.973841533E-3	13.803486478E+6	7.601318381E+6	90.685482509E+3	72.738677220E+3
