[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 14:23:10"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.710091114E+0	0.000000000E+0	-55.875759170E-12	100.000001490E-3	-73.150696133E-12	202.631798284E-12	-1.367041010E+9	3.786785263E+9	38.757611027E-3	0.000000000E+0	373.989416402E-3	27.170417096E+21	-529.832429155E+6	-0.000000000E+0	5.112588617E+9	NaN	100.011400000E+0
111.348298550E+0	-5.000000000E+0	-93.971331960E-12	100.000001490E-3	-60.530682300E-12	212.939975095E-12	-1.652054755E+9	5.811738525E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	100.002000000E+0
209.088109493E+0	-10.000000000E+0	-120.226340920E-12	100.000001490E-3	-76.089018544E-12	241.041960476E-12	-1.314250117E+9	4.163405321E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001700000E+0
297.790364742E+0	-15.000000000E+0	-125.474650114E-12	100.000001490E-3	10.120253980E-12	203.897737686E-12	9.881175086E+9	199.080897542E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000300000E+0
390.446312904E+0	-20.000000000E+0	-134.347103581E-12	100.000001490E-3	-14.966637147E-12	244.773288251E-12	-6.681527755E+9	109.273680055E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000300000E+0
480.019979000E+0	-25.000000000E+0	-147.844155379E-12	100.000001490E-3	89.306095567E-12	208.024196485E-12	1.119744412E+9	2.608264645E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.998600000E+0
572.406422138E+0	-30.000000000E+0	-167.379078595E-12	100.000001490E-3	-86.930411997E-12	211.391607988E-12	-1.150345422E+9	2.797333671E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998800000E+0
661.879159927E+0	-35.000000000E+0	-169.695593052E-12	100.000001490E-3	-124.264441289E-12	228.800383135E-12	-804.735453303E+6	1.481709314E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001200000E+0
752.359836578E+0	-40.000000000E+0	-184.595727593E-12	100.000001490E-3	125.295739243E-12	189.593195825E-12	798.111748205E+6	1.207675200E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999300000E+0
846.302616119E+0	-45.000000000E+0	-180.016189571E-12	100.000001490E-3	31.002589167E-12	239.626231146E-12	3.225537098E+9	24.930927351E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001400000E+0
935.275076866E+0	-50.000000000E+0	-195.528275862E-12	100.000001490E-3	-39.732942827E-12	240.743387172E-12	-2.516803297E+9	15.249405339E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001000000E+0
1.030681848E+3	-55.000000000E+0	-193.823619423E-12	100.000001490E-3	4.881314567E-12	246.713171848E-12	20.486285021E+9	1.035425250E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000100000E+0
1.129039703E+3	-60.000000000E+0	-195.960893924E-12	100.000001490E-3	17.148262967E-12	219.423199427E-12	5.831494518E+9	74.617772491E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000200000E+0
1.217676213E+3	-65.000000000E+0	-194.288169812E-12	100.000001490E-3	-26.870203700E-12	250.367265259E-12	-3.721594470E+9	34.676530189E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.997900000E+0
1.315838592E+3	-70.000000000E+0	-199.710969984E-12	100.000001490E-3	-42.632134667E-12	221.547234342E-12	-2.345648471E+9	12.189676532E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999500000E+0
1.414738714E+3	-75.000000000E+0	-215.757703601E-12	100.000001490E-3	-49.516769567E-12	257.593256678E-12	-2.019517880E+9	10.505818375E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999100000E+0
1.507604121E+3	-70.000000000E+0	-160.190039879E-12	100.000001490E-3	27.083527393E-12	252.692057083E-12	3.692281291E+9	34.449358875E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000200000E+0
1.599355506E+3	-65.000000000E+0	-151.230588584E-12	100.000001490E-3	-6.194748977E-12	227.839359414E-12	-16.142704388E+9	593.719526150E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000000000E+0
1.695453951E+3	-60.000000000E+0	-153.302375597E-12	100.000001490E-3	-57.899718033E-12	173.482387227E-12	-1.727124153E+9	5.174906396E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998700000E+0
1.803467069E+3	-55.000000000E+0	-128.490491395E-12	100.000001490E-3	30.513393667E-12	180.493005360E-12	3.277249413E+9	19.385604970E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	68.622053357E+36	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999400000E+0
