#Static
-13.263980700E-3	-13.247409600E-3	-13.255402300E-3	-13.260779100E-3	-13.258910600E-3	-13.262134500E-3	-13.268046700E-3	-13.271281700E-3	-13.264133800E-3	-13.268958400E-3	-13.269560800E-3	-13.269148000E-3	-13.266838900E-3	-13.278484900E-3	-13.278083400E-3	-13.279673000E-3	-13.265712200E-3	-13.275679400E-3	-13.270196600E-3	-13.275857900E-3	-13.286416300E-3	-13.285178100E-3	-13.291073600E-3	-13.288519100E-3	-13.283861800E-3	-13.286159700E-3	-13.282958200E-3	-13.276817200E-3	-13.287102300E-3	-13.277932800E-3
-13.227039400E-3	-13.225817900E-3	-13.227441000E-3	-13.240604100E-3	-13.240258300E-3	-13.233470300E-3	-13.232617000E-3	-13.234954000E-3	-13.231679900E-3	-13.235706900E-3	-13.245043800E-3	-13.239544300E-3	-13.232644800E-3	-13.236348400E-3	-13.243281300E-3	-13.235801800E-3	-13.247185600E-3	-13.247626200E-3	-13.242695700E-3	-13.245166500E-3	-13.246834200E-3	-13.247241400E-3	-13.240263800E-3	-13.239014400E-3	-13.239438300E-3	-13.242896400E-3	-13.245389600E-3	-13.247018300E-3	-13.250504300E-3	-13.256371900E-3
-13.184286300E-3	-13.169700900E-3	-13.175970200E-3	-13.186266400E-3	-13.187069600E-3	-13.188954800E-3	-13.190605800E-3	-13.194610500E-3	-13.187934100E-3	-13.183867600E-3	-13.193394100E-3	-13.191882600E-3	-13.191458700E-3	-13.193606100E-3	-13.197477000E-3	-13.195686500E-3	-13.193806900E-3	-13.193533600E-3	-13.202134200E-3	-13.207025800E-3	-13.195798100E-3	-13.203735000E-3	-13.202301600E-3	-13.202441000E-3	-13.200477700E-3	-13.207371600E-3	-13.212140500E-3	-13.203199600E-3	-13.198430700E-3	-13.196740700E-3
-13.126661400E-3	-13.121256700E-3	-13.123928400E-3	-13.128942700E-3	-13.134458900E-3	-13.127631900E-3	-13.127704400E-3	-13.141704200E-3	-13.134107500E-3	-13.138073200E-3	-13.141414200E-3	-13.130292500E-3	-13.132768900E-3	-13.131804000E-3	-13.129121200E-3	-13.131848600E-3	-13.126443900E-3	-13.131168100E-3	-13.131804000E-3	-13.138324200E-3	-13.145898600E-3	-13.147164700E-3	-13.151186200E-3	-13.145279500E-3	-13.137822200E-3	-13.151760700E-3	-13.143745600E-3	-13.141285900E-3	-13.138486000E-3	-13.137390700E-3
-13.068586100E-3	-13.059723300E-3	-13.056516200E-3	-13.063778200E-3	-13.052271600E-3	-13.060810900E-3	-13.057771100E-3	-13.057179900E-3	-13.065094600E-3	-13.067532000E-3	-13.062149600E-3	-13.066349500E-3	-13.073990800E-3	-13.069618000E-3	-13.064877000E-3	-13.067816400E-3	-13.062506500E-3	-13.064642800E-3	-13.067392500E-3	-13.062863500E-3	-13.062963900E-3	-13.062316900E-3	-13.070750300E-3	-13.073455400E-3	-13.079217100E-3	-13.077186800E-3	-13.085369200E-3	-13.089379500E-3	-13.085363600E-3	-13.074386900E-3
-12.983514100E-3	-12.982716500E-3	-12.982354000E-3	-12.978990700E-3	-12.978009000E-3	-12.980881500E-3	-12.982331700E-3	-12.982103000E-3	-12.986693300E-3	-12.993464600E-3	-12.975861600E-3	-12.983675900E-3	-12.982694200E-3	-12.989710800E-3	-12.988924400E-3	-12.996030300E-3	-12.993531500E-3	-12.987725200E-3	-12.989984100E-3	-12.983893400E-3	-12.989259000E-3	-12.980452000E-3	-12.979358800E-3	-12.989242300E-3	-12.988428000E-3	-12.996710700E-3	-12.997257300E-3	-12.991975300E-3	-12.994725100E-3	-12.992667000E-3
-12.867902400E-3	-12.858108100E-3	-12.858961500E-3	-12.870641000E-3	-12.867902400E-3	-12.865710400E-3	-12.873251300E-3	-12.873848100E-3	-12.871499900E-3	-12.872587600E-3	-12.883519700E-3	-12.879726900E-3	-12.875058500E-3	-12.872548500E-3	-12.871221100E-3	-12.875499100E-3	-12.869257700E-3	-12.871338200E-3	-12.874160500E-3	-12.880390700E-3	-12.871868100E-3	-12.879621000E-3	-12.886052000E-3	-12.877903100E-3	-12.878700700E-3	-12.881991500E-3	-12.878455200E-3	-12.879013000E-3	-12.868253800E-3	-12.871427400E-3
-12.744140300E-3	-12.743359400E-3	-12.752194400E-3	-12.745847100E-3	-12.746717200E-3	-12.751201600E-3	-12.748591200E-3	-12.753164900E-3	-12.742729200E-3	-12.754191200E-3	-12.752902700E-3	-12.755925800E-3	-12.747486900E-3	-12.752138600E-3	-12.750571300E-3	-12.752038200E-3	-12.745663000E-3	-12.753956900E-3	-12.754994300E-3	-12.756031800E-3	-12.749517100E-3	-12.744659000E-3	-12.753862100E-3	-12.745183300E-3	-12.752378400E-3	-12.751458100E-3	-12.743761000E-3	-12.748524300E-3	-12.753064500E-3	-12.752250200E-3
-12.635885300E-3	-12.617908700E-3	-12.614489600E-3	-12.618990800E-3	-12.614339000E-3	-12.612253000E-3	-12.618550100E-3	-12.615766900E-3	-12.615521500E-3	-12.619247300E-3	-12.612214000E-3	-12.617696800E-3	-12.623023400E-3	-12.627273500E-3	-12.620837000E-3	-12.618633800E-3	-12.620106300E-3	-12.618940600E-3	-12.616642600E-3	-12.616235400E-3	-12.615605200E-3	-12.617217100E-3	-12.615158900E-3	-12.614924700E-3	-12.618410700E-3	-12.624311800E-3	-12.615906300E-3	-12.626849600E-3	-12.626531700E-3	-12.620619400E-3
-12.487376200E-3	-12.494905900E-3	-12.491882900E-3	-12.488168200E-3	-12.496172000E-3	-12.488949100E-3	-12.488954600E-3	-12.487259000E-3	-12.486534000E-3	-12.490962600E-3	-12.491213600E-3	-12.486489300E-3	-12.491258200E-3	-12.490081300E-3	-12.485200900E-3	-12.488731500E-3	-12.491810400E-3	-12.491988900E-3	-12.484765900E-3	-12.485920400E-3	-12.488904400E-3	-12.488106800E-3	-12.486216000E-3	-12.486506100E-3	-12.487616000E-3	-12.482194600E-3	-12.481034500E-3	-12.486812800E-3	-12.495530600E-3	-12.483845600E-3
