[Main]
Experiment = ""
Header length = 65    
Date = "20181214 13:25:38"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
477.790832520E-6	-1.000000000E-6	-160.377705500E-6	39.087957030E-6	-1.179446733E-3	84.451977169E-9	103.620221695E-9	4.466584068E-6	160.377705500E+0	-39.087957030E+0	1.179446733E+3	84.451977169E-3	103.620221695E-3	4.466584068E+0	NaN	NaN	NaN	-4.353326932E-6	300.005700000E+0
7.017149925E+0	-990.000000000E-9	-158.845006733E-6	38.660893280E-6	-1.169337467E-3	88.043232597E-9	89.311860140E-9	3.831896368E-6	160.449501751E+0	-39.051407354E+0	1.181148956E+3	88.932558179E-3	90.214000141E-3	3.870602392E+0	6.524439255E-3	-23.415707842E-3	989.191434921E-6	-4.353326932E-6	300.007200000E+0
12.966115952E+0	-980.000000000E-9	-157.306696533E-6	38.241863273E-6	-1.157503700E-3	80.764202803E-9	106.214141412E-9	3.855135287E-6	160.517037279E+0	-39.022309463E+0	1.181126224E+3	82.412451840E-3	108.381776951E-3	3.933811517E+0	6.500639468E-3	-23.864639384E-3	845.039477428E-6	-4.353326932E-6	300.006600000E+0
18.907099247E+0	-970.000000000E-9	-155.743137633E-6	37.838830100E-6	-1.144624733E-3	86.299898040E-9	99.934489193E-9	2.663379108E-6	160.559935704E+0	-39.009103196E+0	1.180025498E+3	88.968967051E-3	103.025246590E-3	2.745751657E+0	6.395665683E-3	-24.811853370E-3	776.459809146E-6	-4.353326932E-6	300.006600000E+0
24.830600262E+0	-960.000000000E-9	-154.115349500E-6	37.471312983E-6	-1.134626900E-3	91.165654922E-9	123.571723578E-9	3.704124126E-6	160.536822396E+0	-39.032617691E+0	1.181903021E+3	94.964223877E-3	128.720545394E-3	3.858462631E+0	6.143305628E-3	-27.209617040E-3	1.000216714E-3	-4.353326932E-6	300.006600000E+0
30.765997887E+0	-950.000000000E-9	-152.620460000E-6	37.043726010E-6	-1.122433100E-3	80.543098398E-9	101.592289627E-9	4.197535092E-6	160.653115789E+0	-38.993395800E+0	1.181508526E+3	84.782208840E-3	106.939252239E-3	4.418457992E+0	6.689457649E-3	-23.387054854E-3	820.088897637E-6	-4.353326932E-6	300.006000000E+0
36.721812725E+0	-940.000000000E-9	-151.026833333E-6	36.591503497E-6	-1.111089800E-3	77.409609416E-9	100.837210275E-9	3.869975117E-6	160.666843972E+0	-38.927131379E+0	1.182010426E+3	82.350648315E-3	107.273627952E-3	4.116994805E+0	6.274995398E-3	-22.113007878E-3	881.577671401E-6	-4.353326932E-6	300.008700000E+0
42.680628777E+0	-930.000000000E-9	-149.443135700E-6	36.187856253E-6	-1.099765533E-3	97.313546213E-9	96.457255424E-9	3.358638135E-6	160.691543763E+0	-38.911673391E+0	1.182543584E+3	104.638221735E-3	103.717478950E-3	3.611438854E+0	6.314336645E-3	-24.774107008E-3	883.059388687E-6	-4.353326932E-6	300.011200000E+0
48.621242523E+0	-920.000000000E-9	-147.902269367E-6	35.787367860E-6	-1.088364467E-3	81.218078547E-9	100.427089958E-9	5.349749996E-6	160.763336268E+0	-38.899312891E+0	1.183004855E+3	88.280520160E-3	109.159880390E-3	5.814945647E+0	6.489855599E-3	-24.969512641E-3	877.110913599E-6	-4.353326932E-6	300.005600000E+0
54.588668346E+0	-910.000000000E-9	-146.334042900E-6	35.374207250E-6	-1.073344567E-3	70.530714448E-9	92.316076246E-9	3.726972143E-6	160.806640549E+0	-38.872755220E+0	1.179499524E+3	77.506279613E-3	101.446237633E-3	4.095573784E+0	6.376630042E-3	-24.203662590E-3	665.783394031E-6	-4.353326932E-6	300.007700000E+0
60.566797733E+0	-900.000000000E-9	-144.817966533E-6	34.939338483E-6	-1.062446133E-3	67.608745101E-9	73.483452232E-9	4.251793778E-6	160.908851704E+0	-38.821487204E+0	1.180495704E+3	75.120827890E-3	81.648280258E-3	4.724215308E+0	6.595973804E-3	-22.995443146E-3	917.563074815E-6	-4.353326932E-6	300.004400000E+0
66.524336338E+0	-890.000000000E-9	-143.276970667E-6	34.523744597E-6	-1.051514467E-3	91.658368394E-9	102.498913742E-9	4.617353547E-6	160.985360300E+0	-38.790724266E+0	1.181476929E+3	102.986930780E-3	115.167318812E-3	5.188037693E+0	6.489310073E-3	-24.061951633E-3	914.773593536E-6	-4.353326932E-6	300.006200000E+0
72.455953121E+0	-880.000000000E-9	-141.713193000E-6	34.124837423E-6	-1.039178067E-3	60.713510536E-9	107.645277258E-9	6.030508596E-6	161.037719318E+0	-38.778224345E+0	1.180884167E+3	68.992625609E-3	122.324178702E-3	6.852850677E+0	6.394770953E-3	-25.068488783E-3	810.609253915E-6	-4.353326932E-6	300.005000000E+0
78.384830475E+0	-870.000000000E-9	-140.111023133E-6	33.711480223E-6	-1.027901733E-3	85.946952491E-9	106.323510636E-9	4.804551871E-6	161.047153027E+0	-38.748827843E+0	1.181496245E+3	98.789600565E-3	122.210931766E-3	5.522473415E+0	6.241535438E-3	-24.192151485E-3	886.813089361E-6	-4.353326932E-6	300.007000000E+0
84.312256336E+0	-860.000000000E-9	-138.570825700E-6	33.252586660E-6	-1.017766467E-3	74.280902469E-9	88.875453617E-9	2.994410641E-6	161.128867093E+0	-38.665798442E+0	1.183449380E+3	86.373142406E-3	103.343550718E-3	3.481872838E+0	6.492674110E-3	-21.791545576E-3	986.653862092E-6	-4.353326932E-6	300.010900000E+0
90.240430355E+0	-850.000000000E-9	-136.218118367E-6	33.804472177E-6	-1.005055273E-3	82.730935145E-9	96.566396951E-9	3.172366221E-6	160.256609843E+0	-39.769967267E+0	1.182417969E+3	97.330511936E-3	113.607525825E-3	3.732195554E+0	4.250422421E-3	18.119700007E-3	786.708197867E-6	-4.353326932E-6	300.005300000E+0
96.165273666E+0	-840.000000000E-9	-134.648351733E-6	33.392766057E-6	-992.701840000E-6	73.049707357E-9	99.544492532E-9	2.846127865E-6	160.295656825E+0	-39.753292925E+0	1.181787905E+3	86.963937329E-3	118.505348252E-3	3.388247459E+0	6.370373652E-3	-24.289170149E-3	809.491558352E-6	-4.353326932E-6	300.004100000E+0
102.095752716E+0	-830.000000000E-9	-133.108054967E-6	32.951932493E-6	-979.815013333E-6	73.777954588E-9	100.010186425E-9	4.096025263E-6	160.371150562E+0	-39.701123486E+0	1.180500016E+3	88.889101913E-3	120.494200512E-3	4.934970196E+0	6.492255399E-3	-22.684298184E-3	775.986226762E-6	-4.353326932E-6	299.999000000E+0
108.056015968E+0	-820.000000000E-9	-131.486934433E-6	32.592395733E-6	-968.846616667E-6	86.102499394E-9	129.159460112E-9	4.272378872E-6	160.349920041E+0	-39.746824065E+0	1.181520264E+3	105.003048041E-3	157.511536723E-3	5.210218136E+0	6.168572783E-3	-27.813567659E-3	911.710280354E-6	-4.353326932E-6	300.004700000E+0
114.029088974E+0	-810.000000000E-9	-129.898795367E-6	32.192463280E-6	-958.381220000E-6	71.693836754E-9	107.246429242E-9	4.340084296E-6	160.368883169E+0	-39.743781827E+0	1.183186691E+3	88.510909572E-3	132.402999064E-3	5.358128760E+0	6.296677797E-3	-25.004222380E-3	955.529954431E-6	-4.353326932E-6	300.008200000E+0
119.960782528E+0	-800.000000000E-9	-128.315284500E-6	31.772465280E-6	-944.180380000E-6	77.965522495E-9	96.267607256E-9	3.808069204E-6	160.394105625E+0	-39.715581600E+0	1.180225475E+3	97.456903119E-3	120.334509069E-3	4.760086505E+0	6.315081387E-3	-23.809637189E-3	704.183696176E-6	-4.353326932E-6	300.007400000E+0
125.878301144E+0	-790.000000000E-9	-126.811216733E-6	31.301862927E-6	-931.665323333E-6	83.498616053E-9	82.555017264E-9	3.331845872E-6	160.520527511E+0	-39.622611300E+0	1.179323194E+3	105.694450700E-3	104.500021853E-3	4.217526420E+0	6.648636598E-3	-21.249362501E-3	799.037532657E-6	-4.353326932E-6	300.008900000E+0
131.834790707E+0	-780.000000000E-9	-125.239480767E-6	30.920177350E-6	-922.003240000E-6	92.376213597E-9	103.886637837E-9	4.118090091E-6	160.563436880E+0	-39.641253013E+0	1.182055436E+3	118.431043073E-3	133.187997227E-3	5.279602681E+0	6.362391783E-3	-26.199575282E-3	1.034973479E-3	-4.353326932E-6	300.006500000E+0
137.787139893E+0	-770.000000000E-9	-123.755887467E-6	30.383560083E-6	-906.398506667E-6	73.868441385E-9	101.717020575E-9	3.504215623E-6	160.721931775E+0	-39.459168939E+0	1.177140918E+3	95.933040760E-3	132.100026721E-3	4.550929380E+0	6.740391723E-3	-18.635255742E-3	640.831200790E-6	-4.353326932E-6	300.006500000E+0
143.739378452E+0	-760.000000000E-9	-122.150095733E-6	29.972654350E-6	-894.032116667E-6	93.718398895E-9	93.818711891E-9	6.319825010E-6	160.723810175E+0	-39.437703092E+0	1.176358048E+3	123.313682757E-3	123.445673540E-3	8.315559224E+0	6.227457641E-3	-24.336482041E-3	808.643427872E-6	-4.353326932E-6	300.005600000E+0
149.662745476E+0	-750.000000000E-9	-120.599344600E-6	29.528905953E-6	-879.508116667E-6	91.870284477E-9	102.627966165E-9	4.089318015E-6	160.799126133E+0	-39.371874604E+0	1.172677489E+3	122.493712636E-3	136.837288220E-3	5.452424019E+0	6.448487952E-3	-22.535292691E-3	688.515560452E-6	-4.353326932E-6	300.006500000E+0
155.588739395E+0	-740.000000000E-9	-119.008910300E-6	29.099674970E-6	-869.291333333E-6	90.983694039E-9	81.399814807E-9	3.829148243E-6	160.822851757E+0	-39.323885095E+0	1.174718018E+3	122.950937890E-3	109.999749739E-3	5.174524652E+0	6.287590754E-3	-23.297479419E-3	978.781645234E-6	-4.353326932E-6	300.004400000E+0
161.552567959E+0	-730.000000000E-9	-117.453995300E-6	28.661072593E-6	-855.662230000E-6	81.918580824E-9	113.042603494E-9	4.704849798E-6	160.895883973E+0	-39.261743279E+0	1.172140041E+3	112.217234006E-3	154.852881499E-3	6.444999723E+0	6.431219713E-3	-22.799694055E-3	733.723984288E-6	-4.353326932E-6	300.005900000E+0
167.484016895E+0	-720.000000000E-9	-115.957040867E-6	28.176262133E-6	-847.147526667E-6	71.058417448E-9	89.401141198E-9	5.273905083E-6	161.051445648E+0	-39.133697407E+0	1.176593787E+3	98.692246455E-3	124.168251664E-3	7.324868171E+0	6.680230057E-3	-20.626617668E-3	1.174439039E-3	-4.353326932E-6	300.007000000E+0
173.417530537E+0	-710.000000000E-9	-114.861266067E-6	27.178953820E-6	-833.845550000E-6	189.825244801E-9	205.196013617E-9	4.781352169E-6	161.776431080E+0	-38.280216648E+0	1.174430352E+3	267.359499720E-3	289.008469883E-3	6.734298829E+0	9.125962743E-3	-10.026989514E-3	751.767970324E-6	-4.353326932E-6	300.007700000E+0
179.413202286E+0	-700.000000000E-9	-113.350716833E-6	26.668693577E-6	-821.992670000E-6	83.141220656E-9	94.360229740E-9	4.163242417E-6	161.929595476E+0	-38.098133681E+0	1.174275243E+3	118.773172365E-3	134.800328200E-3	5.947489167E+0	6.620108620E-3	-19.597842730E-3	843.676811037E-6	-4.353326932E-6	300.004400000E+0
185.384154320E+0	-690.000000000E-9	-111.785658567E-6	26.235581583E-6	-806.435713333E-6	119.372036771E-9	103.497832226E-9	3.011216428E-6	162.008200821E+0	-38.022582005E+0	1.168747411E+3	173.002951842E-3	149.996858299E-3	4.364081780E+0	6.389538468E-3	-23.088716438E-3	642.799245011E-6	-4.353326932E-6	300.004100000E+0
191.366078377E+0	-680.000000000E-9	-110.164932533E-6	25.843777687E-6	-796.296470000E-6	102.987197139E-9	87.293281144E-9	5.176214692E-6	162.007253725E+0	-38.005555422E+0	1.171024221E+3	151.451760498E-3	128.372472271E-3	7.612080429E+0	6.170074272E-3	-25.522972296E-3	986.266891053E-6	-4.353326932E-6	300.008200000E+0
197.344226360E+0	-670.000000000E-9	-108.635266767E-6	25.424989213E-6	-785.220343333E-6	78.175270827E-9	98.536066104E-9	4.761679819E-6	162.142189204E+0	-37.947745095E+0	1.171970662E+3	116.679508698E-3	147.068755379E-3	7.106984805E+0	6.537375823E-3	-23.878403148E-3	902.842690495E-6	-4.353326932E-6	300.004400000E+0
203.348308086E+0	-660.000000000E-9	-107.031453700E-6	25.056180667E-6	-775.881573333E-6	111.230762158E-9	91.811920366E-9	3.636479685E-6	162.168869242E+0	-37.963910101E+0	1.175578141E+3	168.531457815E-3	139.108970252E-3	5.509817705E+0	6.235140621E-3	-27.114339107E-3	1.070804828E-3	-4.353326932E-6	300.003200000E+0
209.351224899E+0	-650.000000000E-9	-105.447170767E-6	24.625072560E-6	-762.124463333E-6	76.965132056E-9	96.374816687E-9	4.603485096E-6	162.226416564E+0	-37.884727015E+0	1.172499174E+3	118.407895471E-3	148.268948749E-3	7.082284763E+0	6.312003866E-3	-23.196037944E-3	726.896855517E-6	-4.353326932E-6	300.007400000E+0
215.263872147E+0	-640.000000000E-9	-103.860740367E-6	24.182455730E-6	-752.079853333E-6	82.087866661E-9	107.563994688E-9	4.431566880E-6	162.282406823E+0	-37.785087078E+0	1.175124771E+3	128.262291658E-3	168.068741700E-3	6.924323249E+0	6.303459641E-3	-22.592905019E-3	995.558812139E-6	-4.353326932E-6	300.009200000E+0
221.168987274E+0	-630.000000000E-9	-102.265256967E-6	23.799057307E-6	-735.337920000E-6	66.192962442E-9	98.668553161E-9	3.358942542E-6	162.325804709E+0	-37.776281439E+0	1.167203048E+3	105.068194353E-3	156.616751049E-3	5.331654828E+0	6.267692914E-3	-26.082527709E-3	597.302581542E-6	-4.353326932E-6	300.007000000E+0
227.086498737E+0	-620.000000000E-9	-100.741067667E-6	23.344240300E-6	-726.701623333E-6	58.709642294E-9	98.513264284E-9	4.947367925E-6	162.485593011E+0	-37.652000484E+0	1.172099392E+3	94.692971442E-3	158.892361749E-3	7.979625685E+0	6.560864848E-3	-21.986864725E-3	1.157903716E-3	-4.353326932E-6	300.009300000E+0
233.028543472E+0	-610.000000000E-9	-99.086389167E-6	22.960585330E-6	-711.924403333E-6	103.427092390E-9	106.110196373E-9	4.363998859E-6	162.436703552E+0	-37.640303820E+0	1.167089186E+3	169.552610476E-3	173.951141596E-3	7.154096491E+0	6.043470076E-3	-26.065086554E-3	676.717271584E-6	-4.353326932E-6	300.007000000E+0
238.965758324E+0	-600.000000000E-9	-97.524616400E-6	22.550266367E-6	-701.238970000E-6	92.372761133E-9	93.673201063E-9	5.030723399E-6	162.541027333E+0	-37.583777278E+0	1.168731617E+3	153.954601889E-3	156.122001772E-3	8.384538998E+0	6.402980135E-3	-24.371284034E-3	935.853482779E-6	-4.353326932E-6	300.006000000E+0
244.955017090E+0	-590.000000000E-9	-95.987619080E-6	22.129019640E-6	-688.075356667E-6	36.654271611E-9	78.845487054E-9	5.057992685E-6	162.690879797E+0	-37.506812949E+0	1.166229418E+3	62.125884087E-3	133.636418735E-3	8.572868958E+0	6.506192216E-3	-23.739056868E-3	759.669837360E-6	-4.353326932E-6	300.003400000E+0
250.952724934E+0	-580.000000000E-9	-94.356199123E-6	21.746909137E-6	-675.887820000E-6	78.912433184E-9	109.283472443E-9	3.321628817E-6	162.683101937E+0	-37.494670925E+0	1.165323828E+3	136.055919284E-3	188.419780075E-3	5.726946235E+0	6.129629565E-3	-26.170439998E-3	820.510351969E-6	-4.353326932E-6	300.005200000E+0
256.901900768E+0	-570.000000000E-9	-92.750411763E-6	21.342360193E-6	-666.940393333E-6	85.634385030E-9	103.782408748E-9	4.348169015E-6	162.720020637E+0	-37.442737181E+0	1.170070865E+3	150.235763211E-3	182.074401313E-3	7.628366693E+0	6.227474602E-3	-24.718887949E-3	1.117639783E-3	-4.353326932E-6	300.007500000E+0
262.825181007E+0	-560.000000000E-9	-91.188444970E-6	20.937913143E-6	-656.468163333E-6	84.611707464E-9	95.200012257E-9	4.143302604E-6	162.836508875E+0	-37.389130613E+0	1.172264577E+3	151.092334756E-3	170.000021887E-3	7.398754649E+0	6.402184760E-3	-24.725115438E-3	954.906452589E-6	-4.353326932E-6	300.003100000E+0
268.750090599E+0	-550.000000000E-9	-89.601244627E-6	20.548689280E-6	-643.362196667E-6	86.275003107E-9	107.374570266E-9	4.263845382E-6	162.911353867E+0	-37.361253236E+0	1.169749448E+3	156.863642012E-3	195.226491392E-3	7.752446148E+0	6.300401863E-3	-25.692155446E-3	763.011249329E-6	-4.353326932E-6	300.004200000E+0
274.721364021E+0	-540.000000000E-9	-88.040656047E-6	20.122235710E-6	-631.279510000E-6	85.429464084E-9	109.292761007E-9	3.906672938E-6	163.038251938E+0	-37.263399463E+0	1.169036130E+3	158.202711266E-3	202.394001864E-3	7.234579515E+0	6.407838766E-3	-23.449211599E-3	827.630499398E-6	-4.353326932E-6	300.007200000E+0
280.683617592E+0	-530.000000000E-9	-86.472465003E-6	19.701452457E-6	-620.128426667E-6	56.044894005E-9	94.399509204E-9	3.536534379E-6	163.155594346E+0	-37.172551805E+0	1.170053635E+3	105.745083029E-3	178.112281517E-3	6.672706375E+0	6.376774082E-3	-23.765204344E-3	896.773856053E-6	-4.353326932E-6	300.006300000E+0
286.639128685E+0	-520.000000000E-9	-84.864726943E-6	19.321596083E-6	-608.524536667E-6	84.839575908E-9	96.453839229E-9	4.091111150E-6	163.201397968E+0	-37.156915545E+0	1.170239494E+3	163.153030592E-3	185.488152363E-3	7.867521442E+0	6.219918685E-3	-26.325739680E-3	861.779972061E-6	-4.353326932E-6	300.002500000E+0
292.580092907E+0	-510.000000000E-9	-83.247019987E-6	18.909789970E-6	-595.377923333E-6	71.882785063E-9	96.588787658E-9	3.982826238E-6	163.229450954E+0	-37.078019549E+0	1.167407693E+3	140.946637378E-3	189.389779722E-3	7.809463212E+0	6.181589291E-3	-24.283272337E-3	760.652173031E-6	-4.353326932E-6	300.002700000E+0
298.548518658E+0	-500.000000000E-9	-81.658266703E-6	18.456682927E-6	-582.272010000E-6	81.082918420E-9	95.086678190E-9	4.424344722E-6	163.316533407E+0	-36.913365853E+0	1.164544020E+3	162.165836840E-3	190.173356380E-3	8.848689445E+0	6.294243483E-3	-22.069840112E-3	763.014354335E-6	-4.353326932E-6	300.003900000E+0
304.507411480E+0	-490.000000000E-9	-80.063062060E-6	18.026842687E-6	-570.718736667E-6	89.703872244E-9	105.031499439E-9	4.924650398E-6	163.394004204E+0	-36.789474871E+0	1.164732116E+3	183.069127028E-3	214.349998855E-3	10.050306936E+0	6.268788172E-3	-23.264457511E-3	865.555562608E-6	-4.353326932E-6	300.004200000E+0
310.453124046E+0	-480.000000000E-9	-78.474847107E-6	17.606639753E-6	-557.150020000E-6	78.282395128E-9	110.416478492E-9	4.967067323E-6	163.489264806E+0	-36.680499486E+0	1.160729208E+3	163.088323183E-3	230.034330192E-3	10.348056922E+0	6.296376935E-3	-23.798025208E-3	736.989373842E-6	-4.353326932E-6	300.003900000E+0
316.385487080E+0	-470.000000000E-9	-76.877637137E-6	17.192515713E-6	-544.391503333E-6	94.598130878E-9	93.458783115E-9	3.590264456E-6	163.569440716E+0	-36.579820667E+0	1.158279794E+3	201.272618890E-3	198.848474713E-3	7.638860545E+0	6.260917592E-3	-24.147354498E-3	783.790174145E-6	-4.353326932E-6	300.005400000E+0
322.345221519E+0	-460.000000000E-9	-75.304228540E-6	16.774216830E-6	-531.079080000E-6	82.528364239E-9	104.620779014E-9	3.803177761E-6	163.704844652E+0	-36.465688761E+0	1.154519739E+3	179.409487476E-3	227.436476118E-3	8.267777740E+0	6.355628170E-3	-23.906351172E-3	751.178034953E-6	-4.353326932E-6	300.002700000E+0
328.290436745E+0	-450.000000000E-9	-73.723733273E-6	16.364640403E-6	-517.342093333E-6	93.029882641E-9	106.049347250E-9	3.743845202E-6	163.830518385E+0	-36.365867563E+0	1.149649096E+3	206.733072535E-3	235.665216111E-3	8.319656005E+0	6.327130622E-3	-24.415467661E-3	727.961687862E-6	-4.353326932E-6	300.004900000E+0
334.304642677E+0	-440.000000000E-9	-72.125744967E-6	15.950953747E-6	-506.663540000E-6	88.741382620E-9	97.099484554E-9	4.324148565E-6	163.922147652E+0	-36.252167606E+0	1.151508045E+3	201.684960500E-3	220.680646713E-3	9.827610376E+0	6.257868070E-3	-24.172885054E-3	936.456436359E-6	-4.353326932E-6	300.003900000E+0
340.290946484E+0	-430.000000000E-9	-70.488918857E-6	15.534460840E-6	-495.501923333E-6	83.073407936E-9	93.239503028E-9	3.559398379E-6	163.927718271E+0	-36.126653116E+0	1.152330054E+3	193.193971944E-3	216.836053554E-3	8.277670649E+0	6.109384460E-3	-24.010012752E-3	895.927561270E-6	-4.353326932E-6	300.004200000E+0
346.301068783E+0	-420.000000000E-9	-68.912823407E-6	15.131841113E-6	-484.408270000E-6	81.277816990E-9	105.891668975E-9	4.254432719E-6	164.078150968E+0	-36.028193127E+0	1.153353024E+3	193.518611881E-3	252.123021369E-3	10.129601713E+0	6.344793394E-3	-24.837332445E-3	901.416305299E-6	-4.353326932E-6	300.003800000E+0
352.244170666E+0	-410.000000000E-9	-67.362345913E-6	14.752617910E-6	-470.400516667E-6	79.365140260E-9	106.309893259E-9	3.469250427E-6	164.298404667E+0	-35.981994902E+0	1.147318333E+3	193.573512829E-3	259.292422583E-3	8.461586408E+0	6.449626030E-3	-26.369694449E-3	713.890355008E-6	-4.353326932E-6	300.003800000E+0
358.197049618E+0	-400.000000000E-9	-65.765115827E-6	14.335928597E-6	-459.064043333E-6	74.527541807E-9	116.203512378E-9	4.514515868E-6	164.412789567E+0	-35.839821492E+0	1.147660108E+3	186.318854518E-3	290.508780946E-3	11.286289670E+0	6.260838738E-3	-23.998695623E-3	882.108545221E-6	-4.353326932E-6	300.002300000E+0
364.205159187E+0	-390.000000000E-9	-64.171373157E-6	13.932768563E-6	-448.385210000E-6	98.817443357E-9	100.019114826E-9	3.315110746E-6	164.541982453E+0	-35.725047598E+0	1.149705667E+3	253.378059889E-3	256.459268784E-3	8.500283964E+0	6.274538662E-3	-24.804045970E-3	936.431882384E-6	-4.353326932E-6	300.003800000E+0
370.198297501E+0	-380.000000000E-9	-62.543256643E-6	13.526729837E-6	-439.421323333E-6	82.779934930E-9	104.530442227E-9	3.567664939E-6	164.587517482E+0	-35.596657465E+0	1.156371904E+3	217.841934026E-3	275.080111124E-3	9.388591946E+0	6.142066565E-3	-24.628192690E-3	1.115587509E-3	-4.353326932E-6	300.003500000E+0
376.188072205E+0	-370.000000000E-9	-60.973890423E-6	13.109660100E-6	-425.991673333E-6	82.726569893E-9	102.752522167E-9	4.989218124E-6	164.794298441E+0	-35.431513784E+0	1.151328847E+3	223.585324035E-3	277.709519370E-3	13.484373307E+0	6.371999010E-3	-23.976805606E-3	744.621043735E-6	-4.353326932E-6	300.002900000E+0
382.176088810E+0	-360.000000000E-9	-59.388828767E-6	12.723931380E-6	-412.554500000E-6	65.502030430E-9	93.209273006E-9	3.925946810E-6	164.968968796E+0	-35.344253833E+0	1.145984722E+3	181.950084528E-3	258.914647238E-3	10.905407804E+0	6.308902848E-3	-25.924955756E-3	744.204138172E-6	-4.353326932E-6	300.003800000E+0
388.170372963E+0	-350.000000000E-9	-57.815341733E-6	12.337479693E-6	-401.993916667E-6	80.651627804E-9	92.834594938E-9	3.952032695E-6	165.186690667E+0	-35.249941981E+0	1.148554048E+3	230.433222297E-3	265.241699822E-3	11.291521986E+0	6.355311349E-3	-25.876455829E-3	946.917389349E-6	-4.353326932E-6	300.004100000E+0
394.129907131E+0	-340.000000000E-9	-56.226356037E-6	11.942268267E-6	-389.644263333E-6	75.586687972E-9	99.603247802E-9	3.397158780E-6	165.371635402E+0	-35.124318431E+0	1.146012539E+3	222.313788153E-3	292.950728829E-3	9.991643472E+0	6.293322854E-3	-25.302912126E-3	809.739328715E-6	-4.353326932E-6	300.002300000E+0
400.045934677E+0	-330.000000000E-9	-54.660299770E-6	11.498067143E-6	-378.182146667E-6	83.507117443E-9	107.064188094E-9	3.467124765E-6	165.637272030E+0	-34.842627707E+0	1.146006505E+3	253.051871039E-3	324.436933620E-3	10.506438682E+0	6.385466610E-3	-22.512324879E-3	872.439209163E-6	-4.353326932E-6	300.001400000E+0
405.980161667E+0	-320.000000000E-9	-53.043849620E-6	11.117638977E-6	-363.516363333E-6	78.559762227E-9	100.945242772E-9	3.295287734E-6	165.762030063E+0	-34.742621802E+0	1.135988635E+3	245.499256961E-3	315.453883663E-3	10.297774168E+0	6.186395541E-3	-26.286171415E-3	681.859248341E-6	-4.353326932E-6	299.992200000E+0
411.953604698E+0	-310.000000000E-9	-51.426921220E-6	10.726463360E-6	-353.117863333E-6	79.405863945E-9	97.342067413E-9	3.558582470E-6	165.893294258E+0	-34.601494710E+0	1.139089882E+3	256.147948209E-3	314.006669073E-3	11.479298291E+0	6.184565748E-3	-25.563965579E-3	961.677164976E-6	-4.353326932E-6	300.001100000E+0
417.932068825E+0	-300.000000000E-9	-49.843511053E-6	10.284461997E-6	-339.424516667E-6	52.615237141E-9	75.133313054E-9	4.031870837E-6	166.145036844E+0	-34.281539989E+0	1.131415056E+3	175.384123804E-3	250.444376847E-3	13.439569457E+0	6.315483007E-3	-22.624364605E-3	730.281664770E-6	-4.353326932E-6	300.003500000E+0
423.880739212E+0	-290.000000000E-9	-48.210533127E-6	9.935861683E-6	-326.530926667E-6	82.286319325E-9	111.657702159E-9	4.152607764E-6	166.243217678E+0	-34.261592011E+0	1.125968713E+3	283.745928706E-3	385.026559170E-3	14.319337116E+0	6.123781489E-3	-28.686147480E-3	775.579183144E-6	-4.353326932E-6	300.009400000E+0
429.815312862E+0	-280.000000000E-9	-46.563296193E-6	9.523199051E-6	-314.819576667E-6	82.677791625E-9	93.674906261E-9	3.680637095E-6	166.297486405E+0	-34.011425182E+0	1.124355631E+3	295.277827231E-3	334.553236647E-3	13.145132481E+0	6.070772090E-3	-24.232870186E-3	853.872525371E-6	-4.353326932E-6	300.009700000E+0
