[Main]
Experiment = "RvsVg_200.0K"
Header length = 74    
Date = "20191030 18:19:14"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
21.774055958E+0	0.000000000E+0	-27.359955852E-12	100.000001490E-3	102.168671167E-12	136.552470233E-12	978.773633328E+6	1.308169676E+9	66.364975763E-3	19.864439980E-3	167.677516753E-3	28.741289611E-3	649.562874857E+6	194.427898035E+6	1.641183299E+9	281.312160402E+6	200.001100000E+0
103.410570621E+0	-5.000000000E+0	-86.961246884E-12	100.000001490E-3	-122.154795830E-12	216.145523135E-12	-818.633446281E+6	1.448522371E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	200.001700000E+0
203.906721592E+0	-10.000000000E+0	-101.115714644E-12	100.000001490E-3	75.501773953E-12	249.196190493E-12	1.324472211E+9	4.371465889E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	199.999600000E+0
300.348833084E+0	-15.000000000E+0	-119.515571427E-12	100.000001490E-3	26.389493081E-12	243.463908249E-12	3.789386980E+9	34.960086621E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	199.999400000E+0
417.401401520E+0	-20.000000000E+0	-123.961054153E-12	100.000001490E-3	26.612939483E-12	218.221933510E-12	3.757570694E+9	30.811490881E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	199.999100000E+0
515.102754593E+0	-25.000000000E+0	-141.340318847E-12	100.000001490E-3	-45.612262083E-12	242.200126643E-12	-2.192392943E+9	11.641559180E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.000800000E+0
606.389346600E+0	-30.000000000E+0	-159.569614466E-12	100.000001490E-3	137.931000000E-15	161.134398305E-12	725.000192054E+9	846.963117195E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	200.004600000E+0
714.572016239E+0	-35.000000000E+0	-182.462304987E-12	100.000001490E-3	-32.720192600E-12	183.213459216E-12	-3.056216775E+9	17.112981400E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.004500000E+0
817.478150368E+0	-40.000000000E+0	-178.016988881E-12	100.000001490E-3	-11.850343637E-12	165.986438962E-12	-8.438573982E+9	118.198162697E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	200.001300000E+0
915.308207989E+0	-45.000000000E+0	-185.092441952E-12	100.000001490E-3	-104.571243133E-12	208.868484229E-12	-956.285863051E+6	1.910066025E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	199.996700000E+0
