[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191024 20:22:30"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.500000E+2
Delay after setting initial temperature (s) = 1.000000E+2
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 5.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.581696033E+0	0.000000000E+0	-66.603485747E-12	100.000001490E-3	49.129790172E-12	91.071395423E-12	2.035424966E+9	3.773046685E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	250.010000000E+0
71.578775406E+0	-5.000000000E+0	-114.828824343E-12	100.000001490E-3	16.110275164E-12	111.002947180E-12	6.207218714E+9	42.768951123E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	250.006900000E+0
145.349075317E+0	-10.000000000E+0	-117.377258723E-12	100.000001490E-3	-63.667874000E-12	139.303911039E-12	-1.570650867E+9	3.436549627E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	250.007300000E+0
227.756076336E+0	-15.000000000E+0	-132.845142930E-12	100.000001490E-3	-2.419987733E-12	117.568624538E-12	-41.322524124E+9	2.007544194E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	250.002000000E+0
300.302414417E+0	-20.000000000E+0	-161.971639457E-12	100.000001490E-3	3.369085333E-12	99.650006929E-12	29.681646974E+9	877.916714480E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	250.002300000E+0
381.908846378E+0	-25.000000000E+0	-172.609087324E-12	100.000001490E-3	-32.617108033E-12	93.525746356E-12	-3.065875779E+9	8.791040583E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	250.002900000E+0
467.218948841E+0	-30.000000000E+0	-169.405852945E-12	100.000001490E-3	29.653105333E-12	100.613755965E-12	3.372328138E+9	11.442396892E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	250.005600000E+0
545.738180161E+0	-35.000000000E+0	-198.403097423E-12	100.000001490E-3	31.556282400E-12	151.428918977E-12	3.168941139E+9	15.206776416E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	250.003100000E+0
613.704821110E+0	-40.000000000E+0	-195.707723638E-12	100.000001490E-3	61.270882933E-12	162.847414815E-12	1.632096629E+9	4.337830696E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	69.761762078E+36	0.000000000E+0	0.000000000E+0	NaN	NaN	250.004100000E+0
667.628130436E+0	-45.000000000E+0	-219.104762805E-12	100.000001490E-3	-7.318959480E-12	168.895797436E-12	-13.663144572E+9	315.297236477E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	250.002200000E+0
715.332487106E+0	-50.000000000E+0	-215.654957433E-12	100.000001490E-3	20.941270457E-12	197.025239003E-12	4.775259538E+9	44.927868811E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	250.007600000E+0
758.642045498E+0	-55.000000000E+0	-237.744615661E-12	100.000001490E-3	-11.891258967E-12	220.407787311E-12	-8.409538617E+9	155.873133717E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	250.004600000E+0
803.604864120E+0	-60.000000000E+0	-268.465210016E-12	100.000001490E-3	-3.828849633E-12	215.892966027E-12	-26.117505535E+9	1.472657920E+12	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	250.005300000E+0
846.001867294E+0	-65.000000000E+0	-277.216848088E-12	100.000001490E-3	-1.566084573E-12	226.958235045E-12	-63.853512890E+9	9.253702408E+12	0.000000000E+0	119.733340033E-3	27.170417096E+21	315.769956863E-3	-0.000000000E+0	-76.453942573E+9	NaN	201.630207104E+9	250.004700000E+0
888.585893631E+0	-70.000000000E+0	-293.692657694E-12	100.000001490E-3	-358.107033333E-15	228.307079806E-12	-279.246125270E+9	178.030201792E+12	0.000000000E+0	85.520890375E-3	27.170417096E+21	316.283091738E-3	-0.000000000E+0	-238.813769111E+9	NaN	883.208265399E+9	250.007000000E+0
