[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 15:48:56"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
11.416488765E+3	-25.000000000E+0	-168.847009291E-12	0.000000000E+0	-531.957124667E-12	435.467396850E-12	-0.000000000E+0	0.000000000E+0	NaN	-28.106448290E-3	-17.880863870E-3	2.242567037E-3	899.142319087E-6	52.835927910E+6	33.613355364E+6	4.215691328E+6	1.690253363E+6
11.428296180E+3	-25.000000000E+0	-159.888888703E-12	200.000002980E-3	3.301886733E-9	142.515466660E-12	60.571430559E+6	2.614373656E+6	19.169219004E-9	18.605110380E-3	5.309849598E-3	3.188691811E-3	1.053807495E-3	5.634690673E+6	1.608125907E+6	965.718108648E+3	319.153132906E+3
11.435461499E+3	-25.000000000E+0	-167.070148919E-12	400.000005960E-3	6.601276433E-9	121.842191099E-12	60.594342625E+6	1.118412105E+6	16.496948254E-9	73.425119000E-3	31.356026813E-3	3.912649326E-3	883.458484297E-6	11.122866879E+6	4.749994509E+6	592.711025730E+3	133.831463236E+3
11.443333141E+3	-25.000000000E+0	-163.824829628E-12	600.000023842E-3	9.506766833E-9	192.831763871E-12	63.112942009E+6	1.280159716E+6	14.527450701E-9	136.395595033E-3	60.607433113E-3	4.278558515E-3	1.352661736E-3	14.347211563E+6	6.375188766E+6	450.054007881E+3	142.284097216E+3
11.456000370E+3	-25.000000000E+0	-170.084120168E-12	800.000011921E-3	12.255804000E-9	124.249260890E-12	65.275196301E+6	661.759513680E+3	13.745186653E-9	200.331894267E-3	89.872901897E-3	5.042164361E-3	1.562861073E-3	16.345879411E+6	7.333089032E+6	411.410329410E+3	127.520077231E+3
11.462851558E+3	-25.000000000E+0	-170.711051776E-12	1.000000000E+0	14.671723333E-9	160.927846765E-12	68.158319052E+6	747.599397494E+3	12.079597387E-9	260.124619300E-3	119.998253633E-3	4.798049059E-3	1.530755077E-3	17.729656796E+6	8.178879257E+6	327.026958612E+3	104.333692904E+3
11.469725623E+3	-25.000000000E+0	-175.954566195E-12	1.200000048E+0	16.915128333E-9	191.130467953E-12	70.942414626E+6	801.605322648E+3	11.217022326E-9	325.809129100E-3	149.095511867E-3	6.759034750E-3	2.050009515E-3	19.261404506E+6	8.814329335E+6	399.585188888E+3	121.193849357E+3
11.476615070E+3	-25.000000000E+0	-173.334484035E-12	1.399999976E+0	18.902672667E-9	128.553794186E-12	74.063599410E+6	503.693677771E+3	9.937725221E-9	385.214202100E-3	184.908350633E-3	5.828815970E-3	1.914307446E-3	20.378822027E+6	9.782127316E+6	308.359355973E+3	101.271787341E+3
11.483512769E+3	-25.000000000E+0	-172.853391323E-12	1.600000024E+0	20.879469667E-9	223.104168518E-12	76.630299973E+6	818.820575034E+3	9.883982643E-9	434.405615833E-3	213.288226800E-3	6.538600901E-3	3.294585244E-3	20.805395097E+6	10.215212848E+6	313.159338132E+3	157.790657352E+3
11.490501355E+3	-25.000000000E+0	-165.774393981E-12	1.799999952E+0	22.657936000E-9	201.124421991E-12	79.442361931E+6	705.174519204E+3	8.892334847E-9	496.678194367E-3	239.412294500E-3	5.923896568E-3	3.122082394E-3	21.920716625E+6	10.566377030E+6	261.449082051E+3	137.792003403E+3
