[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 18:55:43"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.500000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.652500629E+0	0.000000000E+0	-68.828122946E-12	100.000001490E-3	2.631918267E-12	170.649318662E-12	37.995101427E+9	2.463540853E+12	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	150.029800000E+0
106.506451130E+0	-5.000000000E+0	-96.936872591E-12	100.000001490E-3	-102.641400860E-12	226.433722523E-12	-974.265750976E+6	2.149294718E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.012300000E+0
198.903814316E+0	-10.000000000E+0	-116.803650317E-12	100.000001490E-3	23.354364267E-12	210.348603258E-12	4.281855004E+9	38.565906101E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	150.005300000E+0
295.891338348E+0	-15.000000000E+0	-123.547145431E-12	100.000001490E-3	-32.360594340E-12	233.736122844E-12	-3.090178148E+9	22.319931818E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.000700000E+0
387.509737492E+0	-20.000000000E+0	-132.847057544E-12	100.000001490E-3	-64.387890900E-12	242.564008290E-12	-1.553087080E+9	5.850836581E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.002900000E+0
480.781328678E+0	-25.000000000E+0	-152.025070310E-12	100.000001490E-3	-30.264936310E-12	251.036977969E-12	-3.304153707E+9	27.406790246E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.002700000E+0
572.859247684E+0	-30.000000000E+0	-152.073672289E-12	100.000001490E-3	59.223981580E-12	194.233616054E-12	1.688505211E+9	5.537697129E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	150.000900000E+0
661.412734032E+0	-35.000000000E+0	-175.703787283E-12	100.000001490E-3	15.866890320E-12	249.632121691E-12	6.302432265E+9	99.155505980E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	149.999300000E+0
756.151602268E+0	-40.000000000E+0	-189.536210106E-12	100.000001490E-3	112.032162233E-12	240.200172285E-12	892.600834409E+6	1.913761816E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	150.001100000E+0
853.723826885E+0	-45.000000000E+0	-191.076594362E-12	100.000001490E-3	-3.221147000E-12	223.173739034E-12	-31.044842564E+9	2.150908851E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.000000000E+0
948.580934048E+0	-50.000000000E+0	-198.195591883E-12	100.000001490E-3	-20.600956933E-12	249.432000174E-12	-4.854143514E+9	58.772936125E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.001800000E+0
1.046593175E+3	-55.000000000E+0	-213.657330601E-12	100.000001490E-3	-8.791076333E-12	185.741954124E-12	-11.375171560E+9	240.339921299E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	150.000200000E+0
1.141136770E+3	-60.000000000E+0	-224.807607021E-12	100.000001490E-3	-2.436774000E-12	177.217712732E-12	-41.037864607E+9	2.984534676E+12	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	150.001100000E+0
1.250376469E+3	-65.000000000E+0	-231.638255799E-12	100.000001490E-3	-67.996222800E-12	160.023574709E-12	-1.470669949E+9	3.461101995E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	150.000000000E+0
1.362253016E+3	-70.000000000E+0	-247.269148675E-12	100.000001490E-3	1.128403067E-12	161.031128523E-12	88.620816838E+9	12.646819712E+12	0.000000000E+0	-82.350282514E-3	27.170417096E+21	334.567115481E-3	0.000000000E+0	-72.979491944E+9	NaN	296.496106191E+9	150.000500000E+0
1.470935948E+3	-75.000000000E+0	-254.629338448E-12	100.000001490E-3	9.068412000E-12	161.609711071E-12	11.027289176E+9	196.519194056E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	149.999400000E+0
1.577206440E+3	-70.000000000E+0	-206.425488508E-12	100.000001490E-3	73.194427367E-12	158.455448172E-12	1.366224248E+9	2.957679749E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	150.001300000E+0
