[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 23:34:19"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.680336952E+0	0.000000000E+0	-51.021322208E-12	100.000001490E-3	21.623256633E-12	197.430754964E-12	4.624650356E+9	42.225286724E+9	35.471279250E-3	NaN	139.403720699E-3	NaN	1.640422618E+9	NaN	6.446934570E+9	NaN	100.000600000E+0
105.370524883E+0	-5.000000000E+0	-80.357134315E-12	100.000001490E-3	-25.829442117E-12	245.485590040E-12	-3.871550963E+9	36.795605888E+9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000000000E+0
198.190415859E+0	-10.000000000E+0	-99.410804588E-12	100.000001490E-3	-20.600352080E-12	216.584893524E-12	-4.854286038E+9	51.036264851E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999600000E+0
287.345627785E+0	-15.000000000E+0	-111.657602897E-12	100.000001490E-3	59.192607523E-12	208.546453954E-12	1.689400175E+9	5.952067842E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001600000E+0
377.233847141E+0	-20.000000000E+0	-134.789816114E-12	100.000001490E-3	12.041340575E-12	239.313811836E-12	8.304723288E+9	165.050973685E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000200000E+0
464.218334198E+0	-25.000000000E+0	-138.980464955E-12	100.000001490E-3	-29.500435193E-12	235.958981527E-12	-3.389780552E+9	27.113131090E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000900000E+0
560.196412086E+0	-30.000000000E+0	-137.181907963E-12	100.000001490E-3	-10.652485288E-12	231.261113444E-12	-9.387480835E+9	203.798382407E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999500000E+0
655.139751911E+0	-35.000000000E+0	-157.897104997E-12	100.000001490E-3	87.560239557E-12	254.936875746E-12	1.142070899E+9	3.325207746E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999700000E+0
752.090850353E+0	-40.000000000E+0	-166.563264685E-12	100.000001490E-3	-2.495720954E-12	243.403569370E-12	-40.068582714E+9	3.907823122E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001400000E+0
843.449582577E+0	-45.000000000E+0	-186.619638030E-12	100.000001490E-3	-31.050349767E-12	216.664623639E-12	-3.220575686E+9	22.472687879E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998600000E+0
