[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 07:01:05"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 6.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.581761360E+0	0.000000000E+0	-44.071930827E-12	100.000001490E-3	-136.726779267E-12	134.984512662E-12	-731.385629256E+6	722.065810827E+6	191.460020197E-3	NaN	343.785111265E-3	NaN	-1.400311053E+9	NaN	2.514394862E+9	NaN	60.021200000E+0
48.053665161E+0	-5.000000000E+0	-93.621032049E-12	100.000001490E-3	-127.954207400E-12	223.824223146E-12	-781.529607522E+6	1.367092656E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	60.000600000E+0
106.684734821E+0	-10.000000000E+0	-122.837950922E-12	100.000001490E-3	30.066717480E-12	217.588087559E-12	3.325936779E+9	24.069279380E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	60.000000000E+0
170.745335102E+0	-15.000000000E+0	-142.659572697E-12	100.000001490E-3	49.296013561E-12	195.742783587E-12	2.028561627E+9	8.054937325E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	60.003100000E+0
227.965955734E+0	-20.000000000E+0	-141.855029054E-12	100.000001490E-3	9.050757175E-12	201.491422675E-12	11.048799516E+9	245.972606529E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	60.005700000E+0
279.747019768E+0	-25.000000000E+0	-159.117099242E-12	100.000001490E-3	57.880351227E-12	236.169497806E-12	1.727702050E+9	7.049551652E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	60.002100000E+0
333.749825478E+0	-30.000000000E+0	-172.927780313E-12	100.000001490E-3	-161.868378000E-12	195.676946481E-12	-617.785899418E+6	746.819483032E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	59.997500000E+0
393.995946884E+0	-35.000000000E+0	-177.410108826E-12	100.000001490E-3	-107.236077755E-12	231.608714570E-12	-932.521998039E+6	2.014063045E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	60.003300000E+0
449.808650970E+0	-40.000000000E+0	-199.462887179E-12	100.000001490E-3	-10.849291697E-12	216.088259060E-12	-9.217191710E+9	183.581284918E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	60.003200000E+0
509.262174129E+0	-45.000000000E+0	-200.825746773E-12	100.000001490E-3	-51.671380830E-12	248.077803732E-12	-1.935307319E+9	9.291541690E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	60.001200000E+0
