[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 16:32:07"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
302.475718975E+0	-75.000000000E+0	-459.645622490E-12	0.000000000E+0	23.819142667E-12	2.585234953E-12	0.000000000E+0	0.000000000E+0	Inf	-51.831026940E-3	-33.290056833E-3	7.735072614E-3	2.565945980E-3	-2.176024035E+9	-1.397617761E+9	324.741856678E+6	107.726210618E+6
315.058942318E+0	-75.000000000E+0	-456.053286801E-12	-200.000002980E-3	-3.813535533E-9	199.922852068E-12	52.444772373E+6	2.749393149E+6	19.186773094E-9	-110.106364997E-3	-62.733691750E-3	4.473631697E-3	1.741237320E-3	28.872515815E+6	16.450270674E+6	1.173092963E+6	456.593967693E+3
322.195797443E+0	-75.000000000E+0	-458.958326899E-12	-400.000005960E-3	-7.869873333E-9	217.345430687E-12	50.826740027E+6	1.403702351E+6	20.281688698E-9	-183.530367733E-3	-99.516565953E-3	3.925722260E-3	1.761615114E-3	23.320625372E+6	12.645256377E+6	498.829154404E+3	223.842880210E+3
330.602084637E+0	-75.000000000E+0	-463.901829913E-12	-600.000023842E-3	-12.321057000E-9	170.506458694E-12	48.697122645E+6	673.901105296E+3	22.255916343E-9	-252.076423933E-3	-135.729867433E-3	3.781848418E-3	1.574519756E-3	20.458993407E+6	11.016089564E+6	306.941881568E+3	127.790964362E+3
337.449173450E+0	-75.000000000E+0	-464.927613075E-12	-800.000011921E-3	-16.966993000E-9	221.889828210E-12	47.150370836E+6	616.620027180E+3	23.229681385E-9	-328.009019967E-3	-171.307335900E-3	3.102311935E-3	2.213099892E-3	19.332183373E+6	10.096505368E+6	182.843945016E+3	130.435598783E+3
344.299236774E+0	-75.000000000E+0	-459.632181390E-12	-1.000000000E+0	-21.914758667E-9	245.700638256E-12	45.631348956E+6	511.602784838E+3	24.738829808E-9	-394.729969500E-3	-207.720250333E-3	4.122401405E-3	2.299693709E-3	18.012060982E+6	9.478555228E+6	188.110737044E+3	104.938126128E+3
351.142745495E+0	-75.000000000E+0	-460.658042267E-12	-1.200000048E+0	-26.705780333E-9	435.142203689E-12	44.934094144E+6	732.153133234E+3	23.955102622E-9	-459.679014133E-3	-241.705248300E-3	4.469987562E-3	1.651073761E-3	17.212716064E+6	9.050671626E+6	167.379028292E+3	61.824584049E+3
357.984485626E+0	-75.000000000E+0	-462.619288248E-12	-1.399999976E+0	-31.846990667E-9	437.541507422E-12	43.960196767E+6	603.963211517E+3	25.706060860E-9	-523.709592233E-3	-277.477110633E-3	5.158575560E-3	2.845683367E-3	16.444555083E+6	8.712820421E+6	161.980000362E+3	89.354859189E+3
364.841924667E+0	-75.000000000E+0	-457.414416529E-12	-1.600000024E+0	-36.819225000E-9	587.789733967E-12	43.455559530E+6	693.733552936E+3	24.861165739E-9	-581.080692433E-3	-302.269246400E-3	3.394098940E-3	2.792845905E-3	15.781991403E+6	8.209549397E+6	92.182791451E+3	75.852924788E+3
371.703665733E+0	-75.000000000E+0	-464.225249908E-12	-1.799999952E+0	-41.838583333E-9	505.478836368E-12	43.022488070E+6	519.782350992E+3	25.096800642E-9	-636.847319533E-3	-331.470505667E-3	4.324551056E-3	2.808230712E-3	15.221531629E+6	7.922603474E+6	103.362750638E+3	67.120597508E+3
378.548664093E+0	-75.000000000E+0	-462.103055821E-12	-2.000000000E+0	-46.759254000E-9	654.930213880E-12	42.772282039E+6	599.086970541E+3	24.603347467E-9	-686.818277800E-3	-358.442274500E-3	7.583545703E-3	2.111801883E-3	14.688392544E+6	7.665697030E+6	162.182777821E+3	45.163292866E+3
385.395759106E+0	-75.000000000E+0	-456.278049602E-12	-2.200000048E+0	-51.076557333E-9	901.417985911E-12	43.072598518E+6	760.161158677E+3	21.586511520E-9	-724.656441900E-3	-383.525693300E-3	6.521213295E-3	3.750802486E-3	14.187652413E+6	7.508839932E+6	127.675270911E+3	73.434911868E+3
392.306728840E+0	-75.000000000E+0	-456.871394420E-12	-2.400000095E+0	-55.046689000E-9	757.549350255E-12	43.599354275E+6	600.011791852E+3	19.850653601E-9	-772.057855967E-3	-416.838301333E-3	5.726318016E-3	5.192258837E-3	14.025509436E+6	7.572450022E+6	104.026565817E+3	94.324634798E+3
399.153834343E+0	-75.000000000E+0	-465.393522793E-12	-2.599999905E+0	-59.149885667E-9	894.257332430E-12	43.956127308E+6	664.550551664E+3	20.516002899E-9	-799.089008000E-3	-436.699217500E-3	5.494785803E-3	2.278995821E-3	13.509561329E+6	7.382925809E+6	92.895966601E+3	38.529166974E+3
406.008390427E+0	-75.000000000E+0	-459.935695085E-12	-2.799999952E+0	-62.474781667E-9	1.176173079E-9	44.818083035E+6	843.761615592E+3	16.624476036E-9	-829.765294200E-3	-457.232455367E-3	4.900880760E-3	3.664302843E-3	13.281603746E+6	7.318672321E+6	78.445744500E+3	58.652511386E+3
412.851039886E+0	-75.000000000E+0	-461.216351222E-12	-3.000000000E+0	-66.037871000E-9	1.059166975E-9	45.428478456E+6	728.617433660E+3	17.815442419E-9	-862.206856300E-3	-474.277535633E-3	5.056965425E-3	2.611018444E-3	13.056248532E+6	7.181902270E+6	76.576748288E+3	39.538198370E+3
419.696956158E+0	-75.000000000E+0	-451.746853813E-12	-3.200000048E+0	-69.264241000E-9	1.131806544E-9	46.199886139E+6	754.925380296E+3	16.131846154E-9	-902.651260767E-3	-490.812503533E-3	6.513983498E-3	3.460358415E-3	13.031995265E+6	7.086087950E+6	94.045403570E+3	49.958800752E+3
426.562464714E+0	-75.000000000E+0	-460.872560485E-12	-3.400000095E+0	-72.439594667E-9	1.328788997E-9	46.935658751E+6	860.959909997E+3	15.876764548E-9	-905.156502967E-3	-507.730679000E-3	4.783510632E-3	2.934968051E-3	12.495328102E+6	7.009021535E+6	66.034475397E+3	40.516075008E+3
433.398368835E+0	-75.000000000E+0	-465.718770030E-12	-3.599999905E+0	-75.104337000E-9	1.442622204E-9	47.933315817E+6	920.714681603E+3	13.323724373E-9	-935.797598567E-3	-525.950465767E-3	6.424730322E-3	5.604910279E-3	12.459967506E+6	7.002930680E+6	85.544065481E+3	74.628317126E+3
440.313471317E+0	-75.000000000E+0	-459.957267644E-12	-3.799999952E+0	-77.949751667E-9	1.323276529E-9	48.749352898E+6	827.569980827E+3	14.227069941E-9	-951.986568033E-3	-536.478313000E-3	5.894694714E-3	4.007171927E-3	12.212823616E+6	6.882360771E+6	75.621725385E+3	51.407116013E+3
447.154724121E+0	-75.000000000E+0	-448.992539444E-12	-4.000000000E+0	-81.659185000E-9	1.444281720E-9	48.984079378E+6	866.366844569E+3	18.547162245E-9	-979.778795067E-3	-560.868727767E-3	7.091441888E-3	5.319223812E-3	11.998390568E+6	6.868409570E+6	86.841938086E+3	65.139320360E+3
454.016946316E+0	-75.000000000E+0	-456.914736602E-12	-4.199999809E+0	-84.706011000E-9	1.310558689E-9	49.583255777E+6	767.144691546E+3	15.234144528E-9	-1.007777655E+0	-579.754208033E-3	4.241889705E-3	3.872589833E-3	11.897357021E+6	6.844310117E+6	50.077788515E+3	45.718004981E+3
460.901848793E+0	-75.000000000E+0	-458.842501031E-12	-4.400000095E+0	-88.790134333E-9	1.415884801E-9	49.555056183E+6	790.225753891E+3	20.420587455E-9	-1.033882106E+0	-588.637630533E-3	5.590778336E-3	4.526239856E-3	11.644110172E+6	6.629538686E+6	62.966211028E+3	50.976833066E+3
467.733108521E+0	-75.000000000E+0	-453.709640228E-12	-4.599999905E+0	-92.566390333E-9	1.584248036E-9	49.694061614E+6	850.500049023E+3	18.881298007E-9	-1.061104698E+0	-614.065222800E-3	4.359072761E-3	2.565742850E-3	11.463174642E+6	6.633781663E+6	47.091311925E+3	27.717866503E+3
474.558862209E+0	-75.000000000E+0	-463.970231679E-12	-4.800000191E+0	-95.580871667E-9	1.665018241E-9	50.219255245E+6	874.819140895E+3	15.072385105E-9	-1.073956535E+0	-625.621291267E-3	9.845496908E-3	3.675591010E-3	11.236103169E+6	6.545465430E+6	103.006979701E+3	38.455299123E+3
481.576364040E+0	-75.000000000E+0	-458.357977499E-12	-5.000000000E+0	-99.282929333E-9	2.126421228E-9	50.361124854E+6	1.078624147E+6	18.510305986E-9	-1.092584148E+0	-637.320162700E-3	6.502344500E-3	5.070216550E-3	11.004753335E+6	6.419232057E+6	65.493076637E+3	51.068361745E+3
488.877179146E+0	-75.000000000E+0	-459.895186748E-12	-5.199999809E+0	-102.724594000E-9	1.818294754E-9	50.620787163E+6	896.022151648E+3	17.208339744E-9	-1.136489227E+0	-662.786995233E-3	6.097446316E-3	3.749855327E-3	11.063457958E+6	6.452077048E+6	59.357219904E+3	36.503968340E+3
496.076749325E+0	-75.000000000E+0	-452.360158591E-12	-5.400000095E+0	-105.167433333E-9	1.842088898E-9	51.346694734E+6	899.377053402E+3	12.214179194E-9	-1.162827215E+0	-681.812753100E-3	8.447899004E-3	5.583090224E-3	11.056913512E+6	6.483116793E+6	80.328089568E+3	53.087634138E+3
502.913280964E+0	-75.000000000E+0	-452.559650865E-12	-5.599999905E+0	-108.398080000E-9	1.793754339E-9	51.661430762E+6	854.885211952E+3	16.153248738E-9	-1.220339384E+0	-701.940126100E-3	16.493233695E-3	7.151380213E-3	11.257942798E+6	6.475577114E+6	152.154297339E+3	65.973310721E+3
509.748341560E+0	-75.000000000E+0	-455.851809078E-12	-5.800000191E+0	-111.063600000E-9	2.056949042E-9	52.222331986E+6	967.181648693E+3	13.327580935E-9	-1.228119991E+0	-713.718478400E-3	9.835110764E-3	3.844851037E-3	11.057808241E+6	6.426214155E+6	88.553862506E+3	34.618462186E+3
516.605348110E+0	-75.000000000E+0	-454.608187206E-12	-6.000000000E+0	-114.929373333E-9	2.230142217E-9	52.205975078E+6	1.013028659E+6	19.328885100E-9	-1.286049247E+0	-731.774977233E-3	9.922731775E-3	4.468299808E-3	11.189909153E+6	6.367171037E+6	86.337647960E+3	38.878658067E+3
523.435835838E+0	-75.000000000E+0	-457.243372794E-12	-6.199999809E+0	-117.990616667E-9	1.920534255E-9	52.546549755E+6	855.300630013E+3	15.306231264E-9	-1.312697534E+0	-757.491131267E-3	8.147805790E-3	4.574274363E-3	11.125440065E+6	6.419926878E+6	69.054692821E+3	38.768119805E+3
530.301661491E+0	-75.000000000E+0	-453.350904039E-12	-6.400000095E+0	-121.658803333E-9	2.141800007E-9	52.606140452E+6	926.129707848E+3	18.340907096E-9	-1.342241481E+0	-765.348218333E-3	5.454517710E-3	5.002682382E-3	11.032834815E+6	6.290939886E+6	44.834550072E+3	41.120595019E+3
537.129598141E+0	-75.000000000E+0	-455.665820816E-12	-6.599999905E+0	-124.642686667E-9	2.452828941E-9	52.951361056E+6	1.042023678E+6	14.919430895E-9	-1.362952417E+0	-785.641008567E-3	5.394680424E-3	4.214888986E-3	10.934876757E+6	6.303145652E+6	43.281162884E+3	33.815774507E+3
543.959661484E+0	-75.000000000E+0	-451.464917302E-12	-6.800000191E+0	-127.194666667E-9	2.170214820E-9	53.461362563E+6	912.165929184E+3	12.759881747E-9	-1.373593998E+0	-782.544852133E-3	6.315811272E-3	5.055353111E-3	10.799147745E+6	6.152340131E+6	49.654686295E+3	39.745008522E+3
550.849305630E+0	-75.000000000E+0	-454.182265871E-12	-7.000000000E+0	-129.945633333E-9	2.271788434E-9	53.868682005E+6	941.764995091E+3	13.754846451E-9	-1.405506962E+0	-792.617015233E-3	9.791076349E-3	9.274863212E-3	10.816115370E+6	6.099604849E+6	75.347482621E+3	71.374951005E+3
557.697296143E+0	-75.000000000E+0	-467.160156855E-12	-7.199999809E+0	-133.286976667E-9	2.454001179E-9	54.018779549E+6	994.561899404E+3	16.706732599E-9	-1.437470848E+0	-824.289587767E-3	7.767565748E-3	4.731992084E-3	10.784780959E+6	6.184322042E+6	58.277004570E+3	35.502283889E+3
564.526069641E+0	-75.000000000E+0	-458.674699148E-12	-7.400000095E+0	-136.515326667E-9	1.909033012E-9	54.206368443E+6	758.022921973E+3	16.141726909E-9	-1.464481105E+0	-852.246481633E-3	9.995957634E-3	3.711544006E-3	10.727594775E+6	6.242862999E+6	73.222237224E+3	27.187745846E+3
571.347057343E+0	-75.000000000E+0	-460.864001591E-12	-7.599999905E+0	-140.076020000E-9	2.552316138E-9	54.256252459E+6	988.599681494E+3	17.803483645E-9	-1.526434661E+0	-866.499028433E-3	15.824198074E-3	4.458145069E-3	10.897187549E+6	6.185919820E+6	112.968644270E+3	31.826611499E+3
578.177015305E+0	-75.000000000E+0	-461.029974382E-12	-7.800000191E+0	-141.098906667E-9	2.626769559E-9	55.280373002E+6	1.029127755E+6	5.114426017E-9	-1.546673768E+0	-885.287010133E-3	7.739488606E-3	5.626076931E-3	10.961628297E+6	6.274230120E+6	54.851513660E+3	39.873285086E+3
585.049102306E+0	-75.000000000E+0	-453.325639064E-12	-8.000000000E+0	-144.746846667E-9	2.397922759E-9	55.268906952E+6	915.602466765E+3	18.239717395E-9	-1.551261127E+0	-879.529344233E-3	10.252977314E-3	6.835377517E-3	10.717063358E+6	6.076328186E+6	70.833856141E+3	47.222980496E+3
591.958504677E+0	-75.000000000E+0	-450.573171366E-12	-8.199999809E+0	-147.415366667E-9	2.377052054E-9	55.625135932E+6	896.947493543E+3	13.342612725E-9	-1.573861228E+0	-907.565900667E-3	11.275718051E-3	7.250478914E-3	10.676371556E+6	6.156521679E+6	76.489434622E+3	49.184010311E+3
598.805974483E+0	-75.000000000E+0	-453.550244583E-12	-8.399999619E+0	-149.910870000E-9	2.421909725E-9	56.033292439E+6	905.255074949E+3	12.477528566E-9	-1.611018178E+0	-915.263099433E-3	11.045787892E-3	8.874057998E-3	10.746506763E+6	6.105381814E+6	73.682368011E+3	59.195560652E+3
605.629639149E+0	-75.000000000E+0	-451.525231093E-12	-8.600000381E+0	-154.888186667E-9	1.849640156E-9	55.523927076E+6	663.054344811E+3	24.886488399E-9	-1.639117313E+0	-922.983811467E-3	6.293044402E-3	5.293564022E-3	10.582584435E+6	5.959032973E+6	40.629595696E+3	34.176680197E+3
612.471395016E+0	-75.000000000E+0	-456.658051188E-12	-8.800000191E+0	-156.946390000E-9	3.145188805E-9	56.070102605E+6	1.123638836E+6	10.291026481E-9	-1.665652608E+0	-946.378737167E-3	10.059863839E-3	9.316604657E-3	10.612876206E+6	6.029949062E+6	64.097452889E+3	59.361700875E+3
619.295414925E+0	-75.000000000E+0	-444.974287972E-12	-9.000000000E+0	-161.248166667E-9	2.882770029E-9	55.814588073E+6	997.844657574E+3	21.508903846E-9	-1.693621646E+0	-953.764240667E-3	6.791462762E-3	4.584911342E-3	10.503199389E+6	5.914884246E+6	42.118077384E+3	28.433881992E+3
626.131875992E+0	-75.000000000E+0	-466.881834120E-12	-9.199999809E+0	-166.079733333E-9	2.736174385E-9	55.395078163E+6	912.637507831E+3	24.157856372E-9	-1.715260169E+0	-972.928790333E-3	6.351932543E-3	4.316369376E-3	10.327931859E+6	5.858202990E+6	38.246283367E+3	25.989741730E+3
632.975994587E+0	-75.000000000E+0	-466.429083320E-12	-9.399999619E+0	-169.043563333E-9	2.916535989E-9	55.606965643E+6	959.395988567E+3	14.819164133E-9	-1.750023021E+0	-991.381662100E-3	10.972332833E-3	6.949229901E-3	10.352497231E+6	5.864651943E+6	64.908314857E+3	41.109106814E+3
639.817761421E+0	-75.000000000E+0	-455.162720477E-12	-9.600000381E+0	-171.111043333E-9	3.334349041E-9	56.103920556E+6	1.093266981E+6	10.337360566E-9	-1.807347467E+0	-1.011287220E+0	6.146973566E-3	4.297147292E-3	10.562424444E+6	5.910122456E+6	35.923885718E+3	25.113208406E+3
