[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 17:19:44"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
3.162471645E+3	0.000000000E+0	-37.775826159E-12	0.000000000E+0	1.460369423E-9	1.244438582E-9	0.000000000E+0	0.000000000E+0	NaN	-91.138607473E-3	-58.637114423E-3	17.721577211E-3	7.862669284E-3	-62.407912695E+6	-40.152247429E+6	12.134996069E+6	5.384027602E+6
3.171929232E+3	0.000000000E+0	-70.501863462E-12	-200.000002980E-3	-2.408441600E-9	81.132700672E-12	83.041250816E+6	2.797394359E+6	19.344054828E-9	-140.842023400E-3	-90.720349417E-3	8.261071734E-3	3.104752470E-3	58.478488081E+6	37.667655889E+6	3.430048598E+6	1.289112624E+6
3.179081530E+3	0.000000000E+0	-62.794247117E-12	-400.000005960E-3	-6.805520633E-9	149.286685560E-12	58.775812684E+6	1.289313006E+6	21.985394839E-9	-213.986183900E-3	-140.631600267E-3	5.658125858E-3	2.381128063E-3	31.443029186E+6	20.664341179E+6	831.402351492E+3	349.881837339E+3
3.186577724E+3	0.000000000E+0	-58.866686005E-12	-600.000023842E-3	-12.865739667E-9	128.924483763E-12	46.635486135E+6	467.322993531E+3	30.301092458E-9	-289.225719000E-3	-192.093889733E-3	4.471248379E-3	1.239707176E-3	22.480302454E+6	14.930652626E+6	347.531389184E+3	96.357240881E+3
3.193614679E+3	0.000000000E+0	-55.544221768E-12	-800.000011921E-3	-19.551858000E-9	147.873117125E-12	40.916828054E+6	309.459024672E+3	33.430593659E-9	-368.953537900E-3	-248.496388700E-3	3.479287610E-3	1.671820659E-3	18.870510306E+6	12.709604821E+6	177.951763459E+3	85.506996761E+3
3.200529210E+3	0.000000000E+0	-57.257390553E-12	-1.000000000E+0	-27.470728667E-9	158.034435788E-12	36.402383502E+6	209.416728906E+3	39.594355693E-9	-441.988904067E-3	-302.200924300E-3	3.901559983E-3	1.358312790E-3	16.089449589E+6	11.000833941E+6	142.026082740E+3	49.445823107E+3
3.207367259E+3	0.000000000E+0	-54.582042936E-12	-1.200000048E+0	-36.535835000E-9	304.885686025E-12	32.844467567E+6	274.081816557E+3	45.325520860E-9	-521.999279933E-3	-351.358464200E-3	2.655435864E-3	1.533129217E-3	14.287323115E+6	9.616817686E+6	72.680311382E+3	41.962342372E+3
3.214210751E+3	0.000000000E+0	-55.996937006E-12	-1.399999976E+0	-46.400584000E-9	333.526577544E-12	30.172033528E+6	216.876043631E+3	49.323762640E-9	-598.050330767E-3	-407.651361267E-3	3.119856497E-3	1.586898668E-3	12.888853528E+6	8.785479107E+6	67.237440306E+3	34.199971871E+3
3.221043341E+3	0.000000000E+0	-58.807936530E-12	-1.600000024E+0	-57.603749333E-9	488.929146957E-12	27.775970182E+6	235.756900620E+3	56.015813311E-9	-668.441740300E-3	-459.721082000E-3	5.009234324E-3	2.706483725E-3	11.604135981E+6	7.980749297E+6	86.960213213E+3	46.984506332E+3
3.227894482E+3	0.000000000E+0	-60.452535223E-12	-1.799999952E+0	-68.997942333E-9	506.132076709E-12	26.087733800E+6	191.365690601E+3	56.970985374E-9	-738.220760967E-3	-512.496768800E-3	2.850035301E-3	2.036090704E-3	10.699170671E+6	7.427710907E+6	41.306091236E+3	29.509440941E+3
3.234745741E+3	0.000000000E+0	-50.201995021E-12	-2.000000000E+0	-81.230639000E-9	807.459881225E-12	24.621251594E+6	244.743524523E+3	61.163468751E-9	-806.103922267E-3	-562.979042333E-3	3.156314278E-3	3.894067700E-3	9.923643741E+6	6.930624322E+6	38.856203969E+3	47.938410281E+3
3.241597601E+3	0.000000000E+0	-58.264893546E-12	-2.200000048E+0	-93.804910333E-9	1.076064290E-9	23.452930554E+6	269.035607670E+3	62.871341677E-9	-866.118598233E-3	-610.875044833E-3	5.041185391E-3	4.533325450E-3	9.233190407E+6	6.512186224E+6	53.741167421E+3	48.327165754E+3
3.248849217E+3	0.000000000E+0	-60.251350552E-12	-2.400000095E+0	-108.087123333E-9	1.216494191E-9	22.204310942E+6	249.904100068E+3	71.411047974E-9	-931.175308300E-3	-660.353927600E-3	3.592000867E-3	1.879766625E-3	8.615043861E+6	6.109459732E+6	33.232458747E+3	17.391217075E+3
3.255832352E+3	0.000000000E+0	-47.474518009E-12	-2.599999905E+0	-121.233786667E-9	1.246231554E-9	21.446165926E+6	220.457427159E+3	65.733379355E-9	-980.131671800E-3	-703.876862533E-3	4.417243696E-3	3.333775640E-3	8.084641244E+6	5.805946361E+6	36.435747965E+3	27.498733905E+3
3.262748540E+3	0.000000000E+0	-49.082251631E-12	-2.799999952E+0	-135.265220000E-9	1.694981928E-9	20.700073177E+6	259.388554922E+3	70.157149940E-9	-1.037674887E+0	-751.435638167E-3	3.146831725E-3	3.479003486E-3	7.671409453E+6	5.555276058E+6	23.264160034E+3	25.719867130E+3
3.269618410E+3	0.000000000E+0	-52.674432062E-12	-3.000000000E+0	-149.237416667E-9	2.015630084E-9	20.102197338E+6	271.504255537E+3	69.860966677E-9	-1.079042683E+0	-797.736808700E-3	4.007885152E-3	3.383969654E-3	7.230376314E+6	5.345420917E+6	26.855766075E+3	22.675075254E+3
3.276477365E+3	0.000000000E+0	-52.483364876E-12	-3.200000048E+0	-164.883226667E-9	1.988025930E-9	19.407674828E+6	234.001733102E+3	78.229031349E-9	-1.116390460E+0	-840.897744600E-3	3.120999226E-3	3.916682699E-3	6.770794595E+6	5.099959296E+6	18.928542881E+3	23.754282219E+3
3.283359523E+3	0.000000000E+0	-53.656749356E-12	-3.400000095E+0	-180.081096667E-9	1.905953256E-9	18.880383107E+6	199.827346273E+3	75.989331883E-9	-1.148057348E+0	-875.224187967E-3	4.375544222E-3	3.690213385E-3	6.375224103E+6	4.860166915E+6	24.297632028E+3	20.491953091E+3
3.290201162E+3	0.000000000E+0	-54.950942870E-12	-3.599999905E+0	-196.040346667E-9	1.910031082E-9	18.363566306E+6	178.917161768E+3	79.796326100E-9	-1.168377535E+0	-903.759815067E-3	3.687178130E-3	2.669763955E-3	5.959883029E+6	4.610070480E+6	18.808261628E+3	13.618441309E+3
3.297033077E+3	0.000000000E+0	-45.233403712E-12	-3.799999952E+0	-211.140953333E-9	2.180812051E-9	17.997455692E+6	185.890362030E+3	75.503015332E-9	-1.191526522E+0	-941.797446700E-3	4.951306199E-3	4.031743335E-3	5.643275277E+6	4.460515271E+6	23.450240803E+3	19.095032353E+3
3.303927106E+3	0.000000000E+0	-53.065067820E-12	-4.000000000E+0	-228.094506667E-9	2.631094434E-9	17.536590681E+6	202.286441712E+3	84.767746456E-9	-1.211280634E+0	-977.661397600E-3	4.805004887E-3	4.045157267E-3	5.310433170E+6	4.286211939E+6	21.065850980E+3	17.734566807E+3
