[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 12:06:21"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 9.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.433918476E+0	0.000000000E+0	-57.186331307E-12	100.000001490E-3	6.672797867E-12	140.695546854E-12	14.986217699E+9	315.983510447E+9	112.908007990E-3	0.000000000E+0	337.524215875E-3	27.170417096E+21	16.920639625E+9	0.000000000E+0	50.582113023E+9	NaN	90.009100000E+0
113.487929344E+0	-5.000000000E+0	-95.455118578E-12	100.000001490E-3	-51.918410887E-12	221.100352860E-12	-1.926099042E+9	8.202507947E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	90.002600000E+0
202.497883320E+0	-10.000000000E+0	-105.125222271E-12	100.000001490E-3	-13.095667433E-12	200.205970527E-12	-7.636113394E+9	116.740555674E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	89.999200000E+0
294.858165741E+0	-15.000000000E+0	-120.664146152E-12	100.000001490E-3	-106.014700317E-12	222.933866358E-12	-943.265426317E+6	1.983553298E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	90.003000000E+0
383.778230190E+0	-20.000000000E+0	-146.225183813E-12	100.000001490E-3	-15.954296840E-12	232.596587020E-12	-6.267904032E+9	91.379338132E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	89.999100000E+0
475.024631023E+0	-25.000000000E+0	-139.342641476E-12	100.000001490E-3	64.703406271E-12	238.102909108E-12	1.545513710E+9	5.687356071E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	90.001400000E+0
571.771795750E+0	-30.000000000E+0	-159.678630677E-12	100.000001490E-3	-38.872333333E-15	239.125687693E-12	NaN	NaN	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	89.999400000E+0
671.659466267E+0	-35.000000000E+0	-162.357454795E-12	100.000001490E-3	156.001720531E-12	169.066805426E-12	641.018580754E+6	694.703643638E+6	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	89.999500000E+0
763.193520546E+0	-40.000000000E+0	-178.851626796E-12	100.000001490E-3	82.394328353E-12	231.743650685E-12	1.213675789E+9	3.413604598E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	89.995500000E+0
853.408609390E+0	-45.000000000E+0	-188.865515704E-12	100.000001490E-3	-55.189709123E-12	238.099795017E-12	-1.811932026E+9	7.817048702E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	90.000900000E+0
