[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 19:53:36"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
12.471888141E+3	-75.000000000E+0	-418.942798971E-12	-2.000000000E+0	-17.949515333E-9	204.563189407E-12	111.423621355E+6	1.269848848E+6	9.399164426E-9	-598.460556500E-3	-384.248193467E-3	11.579080308E-3	7.193741884E-3	33.341321222E+6	21.407162608E+6	645.091529940E+3	400.776385912E+3
12.478741307E+3	-75.000000000E+0	-419.180888149E-12	-2.200000048E+0	-19.788672000E-9	221.360478926E-12	111.174718934E+6	1.243625092E+6	9.195781141E-9	-634.832496533E-3	-411.480375400E-3	7.022260820E-3	3.927433421E-3	32.080601292E+6	20.793733678E+6	354.862661807E+3	198.468771472E+3
12.485584961E+3	-75.000000000E+0	-417.789459510E-12	-2.400000095E+0	-21.390295667E-9	258.044739447E-12	112.200417085E+6	1.353544983E+6	8.008116424E-9	-678.149065300E-3	-433.107292600E-3	13.399754323E-3	7.153402054E-3	31.703585395E+6	20.247840392E+6	626.440818386E+3	334.422775883E+3
12.492445505E+3	-75.000000000E+0	-411.674261347E-12	-2.599999905E+0	-22.964897667E-9	350.803104237E-12	113.216263463E+6	1.729448885E+6	7.873017508E-9	-700.823264433E-3	-455.856472767E-3	10.093601604E-3	5.301725776E-3	30.517151637E+6	19.850141698E+6	439.523038602E+3	230.862155507E+3
12.499349340E+3	-75.000000000E+0	-413.954138560E-12	-2.799999952E+0	-24.611818667E-9	228.504606574E-12	113.766479033E+6	1.056247199E+6	8.234603037E-9	-716.690314333E-3	-477.989879367E-3	13.251343738E-3	5.199824930E-3	29.119762503E+6	19.421152327E+6	538.413837561E+3	211.273494251E+3
12.506269748E+3	-75.000000000E+0	-408.150740057E-12	-3.000000000E+0	-26.022146667E-9	348.923738959E-12	115.286415008E+6	1.545843527E+6	7.051638319E-9	-732.336855333E-3	-481.481715133E-3	8.455008920E-3	6.144679323E-3	28.142830210E+6	18.502766943E+6	324.915889087E+3	236.132683500E+3
12.513116876E+3	-75.000000000E+0	-423.939947036E-12	-3.200000048E+0	-27.480563000E-9	260.587486999E-12	116.445942089E+6	1.104211563E+6	7.292079928E-9	-741.512136767E-3	-492.827094200E-3	10.121393948E-3	5.485096887E-3	26.983149391E+6	17.933660755E+6	368.311011227E+3	199.599145306E+3
12.520016635E+3	-75.000000000E+0	-415.197988953E-12	-3.400000095E+0	-28.874803333E-9	448.083339642E-12	117.749723041E+6	1.827257091E+6	6.971200005E-9	-772.197063233E-3	-516.282312700E-3	8.775195169E-3	6.639586636E-3	26.742937582E+6	17.880028714E+6	303.904932865E+3	229.943960461E+3
12.526849106E+3	-75.000000000E+0	-422.034104886E-12	-3.599999905E+0	-30.278071333E-9	494.609485594E-12	118.897926655E+6	1.942265136E+6	7.016346691E-9	-761.986484833E-3	-529.411353433E-3	6.321929585E-3	4.803448562E-3	25.166282107E+6	17.484976094E+6	208.795649996E+3	158.644469424E+3
12.533691426E+3	-75.000000000E+0	-417.739253374E-12	-3.799999952E+0	-31.673867333E-9	350.120438371E-12	119.972717961E+6	1.326168989E+6	6.978978336E-9	-797.211493467E-3	-558.710870000E-3	13.541830467E-3	7.675227333E-3	25.169376542E+6	17.639490124E+6	427.539533606E+3	242.320498867E+3
12.540601472E+3	-75.000000000E+0	-417.963845016E-12	-4.000000000E+0	-33.355330667E-9	457.931865215E-12	119.920861825E+6	1.646381038E+6	8.407314662E-9	-813.009438900E-3	-571.495035433E-3	6.859768900E-3	4.326000060E-3	24.374198146E+6	17.133544294E+6	205.657349594E+3	129.694413860E+3
12.547498646E+3	-75.000000000E+0	-422.744680003E-12	-4.199999809E+0	-34.519817000E-9	478.289384730E-12	121.669237391E+6	1.685788331E+6	5.822437219E-9	-820.045595833E-3	-581.332306200E-3	7.638518263E-3	10.091551512E-3	23.755792096E+6	16.840538471E+6	221.279222387E+3	292.340817228E+3
12.554391550E+3	-75.000000000E+0	-425.524012323E-12	-4.400000095E+0	-35.852009333E-9	630.070345585E-12	122.726736303E+6	2.156824083E+6	6.660952138E-9	-838.885344700E-3	-593.731810900E-3	9.171649054E-3	4.559669780E-3	23.398558694E+6	16.560628593E+6	255.819666037E+3	127.180313328E+3
12.561233425E+3	-75.000000000E+0	-419.231191429E-12	-4.599999905E+0	-37.014113667E-9	614.318838824E-12	124.276916261E+6	2.062609187E+6	5.810527208E-9	-845.814017033E-3	-609.743614500E-3	6.145050959E-3	4.687016286E-3	22.851121728E+6	16.473273411E+6	166.019130288E+3	126.627813591E+3
12.568100329E+3	-75.000000000E+0	-416.255647543E-12	-4.800000191E+0	-38.246657000E-9	692.600009824E-12	125.501169703E+6	2.272672128E+6	6.162707851E-9	-847.312384167E-3	-615.814926800E-3	9.866087388E-3	7.694570860E-3	22.153893977E+6	16.101143867E+6	257.959470489E+3	201.182834347E+3
12.574937886E+3	-75.000000000E+0	-423.690190339E-12	-5.000000000E+0	-39.317399000E-9	760.334336589E-12	127.170161994E+6	2.459263410E+6	5.353715106E-9	-853.966814433E-3	-624.877761567E-3	12.047721701E-3	8.345783049E-3	21.719819626E+6	15.893161233E+6	306.422144064E+3	212.266916455E+3
12.581779414E+3	-75.000000000E+0	-426.223178973E-12	-5.199999809E+0	-41.119014333E-9	650.471724036E-12	126.462170691E+6	2.000535945E+6	9.008085257E-9	-861.144899067E-3	-624.971228633E-3	7.669904828E-3	5.966920416E-3	20.942741771E+6	15.199080979E+6	186.529394064E+3	145.113410733E+3
12.588616007E+3	-75.000000000E+0	-417.134156846E-12	-5.400000095E+0	-42.148113667E-9	726.486665523E-12	128.119614986E+6	2.208335885E+6	5.145489306E-9	-883.125431133E-3	-644.214757667E-3	9.573139205E-3	4.307629656E-3	20.952905226E+6	15.284545419E+6	227.130905096E+3	102.202193202E+3
12.595515559E+3	-75.000000000E+0	-416.200467609E-12	-5.599999905E+0	-43.894243667E-9	945.854240672E-12	127.579368884E+6	2.749141505E+6	8.730658326E-9	-889.628951600E-3	-651.487346300E-3	6.582020106E-3	5.476863784E-3	20.267553950E+6	14.842204624E+6	149.951783100E+3	124.774078024E+3
12.602351749E+3	-75.000000000E+0	-419.351941135E-12	-5.800000191E+0	-45.178873000E-9	929.009967231E-12	128.378593922E+6	2.639839939E+6	6.423137478E-9	-907.767802333E-3	-660.055437700E-3	8.396650761E-3	3.844513536E-3	20.092750041E+6	14.609825210E+6	185.853479817E+3	85.095383758E+3
12.609195887E+3	-75.000000000E+0	-418.421535383E-12	-6.000000000E+0	-46.672249667E-9	888.132366014E-12	128.556048677E+6	2.446309927E+6	7.466890454E-9	-917.240669600E-3	-665.903680600E-3	7.151665841E-3	6.255269561E-3	19.652806028E+6	14.267657663E+6	153.231650324E+3	134.025456361E+3
12.616063019E+3	-75.000000000E+0	-416.919568313E-12	-6.199999809E+0	-47.622438333E-9	775.378874487E-12	130.190725764E+6	2.119738971E+6	4.750947864E-9	-905.944338400E-3	-670.828188267E-3	10.180238576E-3	5.657279728E-3	19.023476540E+6	14.086388932E+6	213.769788619E+3	118.794415525E+3
12.622909371E+3	-75.000000000E+0	-417.513059311E-12	-6.400000095E+0	-48.919320000E-9	944.895088010E-12	130.827658589E+6	2.526985493E+6	6.484399057E-9	-928.215972667E-3	-675.574005167E-3	9.882652359E-3	5.768935048E-3	18.974425087E+6	13.809963122E+6	202.019413993E+3	117.927539636E+3
12.629829300E+3	-75.000000000E+0	-423.152210494E-12	-6.599999905E+0	-50.255544667E-9	1.037075117E-9	131.328790652E+6	2.710105360E+6	6.681129705E-9	-946.721989700E-3	-682.026259233E-3	8.389393274E-3	3.160444929E-3	18.838159968E+6	13.571164411E+6	166.934680128E+3	62.887487340E+3
12.636730475E+3	-75.000000000E+0	-422.795080427E-12	-6.800000191E+0	-51.643168333E-9	941.882152586E-12	131.672792553E+6	2.401484210E+6	6.938108408E-9	-964.798194400E-3	-685.734362133E-3	12.434392800E-3	5.580287423E-3	18.682010139E+6	13.278317041E+6	240.775173190E+3	108.054706996E+3
12.643603502E+3	-75.000000000E+0	-415.476222870E-12	-7.000000000E+0	-52.432065667E-9	1.112582274E-9	133.506088517E+6	2.832932590E+6	3.944490428E-9	-961.466905267E-3	-714.723181700E-3	6.124267266E-3	4.776654965E-3	18.337383680E+6	13.631413766E+6	116.803852531E+3	91.101788648E+3
12.650476157E+3	-75.000000000E+0	-417.192821955E-12	-7.199999809E+0	-54.183720000E-9	941.924031577E-12	132.881238299E+6	2.309993328E+6	8.758280019E-9	-996.214525033E-3	-725.639054167E-3	7.555345938E-3	3.443854316E-3	18.385864334E+6	13.392197032E+6	139.439409801E+3	63.558838641E+3
12.657310106E+3	-75.000000000E+0	-409.102810887E-12	-7.400000095E+0	-55.693952333E-9	998.173188852E-12	132.869006155E+6	2.381340774E+6	7.551150865E-9	-1.021932717E+0	-731.170558800E-3	7.847730680E-3	7.001116552E-3	18.349078751E+6	13.128365436E+6	140.908130072E+3	125.706944087E+3
12.664154415E+3	-75.000000000E+0	-422.831815857E-12	-7.599999905E+0	-57.557164667E-9	1.233235418E-9	132.042638803E+6	2.829181385E+6	9.316070551E-9	-1.019366997E+0	-731.004340900E-3	8.842519210E-3	3.756922517E-3	17.710514464E+6	12.700492547E+6	153.630208531E+3	65.272890675E+3
12.670974707E+3	-75.000000000E+0	-427.688109002E-12	-7.800000191E+0	-58.644940333E-9	1.272700002E-9	133.003804700E+6	2.886420235E+6	5.438870553E-9	-1.042459881E+0	-736.435708733E-3	5.937543561E-3	5.652201278E-3	17.775785522E+6	12.557531895E+6	101.245623696E+3	96.380032892E+3
12.677798801E+3	-75.000000000E+0	-419.452346005E-12	-8.000000000E+0	-59.929903000E-9	1.180904234E-9	133.489286642E+6	2.630374085E+6	6.424819461E-9	-1.051367815E+0	-745.902349867E-3	10.641815083E-3	6.209023712E-3	17.543292453E+6	12.446246574E+6	177.571038000E+3	103.604768250E+3
12.684695801E+3	-75.000000000E+0	-421.309722295E-12	-8.199999809E+0	-61.262335667E-9	1.259878957E-9	133.850590580E+6	2.752678959E+6	6.662169687E-9	-1.053665143E+0	-754.801527100E-3	13.500111874E-3	5.696456206E-3	17.199232316E+6	12.320808844E+6	220.365608454E+3	92.984639648E+3
12.691519141E+3	-75.000000000E+0	-415.486173244E-12	-8.399999619E+0	-63.311409333E-9	1.121750002E-9	132.677501685E+6	2.350776731E+6	10.245378104E-9	-1.067999095E+0	-759.482316500E-3	6.709879428E-3	6.743079744E-3	16.868983115E+6	11.995978679E+6	105.982152323E+3	106.506549368E+3
12.698351826E+3	-75.000000000E+0	-422.778217990E-12	-8.600000381E+0	-64.113889333E-9	1.296109934E-9	134.136307607E+6	2.711665172E+6	4.012384694E-9	-1.097889532E+0	-778.260989333E-3	6.543474250E-3	4.285955314E-3	17.124051331E+6	12.138726841E+6	102.060166955E+3	66.849092432E+3
12.705239309E+3	-75.000000000E+0	-420.878874345E-12	-8.800000191E+0	-66.243626667E-9	1.152060927E-9	132.842971219E+6	2.310308241E+6	10.648696822E-9	-1.105363595E+0	-789.062833133E-3	6.393625360E-3	5.962052276E-3	16.686338756E+6	11.911528291E+6	96.516837641E+3	90.001900195E+3
12.712136015E+3	-75.000000000E+0	-426.784578974E-12	-9.000000000E+0	-67.591013000E-9	1.265907013E-9	133.153796645E+6	2.493827470E+6	6.736938092E-9	-1.124126790E+0	-800.287493700E-3	8.601902996E-3	8.467875194E-3	16.631305555E+6	11.840146466E+6	127.264004703E+3	125.281081293E+3
12.718980457E+3	-75.000000000E+0	-418.084455019E-12	-9.199999809E+0	-69.277264000E-9	1.446253628E-9	132.799699036E+6	2.772367663E+6	8.431263041E-9	-1.116548180E+0	-811.066582067E-3	5.467548674E-3	5.607699849E-3	16.117094058E+6	11.707543503E+6	78.922699282E+3	80.945746483E+3
12.725834104E+3	-75.000000000E+0	-419.782629028E-12	-9.399999619E+0	-70.739324000E-9	1.123060901E-9	132.882237022E+6	2.109644770E+6	7.310306972E-9	-1.162491494E+0	-818.333798700E-3	12.242335524E-3	4.532975877E-3	16.433454943E+6	11.568301087E+6	173.062659232E+3	64.079999930E+3
12.732665152E+3	-75.000000000E+0	-426.144145897E-12	-9.600000381E+0	-71.896089333E-9	1.392811601E-9	133.526043913E+6	2.586741849E+6	5.783804603E-9	-1.177787598E+0	-822.970075033E-3	6.156476767E-3	2.429935966E-3	16.381803367E+6	11.446659793E+6	85.630203585E+3	33.797887873E+3
12.739498417E+3	-75.000000000E+0	-423.418460479E-12	-9.800000191E+0	-74.137327333E-9	1.339578128E-9	132.187125477E+6	2.388472697E+6	11.206200687E-9	-1.199104443E+0	-829.364075133E-3	12.965689908E-3	6.290561024E-3	16.174098615E+6	11.186862340E+6	174.887474024E+3	84.850118691E+3
12.746348868E+3	-75.000000000E+0	-426.844974181E-12	-10.000000000E+0	-75.957169333E-9	1.427522290E-9	131.653141998E+6	2.474260118E+6	9.099218678E-9	-1.163786595E+0	-821.366522800E-3	7.713164451E-3	5.011376772E-3	15.321616180E+6	10.813548346E+6	101.546233467E+3	65.976349771E+3
