[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 05:42:58"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.575752735E+0	0.000000000E+0	-41.071186498E-12	100.000001490E-3	-103.921929303E-12	172.565731558E-12	-962.260825607E+6	1.597865286E+9	188.761154700E-3	0.000000000E+0	341.012258480E-3	27.170417096E+21	-1.816374619E+9	-0.000000000E+0	3.281427325E+9	NaN	50.011900000E+0
49.833627224E+0	-5.000000000E+0	-95.402824761E-12	100.000001490E-3	91.354376822E-12	247.221495445E-12	1.094638319E+9	2.962289620E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	50.003500000E+0
102.649164677E+0	-10.000000000E+0	-103.387361057E-12	100.000001490E-3	112.708874150E-12	219.728625677E-12	887.241596940E+6	1.729698555E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000300000E+0
153.573299885E+0	-15.000000000E+0	-122.343408263E-12	100.000001490E-3	-37.123852813E-12	225.538727436E-12	-2.693685970E+9	16.364963759E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.000900000E+0
208.253703117E+0	-20.000000000E+0	-143.375306997E-12	100.000001490E-3	-3.533369343E-12	238.500079250E-12	-28.301598778E+9	1.910339083E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.999800000E+0
263.188096523E+0	-25.000000000E+0	-155.531522499E-12	100.000001490E-3	-75.325260700E-12	223.550073005E-12	-1.327575910E+9	3.939975630E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.998400000E+0
323.822253704E+0	-30.000000000E+0	-171.601789260E-12	100.000001490E-3	-7.575923000E-12	245.852331425E-12	-13.199711968E+9	428.354401360E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.000700000E+0
378.954848766E+0	-35.000000000E+0	-178.026979616E-12	100.000001490E-3	88.795765183E-12	250.243300667E-12	1.126179850E+9	3.173788324E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.001900000E+0
431.995806217E+0	-40.000000000E+0	-185.449424278E-12	100.000001490E-3	-107.799106817E-12	163.565572537E-12	-927.651484721E+6	1.407542703E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.000200000E+0
490.371937275E+0	-45.000000000E+0	-200.198809845E-12	100.000001490E-3	-31.618587970E-12	217.669036504E-12	-3.162696626E+9	21.772671442E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.003400000E+0
544.499513626E+0	-50.000000000E+0	-222.293462688E-12	100.000001490E-3	-59.620874543E-12	238.377534968E-12	-1.677264922E+9	6.706078712E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.999400000E+0
602.292103291E+0	-55.000000000E+0	-231.760900980E-12	100.000001490E-3	45.250741093E-12	223.192451795E-12	2.209908591E+9	10.900040635E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.998500000E+0
659.192568779E+0	-60.000000000E+0	-242.616403356E-12	100.000001490E-3	-37.511276530E-12	224.194919840E-12	-2.665865061E+9	15.933166208E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.001400000E+0
715.769939899E+0	-65.000000000E+0	-243.124256375E-12	100.000001490E-3	52.419291420E-12	232.572822469E-12	1.907694644E+9	8.464019939E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000800000E+0
765.738173485E+0	-70.000000000E+0	-261.041823574E-12	100.000001490E-3	11.377311487E-12	260.710089995E-12	8.789422845E+9	201.408849840E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.997600000E+0
821.797206879E+0	-75.000000000E+0	-269.228540850E-12	100.000001490E-3	51.918153900E-12	214.649931237E-12	1.926108576E+9	7.963285333E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000000000E+0
877.035203934E+0	-70.000000000E+0	-181.396255886E-12	100.000001490E-3	141.743870310E-12	252.549149113E-12	705.497890465E+6	1.257005975E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000100000E+0
927.173108578E+0	-65.000000000E+0	-163.854251695E-12	100.000001490E-3	29.526523087E-12	249.247750046E-12	3.386785542E+9	28.589504891E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000700000E+0
984.678462982E+0	-60.000000000E+0	-127.342145972E-12	100.000001490E-3	-104.976399133E-12	277.295930660E-12	-952.595081520E+6	2.516286916E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.004200000E+0
1.035563224E+3	-55.000000000E+0	-133.460556553E-12	100.000001490E-3	96.701637963E-12	271.909086414E-12	1.034108662E+9	2.907743318E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.003900000E+0
1.088724648E+3	-50.000000000E+0	-126.866036484E-12	100.000001490E-3	23.147651657E-12	240.756594400E-12	4.320092724E+9	44.932886802E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.994500000E+0
