[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 16:20:48"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
13.328518743E+3	-75.000000000E+0	-469.122782287E-12	0.000000000E+0	-478.669326667E-12	111.629181755E-12	-0.000000000E+0	0.000000000E+0	NaN	-30.983737940E-3	-19.149337957E-3	2.613806470E-3	848.539170479E-6	64.728897830E+6	40.005358376E+6	5.460568130E+6	1.772704293E+6
13.340471710E+3	-75.000000000E+0	-449.246884138E-12	200.000002980E-3	3.106258767E-9	129.745286697E-12	64.386137152E+6	2.689343822E+6	17.924640200E-9	17.927048757E-3	4.988130271E-3	3.874744553E-3	1.249269160E-3	5.771267014E+6	1.605832175E+6	1.247399153E+6	402.178071353E+3
13.347640674E+3	-75.000000000E+0	-453.179494856E-12	400.000005960E-3	6.181568500E-9	108.977845150E-12	64.708496874E+6	1.140777224E+6	15.376548438E-9	73.354226107E-3	32.495356290E-3	4.119334191E-3	1.538836827E-3	11.866604100E+6	5.256814074E+6	666.389799062E+3	248.939541278E+3
13.355325678E+3	-75.000000000E+0	-456.951150992E-12	600.000023842E-3	9.085962500E-9	201.775655465E-12	66.035934425E+6	1.466486787E+6	14.521968702E-9	136.985722567E-3	62.835393160E-3	4.320369408E-3	1.672771857E-3	15.076633055E+6	6.915656229E+6	475.499365968E+3	184.105080485E+3
13.364309797E+3	-75.000000000E+0	-458.868893808E-12	800.000011921E-3	11.673901667E-9	111.776666126E-12	68.528931866E+6	656.158990870E+3	12.939696605E-9	199.406066400E-3	93.213342067E-3	6.851192586E-3	1.978127075E-3	17.081355668E+6	7.984763340E+6	586.881128633E+3	169.448666940E+3
13.371170810E+3	-75.000000000E+0	-460.563596520E-12	1.000000000E+0	13.896823667E-9	124.768596609E-12	71.958889599E+6	646.061998348E+3	11.114610662E-9	256.106204300E-3	123.012441167E-3	6.778581238E-3	2.049788283E-3	18.429118081E+6	8.851838673E+6	487.779178917E+3	147.500488732E+3
13.378075613E+3	-75.000000000E+0	-454.109879329E-12	1.200000048E+0	16.124628333E-9	137.793905102E-12	74.420322929E+6	635.962994212E+3	11.139020678E-9	319.518729167E-3	156.985556700E-3	5.980098442E-3	2.970364083E-3	19.815571718E+6	9.735762801E+6	370.867366273E+3	184.212871260E+3
13.384925454E+3	-75.000000000E+0	-457.732224346E-12	1.399999976E+0	18.352937333E-9	225.779502917E-12	76.282065957E+6	938.428907610E+3	11.141548985E-9	389.644009133E-3	188.548651167E-3	6.222056930E-3	3.456315150E-3	21.230607507E+6	10.273486349E+6	339.022403716E+3	188.324903401E+3
13.391791067E+3	-75.000000000E+0	-464.847923117E-12	1.600000024E+0	20.446030000E-9	145.205881376E-12	78.254801731E+6	555.758621958E+3	10.465460838E-9	434.491262533E-3	221.782529533E-3	7.140707757E-3	2.482817380E-3	21.250641936E+6	10.847217261E+6	349.246663382E+3	121.432736817E+3
13.398650804E+3	-75.000000000E+0	-463.632745159E-12	1.799999952E+0	22.234271667E-9	191.769877072E-12	80.956101432E+6	698.243767668E+3	8.941211531E-9	506.581357267E-3	252.932800300E-3	10.472621650E-3	3.374005837E-3	22.783807127E+6	11.375807766E+6	471.012579468E+3	151.747981121E+3
