[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191030 01:48:32"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.769405842E+0	0.000000000E+0	-44.029930570E-12	100.000001490E-3	-11.631229833E-12	153.230679807E-12	-8.597543245E+9	113.264668917E+9	17.276146891E-3	NaN	234.778113779E-3	NaN	-1.485324178E+9	NaN	20.185149562E+9	NaN	99.999200000E+0
117.782029629E+0	-5.000000000E+0	-86.456869355E-12	100.000001490E-3	109.108132067E-12	227.419680085E-12	916.521982330E+6	1.910353812E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	100.000200000E+0
210.785938740E+0	-10.000000000E+0	-105.416979312E-12	100.000001490E-3	-2.035847920E-12	246.574462101E-12	-49.119583299E+9	5.949184471E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998700000E+0
306.679076195E+0	-15.000000000E+0	-123.852284505E-12	100.000001490E-3	-8.218410937E-12	224.124783158E-12	-12.167802542E+9	331.828881171E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000100000E+0
396.117795944E+0	-20.000000000E+0	-130.780188415E-12	100.000001490E-3	91.754088990E-12	245.463088881E-12	1.089869701E+9	2.915649712E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001400000E+0
495.389073849E+0	-25.000000000E+0	-161.718729120E-12	100.000001490E-3	90.119864270E-12	238.573848067E-12	1.109633290E+9	2.937526439E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.998500000E+0
592.017148972E+0	-30.000000000E+0	-164.288380701E-12	100.000001490E-3	114.899689059E-12	234.380301456E-12	870.324387377E+6	1.775347644E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001200000E+0
683.276835442E+0	-35.000000000E+0	-168.470584242E-12	100.000001490E-3	-77.414488517E-12	242.618793654E-12	-1.291747881E+9	4.048367671E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999200000E+0
772.556415081E+0	-40.000000000E+0	-175.725361114E-12	100.000001490E-3	-66.950421113E-12	243.672816706E-12	-1.493642606E+9	5.436263059E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998600000E+0
858.053964138E+0	-45.000000000E+0	-202.957608358E-12	100.000001490E-3	2.455141503E-12	226.771554702E-12	40.730850484E+9	3.762144983E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.002000000E+0
958.923720837E+0	-50.000000000E+0	-204.886958788E-12	100.000001490E-3	23.395714833E-12	251.251428581E-12	4.274287074E+9	45.902454405E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999500000E+0
1.055835268E+3	-55.000000000E+0	-225.102420037E-12	100.000001490E-3	116.082806567E-12	203.578998300E-12	861.454029652E+6	1.510765923E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000100000E+0
1.153037014E+3	-60.000000000E+0	-227.556347608E-12	100.000001490E-3	-62.284304800E-12	223.026526606E-12	-1.605540943E+9	5.749092345E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.001300000E+0
1.248143443E+3	-65.000000000E+0	-234.194267914E-12	100.000001490E-3	26.962164527E-12	205.980000649E-12	3.708901093E+9	28.334499956E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000200000E+0
1.346320509E+3	-70.000000000E+0	-249.442898744E-12	100.000001490E-3	12.017580767E-12	239.189125681E-12	8.321142452E+9	165.617924809E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000900000E+0
1.440242706E+3	-75.000000000E+0	-248.770773426E-12	100.000001490E-3	-23.683687033E-12	227.934066453E-12	-4.222315611E+9	40.635968789E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000000000E+0
1.533219594E+3	-70.000000000E+0	-182.279097140E-12	100.000001490E-3	-22.723238987E-12	231.888946987E-12	-4.400781136E+9	44.909640929E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.999500000E+0
1.626409307E+3	-65.000000000E+0	-163.458263938E-12	100.000001490E-3	-5.783553300E-12	222.743471260E-12	-17.290408907E+9	665.909951822E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000900000E+0
1.721204975E+3	-60.000000000E+0	-136.658611568E-12	100.000001490E-3	15.707712533E-12	237.642376982E-12	6.366299439E+9	96.315903927E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999700000E+0
1.811199533E+3	-55.000000000E+0	-137.039227506E-12	100.000001490E-3	-25.887108326E-12	172.127178448E-12	-3.862926683E+9	25.685165839E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	NaN	99.999100000E+0
1.903011963E+3	-50.000000000E+0	-117.953438799E-12	100.000001490E-3	24.192383600E-12	175.743688377E-12	4.133532402E+9	30.027724525E+9	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	NaN	100.000800000E+0
2.004483669E+3	-45.000000000E+0	-126.063181768E-12	100.000001490E-3	52.701423800E-12	221.631545060E-12	1.897481971E+9	7.979705871E+9	NaN	273.920069342E-3	NaN	330.774692582E-3	NaN	5.197583852E+9	NaN	6.276390062E+9	100.002000000E+0
2.079803996E+3	-40.000000000E+0	-110.356874275E-12	100.000001490E-3	5.011334784E-12	167.531167209E-12	19.954763709E+9	667.096691699E+9	NaN	257.710439530E-3	NaN	274.035249942E-3	NaN	51.425508496E+9	NaN	54.683085792E+9	100.001200000E+0
2.159890543E+3	-35.000000000E+0	-89.650179352E-12	100.000001490E-3	12.726599533E-12	184.563548968E-12	7.857558590E+9	113.951798033E+9	NaN	227.129784000E-3	NaN	267.950428997E-3	NaN	17.846855588E+9	NaN	21.054361638E+9	100.001300000E+0
2.256508983E+3	-30.000000000E+0	-87.068808934E-12	100.000001490E-3	-17.679088567E-12	199.319465814E-12	-5.656400278E+9	63.771991280E+9	156.695679003E-3	NaN	363.307860565E-3	NaN	-8.863334691E+9	NaN	20.550146530E+9	NaN	99.998600000E+0
2.346826455E+3	-25.000000000E+0	-76.996273738E-12	100.000001490E-3	-52.582097067E-12	182.284711463E-12	-1.901788005E+9	6.592869002E+9	164.346990282E-3	NaN	330.549290639E-3	NaN	-3.125531302E+9	NaN	6.286346667E+9	NaN	99.999000000E+0
2.440317356E+3	-20.000000000E+0	-56.839478812E-12	100.000001490E-3	57.021077467E-12	185.764681382E-12	1.753737494E+9	5.713369533E+9	182.613384461E-3	NaN	295.197048574E-3	NaN	3.202559344E+9	NaN	5.176981244E+9	NaN	99.999100000E+0
2.533158003E+3	-15.000000000E+0	-39.297960603E-12	100.000001490E-3	36.490433100E-12	187.250623620E-12	2.740444357E+9	14.062587679E+9	157.350289320E-3	NaN	218.584572176E-3	NaN	4.312097061E+9	NaN	5.990188485E+9	NaN	100.002000000E+0
2.623897656E+3	-10.000000000E+0	-39.170390137E-12	100.000001490E-3	-41.106782400E-12	312.192988036E-12	-2.432688614E+9	18.475499247E+9	125.642288670E-3	NaN	293.880689024E-3	NaN	-3.056485605E+9	NaN	7.149201953E+9	NaN	100.001600000E+0
2.708817828E+3	-5.000000000E+0	-21.712683214E-12	100.000001490E-3	138.188459800E-12	213.186196056E-12	723.649439576E+6	1.116388963E+9	154.041415663E-3	302.299232800E-3	89.165589182E-3	255.734816869E-3	1.114719825E+9	2.187586671E+9	645.246276793E+6	1.850623541E+9	100.001200000E+0
2.798373774E+3	0.000000000E+0	-19.004104540E-12	100.000001490E-3	115.956968267E-12	180.758441903E-12	862.388892922E+6	1.344326908E+9	-17.001919172E-3	187.599115367E-3	101.295292118E-3	268.318252199E-3	-146.622660341E+6	1.617833910E+9	873.559335263E+6	2.313946770E+9	100.000800000E+0
2.880207057E+3	5.000000000E+0	-10.539309876E-12	100.000001490E-3	110.286973933E-12	191.505650537E-12	906.725408484E+6	1.574465533E+9	169.853717961E-3	196.248132267E-3	155.928995027E-3	277.164051074E-3	1.540106795E+9	1.779431652E+9	1.413847796E+9	2.513116837E+9	99.999600000E+0
2.963987474E+3	10.000000000E+0	-228.907055348E-15	100.000001490E-3	268.839833633E-12	244.978760007E-12	371.968692804E+6	338.954342788E+6	266.157760381E-3	185.178086667E-3	103.224591595E-3	241.492369286E-3	990.023527333E+6	688.804498069E+6	383.963158285E+6	898.275995869E+6	100.000400000E+0
3.051653057E+3	15.000000000E+0	17.412778858E-12	100.000001490E-3	466.809971800E-12	333.470451852E-12	214.219934301E+6	153.030189162E+6	120.042613640E-3	124.155158487E-3	13.678235667E-3	182.398456073E-3	257.155204241E+6	265.965094978E+6	29.301507024E+6	390.733846943E+6	100.000800000E+0
3.142462018E+3	20.000000000E+0	34.213327715E-12	100.000001490E-3	1.005541617E-9	369.108479200E-12	99.448893822E+6	36.505132499E+6	58.933526490E-3	97.274642503E-3	7.116503817E-3	138.828105448E-3	58.608739312E+6	96.738554498E+6	7.077284219E+6	138.063013125E+6	100.000800000E+0
3.236412110E+3	25.000000000E+0	35.653023242E-12	100.000001490E-3	1.888545636E-9	531.887518716E-12	52.950799602E+6	14.912993832E+6	127.981939403E-3	125.782220700E-3	11.326305110E-3	93.453287862E-3	67.767459251E+6	66.602690626E+6	5.997369032E+6	49.484262440E+6	99.999600000E+0
3.321562279E+3	30.000000000E+0	58.639833007E-12	100.000001490E-3	3.433631196E-9	786.765698907E-12	29.123687369E+6	6.673261320E+6	88.287275493E-3	89.747153917E-3	5.426443260E-3	64.593868336E-3	25.712509718E+6	26.137680140E+6	1.580380347E+6	18.812115993E+6	100.001000000E+0
3.400519182E+3	35.000000000E+0	68.274353301E-12	100.000001490E-3	7.708068489E-9	997.009288877E-12	12.973418910E+6	1.678062303E+6	113.872083160E-3	105.116414551E-3	3.675167665E-3	39.272711190E-3	14.773102150E+6	13.637192600E+6	476.794889723E+3	5.095013264E+6	99.998000000E+0
3.487472871E+3	40.000000000E+0	72.332317971E-12	100.000001490E-3	17.344182593E-9	1.626286791E-9	5.765622044E+6	540.616712487E+3	93.390168895E-3	76.246826087E-3	1.003903874E-3	22.964781593E-3	5.384524084E+6	4.396103747E+6	57.881302219E+3	1.324062490E+6	100.001800000E+0
3.551004267E+3	45.000000000E+0	90.568846520E-12	100.000001490E-3	56.779686892E-9	3.970096131E-9	1.761193254E+6	123.144506500E+3	89.989320705E-3	63.357416006E-3	210.706729190E-6	11.284737635E-3	1.584885822E+6	1.115846520E+6	3.710952644E+3	198.746034948E+3	100.000100000E+0
3.615140453E+3	50.000000000E+0	109.006532967E-12	100.000001490E-3	172.550236412E-9	1.868117868E-9	579.541376295E+3	6.274413891E+3	82.418720067E-3	64.333755477E-3	115.062533601E-6	1.880293390E-3	477.650577482E+3	372.840726356E+3	666.834980895E+0	10.897078027E+3	99.999200000E+0
3.676954823E+3	55.000000000E+0	118.594082934E-12	100.000001490E-3	357.464179872E-9	2.992674863E-9	279.748313596E+3	2.342040946E+3	77.020271639E-3	57.095480334E-3	70.899479863E-6	415.524214283E-6	215.462907825E+3	159.723640995E+3	198.340096310E+0	1.162421965E+3	100.002300000E+0
3.737869891E+3	60.000000000E+0	128.592275254E-12	100.000001490E-3	592.534294174E-9	3.989735938E-9	168.766605534E+3	1.136363242E+3	72.942978733E-3	55.764661021E-3	79.714717459E-6	235.161941298E-6	123.103387349E+3	94.112124091E+3	134.531820761E+0	396.874819922E+0	100.000400000E+0
3.799293309E+3	65.000000000E+0	130.647193527E-12	100.000001490E-3	873.743148423E-9	4.219439196E-9	114.450112336E+3	552.697083570E+0	69.964442362E-3	53.582639006E-3	50.425816825E-6	173.221631443E-6	80.074381686E+3	61.325389622E+3	57.712403143E+0	198.252348823E+0	99.998500000E+0
