[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 18:49:51"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
8.568953237E+3	25.000000000E+0	60.312476656E-12	0.000000000E+0	2.289277737E-9	2.345205070E-9	0.000000000E+0	0.000000000E+0	NaN	-110.440575643E-3	-77.009888187E-3	25.685954227E-3	14.695191707E-3	-48.242541250E+6	-33.639381956E+6	11.220112709E+6	6.419138872E+6
8.578595551E+3	25.000000000E+0	41.077917572E-12	-200.000002980E-3	-989.117603333E-12	117.209372087E-12	202.200428247E+6	23.960533258E+6	16.391976456E-9	-147.100392447E-3	-96.007891300E-3	15.857663302E-3	9.524864166E-3	148.718809524E+6	97.064182233E+6	16.032131314E+6	9.629657923E+6
8.587995886E+3	25.000000000E+0	44.846025389E-12	-400.000005960E-3	-2.876708900E-9	209.171198835E-12	139.047786851E+6	10.110439840E+6	9.437956343E-9	-197.847691800E-3	-125.980510113E-3	12.301793366E-3	6.939324507E-3	68.775708171E+6	43.793277142E+6	4.276342791E+6	2.412244251E+6
8.595149727E+3	25.000000000E+0	48.520338268E-12	-600.000023842E-3	-4.682131633E-9	48.772581088E-12	128.146765369E+6	1.334872446E+6	9.027112860E-9	-256.232081000E-3	-161.409527467E-3	11.855518281E-3	6.879224435E-3	54.725518432E+6	34.473513371E+6	2.532077098E+6	1.469250541E+6
8.601990654E+3	25.000000000E+0	46.451794465E-12	-800.000011921E-3	-6.775375067E-9	116.467733759E-12	118.074645912E+6	2.029686370E+6	10.466217791E-9	-311.336457867E-3	-193.090369100E-3	12.169430160E-3	6.566558954E-3	45.951176843E+6	28.498845776E+6	1.796126420E+6	969.180139691E+3
8.609853632E+3	25.000000000E+0	50.300418171E-12	-1.000000000E+0	-9.275374033E-9	314.454362591E-12	107.812363836E+6	3.655062106E+6	12.499995578E-9	-368.989448633E-3	-226.483052933E-3	9.010592946E-3	5.033027203E-3	39.781624688E+6	24.417673306E+6	971.453325074E+3	542.622559972E+3
8.618921573E+3	25.000000000E+0	50.491507503E-12	-1.200000048E+0	-12.084606333E-9	360.814571792E-12	99.299887359E+6	2.964833553E+6	14.046158151E-9	-420.740823767E-3	-258.098805667E-3	8.832810707E-3	5.176258487E-3	34.816262289E+6	21.357651093E+6	730.914227820E+3	428.334886864E+3
8.625915393E+3	25.000000000E+0	47.688900629E-12	-1.399999976E+0	-14.350743667E-9	195.742551952E-12	97.555918263E+6	1.330651905E+6	11.330690719E-9	-469.598180900E-3	-288.444274700E-3	7.461600065E-3	4.435309408E-3	32.722916095E+6	20.099604689E+6	519.945184588E+3	309.064778154E+3
8.632766226E+3	25.000000000E+0	50.033898783E-12	-1.600000024E+0	-17.214583333E-9	205.996217296E-12	92.944452553E+6	1.112208485E+6	14.319194919E-9	-527.475370567E-3	-322.624706167E-3	7.546315044E-3	5.335238447E-3	30.641193014E+6	18.741360155E+6	438.367568828E+3	309.925505805E+3
8.639650547E+3	25.000000000E+0	55.959326409E-12	-1.799999952E+0	-20.238281000E-9	192.400252049E-12	88.940357747E+6	845.533632417E+3	15.118493740E-9	-597.344211100E-3	-355.589745567E-3	8.772687812E-3	2.906200930E-3	29.515560689E+6	17.570155566E+6	433.470007260E+3	143.599198458E+3
8.646499361E+3	25.000000000E+0	56.172191088E-12	-2.000000000E+0	-23.490446000E-9	280.883423574E-12	85.140997323E+6	1.018060484E+6	16.260821123E-9	-648.027594067E-3	-384.820884367E-3	9.996414919E-3	5.067379587E-3	27.586857826E+6	16.382016943E+6	425.552367940E+3	215.720875940E+3
8.653342006E+3	25.000000000E+0	56.857760571E-12	-2.200000048E+0	-26.661482000E-9	401.721711914E-12	82.516044970E+6	1.243309987E+6	15.855176220E-9	-674.752885433E-3	-415.671961533E-3	9.069394682E-3	5.973012940E-3	25.308153742E+6	15.590729785E+6	340.168437839E+3	224.031542565E+3
8.660193229E+3	25.000000000E+0	58.022732279E-12	-2.400000095E+0	-29.348210000E-9	451.780196678E-12	81.776711267E+6	1.258853562E+6	13.433636797E-9	-714.334583500E-3	-437.924402000E-3	7.291424516E-3	4.205680117E-3	24.339971109E+6	14.921673315E+6	248.445289048E+3	143.302781235E+3
8.667062934E+3	25.000000000E+0	57.409225637E-12	-2.599999905E+0	-32.369118333E-9	529.740810938E-12	80.323469977E+6	1.314543686E+6	15.104556071E-9	-737.940483667E-3	-461.575098733E-3	6.164649573E-3	4.490656763E-3	22.797670176E+6	14.259736517E+6	190.448485783E+3	138.732748815E+3
8.673898345E+3	25.000000000E+0	63.701721155E-12	-2.799999952E+0	-35.713527333E-9	442.486770509E-12	78.401663498E+6	971.388195850E+3	16.722041013E-9	-788.014736567E-3	-489.688922567E-3	7.734895514E-3	6.957338085E-3	22.064881164E+6	13.711580993E+6	216.581673445E+3	194.809603103E+3
8.680751861E+3	25.000000000E+0	57.166184055E-12	-3.000000000E+0	-38.696406000E-9	512.026095365E-12	77.526579600E+6	1.025822187E+6	14.914389777E-9	-804.644801767E-3	-503.622307733E-3	6.339467267E-3	3.841196615E-3	20.793786425E+6	13.014704976E+6	163.825737893E+3	99.264945033E+3
8.687591025E+3	25.000000000E+0	56.002906537E-12	-3.200000048E+0	-41.938414000E-9	709.171010477E-12	76.302362023E+6	1.290259169E+6	16.210036135E-9	-818.511091633E-3	-516.430474633E-3	6.701809532E-3	4.955066034E-3	19.516977720E+6	12.314020140E+6	159.801215460E+3	118.151011482E+3
8.694429738E+3	25.000000000E+0	52.890173491E-12	-3.400000095E+0	-44.702711000E-9	935.018501448E-12	76.058029129E+6	1.590857978E+6	13.821481705E-9	-830.440979433E-3	-541.424933533E-3	6.270924513E-3	3.512044525E-3	18.576971303E+6	12.111680062E+6	140.280631141E+3	78.564463905E+3
8.701269261E+3	25.000000000E+0	59.680508278E-12	-3.599999905E+0	-48.096702333E-9	722.043764017E-12	74.849204415E+6	1.123661263E+6	16.969972850E-9	-834.858289200E-3	-565.009277633E-3	5.901903108E-3	5.075028370E-3	17.357911223E+6	11.747360011E+6	122.709101080E+3	105.517179425E+3
8.708125123E+3	25.000000000E+0	58.208786980E-12	-3.799999952E+0	-51.640611000E-9	982.380294129E-12	73.585495577E+6	1.399846737E+6	17.719539109E-9	-858.972819600E-3	-579.943815000E-3	3.851342813E-3	2.778361082E-3	16.633668792E+6	11.230382518E+6	74.579729754E+3	53.801863064E+3
8.715014832E+3	25.000000000E+0	64.435942317E-12	-4.000000000E+0	-55.065603667E-9	833.182126604E-12	72.640627427E+6	1.099104857E+6	17.124959250E-9	-869.910033533E-3	-597.492481733E-3	8.421087067E-3	4.044651232E-3	15.797702660E+6	10.850557189E+6	152.928262049E+3	73.451500807E+3
8.721857812E+3	25.000000000E+0	62.218295099E-12	-4.199999809E+0	-58.471531667E-9	986.075929500E-12	71.829823669E+6	1.211352912E+6	17.029656241E-9	-894.253337433E-3	-615.327963967E-3	7.910832822E-3	4.132620107E-3	15.293824395E+6	10.523547895E+6	135.293750588E+3	70.677473110E+3
8.728710390E+3	25.000000000E+0	59.833060266E-12	-4.400000095E+0	-61.832783667E-9	1.037622278E-9	71.159663765E+6	1.194137609E+6	16.806235958E-9	-901.032476867E-3	-635.125801667E-3	4.438857504E-3	4.736453860E-3	14.572083342E+6	10.271667617E+6	71.788091053E+3	76.601012909E+3
