[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 19:21:43"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
10.481166256E+3	-25.000000000E+0	-186.353059373E-12	0.000000000E+0	2.571908150E-9	2.659244446E-9	0.000000000E+0	0.000000000E+0	NaN	-103.190795490E-3	-73.298452417E-3	24.200427099E-3	14.212602641E-3	-40.122270887E+6	-28.499638456E+6	9.409522303E+6	5.526092617E+6
10.490681449E+3	-25.000000000E+0	-218.196191670E-12	-200.000002980E-3	-960.557513333E-12	139.582038097E-12	208.212418522E+6	30.256089126E+6	17.662328053E-9	-142.187825207E-3	-97.597216823E-3	15.205417746E-3	8.582378600E-3	148.026352647E+6	101.604761265E+6	15.829783782E+6	8.934788892E+6
10.502678392E+3	-25.000000000E+0	-213.016394338E-12	-400.000005960E-3	-2.660425033E-9	60.663231698E-12	150.351917813E+6	3.428336868E+6	8.499337473E-9	-198.045173800E-3	-129.963167087E-3	12.076791912E-3	8.240177524E-3	74.441178127E+6	48.850527814E+6	4.539421995E+6	3.097316188E+6
10.509527176E+3	-25.000000000E+0	-211.742374097E-12	-600.000023842E-3	-4.437178800E-9	56.325555175E-12	135.221060698E+6	1.716496373E+6	8.883768039E-9	-255.016366300E-3	-167.113395767E-3	13.167912232E-3	7.391414294E-3	57.472636960E+6	37.662082891E+6	2.967631647E+6	1.665791402E+6
10.516371017E+3	-25.000000000E+0	-204.465578727E-12	-800.000011921E-3	-6.344965500E-9	86.132861380E-12	126.084217782E+6	1.711592357E+6	9.538934069E-9	-315.341879367E-3	-202.138753667E-3	11.822442345E-3	6.121892142E-3	49.699542002E+6	31.858132825E+6	1.863279216E+6	964.842463159E+3
10.524270231E+3	-25.000000000E+0	-201.510248765E-12	-1.000000000E+0	-8.476361867E-9	268.987571821E-12	117.975142606E+6	3.743805142E+6	10.656982469E-9	-366.976785200E-3	-229.430792767E-3	10.766849161E-3	6.187285645E-3	43.294138567E+6	27.067130495E+6	1.270220565E+6	729.945906364E+3
10.533155193E+3	-25.000000000E+0	-199.875800633E-12	-1.200000048E+0	-10.438946333E-9	110.364797314E-12	114.954135156E+6	1.215341992E+6	9.812919994E-9	-418.228178900E-3	-263.237075467E-3	10.298563506E-3	5.902127364E-3	40.064213911E+6	25.216824291E+6	986.552011802E+3	565.394933077E+3
10.540201857E+3	-25.000000000E+0	-204.157100947E-12	-1.399999976E+0	-12.543537667E-9	142.103681543E-12	111.611254605E+6	1.264425603E+6	10.522960430E-9	-469.563194233E-3	-293.671232167E-3	10.454347767E-3	5.211649942E-3	37.434670084E+6	23.412153730E+6	833.444921601E+3	415.484856048E+3
10.547053427E+3	-25.000000000E+0	-199.411509990E-12	-1.600000024E+0	-14.530362333E-9	116.254470249E-12	110.114255043E+6	881.001732324E+3	9.934120965E-9	-519.046432800E-3	-321.872303700E-3	10.089351214E-3	5.205925200E-3	35.721506518E+6	22.151705258E+6	694.363360121E+3	358.279104138E+3
10.553960488E+3	-25.000000000E+0	-202.075100172E-12	-1.799999952E+0	-16.774294000E-9	151.151636390E-12	107.307046861E+6	966.934031872E+3	11.219662346E-9	-565.542863500E-3	-349.330153300E-3	10.638248368E-3	6.086117843E-3	33.714853424E+6	20.825326735E+6	634.199470223E+3	362.824083264E+3
10.560797519E+3	-25.000000000E+0	-203.496628344E-12	-2.000000000E+0	-18.721169333E-9	210.507365158E-12	106.830933709E+6	1.201244323E+6	9.734374346E-9	-612.260960933E-3	-373.524975200E-3	8.687018421E-3	5.388875763E-3	32.704205065E+6	19.952010932E+6	464.021144518E+3	287.849314723E+3
10.567641443E+3	-25.000000000E+0	-205.452881097E-12	-2.200000048E+0	-20.612330333E-9	291.924545228E-12	106.732233188E+6	1.511607767E+6	9.455802746E-9	-643.291697400E-3	-400.202035800E-3	7.464503034E-3	6.360613294E-3	31.209071803E+6	19.415661855E+6	362.137755089E+3	308.582930255E+3
10.574491570E+3	-25.000000000E+0	-198.407380803E-12	-2.400000095E+0	-22.465623667E-9	317.337545835E-12	106.829889567E+6	1.509022651E+6	9.266464457E-9	-666.484347133E-3	-423.204395200E-3	9.491314210E-3	4.336266399E-3	29.666852656E+6	18.837865420E+6	422.481670235E+3	193.017850878E+3
10.581410836E+3	-25.000000000E+0	-197.428419446E-12	-2.599999905E+0	-24.018621000E-9	280.485847456E-12	108.249341402E+6	1.264119545E+6	7.764994072E-9	-682.514018667E-3	-443.528241867E-3	11.927552508E-3	6.140168990E-3	28.416036819E+6	18.466016091E+6	496.596058018E+3	255.642028322E+3
10.588257417E+3	-25.000000000E+0	-197.555815225E-12	-2.799999952E+0	-25.990007000E-9	360.854916401E-12	107.733712897E+6	1.495814909E+6	9.856927650E-9	-716.260628533E-3	-458.809109800E-3	8.349304675E-3	6.140792678E-3	27.559077938E+6	17.653289197E+6	321.250574309E+3	236.275145209E+3
10.595111621E+3	-25.000000000E+0	-204.601274811E-12	-3.000000000E+0	-27.542183667E-9	341.159449681E-12	108.923825224E+6	1.349217358E+6	7.760881483E-9	-721.923865733E-3	-481.432763833E-3	10.294452852E-3	6.710420910E-3	26.211569659E+6	17.479832742E+6	373.770394397E+3	243.641571449E+3
10.601958594E+3	-25.000000000E+0	-196.632161942E-12	-3.200000048E+0	-28.862852667E-9	353.854576149E-12	110.869153671E+6	1.359240468E+6	6.603343426E-9	-743.234191700E-3	-493.177612867E-3	9.396553330E-3	6.460115356E-3	25.750545183E+6	17.086932417E+6	325.558718618E+3	223.821097333E+3
10.608894563E+3	-25.000000000E+0	-195.877768172E-12	-3.400000095E+0	-30.541141667E-9	613.139400520E-12	111.325245548E+6	2.234949010E+6	8.391442999E-9	-764.698474267E-3	-516.996077900E-3	6.609104998E-3	4.257175694E-3	25.038306774E+6	16.927856972E+6	216.400063569E+3	139.391504766E+3
10.615738148E+3	-25.000000000E+0	-200.930176664E-12	-3.599999905E+0	-32.367076333E-9	521.135217244E-12	111.224129963E+6	1.790795391E+6	9.129682040E-9	-769.356341167E-3	-528.363783700E-3	7.322400902E-3	6.697500669E-3	23.769719985E+6	16.324112140E+6	226.229914198E+3	206.923251264E+3
