[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 04:22:18"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.583659649E+0	0.000000000E+0	-48.156511678E-12	100.000001490E-3	-34.614622300E-12	157.563483382E-12	-2.888952554E+9	13.150321958E+9	174.293937233E-3	NaN	281.843168402E-3	NaN	-5.035269076E+9	NaN	8.142315290E+9	NaN	40.014700000E+0
52.850906849E+0	-5.000000000E+0	-99.262990478E-12	100.000001490E-3	64.157575437E-12	239.065723429E-12	1.558662415E+9	5.807930792E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	0.000000000E+0	NaN	NaN	40.001100000E+0
106.545316696E+0	-10.000000000E+0	-117.956618720E-12	100.000001490E-3	20.781392823E-12	230.538927021E-12	4.811997075E+9	53.382015924E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	39.995600000E+0
172.043373585E+0	-15.000000000E+0	-102.885717654E-12	100.000001490E-3	40.682907053E-12	236.498419663E-12	2.458034805E+9	14.289080817E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	40.001900000E+0
231.534500599E+0	-20.000000000E+0	-148.479402963E-12	100.000001490E-3	25.179088603E-12	227.206631998E-12	3.971549688E+9	35.837771679E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	40.000500000E+0
284.762774944E+0	-25.000000000E+0	-143.061842581E-12	100.000001490E-3	-95.885066910E-12	225.621236402E-12	-1.042915281E+9	2.454019617E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	40.001900000E+0
343.451298237E+0	-30.000000000E+0	-162.823160279E-12	100.000001490E-3	63.890561397E-12	229.846388165E-12	1.565176441E+9	5.630724537E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	39.998700000E+0
396.916888714E+0	-35.000000000E+0	-160.149637244E-12	100.000001490E-3	33.767862033E-12	197.429065716E-12	2.961395702E+9	17.314261296E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	39.999000000E+0
447.613481522E+0	-40.000000000E+0	-203.123666960E-12	100.000001490E-3	-51.462555657E-12	213.221939948E-12	-1.943160424E+9	8.050988336E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	39.997800000E+0
501.161847591E+0	-45.000000000E+0	-194.504462536E-12	100.000001490E-3	-17.091587602E-12	228.517834135E-12	-5.850831638E+9	78.226751370E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	40.000500000E+0
