[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 12:58:26"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
1.266886801E+3	-75.000000000E+0	-465.958918672E-12	2.000000000E+0	18.662501333E-9	224.558897254E-12	107.166770642E+6	1.289497662E+6	8.321223016E-9	551.223193300E-3	319.609526267E-3	9.794793681E-3	6.464523620E-3	29.536404765E+6	17.125760398E+6	524.838203944E+3	346.391060050E+3
1.273726576E+3	-75.000000000E+0	-462.202238520E-12	2.200000048E+0	20.277348333E-9	202.296579498E-12	108.495450762E+6	1.082402798E+6	8.074233075E-9	632.705944900E-3	360.123788100E-3	14.467241371E-3	6.769118505E-3	31.202597820E+6	17.759905397E+6	713.468109026E+3	333.826612508E+3
1.280631670E+3	-75.000000000E+0	-462.960009218E-12	2.400000095E+0	21.789917000E-9	201.037491891E-12	110.142691015E+6	1.016195259E+6	7.562841530E-9	685.430812300E-3	392.448765800E-3	14.588492276E-3	7.599943603E-3	31.456329655E+6	18.010567264E+6	669.506555542E+3	348.782586115E+3
1.287491069E+3	-75.000000000E+0	-467.093669299E-12	2.599999905E+0	22.604810333E-9	212.170848781E-12	115.019762002E+6	1.079586166E+6	4.074470552E-9	745.224682500E-3	412.088015200E-3	14.814425941E-3	6.797051096E-3	32.967526447E+6	18.230102758E+6	655.366080158E+3	300.690472318E+3
1.294327324E+3	-75.000000000E+0	-459.706344288E-12	2.799999952E+0	23.723587333E-9	208.846751519E-12	118.025992991E+6	1.039022677E+6	5.593883666E-9	791.130106033E-3	439.465275400E-3	16.474385536E-3	9.027315400E-3	33.347827836E+6	18.524402285E+6	694.430623173E+3	380.520672249E+3
1.301166668E+3	-75.000000000E+0	-459.320758280E-12	3.000000000E+0	24.876928000E-9	237.418679862E-12	120.593668157E+6	1.150913388E+6	5.766701958E-9	844.486292500E-3	460.831459233E-3	17.764259017E-3	8.310827830E-3	33.946566574E+6	18.524452024E+6	714.085718970E+3	334.077737798E+3
1.308025033E+3	-75.000000000E+0	-458.055079977E-12	3.200000048E+0	25.793186333E-9	255.901345383E-12	124.063774298E+6	1.230871066E+6	4.581290574E-9	892.425556833E-3	486.774461367E-3	13.948938015E-3	7.201646454E-3	34.599275378E+6	18.872211253E+6	540.799334926E+3	279.207320933E+3
1.314870311E+3	-75.000000000E+0	-471.832602618E-12	3.400000095E+0	26.657862333E-9	217.898665909E-12	127.542113199E+6	1.042516312E+6	4.323378969E-9	954.211952367E-3	529.337502167E-3	14.071559413E-3	4.968909487E-3	35.794766303E+6	19.856712273E+6	527.857756818E+3	186.395646603E+3
1.321721199E+3	-75.000000000E+0	-468.945983897E-12	3.599999905E+0	27.404605000E-9	202.051826976E-12	131.364779920E+6	968.541374097E+3	3.733716894E-9	998.896279567E-3	549.375009767E-3	20.369230947E-3	5.469947405E-3	36.449942612E+6	20.046813657E+6	743.277669819E+3	199.599571143E+3
1.328555454E+3	-75.000000000E+0	-463.865010292E-12	3.799999952E+0	28.341358000E-9	208.640910929E-12	134.079670858E+6	987.055901304E+3	4.683763883E-9	1.047972084E+0	574.014668733E-3	18.197650915E-3	14.288201355E-3	36.976777318E+6	20.253604952E+6	642.088177797E+3	504.146673391E+3
1.335414427E+3	-75.000000000E+0	-465.239697693E-12	4.000000000E+0	28.907039000E-9	293.643272900E-12	138.374601425E+6	1.405635868E+6	2.828404326E-9	1.086176590E+0	602.869918133E-3	24.570623708E-3	12.505085357E-3	37.574813180E+6	20.855471158E+6	849.987565600E+3	432.596550508E+3
1.342236269E+3	-75.000000000E+0	-461.310326050E-12	4.199999809E+0	30.119321333E-9	318.462410262E-12	139.445366739E+6	1.474405983E+6	6.061417447E-9	1.185686991E+0	626.119599100E-3	16.527271529E-3	7.588977478E-3	39.366324954E+6	20.787971687E+6	548.726558146E+3	251.963760864E+3
1.349119592E+3	-75.000000000E+0	-471.259189079E-12	4.400000095E+0	30.787588000E-9	262.248886884E-12	142.914738737E+6	1.217348730E+6	3.341328554E-9	1.279897160E+0	667.071306767E-3	18.984441291E-3	14.115055368E-3	41.571855526E+6	21.666890786E+6	616.626456445E+3	458.465774180E+3
1.355952272E+3	-75.000000000E+0	-471.425140591E-12	4.599999905E+0	32.056722333E-9	390.789132624E-12	143.495640534E+6	1.749291032E+6	6.345677718E-9	1.350616633E+0	687.646500200E-3	22.165570112E-3	9.033505657E-3	42.132087573E+6	21.450929794E+6	691.448423260E+3	281.797545085E+3
1.362788082E+3	-75.000000000E+0	-466.049293602E-12	4.800000191E+0	33.159977333E-9	354.538182312E-12	144.752818812E+6	1.547660927E+6	5.516267109E-9	1.432566090E+0	732.393856733E-3	19.076149043E-3	10.195966245E-3	43.201660703E+6	22.086681465E+6	575.276299236E+3	307.478082466E+3
1.369677640E+3	-75.000000000E+0	-461.754586419E-12	5.000000000E+0	34.273140000E-9	312.065272637E-12	145.886837331E+6	1.328335124E+6	5.565818641E-9	1.538011657E+0	770.732910133E-3	17.734170685E-3	7.508529929E-3	44.875131293E+6	22.487957337E+6	517.436414777E+3	219.079136867E+3
1.376506328E+3	-75.000000000E+0	-455.237184986E-12	5.199999809E+0	34.253033333E-9	282.042208144E-12	151.811366855E+6	1.250026902E+6	-100.533429209E-12	1.586177866E+0	788.306375867E-3	14.212561946E-3	10.437260458E-3	46.307661307E+6	23.014206310E+6	414.928564354E+3	304.710545101E+3
1.383348129E+3	-75.000000000E+0	-465.144089912E-12	5.400000095E+0	35.205011333E-9	531.881710635E-12	153.387256270E+6	2.317393836E+6	4.759883191E-9	1.669178377E+0	831.303211900E-3	23.736630276E-3	7.942244521E-3	47.413090176E+6	23.613206768E+6	674.240097569E+3	225.599828550E+3
1.390190328E+3	-75.000000000E+0	-468.930825652E-12	5.599999905E+0	35.827682667E-9	506.127052462E-12	156.303715111E+6	2.208056250E+6	3.113359636E-9	1.735045986E+0	860.309293400E-3	36.122782671E-3	6.982284606E-3	48.427524673E+6	24.012418035E+6	1.008236648E+6	194.885186149E+3
1.397020851E+3	-75.000000000E+0	-472.219731836E-12	5.800000191E+0	36.466113333E-9	310.043443189E-12	159.051778777E+6	1.352295505E+6	3.192148767E-9	1.795404986E+0	912.462547100E-3	25.027989537E-3	5.231228998E-3	49.234887458E+6	25.022204554E+6	686.335538653E+3	143.454525844E+3
1.403904836E+3	-75.000000000E+0	-466.175024509E-12	6.000000000E+0	36.734897667E-9	381.349162974E-12	163.332427232E+6	1.695572558E+6	1.343922948E-9	1.821878960E+0	932.214193133E-3	19.480508195E-3	14.283034755E-3	49.595318767E+6	25.376801144E+6	530.299781204E+3	388.813789125E+3
1.410758738E+3	-75.000000000E+0	-462.943115324E-12	6.199999809E+0	37.419645667E-9	326.532520170E-12	165.688362324E+6	1.445835137E+6	3.423743265E-9	1.895503791E+0	978.419570700E-3	30.801395590E-3	12.346090838E-3	50.655311060E+6	26.147216342E+6	823.134346724E+3	329.936070148E+3
1.417632413E+3	-75.000000000E+0	-462.339583285E-12	6.400000095E+0	38.125461333E-9	308.289046600E-12	167.866823680E+6	1.357400048E+6	3.529073285E-9	1.931699569E+0	1.023129904E+0	20.506998866E-3	12.197177935E-3	50.666916590E+6	26.835869466E+6	537.881986176E+3	319.922107400E+3
1.424536651E+3	-75.000000000E+0	-461.073885553E-12	6.599999905E+0	38.988206333E-9	423.820184435E-12	169.281957939E+6	1.840174693E+6	4.313729114E-9	2.046657854E+0	1.104834045E+0	22.453195895E-3	8.155113640E-3	52.494280865E+6	28.337647421E+6	575.897123948E+3	209.168730921E+3
1.431448045E+3	-75.000000000E+0	-469.066469925E-12	6.800000191E+0	39.437592333E-9	550.767569167E-12	172.424323809E+6	2.408000085E+6	2.246926786E-9	2.154513565E+0	1.162339267E+0	32.996318292E-3	8.619375608E-3	54.630960915E+6	29.472875968E+6	836.671722064E+3	218.557348421E+3
1.438263264E+3	-75.000000000E+0	-466.694561700E-12	7.000000000E+0	40.277932000E-9	391.600424997E-12	173.792438003E+6	1.689689346E+6	4.201702340E-9	2.247434831E+0	1.189489326E+0	18.537580779E-3	11.252061008E-3	55.798168370E+6	29.532035706E+6	460.241622598E+3	279.360445032E+3
1.445109222E+3	-75.000000000E+0	-460.034701999E-12	7.199999809E+0	40.982239333E-9	390.155012244E-12	175.685856273E+6	1.672546901E+6	3.521540025E-9	2.331347607E+0	1.221808300E+0	21.337329559E-3	10.031998311E-3	56.886779377E+6	29.813117085E+6	520.648210200E+3	244.788925009E+3
1.451924290E+3	-75.000000000E+0	-453.607716204E-12	7.400000095E+0	41.099336333E-9	322.747244904E-12	180.051571523E+6	1.413919392E+6	585.484162458E-12	2.398358330E+0	1.301107641E+0	33.546516068E-3	9.539035389E-3	58.355159579E+6	31.657631406E+6	816.230116130E+3	232.097066269E+3
1.458744013E+3	-75.000000000E+0	-462.726847579E-12	7.599999905E+0	41.472807667E-9	445.744244496E-12	183.252601698E+6	1.969574695E+6	1.867358448E-9	2.441723077E+0	1.384369076E+0	17.506372359E-3	9.609775774E-3	58.875277900E+6	33.380162896E+6	422.116884391E+3	231.712688734E+3
1.465560884E+3	-75.000000000E+0	-455.518653353E-12	7.800000191E+0	42.877506333E-9	482.617408117E-12	181.913568623E+6	2.047569052E+6	7.023483286E-9	2.446799490E+0	1.440744710E+0	21.479893478E-3	7.339533809E-3	57.064873852E+6	33.601410923E+6	500.959484712E+3	171.174455708E+3
1.472421813E+3	-75.000000000E+0	-457.784993246E-12	8.000000000E+0	43.863967667E-9	441.579619678E-12	182.382042153E+6	1.836044414E+6	4.932311370E-9	2.552966370E+0	1.511240021E+0	24.217266009E-3	8.330478218E-3	58.201902514E+6	34.452880159E+6	552.099303756E+3	189.916203688E+3
1.479261877E+3	-75.000000000E+0	-461.578531878E-12	8.199999809E+0	44.095875333E-9	439.753086212E-12	185.958431424E+6	1.854499849E+6	1.159539439E-9	2.632378694E+0	1.549753630E+0	27.110799308E-3	11.708680110E-3	59.696710280E+6	35.145092777E+6	614.814857467E+3	265.527785126E+3
1.486081248E+3	-75.000000000E+0	-472.491184141E-12	8.399999619E+0	44.095000333E-9	427.762034011E-12	190.497778774E+6	1.848003554E+6	-4.375004172E-12	2.638943947E+0	1.680064125E+0	15.979701600E-3	9.845034152E-3	59.846783688E+6	38.101011724E+6	362.392595053E+3	223.268717031E+3
1.492916214E+3	-75.000000000E+0	-462.805541113E-12	8.600000381E+0	45.036841000E-9	509.795527201E-12	190.954787026E+6	2.161516975E+6	4.709185369E-9	2.701203758E+0	1.727923306E+0	14.888118850E-3	6.147017862E-3	59.977647137E+6	38.366885146E+6	330.576446296E+3	136.488655182E+3
1.499752877E+3	-75.000000000E+0	-463.082136526E-12	8.800000191E+0	45.822505333E-9	523.553758329E-12	192.045374357E+6	2.194250986E+6	3.928325413E-9	2.806455350E+0	1.816011203E+0	20.802108646E-3	14.463423134E-3	61.246222337E+6	39.631425420E+6	453.971438149E+3	315.640164772E+3
1.506588485E+3	-75.000000000E+0	-455.654392921E-12	9.000000000E+0	46.498574333E-9	438.587464856E-12	193.554321375E+6	1.825658105E+6	3.380348224E-9	2.897320327E+0	1.907528562E+0	36.975458273E-3	8.729868357E-3	62.309874411E+6	41.023377376E+6	795.195525959E+3	187.744860620E+3
1.513436190E+3	-75.000000000E+0	-484.485039124E-12	9.199999809E+0	46.776724667E-9	486.320074555E-12	196.679008093E+6	2.044797932E+6	1.390752993E-9	2.954610473E+0	1.990608433E+0	16.023381008E-3	6.452965015E-3	63.164116222E+6	42.555532633E+6	342.550298727E+3	137.952476598E+3
1.520275410E+3	-75.000000000E+0	-458.919788282E-12	9.399999619E+0	47.167076333E-9	396.197669748E-12	199.291547182E+6	1.674024611E+6	1.951760195E-9	2.969830135E+0	2.066506659E+0	27.757132453E-3	5.427585254E-3	62.964049634E+6	43.812481501E+6	588.485329394E+3	115.071479430E+3
1.527111910E+3	-75.000000000E+0	-466.347450471E-12	9.600000381E+0	47.353013667E-9	716.351859342E-12	202.732616958E+6	3.066919629E+6	929.683120207E-12	3.003410605E+0	2.159316624E+0	12.281838636E-3	12.351467004E-3	63.425965363E+6	45.600405482E+6	259.367623841E+3	260.838034329E+3
1.533924302E+3	-75.000000000E+0	-473.689708754E-12	9.800000191E+0	48.161404000E-9	431.200521812E-12	203.482443966E+6	1.821826789E+6	4.041955521E-9	3.108125869E+0	2.254952852E+0	19.653512790E-3	21.271050808E-3	64.535615891E+6	46.820745764E+6	408.075993584E+3	441.661767328E+3
1.540751974E+3	-75.000000000E+0	-472.155813521E-12	10.000000000E+0	48.768767000E-9	558.284212659E-12	205.049268521E+6	2.347317279E+6	3.036817896E-9	3.174225157E+0	2.295836979E+0	19.165644980E-3	9.052594566E-3	65.087254656E+6	47.075969325E+6	392.990148393E+3	185.622789392E+3
