[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 15:01:08"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
8.547371434E+3	50.000000000E+0	185.548924605E-12	0.000000000E+0	-404.157581667E-12	278.919021936E-12	-0.000000000E+0	0.000000000E+0	NaN	-14.636636233E-3	-9.347104431E-3	797.043113661E-6	352.155447546E-6	36.215171748E+6	23.127376189E+6	1.972109766E+6	871.332033643E+3
8.560363286E+3	50.000000000E+0	216.788243838E-12	200.000002980E-3	7.194008333E-9	319.421437473E-12	27.800913443E+6	1.234389415E+6	37.990829009E-9	30.549230647E-3	21.290441777E-3	1.353217616E-3	291.021495613E-6	4.246482521E+6	2.959468601E+6	188.103426280E+3	40.453316445E+3
8.569037622E+3	50.000000000E+0	209.992933690E-12	400.000005960E-3	13.920811333E-9	194.807486080E-12	28.733957841E+6	402.102288296E+3	33.634014499E-9	85.873605043E-3	55.108842833E-3	1.539657437E-3	466.248262233E-6	6.168721275E+6	3.958737858E+6	110.601128036E+3	33.492894277E+3
8.575928797E+3	50.000000000E+0	197.895797434E-12	600.000023842E-3	19.769469000E-9	215.822350738E-12	30.349830025E+6	331.327647727E+3	29.243285719E-9	146.545332233E-3	92.190586303E-3	1.688848838E-3	988.377900900E-6	7.412709579E+6	4.663280855E+6	85.427121890E+3	49.995166835E+3
8.582847608E+3	50.000000000E+0	205.748745818E-12	800.000011921E-3	25.143848333E-9	155.593593811E-12	31.816927994E+6	196.887529110E+3	26.871898268E-9	210.430247233E-3	132.418651033E-3	2.565633889E-3	1.871352188E-3	8.369054905E+6	5.266443278E+6	102.038234351E+3	74.425846180E+3
8.589699882E+3	50.000000000E+0	208.004890626E-12	1.000000000E+0	30.325984000E-9	216.294874963E-12	32.975022344E+6	235.188686203E+3	25.910679878E-9	277.272038467E-3	172.758676800E-3	3.883549821E-3	1.842964083E-3	9.143051664E+6	5.696721228E+6	128.060142109E+3	60.771781800E+3
8.596561470E+3	50.000000000E+0	203.807766959E-12	1.200000048E+0	34.954299333E-9	260.258977558E-12	34.330542181E+6	255.614673375E+3	23.141571149E-9	338.483840067E-3	209.809767700E-3	2.926307696E-3	1.806949816E-3	9.683611073E+6	6.002402328E+6	83.718104827E+3	51.694637015E+3
8.603458329E+3	50.000000000E+0	202.094666465E-12	1.399999976E+0	38.773903333E-9	231.359080999E-12	36.106758820E+6	215.444559878E+3	19.098026830E-9	407.615650933E-3	249.814396267E-3	3.560889511E-3	2.168622963E-3	10.512628750E+6	6.442848792E+6	91.837272109E+3	55.929962598E+3
8.610343986E+3	50.000000000E+0	210.504147446E-12	1.600000024E+0	42.543933000E-9	324.023537876E-12	37.608183142E+6	286.431829298E+3	18.850143839E-9	476.592696500E-3	289.297262800E-3	3.668357093E-3	2.469039062E-3	11.202365717E+6	6.799965175E+6	86.225152072E+3	58.035044894E+3
8.617195950E+3	50.000000000E+0	203.447413546E-12	1.799999952E+0	46.550113000E-9	300.565643942E-12	38.668003928E+6	249.672294039E+3	20.030907164E-9	549.176102700E-3	330.451005067E-3	6.241509336E-3	2.220790025E-3	11.797524588E+6	7.098822834E+6	134.081507722E+3	47.707510928E+3
8.624040097E+3	50.000000000E+0	196.352005951E-12	2.000000000E+0	49.534036667E-9	333.822251137E-12	40.376277295E+6	272.105822303E+3	14.919614776E-9	609.762432967E-3	376.292179167E-3	4.985806666E-3	1.878004781E-3	12.309968539E+6	7.596638685E+6	100.654156242E+3	37.913420897E+3
8.630888484E+3	50.000000000E+0	205.426918531E-12	2.200000048E+0	51.647856000E-9	341.686712946E-12	42.596154382E+6	281.803371954E+3	10.569094147E-9	663.297516400E-3	411.050394633E-3	4.024037199E-3	3.821699723E-3	12.842692181E+6	7.958711677E+6	77.912957306E+3	73.995321753E+3
8.637725808E+3	50.000000000E+0	204.660901189E-12	2.400000095E+0	54.346476000E-9	290.344925035E-12	44.161098787E+6	235.929757742E+3	13.493096783E-9	728.840332933E-3	454.478377067E-3	5.095339491E-3	2.466392106E-3	13.410995277E+6	8.362609879E+6	93.756575700E+3	45.382742134E+3
8.644557123E+3	50.000000000E+0	189.596892353E-12	2.599999905E+0	56.004250667E-9	324.199659617E-12	46.425045844E+6	268.747173313E+3	8.288881238E-9	781.670394533E-3	491.932695100E-3	4.756556360E-3	3.968898615E-3	13.957340474E+6	8.783845677E+6	84.932059686E+3	70.867810353E+3
8.651407110E+3	50.000000000E+0	201.224658695E-12	2.799999952E+0	58.483335667E-9	452.721619074E-12	47.876885277E+6	370.616702547E+3	12.395422045E-9	837.298700600E-3	533.456527633E-3	6.024828638E-3	2.366736273E-3	14.316876612E+6	9.121513360E+6	103.017869434E+3	40.468558197E+3
8.658257703E+3	50.000000000E+0	199.680866286E-12	3.000000000E+0	60.361232667E-9	355.363384186E-12	49.700774280E+6	292.602297275E+3	9.389482761E-9	905.186497233E-3	577.532507867E-3	4.924926014E-3	3.087573933E-3	14.996156593E+6	9.567937604E+6	81.590878725E+3	51.151605030E+3
8.665110009E+3	50.000000000E+0	196.873180721E-12	3.200000048E+0	61.784534667E-9	398.501308878E-12	51.792897121E+6	334.056692420E+3	7.116508303E-9	955.240457367E-3	613.038173333E-3	6.163149207E-3	4.408711737E-3	15.460834374E+6	9.922194553E+6	99.752296274E+3	71.356234380E+3
