[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 18:33:59"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
7.618019143E+3	50.000000000E+0	150.059964917E-12	0.000000000E+0	2.200177577E-9	1.927794287E-9	0.000000000E+0	0.000000000E+0	NaN	-113.221478810E-3	-75.735974270E-3	26.029193541E-3	14.329465465E-3	-51.460154858E+6	-34.422664367E+6	11.830496691E+6	6.512867696E+6
7.627357836E+3	50.000000000E+0	123.005942931E-12	-200.000002980E-3	-1.107023127E-9	53.834027222E-12	180.664701723E+6	8.785641633E+6	16.536003270E-9	-148.451711053E-3	-92.007516870E-3	15.032143752E-3	8.374500739E-3	134.099918491E+6	83.112551720E+6	13.578888634E+6	7.564883278E+6
7.634932913E+3	50.000000000E+0	130.188541198E-12	-400.000005960E-3	-3.043769533E-9	51.989080096E-12	131.415996376E+6	2.244649829E+6	9.683731889E-9	-200.156350533E-3	-122.566101443E-3	12.074765306E-3	5.612899788E-3	65.759364611E+6	40.267865258E+6	3.967043225E+6	1.844062018E+6
7.641787126E+3	50.000000000E+0	132.137942717E-12	-600.000023842E-3	-5.408253567E-9	63.660696159E-12	110.941548218E+6	1.305895906E+6	11.822419110E-9	-258.042006967E-3	-156.340605033E-3	10.538818288E-3	5.424374948E-3	47.712631034E+6	28.907780138E+6	1.948654618E+6	1.002980885E+6
7.648635951E+3	50.000000000E+0	137.315755525E-12	-800.000011921E-3	-8.344488800E-9	258.078794698E-12	95.871662255E+6	2.965123884E+6	14.681177042E-9	-318.487260467E-3	-192.743224767E-3	9.868620054E-3	4.834234169E-3	38.167378266E+6	23.098266339E+6	1.182651243E+6	579.332573312E+3
7.657281621E+3	50.000000000E+0	132.960988053E-12	-1.000000000E+0	-11.824953000E-9	255.890045637E-12	84.566932317E+6	1.830014561E+6	17.402322037E-9	-373.458616500E-3	-226.782516900E-3	6.259526408E-3	2.630381434E-3	31.582249545E+6	19.178301757E+6	529.348946114E+3	222.443288734E+3
7.664316589E+3	50.000000000E+0	145.090035356E-12	-1.200000048E+0	-15.341326667E-9	172.278148640E-12	78.220096199E+6	878.386442866E+3	17.581864141E-9	-434.755501700E-3	-259.312831133E-3	5.816614890E-3	2.719831205E-3	28.338846512E+6	16.902894826E+6	379.146798469E+3	177.287875031E+3
7.671276365E+3	50.000000000E+0	142.869040903E-12	-1.399999976E+0	-19.447089333E-9	216.810002154E-12	71.990206460E+6	802.598093226E+3	20.528820675E-9	-499.260619233E-3	-297.894441000E-3	8.281729596E-3	4.044916606E-3	25.672768334E+6	15.318201912E+6	425.859595463E+3	207.995990379E+3
7.678123109E+3	50.000000000E+0	138.199131768E-12	-1.600000024E+0	-23.744257333E-9	272.252178927E-12	67.384715444E+6	772.634635337E+3	21.485834877E-9	-546.450601333E-3	-333.401482500E-3	5.073129893E-3	3.485339995E-3	23.014011079E+6	14.041352308E+6	213.657130737E+3	146.786650181E+3
7.684976248E+3	50.000000000E+0	145.812522242E-12	-1.799999952E+0	-28.247911000E-9	271.516189361E-12	63.721524481E+6	612.485132345E+3	22.518276386E-9	-607.678755800E-3	-366.396646633E-3	6.409450003E-3	2.500515368E-3	21.512343189E+6	12.970751948E+6	226.899964494E+3	88.520364135E+3
