[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 17:03:52"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
2.210174508E+3	-25.000000000E+0	-175.085441053E-12	0.000000000E+0	1.356517607E-9	1.262073067E-9	0.000000000E+0	0.000000000E+0	NaN	-93.435321223E-3	-61.775449017E-3	17.767265541E-3	10.543574645E-3	-68.878812014E+6	-45.539732557E+6	13.097703601E+6	7.772530628E+6
2.220313241E+3	-25.000000000E+0	-204.757529913E-12	-200.000002980E-3	-1.746003867E-9	81.756617032E-12	114.547285260E+6	5.363675712E+6	15.512607136E-9	-134.701639527E-3	-86.798649513E-3	10.101791781E-3	4.732853393E-3	77.148534490E+6	49.712747589E+6	5.785664037E+6	2.710677498E+6
2.227462368E+3	-25.000000000E+0	-195.078577829E-12	-400.000005960E-3	-4.877143400E-9	67.686430469E-12	82.015223493E+6	1.138231392E+6	15.655697433E-9	-197.472742167E-3	-127.525824200E-3	6.837544025E-3	2.925753262E-3	40.489427103E+6	26.147647043E+6	1.401956733E+6	599.890760196E+3
2.234316592E+3	-25.000000000E+0	-197.581323987E-12	-600.000023842E-3	-9.085757033E-9	234.335750790E-12	66.037427772E+6	1.703207576E+6	21.043066285E-9	-263.483226567E-3	-168.157609100E-3	4.885598997E-3	3.093571308E-3	28.999589754E+6	18.507825873E+6	537.720630079E+3	340.485806132E+3
2.243364287E+3	-25.000000000E+0	-189.796597883E-12	-800.000011921E-3	-14.359452333E-9	299.066002745E-12	55.712432017E+6	1.160329375E+6	26.368478072E-9	-334.038688900E-3	-212.202657133E-3	4.962774490E-3	2.342453832E-3	23.262634336E+6	14.777907416E+6	345.610290350E+3	163.129747429E+3
2.250345769E+3	-25.000000000E+0	-195.221085825E-12	-1.000000000E+0	-19.662138333E-9	169.587374308E-12	50.859168166E+6	438.664027409E+3	26.513431580E-9	-398.453237100E-3	-253.288296700E-3	3.903701402E-3	2.454314460E-3	20.265000192E+6	12.882032076E+6	198.539006097E+3	124.824391850E+3
2.257186934E+3	-25.000000000E+0	-189.761405200E-12	-1.200000048E+0	-25.793217333E-9	261.037094470E-12	46.523860602E+6	470.839028649E+3	30.655387691E-9	-458.582936500E-3	-297.594670267E-3	3.038111774E-3	3.306765523E-3	17.779206470E+6	11.537710338E+6	117.787235867E+3	128.202910102E+3
2.264024390E+3	-25.000000000E+0	-184.045272078E-12	-1.399999976E+0	-32.544263333E-9	341.785158637E-12	43.018333579E+6	451.785551758E+3	33.755242072E-9	-527.248583200E-3	-336.258694767E-3	2.745097147E-3	3.275346802E-3	16.200968441E+6	10.332349248E+6	84.349647708E+3	100.642831231E+3
2.270881413E+3	-25.000000000E+0	-184.296694572E-12	-1.600000024E+0	-39.745920000E-9	403.563992575E-12	40.255704833E+6	408.740141539E+3	36.008274748E-9	-584.856552300E-3	-380.909353400E-3	3.385158842E-3	2.294489628E-3	14.714882743E+6	9.583608919E+6	85.169970693E+3	57.728934895E+3
2.277729264E+3	-25.000000000E+0	-186.957035964E-12	-1.799999952E+0	-47.302609333E-9	520.197968953E-12	38.052868070E+6	418.476379247E+3	37.783460179E-9	-639.535017000E-3	-414.129815167E-3	5.152007356E-3	2.238417642E-3	13.520079040E+6	8.754904243E+6	108.915923001E+3	47.321229715E+3
2.284571507E+3	-25.000000000E+0	-188.091869857E-12	-2.000000000E+0	-55.400082000E-9	717.068250406E-12	36.101029598E+6	467.271910022E+3	40.487353680E-9	-683.140382633E-3	-445.523176567E-3	2.840593764E-3	2.186092851E-3	12.331035586E+6	8.041922692E+6	51.274179769E+3	39.460101358E+3
2.291424672E+3	-25.000000000E+0	-189.625688300E-12	-2.200000048E+0	-63.732586667E-9	755.121412957E-12	34.519233609E+6	408.993480740E+3	41.662513400E-9	-718.196543100E-3	-475.654096367E-3	3.952305006E-3	2.391245488E-3	11.268906232E+6	7.463279325E+6	62.013880380E+3	37.519981747E+3
2.298266140E+3	-25.000000000E+0	-190.995251096E-12	-2.400000095E+0	-72.369206667E-9	990.849140594E-12	33.163277669E+6	454.057833312E+3	43.183089704E-9	-759.940134167E-3	-507.326879333E-3	4.499651213E-3	2.454619203E-3	10.500876950E+6	7.010258958E+6	62.176323606E+3	33.918006235E+3
2.305106521E+3	-25.000000000E+0	-181.668309100E-12	-2.599999905E+0	-80.796262333E-9	955.281278995E-12	32.179705218E+6	380.471436065E+3	42.135318517E-9	-804.327553900E-3	-549.017213200E-3	6.212084112E-3	2.722295858E-3	9.955009436E+6	6.795081819E+6	76.885785711E+3	33.693339011E+3
2.311958211E+3	-25.000000000E+0	-172.220702051E-12	-2.799999952E+0	-89.859661667E-9	1.209388081E-9	31.159698361E+6	419.366900760E+3	45.316985862E-9	-836.695327900E-3	-580.915023667E-3	2.686907811E-3	2.086784077E-3	9.311133743E+6	6.464691864E+6	29.901156548E+3	23.222701251E+3
2.318909641E+3	-25.000000000E+0	-180.610581120E-12	-3.000000000E+0	-97.776450000E-9	1.846607976E-9	30.682234833E+6	579.465296135E+3	39.583932229E-9	-864.065519033E-3	-608.874596300E-3	3.889488743E-3	2.541949252E-3	8.837153722E+6	6.227211116E+6	39.779402330E+3	25.997561292E+3
2.326976498E+3	-25.000000000E+0	-177.955344904E-12	-3.200000048E+0	-108.794223333E-9	1.564560882E-9	29.413326826E+6	422.990662058E+3	55.088853532E-9	-889.555482100E-3	-630.300619133E-3	2.903443707E-3	3.234058757E-3	8.176495542E+6	5.793511823E+6	26.687480436E+3	29.726383054E+3
2.333949759E+3	-25.000000000E+0	-174.285910703E-12	-3.400000095E+0	-119.137903333E-9	1.516416614E-9	28.538357653E+6	363.243254000E+3	51.718387669E-9	-919.749862200E-3	-668.899145500E-3	3.091755511E-3	5.817458581E-3	7.720044054E+6	5.614494857E+6	25.951065319E+3	48.829620284E+3
2.340865332E+3	-25.000000000E+0	-175.353743563E-12	-3.599999905E+0	-128.796206667E-9	1.708944293E-9	27.951133017E+6	370.872174596E+3	48.291562721E-9	-927.152024733E-3	-686.087445133E-3	3.699975180E-3	3.351448927E-3	7.198597294E+6	5.326922763E+6	28.727361432E+3	26.021332570E+3
2.347717957E+3	-25.000000000E+0	-184.655479333E-12	-3.799999952E+0	-139.909000000E-9	1.848339394E-9	27.160511134E+6	358.817822295E+3	55.563953419E-9	-955.979125300E-3	-713.984622667E-3	3.891225720E-3	3.084068992E-3	6.832863685E+6	5.103207247E+6	27.812547584E+3	22.043392437E+3
