[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 16:04:54"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
12.374208419E+3	-50.000000000E+0	-319.807252902E-12	0.000000000E+0	-477.160892867E-12	140.650859022E-12	-0.000000000E+0	0.000000000E+0	NaN	-29.856974597E-3	-18.465522063E-3	2.754759817E-3	863.390763509E-6	62.572132467E+6	38.698733151E+6	5.773230493E+6	1.809433205E+6
12.386163762E+3	-50.000000000E+0	-309.290114816E-12	200.000002980E-3	3.154709667E-9	127.049276250E-12	63.397277123E+6	2.553191585E+6	18.159352527E-9	17.202344590E-3	4.545355201E-3	3.308473779E-3	1.300948423E-3	5.452908954E+6	1.440815695E+6	1.048741130E+6	412.382932181E+3
12.393332319E+3	-50.000000000E+0	-312.565628010E-12	400.000005960E-3	6.305738067E-9	128.812920988E-12	63.434288220E+6	1.295828636E+6	15.755141765E-9	73.688344750E-3	30.575310240E-3	3.722027724E-3	1.370603811E-3	11.685919074E+6	4.848807533E+6	590.260439771E+3	217.358189757E+3
12.401201885E+3	-50.000000000E+0	-311.863192678E-12	600.000023842E-3	9.151796967E-9	181.911558697E-12	65.560897606E+6	1.303163206E+6	14.230293228E-9	134.778439233E-3	59.561820583E-3	4.706803324E-3	1.785092029E-3	14.726991838E+6	6.508210442E+6	514.303730815E+3	195.053718454E+3
12.410652417E+3	-50.000000000E+0	-315.375071428E-12	800.000011921E-3	11.711701000E-9	115.415176805E-12	68.307755801E+6	673.151723469E+3	12.799520930E-9	194.843911167E-3	88.833859397E-3	4.548663169E-3	2.022212367E-3	16.636687631E+6	7.585051855E+6	388.386210433E+3	172.665983070E+3
12.417520428E+3	-50.000000000E+0	-321.535474172E-12	1.000000000E+0	14.043039667E-9	123.302122321E-12	71.209654301E+6	625.242234835E+3	11.656694028E-9	252.866306200E-3	117.914291967E-3	6.960632439E-3	2.270640191E-3	18.006522249E+6	8.396635968E+6	495.664229696E+3	161.691503051E+3
12.424385390E+3	-50.000000000E+0	-318.519817929E-12	1.200000048E+0	16.289776333E-9	132.845736191E-12	73.665839428E+6	600.756724378E+3	11.233680655E-9	318.064695800E-3	149.250417833E-3	6.958175087E-3	2.405553104E-3	19.525418231E+6	9.162214065E+6	427.149823599E+3	147.672568035E+3
12.431277401E+3	-50.000000000E+0	-322.670358951E-12	1.399999976E+0	18.241782667E-9	164.018239102E-12	76.746883884E+6	690.058037708E+3	9.760035157E-9	373.140271833E-3	180.941152800E-3	4.868602146E-3	3.065934650E-3	20.455252573E+6	9.919049914E+6	266.892892791E+3	168.072096124E+3
12.438129656E+3	-50.000000000E+0	-321.205265164E-12	1.600000024E+0	20.388191000E-9	208.863624692E-12	78.476801784E+6	803.943286331E+3	10.732039108E-9	431.580380833E-3	205.526590233E-3	5.760543035E-3	3.289354583E-3	21.168154685E+6	10.080668277E+6	282.543117008E+3	161.336264848E+3
12.444972506E+3	-50.000000000E+0	-319.195332203E-12	1.799999952E+0	22.051756333E-9	143.790019065E-12	81.626149188E+6	532.249013207E+3	8.317829641E-9	493.979908800E-3	236.352961900E-3	7.632176738E-3	2.931155427E-3	22.400932666E+6	10.718101467E+6	346.102896429E+3	132.921631389E+3
12.451830530E+3	-50.000000000E+0	-319.634423559E-12	2.000000000E+0	23.703361000E-9	238.495760468E-12	84.376219896E+6	848.966976851E+3	8.258021364E-9	555.202779167E-3	267.961861967E-3	7.500967001E-3	3.798151784E-3	23.422955891E+6	11.304804494E+6	316.451620562E+3	160.236845046E+3
12.458677248E+3	-50.000000000E+0	-325.459652747E-12	2.200000048E+0	24.938161000E-9	202.561972677E-12	88.218214955E+6	716.558676775E+3	6.173998528E-9	588.877512967E-3	297.806967700E-3	9.456823438E-3	4.555362805E-3	23.613509952E+6	11.941817510E+6	379.210938514E+3	182.666348372E+3
12.465523691E+3	-50.000000000E+0	-322.371830156E-12	2.400000095E+0	26.107674333E-9	222.809533237E-12	91.926996818E+6	784.528372439E+3	5.847565272E-9	640.373482400E-3	323.182503233E-3	7.581715249E-3	5.011936979E-3	24.528170308E+6	12.378831569E+6	290.401785773E+3	191.971790179E+3
12.472372708E+3	-50.000000000E+0	-329.098885180E-12	2.599999905E+0	27.337201333E-9	265.707875225E-12	95.108488719E+6	924.420687597E+3	6.147640863E-9	702.211939333E-3	352.560421433E-3	10.381033849E-3	3.601740910E-3	25.687045677E+6	12.896726960E+6	379.740183435E+3	131.752364331E+3
12.479249967E+3	-50.000000000E+0	-323.945842373E-12	2.799999952E+0	28.075153333E-9	253.500983394E-12	99.732312022E+6	900.520074588E+3	3.689759120E-9	736.109209867E-3	380.314314867E-3	8.322089497E-3	3.742522440E-3	26.219240947E+6	13.546295201E+6	296.421871625E+3	133.303722185E+3
12.486091875E+3	-50.000000000E+0	-334.380816554E-12	3.000000000E+0	29.103033000E-9	208.108068116E-12	103.082039594E+6	737.112318061E+3	5.139397108E-9	774.130139667E-3	405.864109233E-3	14.408253900E-3	3.047413067E-3	26.599637903E+6	13.945766726E+6	495.077399652E+3	104.711184811E+3
12.492927069E+3	-50.000000000E+0	-312.971097649E-12	3.200000048E+0	29.629168667E-9	285.489136779E-12	108.001681845E+6	1.040640298E+6	2.630677706E-9	803.642975967E-3	431.141059800E-3	13.621653095E-3	6.385767278E-3	27.123372411E+6	14.551237149E+6	459.737944343E+3	215.522998627E+3
12.499815834E+3	-50.000000000E+0	-320.157374685E-12	3.400000095E+0	30.599649667E-9	222.997951738E-12	111.112386331E+6	809.742426286E+3	4.852403843E-9	847.206190233E-3	461.450947033E-3	10.925048194E-3	5.013125336E-3	27.686793786E+6	15.080268959E+6	357.031806353E+3	163.829501009E+3
12.506655183E+3	-50.000000000E+0	-318.303432686E-12	3.599999905E+0	31.250827667E-9	222.777828598E-12	115.196945919E+6	821.204665255E+3	3.255893105E-9	884.071122200E-3	490.693418267E-3	7.681944325E-3	6.661962442E-3	28.289526653E+6	15.701773518E+6	245.815707884E+3	213.177152089E+3
12.513514254E+3	-50.000000000E+0	-319.453285121E-12	3.799999952E+0	31.677616000E-9	254.716454779E-12	119.958520626E+6	964.574136336E+3	2.133941158E-9	917.994449200E-3	519.297118400E-3	18.553617693E-3	7.018578091E-3	28.979278276E+6	16.393188124E+6	585.701199658E+3	221.562698749E+3
12.520383408E+3	-50.000000000E+0	-323.065709370E-12	4.000000000E+0	31.752334333E-9	252.643377506E-12	125.974989996E+6	1.002343532E+6	373.591577595E-12	925.009841700E-3	550.423197567E-3	17.522420822E-3	8.569907543E-3	29.132026389E+6	17.334889202E+6	551.846696930E+3	269.898504237E+3
12.527214810E+3	-50.000000000E+0	-323.181425140E-12	4.199999809E+0	32.520583667E-9	290.361022848E-12	129.148967691E+6	1.153110496E+6	3.841250330E-9	975.191150467E-3	580.238183833E-3	18.669904345E-3	6.583705862E-3	29.986889549E+6	17.842182348E+6	574.094995854E+3	202.447346250E+3
12.534109459E+3	-50.000000000E+0	-323.535037650E-12	4.400000095E+0	32.997351000E-9	339.973208045E-12	133.344040113E+6	1.373849710E+6	2.383833257E-9	1.011048450E+0	605.605613533E-3	21.910677633E-3	3.630818873E-3	30.640291391E+6	18.353158517E+6	664.013230440E+3	110.033647036E+3
12.540938722E+3	-50.000000000E+0	-327.903585765E-12	4.599999905E+0	33.118100333E-9	317.827207213E-12	138.896852728E+6	1.332962892E+6	603.747242445E-12	1.011387830E+0	631.874308767E-3	16.009896523E-3	8.471828319E-3	30.538823794E+6	19.079424919E+6	483.418322954E+3	255.806590177E+3
