[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191028 11:47:53"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.579126358E+0	0.000000000E+0	-36.892236661E-12	100.000001490E-3	94.582981443E-12	38.433912382E-12	1.057272672E+9	429.624067767E+6	19.437085570E-3	66.746150023E-3	175.989366851E-3	241.388829623E-3	205.502990849E+6	705.688793108E+6	1.860687453E+9	2.552138090E+9	300.225300000E+0
35.233408928E+0	-5.000000000E+0	-124.234914139E-12	100.000001490E-3	81.221961667E-12	227.900731587E-12	1.231194118E+9	3.454608022E+9	65.835702100E-3	245.190982600E-3	352.130236622E-3	282.322667455E-3	810.565279994E+6	3.018776912E+9	4.335406698E+9	3.475940025E+9	300.054100000E+0
67.550392151E+0	-10.000000000E+0	-164.716590252E-12	100.000001490E-3	108.392886000E-12	247.295634444E-12	922.569784609E+6	2.104819685E+9	NaN	257.860288970E-3	NaN	290.060707014E-3	NaN	2.378941077E+9	NaN	2.676012400E+9	300.048800000E+0
99.752295017E+0	-15.000000000E+0	-189.156507587E-12	100.000001490E-3	119.038585667E-12	264.952915530E-12	840.063756891E+6	1.869791550E+9	NaN	275.718985767E-3	NaN	299.404409195E-3	NaN	2.316215236E+9	NaN	2.515187891E+9	300.035600000E+0
131.287377834E+0	-20.000000000E+0	-220.076883569E-12	100.000001490E-3	243.800837667E-12	245.649581166E-12	410.170869170E+6	413.281197810E+6	NaN	322.967972933E-3	NaN	283.087757002E-3	NaN	1.324720522E+9	NaN	1.161143496E+9	300.021900000E+0
161.650291443E+0	-25.000000000E+0	-266.061749021E-12	100.000001490E-3	260.599838667E-12	260.599116782E-12	383.730097462E+6	383.729034496E+6	0.000000000E+0	310.984225367E-3	27.170417096E+21	283.182959545E-3	0.000000000E+0	1.193340053E+9	NaN	1.086658230E+9	300.020500000E+0
192.015206337E+0	-30.000000000E+0	-281.404625065E-12	100.000001490E-3	265.259123333E-12	255.062434295E-12	376.989866488E+6	362.498193625E+6	0.000000000E+0	279.312555927E-3	27.170417096E+21	268.287298341E-3	0.000000000E+0	1.052980016E+9	NaN	1.011415913E+9	300.012200000E+0
221.596948624E+0	-35.000000000E+0	-322.409305272E-12	100.000001490E-3	11.468130000E-12	35.322876287E-12	8.719817572E+9	26.857825760E+9	0.000000000E+0	291.683470426E-3	27.170417096E+21	278.478835927E-3	0.000000000E+0	25.434266129E+9	NaN	24.282846107E+9	300.015100000E+0
251.156310558E+0	-40.000000000E+0	-351.784062066E-12	100.000001490E-3	-2.845290000E-12	38.533330968E-12	-35.145802885E+9	475.974278443E+9	0.000000000E+0	289.289940538E-3	27.170417096E+21	281.888291963E-3	-0.000000000E+0	-101.673270752E+9	NaN	99.071901972E+9	300.006200000E+0
280.389112949E+0	-45.000000000E+0	-372.152296942E-12	100.000001490E-3	-4.974460000E-12	41.969722198E-12	-20.102684812E+9	169.607172839E+9	0.000000000E+0	272.445453617E-3	27.170417096E+21	289.103664236E-3	-0.000000000E+0	-54.768850009E+9	NaN	58.117597535E+9	299.997300000E+0
309.766967297E+0	-50.000000000E+0	-398.999368730E-12	100.000001490E-3	-13.266230000E-12	42.782698552E-12	-7.537936662E+9	24.309338217E+9	0.000000000E+0	251.857771772E-3	27.170417096E+21	289.018775419E-3	-0.000000000E+0	-18.984879033E+9	NaN	21.786051909E+9	300.009500000E+0
339.027425766E+0	-55.000000000E+0	-425.593177367E-12	100.000001490E-3	-7.751173333E-12	37.857627203E-12	-12.901272774E+9	63.011308624E+9	0.000000000E+0	246.484355853E-3	27.170417096E+21	290.850046341E-3	-0.000000000E+0	-31.799618619E+9	NaN	37.523357282E+9	300.013100000E+0
368.265788078E+0	-60.000000000E+0	-457.388472467E-12	100.000001490E-3	-15.561026667E-12	39.875689010E-12	-6.426311299E+9	16.467653216E+9	0.000000000E+0	218.411389383E-3	27.170417096E+21	294.241937955E-3	-0.000000000E+0	-14.035795585E+9	NaN	18.908902623E+9	300.000100000E+0
397.677243233E+0	-65.000000000E+0	-481.871964553E-12	100.000001490E-3	-18.771423333E-12	45.323301676E-12	-5.327246619E+9	12.862551834E+9	0.000000000E+0	190.076772669E-3	27.170417096E+21	292.627958385E-3	-0.000000000E+0	-10.125858295E+9	NaN	15.589012788E+9	299.997600000E+0
427.239242554E+0	-70.000000000E+0	-497.306860507E-12	100.000001490E-3	-24.879816667E-12	36.100009733E-12	-4.019322282E+9	5.831939014E+9	0.000000000E+0	174.936964427E-3	27.170417096E+21	287.351102568E-3	-0.000000000E+0	-7.031280285E+9	NaN	11.549566720E+9	300.004100000E+0
456.479073524E+0	-75.000000000E+0	-521.967929064E-12	100.000001490E-3	-19.969673333E-12	40.559363798E-12	-5.007593255E+9	10.170661943E+9	0.000000000E+0	142.567896558E-3	27.170417096E+21	281.045908877E-3	-0.000000000E+0	-7.139220266E+9	NaN	14.073635767E+9	299.997700000E+0
485.696384907E+0	-70.000000000E+0	-413.148308157E-12	100.000001490E-3	16.576973333E-12	23.634324100E-12	6.032464400E+9	8.600678537E+9	0.000000000E+0	80.720646083E-3	27.170417096E+21	246.342522576E-3	0.000000000E+0	4.869444166E+9	NaN	14.860524755E+9	300.003900000E+0
514.889174461E+0	-65.000000000E+0	-348.164570322E-12	100.000001490E-3	44.443176667E-12	17.623396843E-12	2.250064217E+9	892.235379754E+6	NaN	87.841348674E-3	NaN	234.483881358E-3	NaN	1.976486724E+9	NaN	5.276037830E+9	300.002800000E+0
544.141116142E+0	-60.000000000E+0	-306.264702950E-12	100.000001490E-3	44.371916667E-12	18.255242454E-12	2.253677754E+9	927.195327620E+6	NaN	90.755229700E-3	NaN	235.052457995E-3	NaN	2.045330392E+9	NaN	5.297324877E+9	300.003400000E+0
573.871719360E+0	-55.000000000E+0	-267.187788098E-12	100.000001490E-3	41.074118667E-12	16.133277701E-12	2.434623182E+9	956.282281123E+6	193.422550330E-3	82.891508581E-3	347.341476422E-3	231.351641444E-3	4.709110180E+9	2.018095854E+9	8.456455980E+9	5.632540611E+9	299.995400000E+0
605.153858185E+0	-50.000000000E+0	-213.059665975E-12	100.000001490E-3	48.836373000E-12	6.355331465E-12	2.047654143E+9	266.471893882E+6	104.254422903E-3	141.800819244E-3	325.372410265E-3	245.793822650E-3	2.134769978E+9	2.903590306E+9	6.662501539E+9	5.033007317E+9	300.003100000E+0
