[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191025 04:55:46"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+1
Delay after setting initial temperature (s) = 1.000000E+2
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 5.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.582686424E+0	0.000000000E+0	-62.275491563E-12	100.000001490E-3	-36.382242667E-12	91.119094196E-12	-2.748593659E+9	6.883835249E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.009800000E+0
71.063121796E+0	-5.000000000E+0	-122.894580276E-12	100.000001490E-3	-22.896699298E-12	194.937009224E-12	-4.367441795E+9	37.183352520E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	50.006400000E+0
135.238965988E+0	-10.000000000E+0	-133.188085445E-12	100.000001490E-3	-14.425534063E-12	195.859883920E-12	-6.932152463E+9	94.119952218E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.998600000E+0
197.884886742E+0	-15.000000000E+0	-161.072391651E-12	100.000001490E-3	-25.223127187E-12	177.318580091E-12	-3.964615519E+9	27.871246467E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.998100000E+0
268.407980919E+0	-20.000000000E+0	-158.023257731E-12	100.000001490E-3	3.080424487E-12	210.067566878E-12	32.463058881E+9	2.213797424E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.999800000E+0
336.151224136E+0	-25.000000000E+0	-174.949943884E-12	100.000001490E-3	-34.592883778E-12	188.873389074E-12	-2.890768001E+9	15.783279385E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.998900000E+0
398.945743561E+0	-30.000000000E+0	-180.833581153E-12	100.000001490E-3	1.170402947E-12	170.662445310E-12	85.440661077E+9	12.458540189E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.002300000E+0
467.068091393E+0	-35.000000000E+0	-204.004290891E-12	100.000001490E-3	2.174648852E-12	203.768803022E-12	45.984436238E+9	4.308830605E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.998800000E+0
529.519311428E+0	-40.000000000E+0	-214.192617925E-12	100.000001490E-3	-14.507939400E-12	203.538027176E-12	-6.892777722E+9	96.701698335E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.999900000E+0
606.664776325E+0	-45.000000000E+0	-230.113589757E-12	100.000001490E-3	-20.421089813E-12	189.699138500E-12	-4.896898373E+9	45.489119888E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	49.999200000E+0
672.478198528E+0	-50.000000000E+0	-229.278748996E-12	100.000001490E-3	37.995569970E-12	207.583191179E-12	2.631885811E+9	14.378919856E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.996000000E+0
746.110631466E+0	-55.000000000E+0	-239.237372505E-12	100.000001490E-3	21.002943707E-12	210.252212708E-12	4.761237419E+9	47.662876052E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	50.000900000E+0
816.366560936E+0	-60.000000000E+0	-230.187186210E-12	100.000001490E-3	9.000837290E-12	155.663255155E-12	11.110077681E+9	192.141108789E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	49.999100000E+0
