[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191025 02:45:25"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+2
Delay after setting initial temperature (s) = 1.000000E+2
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 5.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.581629753E+0	0.000000000E+0	-52.866847358E-12	100.000001490E-3	-31.273842267E-12	157.136174424E-12	-3.197560461E+9	16.066219623E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.018800000E+0
72.605567932E+0	-5.000000000E+0	-113.629639147E-12	100.000001490E-3	-46.174294860E-12	171.373659424E-12	-2.165707171E+9	8.037917292E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.006500000E+0
135.278105736E+0	-10.000000000E+0	-136.409525573E-12	100.000001490E-3	37.423611198E-12	184.120346707E-12	2.672109887E+9	13.146507862E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001700000E+0
201.177680016E+0	-15.000000000E+0	-154.269879799E-12	100.000001490E-3	-3.538267657E-12	142.546995317E-12	-28.262418560E+9	1.138614496E+12	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.002400000E+0
263.561704636E+0	-20.000000000E+0	-177.973553487E-12	100.000001490E-3	40.472672580E-12	190.074160060E-12	2.470803016E+9	11.603775537E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.000600000E+0
327.261044025E+0	-25.000000000E+0	-181.103041244E-12	100.000001490E-3	74.873338527E-12	197.538792065E-12	1.335588922E+9	3.523692512E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	100.001100000E+0
395.040080070E+0	-30.000000000E+0	-192.392516270E-12	100.000001490E-3	-10.333521458E-12	217.025370669E-12	-9.677243319E+9	203.242169373E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	100.000800000E+0
462.993081570E+0	-35.000000000E+0	-194.531445350E-12	100.000001490E-3	-54.749350633E-12	216.409879586E-12	-1.826505709E+9	7.219699886E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	-0.000000000E+0	-0.000000000E+0	NaN	NaN	99.998100000E+0
533.759495258E+0	-40.000000000E+0	-201.839892947E-12	100.000001490E-3	65.993075200E-12	184.145148653E-12	1.515310526E+9	4.228278213E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999100000E+0
590.004329681E+0	-45.000000000E+0	-218.521742137E-12	100.000001490E-3	53.941616500E-12	183.483902685E-12	1.853856224E+9	6.305943298E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	99.999700000E+0
