[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 14:45:08"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
7.588111080E+3	75.000000000E+0	329.399673279E-12	0.000000000E+0	-475.543286667E-12	486.509432735E-12	-0.000000000E+0	0.000000000E+0	NaN	-6.128183523E-3	-4.883320233E-3	300.010444855E-6	237.856732409E-6	12.886699685E+6	10.268928971E+6	630.879361073E+3	500.178930243E+3
7.600307764E+3	75.000000000E+0	344.879381535E-12	200.000002980E-3	25.140344667E-9	591.512249226E-12	7.955340535E+6	187.176486057E+3	128.079437858E-9	48.467386443E-3	66.783403160E-3	361.944476619E-6	380.533968207E-6	1.927872791E+6	2.656423531E+6	14.396957616E+3	15.136386285E+3
7.607294435E+3	75.000000000E+0	341.478406662E-12	400.000005960E-3	46.557738667E-9	369.339692515E-12	8.591482693E+6	68.155706587E+3	107.086968404E-9	110.604405667E-3	137.213153267E-3	523.468613876E-6	783.052494953E-6	2.375639557E+6	2.947161035E+6	11.243428673E+3	16.818954644E+3
7.615130274E+3	75.000000000E+0	340.338491648E-12	600.000023842E-3	65.028162667E-9	546.944076306E-12	9.226771898E+6	77.605271714E+3	92.352111743E-9	177.940812833E-3	207.928029600E-3	1.833329294E-3	836.050366164E-6	2.736365377E+6	3.197507373E+6	28.192850891E+3	12.856742862E+3
7.623656936E+3	75.000000000E+0	337.534325490E-12	800.000011921E-3	81.052904000E-9	1.125227683E-9	9.870096843E+6	137.022927660E+3	80.123711442E-9	246.926888033E-3	274.378431967E-3	1.944757867E-3	1.501191750E-3	3.046490327E+6	3.385177069E+6	23.993685250E+3	18.521134662E+3
7.632703349E+3	75.000000000E+0	340.635115485E-12	1.000000000E+0	96.644242333E-9	978.482312252E-12	10.347227893E+6	104.761331146E+3	77.956696313E-9	320.781147300E-3	344.478402600E-3	1.756667789E-3	1.998666694E-3	3.319195635E+6	3.564396536E+6	18.176641949E+3	20.680659767E+3
7.643367174E+3	75.000000000E+0	337.887903767E-12	1.200000048E+0	109.835373333E-9	556.747405075E-12	10.925442426E+6	55.380261707E+3	65.955639275E-9	405.469115233E-3	417.736182467E-3	2.675996154E-3	2.366501034E-3	3.691607748E+6	3.803293691E+6	24.363700625E+3	21.545891474E+3
7.650216436E+3	75.000000000E+0	338.937182024E-12	1.399999976E+0	120.411123333E-9	721.261749170E-12	11.626832616E+6	69.644642439E+3	52.878768911E-9	479.642341800E-3	497.995212833E-3	2.017997546E-3	1.765718778E-3	3.983372371E+6	4.135790773E+6	16.759228632E+3	14.664083595E+3
7.657135310E+3	75.000000000E+0	335.529479201E-12	1.600000024E+0	131.337166667E-9	721.612787243E-12	12.182385721E+6	66.934330461E+3	54.630203642E-9	563.344917133E-3	566.451724267E-3	4.168533438E-3	2.890264246E-3	4.289303108E+6	4.312958309E+6	31.739175919E+3	22.006445846E+3
7.663980864E+3	75.000000000E+0	338.675683794E-12	1.799999952E+0	140.805700000E-9	500.555388096E-12	12.783573054E+6	45.444796419E+3	47.342683598E-9	627.242401667E-3	628.842937167E-3	3.105392748E-3	2.906752442E-3	4.454666265E+6	4.466033244E+6	22.054453392E+3	20.643712875E+3
