[Main]
Experiment = "RvsVg"
Header length = 74    
Date = "20191029 02:32:45"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.582534313E+0	0.000000000E+0	-47.063502430E-12	100.000001490E-3	-301.215807333E-12	559.569420845E-12	-331.987893914E+6	616.734809403E+6	92.969044297E-3	0.000000000E+0	235.962146532E-3	27.170417096E+21	-308.645967553E+6	-0.000000000E+0	783.365749032E+6	NaN	19.993700000E+0
33.789509773E+0	-5.000000000E+0	-86.984844906E-12	100.000001490E-3	-55.133671667E-12	52.367021767E-12	-1.813773661E+9	1.722757108E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	20.006400000E+0
63.028840065E+0	-10.000000000E+0	-108.172583622E-12	100.000001490E-3	3.115699107E-12	1.271343911E-12	32.095525937E+9	13.096403112E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.005700000E+0
90.857184887E+0	-15.000000000E+0	-129.571556089E-12	100.000001490E-3	534.185466667E-15	434.664369553E-15	187.200902552E+9	152.324552735E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.004000000E+0
118.722409725E+0	-20.000000000E+0	-159.338470658E-12	100.000001490E-3	805.595800000E-15	441.934681609E-15	124.131731434E+9	68.096329709E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.004200000E+0
146.586663246E+0	-25.000000000E+0	-165.880927050E-12	100.000001490E-3	786.237233333E-15	569.566515328E-15	127.188076640E+9	92.137673633E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.001000000E+0
174.485231876E+0	-30.000000000E+0	-177.581146316E-12	100.000001490E-3	1.076144967E-12	620.968870459E-15	92.924284913E+9	53.620181321E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.000700000E+0
202.334232807E+0	-35.000000000E+0	-207.928029655E-12	100.000001490E-3	841.716833333E-15	552.301800596E-15	118.804801722E+9	77.955083363E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.000700000E+0
230.176588058E+0	-40.000000000E+0	-206.317152020E-12	100.000001490E-3	1.631371133E-12	561.960224369E-15	61.298131030E+9	21.115435209E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	19.999800000E+0
258.046851158E+0	-45.000000000E+0	-221.718601118E-12	100.000001490E-3	1.876446367E-12	610.190470609E-15	53.292224743E+9	17.329782654E+9	0.000000000E+0	0.000000000E+0	27.170417096E+21	27.170417096E+21	0.000000000E+0	0.000000000E+0	NaN	NaN	20.000400000E+0
