[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 18:07:13"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
6.011569699E+3	75.000000000E+0	363.965593775E-12	0.000000000E+0	1.358187273E-9	1.393242884E-9	0.000000000E+0	0.000000000E+0	NaN	-70.517198640E-3	-42.819858157E-3	11.581757426E-3	4.218910235E-3	-51.920084972E+6	-31.527212040E+6	8.527364122E+6	3.106280200E+6
6.021330035E+3	75.000000000E+0	340.590898077E-12	-200.000002980E-3	-4.392275633E-9	108.187282304E-12	45.534483643E+6	1.121571697E+6	28.752314105E-9	-126.044470800E-3	-90.772266783E-3	4.832187677E-3	1.347880845E-3	28.696849042E+6	20.666341177E+6	1.100155837E+6	306.875286931E+3
6.028536005E+3	75.000000000E+0	345.946455741E-12	-400.000005960E-3	-11.972214667E-9	106.882038997E-12	33.410694437E+6	298.274232893E+3	37.899694602E-9	-204.375521733E-3	-152.683172267E-3	3.280604694E-3	889.665697048E-6	17.070820013E+6	12.753126846E+6	274.018198453E+3	74.310870780E+3
6.035508376E+3	75.000000000E+0	351.203012043E-12	-600.000023842E-3	-21.584832333E-9	155.753029609E-12	27.797298333E+6	200.581286131E+3	48.063084036E-9	-288.285031133E-3	-215.584078300E-3	2.777984506E-3	1.026076574E-3	13.355907828E+6	9.987757837E+6	128.700768337E+3	47.536925868E+3
6.042429329E+3	75.000000000E+0	348.450727531E-12	-800.000011921E-3	-33.248847333E-9	180.290012134E-12	24.060984849E+6	130.469342496E+3	58.320078476E-9	-367.897576233E-3	-278.519597500E-3	2.148891142E-3	1.879033354E-3	11.064972345E+6	8.376819645E+6	64.630545542E+3	56.514240478E+3
6.049279020E+3	75.000000000E+0	351.700833271E-12	-1.000000000E+0	-46.402717333E-9	188.836209980E-12	21.550462074E+6	87.699768788E+3	65.769353920E-9	-447.497211100E-3	-343.117624767E-3	3.304855022E-3	2.298112072E-3	9.643771676E+6	7.394343359E+6	71.221152812E+3	49.525377041E+3
6.056132623E+3	75.000000000E+0	355.616472381E-12	-1.200000048E+0	-60.896707667E-9	244.743332658E-12	19.705499585E+6	79.196229567E+3	72.469934388E-9	-532.732236533E-3	-412.655920800E-3	3.159250962E-3	2.280687996E-3	8.748128708E+6	6.776325628E+6	51.878846709E+3	37.451745485E+3
6.062973127E+3	75.000000000E+0	349.769888053E-12	-1.399999976E+0	-77.389611667E-9	551.785308025E-12	18.090282998E+6	128.983104597E+3	82.464549492E-9	-616.609867400E-3	-477.868910000E-3	3.261255565E-3	1.928189016E-3	7.967605136E+6	6.174845689E+6	42.140740787E+3	24.915346835E+3
6.069826548E+3	75.000000000E+0	355.128678316E-12	-1.600000024E+0	-94.675094333E-9	925.519271219E-12	16.899904195E+6	165.209098802E+3	86.427392727E-9	-689.694411033E-3	-540.390931700E-3	2.392911771E-3	1.245886069E-3	7.284855810E+6	5.707846773E+6	25.274986921E+3	13.159596803E+3
6.077880688E+3	75.000000000E+0	353.475903177E-12	-1.799999952E+0	-115.281076667E-9	1.099053108E-9	15.614010594E+6	148.859009370E+3	103.029948513E-9	-768.960445133E-3	-600.813840900E-3	2.171533759E-3	2.839662145E-3	6.670309364E+6	5.211729958E+6	18.836862232E+3	24.632508883E+3
6.084845247E+3	75.000000000E+0	353.212748864E-12	-2.000000000E+0	-134.466690000E-9	1.176494212E-9	14.873572035E+6	130.133874922E+3	95.928043796E-9	-849.382198233E-3	-672.449348833E-3	3.666047948E-3	3.039172481E-3	6.316673655E+6	5.000861915E+6	27.263614115E+3	22.601675410E+3
6.091695942E+3	75.000000000E+0	363.920264294E-12	-2.200000048E+0	-155.113523333E-9	1.561439839E-9	14.183160826E+6	142.773833555E+3	103.234142054E-9	-913.455978033E-3	-739.894729133E-3	2.678249126E-3	5.102651290E-3	5.888951256E+6	4.770020777E+6	17.266380571E+3	32.896237416E+3
6.098604629E+3	75.000000000E+0	355.866187444E-12	-2.400000095E+0	-177.423126667E-9	1.730079312E-9	13.526985689E+6	131.903650532E+3	111.547990072E-9	-994.705789067E-3	-815.453493600E-3	4.185455536E-3	2.816861133E-3	5.606404350E+6	4.596094708E+6	23.590247870E+3	15.876516135E+3
6.105449156E+3	75.000000000E+0	356.964118449E-12	-2.599999905E+0	-200.995960000E-9	2.313685863E-9	12.935582907E+6	148.902869984E+3	117.864279071E-9	-1.066868221E+0	-879.378529867E-3	4.689608895E-3	3.722240854E-3	5.307908783E+6	4.375105499E+6	23.331856495E+3	18.518983434E+3
6.112294100E+3	75.000000000E+0	358.591670246E-12	-2.799999952E+0	-224.202410000E-9	2.279730852E-9	12.488714784E+6	126.987521626E+3	116.032222336E-9	-1.130555498E+0	-944.108395867E-3	4.624907902E-3	3.387113261E-3	5.042566215E+6	4.210964529E+6	20.628270242E+3	15.107390062E+3
6.119126261E+3	75.000000000E+0	359.490093249E-12	-3.000000000E+0	-248.218690000E-9	1.990341358E-9	12.086116481E+6	96.912514878E+3	120.081371370E-9	-1.187861818E+0	-998.350894200E-3	6.344294367E-3	3.149210788E-3	4.785545433E+6	4.022061732E+6	25.559293568E+3	12.687242800E+3
6.125950960E+3	75.000000000E+0	353.309872099E-12	-3.200000048E+0	-274.534856667E-9	3.189695331E-9	11.656079255E+6	135.426670534E+3	131.580801962E-9	-1.248960586E+0	-1.069572823E+0	7.092184404E-3	3.198039723E-3	4.549369800E+6	3.895945439E+6	25.833456962E+3	11.648938726E+3
6.132800069E+3	75.000000000E+0	356.325372911E-12	-3.400000095E+0	-299.977240000E-9	2.510890071E-9	11.334193539E+6	94.870244215E+3	127.211886337E-9	-1.323871275E+0	-1.141699835E+0	4.997793841E-3	3.406915299E-3	4.413239069E+6	3.805954863E+6	16.660576786E+3	11.357245967E+3
6.139621974E+3	75.000000000E+0	358.306734283E-12	-3.599999905E+0	-325.716626667E-9	4.785774215E-9	11.052551850E+6	162.395816869E+3	128.697056068E-9	-1.356033438E+0	-1.205912560E+0	3.437800593E-3	3.999425129E-3	4.163230634E+6	3.702336514E+6	10.554575087E+3	12.278848548E+3
6.146443355E+3	75.000000000E+0	355.671696724E-12	-3.799999952E+0	-349.404910000E-9	4.299141992E-9	10.875634095E+6	133.815793354E+3	118.441388428E-9	-1.409454162E+0	-1.283134557E+0	3.393951418E-3	3.171573700E-3	4.033870509E+6	3.672342662E+6	9.713519531E+3	9.077072499E+3
6.153274809E+3	75.000000000E+0	365.014662015E-12	-4.000000000E+0	-373.777013333E-9	4.550144526E-9	10.701567666E+6	130.274676598E+3	121.860487613E-9	-1.474983120E+0	-1.355109497E+0	5.970234236E-3	3.387165346E-3	3.946157916E+6	3.625448995E+6	15.972716413E+3	9.061994787E+3
6.160096436E+3	75.000000000E+0	360.333133701E-12	-4.199999809E+0	-397.370560000E-9	5.366706988E-9	10.569479051E+6	142.746601773E+3	117.967845836E-9	-1.517118343E+0	-1.407903073E+0	6.551972770E-3	4.749609174E-3	3.817893159E+6	3.543048265E+6	16.488319542E+3	11.952594511E+3
6.166921545E+3	75.000000000E+0	358.377087265E-12	-4.400000095E+0	-421.157180000E-9	5.725661475E-9	10.447406109E+6	142.033220640E+3	118.932929865E-9	-1.570002716E+0	-1.500105917E+0	4.467863450E-3	5.902194381E-3	3.727830822E+6	3.561867133E+6	10.608541567E+3	14.014231887E+3
6.173804046E+3	75.000000000E+0	354.407744818E-12	-4.599999905E+0	-446.113206667E-9	6.900209266E-9	10.311283853E+6	159.488702257E+3	124.780252333E-9	-1.604812899E+0	-1.573349462E+0	6.680022597E-3	5.100869376E-3	3.597322103E+6	3.526794183E+6	14.973828384E+3	11.434024592E+3
6.180649631E+3	75.000000000E+0	364.213575965E-12	-4.800000191E+0	-468.818800000E-9	7.343977359E-9	10.238497668E+6	160.384555963E+3	113.527804264E-9	-1.650925547E+0	-1.649160160E+0	5.569194917E-3	4.258427374E-3	3.521457645E+6	3.517692037E+6	11.879205605E+3	9.083311876E+3
6.187472466E+3	75.000000000E+0	358.725626056E-12	-5.000000000E+0	-486.891626667E-9	6.741103984E-9	10.269225688E+6	142.179315495E+3	90.364219511E-9	-1.693850398E+0	-1.750695924E+0	3.346188665E-3	6.042745480E-3	3.478906403E+6	3.595658312E+6	6.872553319E+3	12.410863422E+3
6.194312155E+3	75.000000000E+0	358.351860223E-12	-5.199999809E+0	-509.683873333E-9	7.732581665E-9	10.202402080E+6	154.783997268E+3	113.961342015E-9	-1.748574265E+0	-1.836903290E+0	4.883084119E-3	2.805595503E-3	3.430703533E+6	3.604005122E+6	9.580613345E+3	5.504579700E+3
6.201143021E+3	75.000000000E+0	355.753633959E-12	-5.400000095E+0	-530.464240000E-9	8.420970343E-9	10.179762721E+6	161.600864891E+3	103.901684701E-9	-1.816718902E+0	-1.924348489E+0	5.620248226E-3	3.384632344E-3	3.424771672E+6	3.627668642E+6	10.594961550E+3	6.380509918E+3
6.207979635E+3	75.000000000E+0	354.600474909E-12	-5.599999905E+0	-550.614800000E-9	7.800525268E-9	10.170449295E+6	144.084116004E+3	100.752896085E-9	-1.868273338E+0	-2.010288567E+0	5.937231383E-3	4.236713331E-3	3.393067782E+6	3.650988981E+6	10.782912814E+3	7.694514080E+3
6.214822389E+3	75.000000000E+0	365.207449467E-12	-5.800000191E+0	-569.706533333E-9	8.471768909E-9	10.180680493E+6	151.390878335E+3	95.458530112E-9	-1.938144264E+0	-2.108856493E+0	3.819222300E-3	5.244256035E-3	3.402004630E+6	3.701654043E+6	6.703841498E+3	9.205188510E+3
6.221682104E+3	75.000000000E+0	360.897855119E-12	-6.000000000E+0	-588.132883333E-9	8.372311404E-9	10.201776112E+6	145.226442712E+3	92.131837864E-9	-1.966961893E+0	-2.204769262E+0	4.685982216E-3	4.181758395E-3	3.344417476E+6	3.748760398E+6	7.967556906E+3	7.110227151E+3
6.228517192E+3	75.000000000E+0	356.668898120E-12	-6.199999809E+0	-602.802850000E-9	10.301314216E-9	10.285286158E+6	175.765533490E+3	73.349903285E-9	-2.038684162E+0	-2.319519351E+0	4.564803741E-3	3.892195232E-3	3.382008168E+6	3.847890485E+6	7.572631319E+3	6.456829512E+3
6.235334178E+3	75.000000000E+0	368.487668156E-12	-6.400000095E+0	-620.794063333E-9	9.439011683E-9	10.309377092E+6	156.751387556E+3	89.955937984E-9	-2.100740667E+0	-2.406872311E+0	4.650476316E-3	4.220605389E-3	3.383957404E+6	3.877086546E+6	7.491173950E+3	6.798720603E+3
6.242164912E+3	75.000000000E+0	349.399179034E-12	-6.599999905E+0	-633.710290000E-9	10.237356621E-9	10.414853615E+6	168.248128993E+3	64.581194923E-9	-2.170587884E+0	-2.529624238E+0	4.226008024E-3	3.887675843E-3	3.425205363E+6	3.991767655E+6	6.668675088E+3	6.134784151E+3
6.249027880E+3	75.000000000E+0	359.312164281E-12	-6.800000191E+0	-646.538003333E-9	10.005107901E-9	10.517556827E+6	162.758090579E+3	64.138474916E-9	-2.255231227E+0	-2.636992994E+0	3.913170556E-3	3.251919941E-3	3.488164989E+6	4.078635718E+6	6.052498903E+3	5.029742914E+3
6.255888195E+3	75.000000000E+0	357.133005576E-12	-7.000000000E+0	-657.288640000E-9	10.280979442E-9	10.649811322E+6	166.579010493E+3	53.753234596E-9	-2.335328754E+0	-2.746014306E+0	3.387902115E-3	5.777728074E-3	3.552972943E+6	4.177790607E+6	5.154359757E+3	8.790244837E+3
6.262790125E+3	75.000000000E+0	360.289389989E-12	-7.199999809E+0	-675.229970000E-9	12.217988346E-9	10.663033528E+6	192.942886380E+3	89.706735551E-9	-2.387730370E+0	-2.841721561E+0	4.605602532E-3	4.441992925E-3	3.536173565E+6	4.208524039E+6	6.820791044E+3	6.578488992E+3
