[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 18:07:13"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = -10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
6.269614897E+3	75.000000000E+0	359.702651923E-12	-7.400000095E+0	-696.793250000E-9	10.972278011E-9	10.620080053E+6	167.232490899E+3	107.816245768E-9	-2.451486711E+0	-2.929238685E+0	5.826999422E-3	3.994617761E-3	3.518241187E+6	4.203884990E+6	8.362594531E+3	5.732859440E+3
6.276427414E+3	75.000000000E+0	357.235253416E-12	-7.599999905E+0	-704.130116667E-9	9.489884099E-9	10.793459511E+6	145.468397613E+3	36.684368318E-9	-2.535317461E+0	-3.039106339E+0	5.529592751E-3	4.189165960E-3	3.600637725E+6	4.316114688E+6	7.853083713E+3	5.949420229E+3
6.283302036E+3	75.000000000E+0	357.505073693E-12	-7.800000191E+0	-715.624080000E-9	12.447137458E-9	10.899577598E+6	189.580737128E+3	57.469734456E-9	-2.597355070E+0	-3.150690056E+0	5.838026344E-3	6.311983130E-3	3.629496467E+6	4.402716655E+6	8.157951231E+3	8.820249775E+3
6.290177050E+3	75.000000000E+0	364.520004921E-12	-8.000000000E+0	-730.648293333E-9	12.715066982E-9	10.949180437E+6	190.542513994E+3	75.121138308E-9	-2.676629496E+0	-3.258560847E+0	5.043558429E-3	3.836531061E-3	3.663362414E+6	4.459821335E+6	6.902853910E+3	5.250858855E+3
6.296999270E+3	75.000000000E+0	362.577368129E-12	-8.199999809E+0	-735.443513333E-9	11.528629415E-9	11.149734358E+6	174.780459903E+3	23.976122865E-9	-2.763404036E+0	-3.368377074E+0	4.019109011E-3	4.783508029E-3	3.757466054E+6	4.580062252E+6	5.464877911E+3	6.504249399E+3
6.303870097E+3	75.000000000E+0	356.082162830E-12	-8.399999619E+0	-749.451593333E-9	12.662879892E-9	11.208195023E+6	189.375843145E+3	70.040466796E-9	-2.851187990E+0	-3.491874125E+0	8.879665778E-3	5.075041428E-3	3.804365772E+6	4.659239044E+6	11.848217893E+3	6.771673412E+3
6.310730677E+3	75.000000000E+0	360.924601317E-12	-8.600000381E+0	-759.774930000E-9	13.493594459E-9	11.319142080E+6	201.027839723E+3	51.616486432E-9	-2.937806895E+0	-3.599398904E+0	4.859262202E-3	4.436091052E-3	3.866680485E+6	4.737454162E+6	6.395660097E+3	5.838691009E+3
6.317559859E+3	75.000000000E+0	365.559241211E-12	-8.800000191E+0	-769.805313333E-9	10.468923820E-9	11.431462005E+6	155.461520997E+3	50.151964495E-9	-3.002090597E+0	-3.700161378E+0	5.323320477E-3	4.533288777E-3	3.899804983E+6	4.806619692E+6	6.915151642E+3	5.888876965E+3
6.324384504E+3	75.000000000E+0	363.422086869E-12	-9.000000000E+0	-787.242606667E-9	13.979438301E-9	11.432308063E+6	203.008886787E+3	87.186549814E-9	-3.049955055E+0	-3.802783257E+0	10.873972881E-3	6.337236860E-3	3.874225086E+6	4.830509965E+6	13.812734206E+3	8.049916005E+3
6.331277071E+3	75.000000000E+0	357.065925901E-12	-9.199999809E+0	-799.980550000E-9	12.326779858E-9	11.500279362E+6	177.206073329E+3	63.689777406E-9	-3.126964466E+0	-3.903146502E+0	7.398506758E-3	5.494981058E-3	3.908800615E+6	4.879051749E+6	9.248358298E+3	6.868893322E+3
6.338158126E+3	75.000000000E+0	368.874779795E-12	-9.399999619E+0	-812.340256667E-9	12.079365820E-9	11.571505341E+6	172.066378535E+3	61.798592269E-9	-3.196328545E+0	-3.992106685E+0	6.608264440E-3	3.801105742E-3	3.934716418E+6	4.914328266E+6	8.134847911E+3	4.679203955E+3
6.345037217E+3	75.000000000E+0	371.362152141E-12	-9.600000381E+0	-825.712903333E-9	16.880758932E-9	11.626317504E+6	237.686806469E+3	66.862978271E-9	-3.259798188E+0	-4.077447855E+0	4.368807585E-3	3.620635812E-3	3.947859086E+6	4.938093904E+6	5.290952300E+3	4.384860401E+3
6.351856170E+3	75.000000000E+0	365.498846929E-12	-9.800000191E+0	-844.770526667E-9	12.482590807E-9	11.600783741E+6	171.416771673E+3	95.288207541E-9	-3.325101761E+0	-4.179987264E+0	5.877491716E-3	3.102026260E-3	3.936100582E+6	4.948074219E+6	6.957500919E+3	3.672034193E+3
6.358694233E+3	75.000000000E+0	356.407177845E-12	-10.000000000E+0	-851.970243333E-9	13.923864535E-9	11.737499142E+6	191.827530733E+3	35.998617664E-9	-3.381792220E+0	-4.285177232E+0	10.379622101E-3	7.711992920E-3	3.969378328E+6	5.029726408E+6	12.183080550E+3	9.051951028E+3
