[Main]
Experiment = "IvsV"
Header length = 54    
Date = "20190903 13:30:15"
Comments = "SD: 1Vb to 2V-, BG: 2Va to 2V-, volt1: 1I- to 2I+, volt2: 1V- to 2Vb"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Gate Voltage]
Pattern = "Linear+Reveresed"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 2.500000E+1
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 1.000000
Pre-measurement Delay = 3.000000E+2
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = TRUE
Finish gate voltage (V) = 0.000000E+0
Finish gate ramp step (V) = 1.000000E-1
Finish gate ramp delay (s) = 1.000000E+0

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 0.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 200.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = TRUE
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = TRUE
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	di/dv (A/V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
3.095769790E+3	-25.000000000E+0	-190.819453988E-12	0.000000000E+0	-174.955913333E-12	41.284436147E-12	-0.000000000E+0	0.000000000E+0	NaN	-8.557967734E-3	-5.780939252E-3	422.982739728E-6	375.112961931E-6	48.914995618E+6	33.042262716E+6	2.417653291E+6	2.144042775E+6
3.107466909E+3	-25.000000000E+0	-194.356442051E-12	200.000002980E-3	15.211505000E-9	236.457331133E-12	13.147943151E+6	204.380010220E+3	76.932303420E-9	55.367820463E-3	38.491027960E-3	579.387020372E-6	512.153041265E-6	3.639864725E+6	2.530389199E+6	38.088737464E+3	33.668794854E+3
3.114645612E+3	-25.000000000E+0	-188.817925184E-12	400.000005960E-3	27.869851333E-9	284.323938550E-12	14.352426971E+6	146.421253397E+3	63.291730724E-9	124.297527367E-3	85.208529457E-3	889.616274384E-6	459.257558660E-6	4.459927894E+6	3.057372945E+6	31.920381051E+3	16.478651184E+3
3.121498693E+3	-25.000000000E+0	-190.844589668E-12	600.000023842E-3	39.196131667E-9	237.853910018E-12	15.307633645E+6	92.891322707E+3	56.631396603E-9	198.550640067E-3	134.867460867E-3	1.367202087E-3	819.112569079E-6	5.065567229E+6	3.440835999E+6	34.881046379E+3	20.897791038E+3
3.128343472E+3	-25.000000000E+0	-182.116144387E-12	800.000011921E-3	49.005825667E-9	278.539207402E-12	16.324590006E+6	92.785669859E+3	49.048472924E-9	273.941335733E-3	185.516631400E-3	1.505006553E-3	1.372470394E-3	5.589974906E+6	3.785603627E+6	30.710768213E+3	28.006270188E+3
3.135203778E+3	-25.000000000E+0	-189.981297823E-12	1.000000000E+0	57.263745000E-9	277.772721927E-12	17.463056250E+6	84.709106392E+3	41.289599128E-9	354.527974433E-3	232.941907400E-3	2.062359989E-3	1.453750522E-3	6.191141960E+6	4.067877632E+6	36.015108500E+3	25.386927130E+3
3.142047626E+3	-25.000000000E+0	-188.772710426E-12	1.200000048E+0	65.350671000E-9	310.778157926E-12	18.362474774E+6	87.323603535E+3	40.434620360E-9	428.093090700E-3	284.604399300E-3	1.365780683E-3	1.246259747E-3	6.550706889E+6	4.355034079E+6	20.899260284E+3	19.070343550E+3
3.148904197E+3	-25.000000000E+0	-186.910319629E-12	1.399999976E+0	72.831368000E-9	444.428170337E-12	19.222486335E+6	117.298557832E+3	37.403498377E-9	506.442160367E-3	339.498009767E-3	3.547758295E-3	2.226343140E-3	6.953626909E+6	4.661425689E+6	48.711954646E+3	30.568465224E+3
3.155775618E+3	-25.000000000E+0	-190.207618174E-12	1.600000024E+0	79.062916333E-9	451.614062329E-12	20.237047886E+6	115.595728430E+3	31.157734238E-9	588.170298467E-3	393.566212567E-3	2.540655626E-3	1.997642126E-3	7.439268949E+6	4.977886357E+6	32.134605496E+3	25.266486724E+3
3.162642838E+3	-25.000000000E+0	-185.966614793E-12	1.799999952E+0	85.111331000E-9	450.440921821E-12	21.148769866E+6	111.927181515E+3	30.242084149E-9	670.881445033E-3	439.409044733E-3	2.705395122E-3	3.252163384E-3	7.882398702E+6	5.162756117E+6	31.786544641E+3	38.210698222E+3
3.169499294E+3	-25.000000000E+0	-182.667691621E-12	2.000000000E+0	89.713944000E-9	720.203005838E-12	22.293078543E+6	178.963731392E+3	23.013059513E-9	740.456234133E-3	481.975813367E-3	3.028199744E-3	3.173266720E-3	8.253524493E+6	5.372362332E+6	33.753947371E+3	35.370942119E+3
3.176752826E+3	-25.000000000E+0	-189.335928648E-12	2.200000048E+0	95.401413667E-9	1.502374627E-9	23.060455429E+6	363.154399717E+3	28.437341553E-9	810.821255100E-3	533.496465267E-3	3.499241209E-3	2.131526611E-3	8.499048640E+6	5.592123269E+6	36.679133725E+3	22.342715151E+3
3.185525245E+3	-25.000000000E+0	-195.682411016E-12	2.400000095E+0	99.990004667E-9	1.207775469E-9	24.002400074E+6	289.924078856E+3	22.942949530E-9	872.165754867E-3	578.087670400E-3	3.565890052E-3	3.685472068E-3	8.722529395E+6	5.781454580E+6	35.662465103E+3	36.858404802E+3
3.197041432E+3	-25.000000000E+0	-199.672004856E-12	2.599999905E+0	102.914526667E-9	577.118128070E-12	25.263682289E+6	141.672215799E+3	14.622623945E-9	935.785514600E-3	628.922778267E-3	3.476377546E-3	3.842392292E-3	9.092841846E+6	6.111117630E+6	33.779269638E+3	37.335762173E+3
3.203950838E+3	-25.000000000E+0	-189.102968469E-12	2.799999952E+0	106.759453333E-9	588.472114438E-12	26.227185180E+6	144.567685923E+3	19.224628750E-9	1.019040845E+0	671.635565767E-3	3.986195183E-3	4.726505295E-3	9.545204787E+6	6.291110949E+6	37.338100359E+3	44.272475618E+3
3.210786076E+3	-25.000000000E+0	-188.522967839E-12	3.000000000E+0	108.969780000E-9	367.158223339E-12	27.530568567E+6	92.760347341E+3	11.051630698E-9	1.079533129E+0	717.162985167E-3	7.113525671E-3	2.784064383E-3	9.906720273E+6	6.581301579E+6	65.279802077E+3	25.548958460E+3
3.217629513E+3	-25.000000000E+0	-201.800922269E-12	3.200000048E+0	112.107523333E-9	800.432790555E-12	28.544025883E+6	203.800544439E+3	15.688712926E-9	1.155673348E+0	763.481871633E-3	4.232333689E-3	3.636845448E-3	10.308615455E+6	6.810264369E+6	37.752450176E+3	32.440690329E+3
3.224460605E+3	-25.000000000E+0	-185.971653817E-12	3.400000095E+0	113.337003333E-9	536.504616096E-12	29.999029402E+6	142.006734600E+3	6.147398534E-9	1.211595479E+0	816.103632400E-3	5.022684873E-3	2.965292386E-3	10.690202170E+6	7.200681229E+6	44.316372636E+3	26.163497344E+3
3.231355862E+3	-25.000000000E+0	-199.516088835E-12	3.599999905E+0	114.315643333E-9	737.679245165E-12	31.491752132E+6	203.216386350E+3	4.893204667E-9	1.285174859E+0	862.178335033E-3	6.188370440E-3	3.672124012E-3	11.242335883E+6	7.542085317E+6	54.134064770E+3	32.122672846E+3
3.238190797E+3	-25.000000000E+0	-201.881400486E-12	3.799999952E+0	115.359173333E-9	519.832176455E-12	32.940596248E+6	148.437106012E+3	5.217648756E-9	1.337341782E+0	913.900094500E-3	8.446907647E-3	6.697800488E-3	11.592851639E+6	7.922214316E+6	73.222678378E+3	58.060406419E+3
3.245071869E+3	-25.000000000E+0	-187.024373534E-12	4.000000000E+0	116.752290000E-9	601.164491432E-12	34.260569964E+6	176.409714264E+3	6.965581673E-9	1.389968157E+0	954.960015533E-3	6.764844219E-3	6.684431506E-3	11.905275326E+6	8.179368606E+6	57.941854667E+3	57.253108320E+3
3.251992309E+3	-25.000000000E+0	-191.426289634E-12	4.199999809E+0	117.833016667E-9	742.326978370E-12	35.643658527E+6	224.548688312E+3	5.403638487E-9	1.446742616E+0	994.004798200E-3	8.042257687E-3	3.655660732E-3	12.277905267E+6	8.435706955E+6	68.251309478E+3	31.024078270E+3
3.258821077E+3	-25.000000000E+0	-197.878399777E-12	4.400000095E+0	119.401396667E-9	919.952194216E-12	36.850491018E+6	283.922056325E+3	7.841888782E-9	1.509263908E+0	1.038140148E+0	8.313295855E-3	4.381749647E-3	12.640253379E+6	8.694539402E+6	69.624779002E+3	36.697641483E+3
3.265655441E+3	-25.000000000E+0	-207.991494629E-12	4.599999905E+0	121.213100000E-9	827.279202338E-12	37.949692769E+6	259.006588919E+3	9.058525306E-9	1.573684870E+0	1.088911724E+0	6.080914832E-3	5.738896390E-3	12.982795341E+6	8.983449182E+6	50.167142268E+3	47.345512900E+3
