[Main]
Experiment = "RvsVg_270.0K"
Header length = 74    
Date = "20191030 23:09:32"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.700000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic Gate Voltage]
Pattern = "Linear Hysteresis"
Cycles = 1
Initial gate voltage (V) = -7.500000E+1
Final gate voltage (V) = 7.500000E+1
Measurement interval (V) = 5.000000E+0
Ramp step (V) = 1.000000E-1
Ramp delay (s) = 0.100000
Pre-measurement Delay = 1.000000E+0
Leak current measurement threshold = 1.000000
Check compliance = TRUE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Autorange = TRUE
Number of current measurements = 30
Speed = 1.000000
Set finish gate voltage = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Gate Voltage (V)	Gate Leak Current (A)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
15.834721565E+0	0.000000000E+0	-55.870595823E-12	100.000001490E-3	24.280648600E-12	137.993882273E-12	4.118506187E+9	23.406650593E+9	10.755396597E-3	15.800187297E-3	307.759177578E-3	201.874394626E-3	442.961667699E+6	650.731681717E+6	12.675080582E+9	8.314209309E+9	270.031000000E+0
112.837680817E+0	-5.000000000E+0	-103.182435339E-12	100.000001490E-3	8.571301333E-12	228.727908109E-12	11.666840028E+9	311.333344859E+9	NaN	166.580537238E-3	NaN	293.915395933E-3	NaN	19.434684508E+9	NaN	34.290638551E+9	270.012900000E+0
213.511379242E+0	-10.000000000E+0	-121.895829339E-12	100.000001490E-3	-115.248655667E-12	194.065089033E-12	-867.689092872E+6	1.461085685E+9	NaN	176.920823060E-3	NaN	300.344655404E-3	NaN	-1.535122662E+9	NaN	2.606057777E+9	270.004500000E+0
315.600465775E+0	-15.000000000E+0	-144.900690549E-12	100.000001490E-3	-42.239389067E-12	231.448729510E-12	-2.367458519E+9	12.972376697E+9	NaN	201.885870210E-3	NaN	307.389422909E-3	NaN	-4.779564162E+9	NaN	7.277316971E+9	270.002500000E+0
415.370645046E+0	-20.000000000E+0	-148.843188411E-12	100.000001490E-3	-33.581515733E-12	206.502119331E-12	-2.977828704E+9	18.311500391E+9	NaN	235.807413035E-3	NaN	310.210639533E-3	NaN	-7.021940728E+9	NaN	9.237541331E+9	270.003000000E+0
513.895968914E+0	-25.000000000E+0	-172.882291180E-12	100.000001490E-3	-11.339509667E-12	179.483003361E-12	-8.818723598E+9	139.583724848E+9	NaN	234.467028825E-3	NaN	312.389313813E-3	NaN	-20.676998893E+9	NaN	27.548749725E+9	270.000200000E+0
611.138853550E+0	-30.000000000E+0	-174.452770632E-12	100.000001490E-3	47.062816333E-12	153.117560413E-12	2.124819747E+9	6.913041788E+9	NaN	217.978184940E-3	NaN	318.528441217E-3	NaN	4.631643449E+9	NaN	6.768155118E+9	269.997200000E+0
714.754311085E+0	-35.000000000E+0	-192.681995128E-12	100.000001490E-3	13.671990967E-12	186.072117430E-12	7.314223783E+9	99.544617166E+9	NaN	176.826054878E-3	NaN	319.166114021E-3	NaN	12.933453168E+9	NaN	23.344523471E+9	270.003400000E+0
820.678155899E+0	-40.000000000E+0	-207.343993826E-12	100.000001490E-3	7.797078867E-12	139.191550633E-12	12.825316147E+9	228.954416446E+9	NaN	158.586265133E-3	NaN	318.241480683E-3	NaN	20.339189566E+9	NaN	40.815475401E+9	270.001000000E+0
927.047980785E+0	-45.000000000E+0	-208.234030944E-12	100.000001490E-3	-3.492374607E-12	130.694684096E-12	-28.633813022E+9	1.071559489E+12	NaN	151.437444296E-3	NaN	320.631913107E-3	NaN	-43.362313999E+9	NaN	91.809141120E+9	269.999300000E+0
