[Main]
Experiment = "IvsV_400.0K"
Header length = 55    
Date = "20201201 17:53:20"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
393.794320583E+0	-3.799999952E+0	-1.120720200E-6	112.195764872E-12	3.390676774E+6	339.442060645E+0	-953.879877267E-3	-466.157780867E-3	316.130770027E-6	215.386547778E-6	851.131154116E+3	415.944836960E+3	282.078229719E+0	192.185835303E+0	400.003100000E+0
400.148911953E+0	-3.700000048E+0	-1.089600633E-6	66.930990365E-12	3.395739627E+6	208.590385571E+0	-927.588699667E-3	-453.185966467E-3	321.717012494E-6	212.362905526E-6	851.310719992E+3	415.919330994E+3	295.261403721E+0	194.899763298E+0	400.003100000E+0
406.485350132E+0	-3.599999905E+0	-1.058356833E-6	79.737103955E-12	3.401499184E+6	256.270555894E+0	-901.382501067E-3	-440.307358733E-3	343.511650584E-6	234.169265112E-6	851.681089664E+3	416.029211383E+3	324.570730556E+0	221.257384785E+0	400.003100000E+0
412.819249630E+0	-3.500000000E+0	-1.027252300E-6	111.776609113E-12	3.407147397E+6	370.735974779E+0	-874.898674167E-3	-427.296034233E-3	354.538326106E-6	240.000951467E-6	851.688211520E+3	415.960163081E+3	345.132667122E+0	233.633890590E+0	400.003100000E+0
419.156754494E+0	-3.400000095E+0	-996.069740000E-9	127.346561087E-12	3.413415707E+6	436.401924823E+0	-848.535776567E-3	-414.231098267E-3	328.222873764E-6	195.040852156E-6	851.883901791E+3	415.865558035E+3	329.517965042E+0	195.810438089E+0	400.003100000E+0
425.498099327E+0	-3.299999952E+0	-965.016560000E-9	95.866586894E-12	3.419630387E+6	339.712609305E+0	-822.258755733E-3	-401.431312867E-3	327.376260348E-6	220.598647666E-6	852.066990160E+3	415.983859248E+3	339.244189082E+0	228.595712043E+0	400.003100000E+0
431.826431274E+0	-3.200000048E+0	-934.028916667E-9	101.219975824E-12	3.426018178E+6	371.274883470E+0	-796.188705367E-3	-388.654487267E-3	372.551574905E-6	230.046252037E-6	852.424042939E+3	416.105412083E+3	398.865140315E+0	246.294571754E+0	400.003100000E+0
438.163014412E+0	-3.099999905E+0	-903.295770000E-9	102.098235825E-12	3.431876920E+6	387.900165923E+0	-770.037438633E-3	-375.871268700E-3	309.250086109E-6	190.216121548E-6	852.475417474E+3	416.110958540E+3	342.357505016E+0	210.580108825E+0	400.020700000E+0
444.653978348E+0	-3.000000000E+0	-872.508186667E-9	93.137964900E-12	3.438363153E+6	367.036265770E+0	-743.910107000E-3	-363.183850333E-3	344.978865905E-6	208.214137453E-6	852.611033762E+3	416.252656288E+3	395.387540400E+0	238.638606073E+0	400.020700000E+0
450.996455193E+0	-2.900000095E+0	-841.731750000E-9	95.757375695E-12	3.445278256E+6	391.942925166E+0	-717.826798767E-3	-350.324252100E-3	372.126759991E-6	242.395982236E-6	852.797579237E+3	416.194651206E+3	442.096618062E+0	287.972958411E+0	400.020700000E+0
457.462044716E+0	-2.799999952E+0	-810.822533333E-9	121.923416702E-12	3.453283348E+6	519.270354836E+0	-691.866061133E-3	-337.660235767E-3	356.207529162E-6	187.373119911E-6	853.289138733E+3	416.441603292E+3	439.316267763E+0	231.090173507E+0	400.020700000E+0
463.806242943E+0	-2.700000048E+0	-779.981226667E-9	135.980186014E-12	3.461621838E+6	603.491424394E+0	-665.940581833E-3	-324.963015533E-3	379.419587132E-6	255.003972548E-6	853.790526061E+3	416.629278274E+3	486.447076109E+0	326.936038753E+0	400.020700000E+0
470.145149708E+0	-2.599999905E+0	-749.380910000E-9	85.191683866E-12	3.469530475E+6	394.425771257E+0	-640.026526967E-3	-312.402265967E-3	316.947620020E-6	205.649583958E-6	854.073700605E+3	416.880469996E+3	422.945948837E+0	274.425971110E+0	400.020700000E+0
476.475583076E+0	-2.500000000E+0	-718.790263333E-9	81.656608506E-12	3.478066033E+6	395.118146321E+0	-614.092088233E-3	-299.859451367E-3	332.863417405E-6	173.816398059E-6	854.341133373E+3	417.172389031E+3	463.088378329E+0	241.817964052E+0	400.020700000E+0
482.806282520E+0	-2.400000095E+0	-688.508340000E-9	99.233596230E-12	3.485796694E+6	502.402253649E+0	-588.390228833E-3	-287.260365567E-3	322.163435266E-6	210.865901774E-6	854.586930397E+3	417.221330342E+3	467.915080398E+0	306.264847531E+0	400.020700000E+0
489.155144691E+0	-2.299999952E+0	-658.290956667E-9	99.303296064E-12	3.493895714E+6	527.054727137E+0	-562.773116900E-3	-274.682310100E-3	346.583645451E-6	200.538733101E-6	854.900270467E+3	417.265811292E+3	526.490060270E+0	304.635406381E+0	400.020700000E+0
495.487291336E+0	-2.200000048E+0	-628.439230000E-9	70.330770967E-12	3.500736336E+6	391.779306158E+0	-537.299299467E-3	-262.252448767E-3	329.491082227E-6	222.554417864E-6	854.974154727E+3	417.307571277E+3	524.300626851E+0	354.138327526E+0	400.020700000E+0
501.818885326E+0	-2.099999905E+0	-598.286053333E-9	90.021548123E-12	3.510026505E+6	528.138702467E+0	-511.655137800E-3	-249.747659400E-3	362.344686865E-6	227.619847989E-6	855.201512637E+3	417.438544670E+3	605.637863103E+0	380.453207493E+0	400.002300000E+0
508.318631172E+0	-2.000000000E+0	-568.336896667E-9	83.258668321E-12	3.519039520E+6	515.522651997E+0	-486.135913133E-3	-237.282090567E-3	270.366270238E-6	181.816836338E-6	855.365745185E+3	417.502527037E+3	475.714794910E+0	319.910316231E+0	400.002300000E+0
514.673977375E+0	-1.899999976E+0	-538.478153333E-9	86.482845552E-12	3.528462509E+6	566.692402180E+0	-460.733717500E-3	-224.912696967E-3	402.554427926E-6	178.752996222E-6	855.621931267E+3	417.682120573E+3	747.578013025E+0	331.959607119E+0	400.002300000E+0
521.009054184E+0	-1.799999952E+0	-508.671536667E-9	124.394784466E-12	3.538629199E+6	865.365928258E+0	-435.436346333E-3	-212.579908900E-3	301.071493585E-6	233.237648411E-6	856.026561240E+3	417.911940371E+3	591.878003551E+0	458.523097124E+0	400.002300000E+0
527.343298435E+0	-1.700000048E+0	-479.022383333E-9	128.784514178E-12	3.548894805E+6	954.115526183E+0	-410.316081833E-3	-200.327995100E-3	300.640632394E-6	207.065623534E-6	856.569747280E+3	418.201741860E+3	627.612910908E+0	432.267114729E+0	400.002300000E+0
533.674504757E+0	-1.600000024E+0	-449.508966667E-9	78.085485133E-12	3.559439616E+6	618.320411501E+0	-385.125224067E-3	-188.059336933E-3	272.205472245E-6	186.330101034E-6	856.768724599E+3	418.366152577E+3	605.561829529E+0	414.519208406E+0	400.002300000E+0
540.012630939E+0	-1.500000000E+0	-420.141456667E-9	77.459500801E-12	3.570226114E+6	658.225766868E+0	-360.276133667E-3	-175.919433500E-3	282.045219658E-6	174.539892953E-6	857.511507017E+3	418.714770248E+3	671.310138960E+0	415.431255792E+0	400.002300000E+0
546.346260548E+0	-1.399999976E+0	-390.948776667E-9	86.579561510E-12	3.581031735E+6	793.055704248E+0	-335.362644567E-3	-163.833258367E-3	380.199673897E-6	191.627862325E-6	857.817352509E+3	419.065791083E+3	972.505086571E+0	490.161048614E+0	400.002300000E+0
552.677514076E+0	-1.299999952E+0	-361.754036667E-9	76.731414613E-12	3.593601786E+6	762.236549310E+0	-310.562710100E-3	-151.735732700E-3	356.164288376E-6	176.306348120E-6	858.491346666E+3	419.444476966E+3	984.548207555E+0	487.365254426E+0	400.002300000E+0
559.012153625E+0	-1.200000048E+0	-332.847243333E-9	89.134426506E-12	3.605257582E+6	965.465610474E+0	-285.954735633E-3	-139.806467533E-3	342.909584327E-6	226.767233410E-6	859.117031494E+3	420.031922552E+3	1.030231108E+3	681.295212600E+0	400.002300000E+0
565.351384640E+0	-1.100000024E+0	-304.129766667E-9	87.001697698E-12	3.616877216E+6	1.034671685E+3	-261.503823067E-3	-127.818775000E-3	363.956818933E-6	193.569113552E-6	859.842908285E+3	420.277095534E+3	1.196715543E+3	636.468819457E+0	399.979000000E+0
571.822513580E+0	-1.000000000E+0	-275.416140000E-9	106.277173726E-12	3.630869273E+6	1.401074478E+3	-237.018710933E-3	-116.013411900E-3	368.694668112E-6	180.061388445E-6	860.583954642E+3	421.229532518E+3	1.338682142E+3	653.779362550E+0	399.979000000E+0
578.166278362E+0	-899.999976158E-3	-247.037183333E-9	95.692485502E-12	3.643176157E+6	1.411223108E+3	-212.828175333E-3	-104.187550100E-3	381.273167058E-6	233.733104397E-6	861.522838229E+3	421.748453792E+3	1.543383720E+3	946.145439495E+0	399.979000000E+0
584.504114151E+0	-800.000011921E-3	-218.859826667E-9	80.360377667E-12	3.655307710E+6	1.342146307E+3	-188.869028400E-3	-92.513152560E-3	340.875306580E-6	232.616352165E-6	862.968006859E+3	422.705043539E+3	1.557505147E+3	1.062855416E+3	399.979000000E+0
590.848204136E+0	-699.999988079E-3	-190.884283333E-9	82.262540532E-12	3.667143129E+6	1.580373748E+3	-165.060956800E-3	-80.979048760E-3	347.678761535E-6	195.736462177E-6	864.717377029E+3	424.231096169E+3	1.821411147E+3	1.025419478E+3	399.979000000E+0
597.192779064E+0	-600.000023842E-3	-163.007563333E-9	97.942838654E-12	3.680810949E+6	2.211609483E+3	-141.354169433E-3	-69.421077933E-3	318.298346242E-6	171.699286370E-6	867.163256372E+3	425.876422626E+3	1.952659985E+3	1.053320980E+3	399.979000000E+0
603.529280663E+0	-500.000000000E-3	-135.301633333E-9	65.201424426E-12	3.695446889E+6	1.780824038E+3	-117.902785800E-3	-57.942115203E-3	278.363895569E-6	206.760354701E-6	871.406966016E+3	428.244018759E+3	2.057357984E+3	1.528143819E+3	399.979000000E+0
609.867205620E+0	-400.000005960E-3	-107.775560000E-9	84.096535662E-12	3.711416632E+6	2.895993129E+3	-94.671795460E-3	-46.638438280E-3	309.061565623E-6	230.008132132E-6	878.416177657E+3	432.736682417E+3	2.867640545E+3	2.134139986E+3	399.979000000E+0
616.207780838E+0	-300.000011921E-3	-80.498811667E-9	65.452855478E-12	3.726763237E+6	3.030197471E+3	-71.582285793E-3	-35.348192390E-3	355.518009819E-6	209.855104837E-6	889.234068321E+3	439.114462166E+3	4.416437988E+3	2.606934196E+3	399.979000000E+0
622.553483963E+0	-200.000002980E-3	-53.348730667E-9	67.769126372E-12	3.748917743E+6	4.762266639E+3	-48.649727393E-3	-24.179839017E-3	320.894567280E-6	229.921508718E-6	911.919117576E+3	453.241130848E+3	6.015036595E+3	4.309784054E+3	399.979000000E+0
628.897986889E+0	-100.000001490E-3	-26.372203000E-9	80.125800019E-12	3.791871369E+6	11.520718500E+3	-25.898575383E-3	-13.063987123E-3	378.665487464E-6	199.043549454E-6	982.040650276E+3	495.369579983E+3	14.358507989E+3	7.547475251E+3	400.003700000E+0
635.384801388E+0	-18.790524692E-15	387.784386667E-12	78.221522130E-12	-48.456114629E-6	9.774274502E-6	-3.203836047E-3	-2.031779632E-3	290.305263603E-6	169.616821712E-6	-8.261900575E+6	-5.239457032E+6	748.625456787E+3	437.399822025E+3	400.003700000E+0
641.732266426E+0	100.000001490E-3	27.118236000E-9	79.564675952E-12	3.687555543E+6	10.819256897E+3	19.399488013E-3	9.016885381E-3	296.933887521E-6	169.570182991E-6	715.366884975E+3	332.502651758E+3	10.949601866E+3	6.252994590E+3	400.003700000E+0
648.074632645E+0	200.000002980E-3	53.841663667E-9	85.066666898E-12	3.714595526E+6	5.868842803E+3	41.962823333E-3	20.004909310E-3	319.783756731E-6	216.813683574E-6	779.374567493E+3	371.550727590E+3	5.939336472E+3	4.026875635E+3	400.003700000E+0
654.402595997E+0	300.000011921E-3	80.463225333E-9	83.853772713E-12	3.728411466E+6	3.885518712E+3	64.508689537E-3	30.989524337E-3	283.067820831E-6	200.575768766E-6	801.716427218E+3	385.138977568E+3	3.517977556E+3	2.492763221E+3	400.003700000E+0
660.746782303E+0	400.000005960E-3	107.138253333E-9	73.858218011E-12	3.733493813E+6	2.573769792E+3	87.181464797E-3	41.979083810E-3	331.565588584E-6	224.026604095E-6	813.728636451E+3	391.821618366E+3	3.094745138E+3	2.091004820E+3	400.003700000E+0
667.087115765E+0	500.000000000E-3	133.856570000E-9	63.926127355E-12	3.735341493E+6	1.783893880E+3	109.805215600E-3	52.988346420E-3	378.549881516E-6	161.921042943E-6	820.319955905E+3	395.859138031E+3	2.828026159E+3	1.209660781E+3	400.003700000E+0
673.425245285E+0	600.000023842E-3	160.591010000E-9	81.836187721E-12	3.736199329E+6	1.903944123E+3	132.555965233E-3	63.983331780E-3	363.066224838E-6	257.983756957E-6	825.425814517E+3	398.424119632E+3	2.260812886E+3	1.606464502E+3	400.003700000E+0
679.765530109E+0	699.999988079E-3	187.473140000E-9	85.355619575E-12	3.733868159E+6	1.700012226E+3	155.348646500E-3	75.031937467E-3	327.322424745E-6	208.778552186E-6	828.644820799E+3	400.227667103E+3	1.745969715E+3	1.113645145E+3	400.003700000E+0
686.115301609E+0	800.000011921E-3	214.396606667E-9	85.055713722E-12	3.731402397E+6	1.480327039E+3	178.158079833E-3	86.119403130E-3	268.382096447E-6	211.006575604E-6	830.974345179E+3	401.682678047E+3	1.251801979E+3	984.188037697E+0	400.003700000E+0
692.456992626E+0	899.999976158E-3	241.325523333E-9	94.040672358E-12	3.729402360E+6	1.453288076E+3	201.189579467E-3	97.242912650E-3	347.227637047E-6	178.564169859E-6	833.685458081E+3	402.953286113E+3	1.438835115E+3	739.930726731E+0	399.997600000E+0
698.965126514E+0	1.000000000E+0	268.589843333E-9	85.847895495E-12	3.723148975E+6	1.190009645E+3	224.387008133E-3	108.454315433E-3	346.250781771E-6	171.813780344E-6	835.426259417E+3	403.791573380E+3	1.289143243E+3	639.688300241E+0	399.997600000E+0
705.307695866E+0	1.100000024E+0	295.675276667E-9	87.106746575E-12	3.720297606E+6	1.096009867E+3	247.426083700E-3	119.663893900E-3	350.833193416E-6	211.104490187E-6	836.816951655E+3	404.713898467E+3	1.186548965E+3	713.974102153E+0	399.997600000E+0
711.643342972E+0	1.200000048E+0	323.002180000E-9	136.163837419E-12	3.715145352E+6	1.566145615E+3	270.666627433E-3	130.794576300E-3	349.593188443E-6	245.037417293E-6	837.971519057E+3	404.934035739E+3	1.082324548E+3	758.624654771E+0	399.997600000E+0
717.984242439E+0	1.299999952E+0	350.415573333E-9	104.395309491E-12	3.709880642E+6	1.105242367E+3	294.142911933E-3	141.993354800E-3	336.871615733E-6	206.407238053E-6	839.411642397E+3	405.214167422E+3	961.348870795E+0	589.035573076E+0	399.997600000E+0
724.317846298E+0	1.399999976E+0	377.645030000E-9	107.715218884E-12	3.707184962E+6	1.057395723E+3	317.423057000E-3	153.269773300E-3	358.724772351E-6	246.733830904E-6	840.532859654E+3	405.856720265E+3	949.899360125E+0	653.348545071E+0	399.997600000E+0
730.656941414E+0	1.500000000E+0	405.237810000E-9	127.747084048E-12	3.701530220E+6	1.166869627E+3	340.817565267E-3	164.544035167E-3	317.345028931E-6	198.993961315E-6	841.031011560E+3	406.043145793E+3	783.108143169E+0	491.054774270E+0	399.997600000E+0
736.988376617E+0	1.600000024E+0	432.486213333E-9	98.510579629E-12	3.699539950E+6	842.671543166E+0	364.310479933E-3	175.766366733E-3	333.848064812E-6	189.387870471E-6	842.363221536E+3	406.409178639E+3	771.927646524E+0	437.904988950E+0	399.997600000E+0
743.323886871E+0	1.700000048E+0	459.805253333E-9	91.194421840E-12	3.697217540E+6	733.279173188E+0	387.768069833E-3	187.051332167E-3	302.392460811E-6	166.584490338E-6	843.331099465E+3	406.805556941E+3	657.653340450E+0	362.293577836E+0	399.997600000E+0
749.661525726E+0	1.799999952E+0	487.224523333E-9	134.396743298E-12	3.694395225E+6	1.019067520E+3	411.368855633E-3	198.340684200E-3	360.340460521E-6	188.784564095E-6	844.310653370E+3	407.082719981E+3	739.577839916E+0	387.469339194E+0	399.997600000E+0
755.994438171E+0	1.899999976E+0	514.617553333E-9	125.781953460E-12	3.692062122E+6	902.407589937E+0	435.065914900E-3	209.710125933E-3	316.619941172E-6	186.402381441E-6	845.416002781E+3	407.506748604E+3	615.252898237E+0	362.215358248E+0	400.000400000E+0
762.531524658E+0	2.000000000E+0	542.103676667E-9	102.170708007E-12	3.689331185E+6	695.331161734E+0	458.797480600E-3	220.962630367E-3	342.114281720E-6	221.407436903E-6	846.327926461E+3	407.602161500E+3	631.086444246E+0	408.422680813E+0	400.000400000E+0
768.869996548E+0	2.099999905E+0	569.217513333E-9	119.017833301E-12	3.689274935E+6	771.391425874E+0	482.378028533E-3	232.222327000E-3	295.544328768E-6	229.013885463E-6	847.440595614E+3	407.967642528E+3	519.211587565E+0	402.331059917E+0	400.000400000E+0
775.209660530E+0	2.200000048E+0	596.445653333E-9	126.946270832E-12	3.688517194E+6	785.056442406E+0	505.872641267E-3	243.484565000E-3	407.203066433E-6	229.206130364E-6	848.145406777E+3	408.225902292E+3	682.716127038E+0	384.286697510E+0	400.000400000E+0
781.539401531E+0	2.299999952E+0	623.951280000E-9	129.045443479E-12	3.686185165E+6	762.375869195E+0	529.754424033E-3	254.735067900E-3	291.784732210E-6	195.165360223E-6	849.031712914E+3	408.261151255E+3	467.640249428E+0	312.789421993E+0	400.000400000E+0
787.872174263E+0	2.400000095E+0	651.213750000E-9	128.444668753E-12	3.685426015E+6	726.909288492E+0	553.195860600E-3	265.887150467E-3	303.893703276E-6	208.365220070E-6	849.484306190E+3	408.294742650E+3	466.657381352E+0	319.964405035E+0	400.000400000E+0
794.205801487E+0	2.500000000E+0	678.542540000E-9	148.155469600E-12	3.684367380E+6	804.458301603E+0	576.820898767E-3	276.966274367E-3	296.699599407E-6	223.505255549E-6	850.088041299E+3	408.178202603E+3	437.260130230E+0	329.390189079E+0	400.000400000E+0
800.546150208E+0	2.599999905E+0	705.883773333E-9	97.057391246E-12	3.683325787E+6	506.448802843E+0	600.307542167E-3	288.154385300E-3	308.403778927E-6	180.620885394E-6	850.433973474E+3	408.217891083E+3	436.904474330E+0	255.879072755E+0	400.000400000E+0
806.873099327E+0	2.700000048E+0	733.398813333E-9	143.779663166E-12	3.681489523E+6	721.740087367E+0	624.168342333E-3	299.428873400E-3	285.228154128E-6	204.760262197E-6	851.062656478E+3	408.275644787E+3	388.912756529E+0	279.193609908E+0	400.000400000E+0
813.209482193E+0	2.799999952E+0	760.766270000E-9	119.699074263E-12	3.680499600E+6	579.090336019E+0	647.501352600E-3	310.448369867E-3	355.388876184E-6	207.400871757E-6	851.117324905E+3	408.073257331E+3	467.145942451E+0	272.621013754E+0	400.000400000E+0
819.542310238E+0	2.900000095E+0	787.507173333E-9	132.864400497E-12	3.682506260E+6	621.294640979E+0	670.742806367E-3	321.631079567E-3	268.518445199E-6	247.150091609E-6	851.729138577E+3	408.416698232E+3	340.972697509E+0	313.838527417E+0	399.999800000E+0
826.078846455E+0	3.000000000E+0	814.419443333E-9	110.013784977E-12	3.683605573E+6	497.590516455E+0	694.086266100E-3	332.540088200E-3	339.140094970E-6	227.787364759E-6	852.246679253E+3	408.315507350E+3	416.419447922E+0	279.692935408E+0	399.999800000E+0
832.417037487E+0	3.099999905E+0	841.747133333E-9	209.720250997E-12	3.682816112E+6	917.569052200E+0	717.804187700E-3	343.626391467E-3	322.998952646E-6	198.687024339E-6	852.755131886E+3	408.229951560E+3	383.724446280E+0	236.041224818E+0	399.999800000E+0
838.747617722E+0	3.200000048E+0	868.547710000E-9	111.499217099E-12	3.684311191E+6	472.970924445E+0	741.041849600E-3	354.448090533E-3	290.476183475E-6	241.667226218E-6	853.196480824E+3	408.092827202E+3	334.438949214E+0	278.242891480E+0	399.999800000E+0
845.083489418E+0	3.299999952E+0	895.148350000E-9	161.393096357E-12	3.686539725E+6	664.674253279E+0	764.199089333E-3	365.335185600E-3	323.556959644E-6	195.758403826E-6	853.712224720E+3	408.128089160E+3	361.456243140E+0	218.688225059E+0	399.999800000E+0
851.409636497E+0	3.400000095E+0	921.871243333E-9	136.149698756E-12	3.688150726E+6	544.697118974E+0	787.308661367E-3	376.272596900E-3	301.750757258E-6	209.626004757E-6	854.033214573E+3	408.161768383E+3	327.324189186E+0	227.391847042E+0	399.999800000E+0
857.755812645E+0	3.500000000E+0	948.183333333E-9	189.376478409E-12	3.691269269E+6	737.240943293E+0	810.292092533E-3	386.939005667E-3	318.949172043E-6	236.689628752E-6	854.573228665E+3	408.084588775E+3	336.379222066E+0	249.624329421E+0	399.999800000E+0
864.088409424E+0	3.599999905E+0	974.451740000E-9	141.205862436E-12	3.694385013E+6	535.345980295E+0	833.048727100E-3	397.669404267E-3	330.160765832E-6	190.771957098E-6	854.889670678E+3	408.095535102E+3	338.816949347E+0	195.773632769E+0	399.999800000E+0
870.425697327E+0	3.700000048E+0	1.000653233E-6	147.496974448E-12	3.697584662E+6	545.026520938E+0	855.760488200E-3	408.240323900E-3	319.340073253E-6	266.307383683E-6	855.201841850E+3	407.973821800E+3	319.131605851E+0	266.133536386E+0	399.999800000E+0
876.765403271E+0	3.799999952E+0	1.026492433E-6	135.632028395E-12	3.701926901E+6	489.141310939E+0	878.553020300E-3	418.817810767E-3	325.851380237E-6	232.741255709E-6	855.878710618E+3	408.008668322E+3	317.441580333E+0	226.734506901E+0	399.999800000E+0
883.098581314E+0	3.900000095E+0	1.052081400E-6	116.439298971E-12	3.706937596E+6	410.265987944E+0	901.037456800E-3	429.265408633E-3	383.620509017E-6	232.876678142E-6	856.433215909E+3	408.015395608E+3	364.630064762E+0	221.348536475E+0	399.998400000E+0
889.584864616E+0	4.000000000E+0	1.077237167E-6	226.345339346E-12	3.713202741E+6	780.205288570E+0	923.401899467E-3	439.499808467E-3	267.517406712E-6	205.940854872E-6	857.194616042E+3	407.987973370E+3	248.336591969E+0	191.175036700E+0	399.998400000E+0
895.920736790E+0	4.099999905E+0	1.102163033E-6	202.511044115E-12	3.719957738E+6	683.503713015E+0	945.187965633E-3	449.726433233E-3	379.436061325E-6	199.017479494E-6	857.575455761E+3	408.039844952E+3	344.264913492E+0	180.569909782E+0	399.998400000E+0
902.254152775E+0	4.199999809E+0	1.127162433E-6	162.455019416E-12	3.726170856E+6	537.043411743E+0	967.118613467E-3	460.047394967E-3	377.995289905E-6	180.607140541E-6	858.011751338E+3	408.146493675E+3	335.351213567E+0	160.231689063E+0	399.998400000E+0
908.593794346E+0	4.300000191E+0	1.151644233E-6	241.644178898E-12	3.733792144E+6	783.444323014E+0	988.556085633E-3	469.943991033E-3	356.059951757E-6	206.907622984E-6	858.386693582E+3	408.063512525E+3	309.175300367E+0	179.662796023E+0	399.998400000E+0
914.939807892E+0	4.400000095E+0	1.176242467E-6	166.940570333E-12	3.740725420E+6	530.909955049E+0	1.010226034E+0	479.845559700E-3	316.116813532E-6	201.263975177E-6	858.858664741E+3	407.947828189E+3	268.751403295E+0	171.107557226E+0	399.998400000E+0
921.265558243E+0	4.500000000E+0	1.200338533E-6	192.557511934E-12	3.748942382E+6	601.402852077E+0	1.031210608E+0	489.540647900E-3	389.541707489E-6	243.014057695E-6	859.099811453E+3	407.835484995E+3	324.526537032E+0	202.454600054E+0	399.998400000E+0
927.594036579E+0	4.599999905E+0	1.224358500E-6	150.952093337E-12	3.757069441E+6	463.211957007E+0	1.052123486E+0	498.945660767E-3	316.363171771E-6	240.328451973E-6	859.326321226E+3	407.515985528E+3	258.390962917E+0	196.289282896E+0	399.998400000E+0
933.921542168E+0	4.699999809E+0	1.247754400E-6	205.859275670E-12	3.766766769E+6	621.455535317E+0	1.072776271E+0	508.596884467E-3	298.436989109E-6	260.337820464E-6	859.765568181E+3	407.609770374E+3	239.179272066E+0	208.645083090E+0	399.998400000E+0
940.257897377E+0	4.800000191E+0	1.270603133E-6	199.148659312E-12	3.777733633E+6	592.105094402E+0	1.092702033E+0	518.088592900E-3	326.847405521E-6	235.033423658E-6	859.986886543E+3	407.750130083E+3	257.237997410E+0	184.977840438E+0	399.998400000E+0
946.581912041E+0	4.900000095E+0	1.293460633E-6	329.729092912E-12	3.788286995E+6	965.710437760E+0	1.112838963E+0	527.321723167E-3	317.887466511E-6	265.732245470E-6	860.357813750E+3	407.682854489E+3	245.765088105E+0	205.442855099E+0	399.999500000E+0
953.044244766E+0	5.000000000E+0	1.315512133E-6	202.287561336E-12	3.800801128E+6	584.452831550E+0	1.132869050E+0	536.424813500E-3	445.980801551E-6	291.161191415E-6	861.161992577E+3	407.768807225E+3	339.016866702E+0	221.329156940E+0	399.999500000E+0
959.373623848E+0	5.099999905E+0	1.337109033E-6	217.258067321E-12	3.814198975E+6	619.744147310E+0	1.151476177E+0	544.849234400E-3	369.041036611E-6	205.948860384E-6	861.168497578E+3	407.483025555E+3	275.999209796E+0	154.025479785E+0	399.999500000E+0
965.698450089E+0	5.199999809E+0	1.358202533E-6	263.257279866E-12	3.828589390E+6	742.086694678E+0	1.170852690E+0	553.662976867E-3	668.245093280E-6	227.352655519E-6	862.060452398E+3	407.643899403E+3	492.006955428E+0	167.392307067E+0	399.999500000E+0
972.032938480E+0	5.300000191E+0	1.379112467E-6	372.770404824E-12	3.843051469E+6	1.038766516E+3	1.189006377E+0	562.162573333E-3	320.626459309E-6	260.196942811E-6	862.153309034E+3	407.626344421E+3	232.487536049E+0	188.669850429E+0	399.999500000E+0
978.360548019E+0	5.400000095E+0	1.399975600E-6	384.103488210E-12	3.857210151E+6	1.058281211E+3	1.207625321E+0	570.706218267E-3	521.056577732E-6	273.458862306E-6	862.604549203E+3	407.654403596E+3	372.189756545E+0	195.331163133E+0	399.999500000E+0
984.695819855E+0	5.500000000E+0	1.419718067E-6	342.441531212E-12	3.874008600E+6	934.425973789E+0	1.225247083E+0	578.932168500E-3	503.693348825E-6	267.100812624E-6	863.021406926E+3	407.779672664E+3	354.784066394E+0	188.136517309E+0	399.999500000E+0
991.021254539E+0	5.599999905E+0	1.439324600E-6	439.458020434E-12	3.890713675E+6	1.187921981E+3	1.242699525E+0	586.594215667E-3	481.805863971E-6	308.167237549E-6	863.390735256E+3	407.548245661E+3	334.744409962E+0	214.105447478E+0	399.999500000E+0
