[Main]
Experiment = "VvsI_300.0K"
Header length = 61    
Date = "20201130 12:08:48"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = -1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-11
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000010
Check output compliance = "Abort"
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Temperature (K)
169.313398361E+0	-900.000000000E-12	-2.599590129E+0	-1.490893394E+0	-5.531109633E+0	316.475906124E-3	233.093940420E-3	90.896037180E-3	2.888433477E+9	1.656548215E+9	6.145677370E+9	351.639895693E+6	258.993267133E+6	100.995596867E+6	669.014342062E-12	1.586308927E-9	198.912611060E-12	299.998500000E+0
186.101449490E+0	-890.000000000E-12	-2.580594727E+0	-1.476573456E+0	-5.478006433E+0	315.904256040E-3	229.494545067E-3	91.273717924E-3	2.899544637E+9	1.659071299E+9	6.155063408E+9	354.948602292E+6	257.859039401E+6	102.554739241E+6	526.443179487E-12	698.327062085E-12	188.312568734E-12	300.002300000E+0
203.147927284E+0	-880.000000000E-12	-2.557921707E+0	-1.468163605E+0	-5.417671600E+0	316.640582892E-3	233.006738638E-3	90.345522064E-3	2.906729212E+9	1.668367733E+9	6.156445000E+9	359.818844196E+6	264.780384816E+6	102.665365981E+6	441.052846070E-12	1.189081662E-9	165.741735703E-12	300.002300000E+0
219.944047928E+0	-870.000000000E-12	-2.553139513E+0	-1.468377754E+0	-5.371694033E+0	317.734656350E-3	234.138211757E-3	90.235746177E-3	2.934643118E+9	1.687790521E+9	6.174360958E+9	365.212248678E+6	269.124381330E+6	103.719248479E+6	2.091090262E-9	-46.696459008E-9	217.497373719E-12	300.002300000E+0
236.739547253E+0	-860.000000000E-12	-2.540460687E+0	-1.461202852E+0	-5.322238700E+0	317.299057884E-3	233.645704006E-3	91.338717684E-3	2.954024055E+9	1.699073083E+9	6.188649651E+9	368.952392888E+6	271.681051170E+6	106.207811260E+6	788.716599298E-12	1.393747260E-9	202.202660987E-12	300.002300000E+0
253.529416084E+0	-850.000000000E-12	-2.522922972E+0	-1.452303155E+0	-5.269812467E+0	314.789792614E-3	233.066564465E-3	91.672475570E-3	2.968144673E+9	1.708591947E+9	6.199779373E+9	370.340932487E+6	274.195958195E+6	107.849971259E+6	570.199709597E-12	1.123633802E-9	190.744201217E-12	300.001300000E+0
270.503878593E+0	-840.000000000E-12	-2.457147175E+0	-1.466735442E+0	-5.212423500E+0	319.074474206E-3	229.219021074E-3	90.131926231E-3	2.925175208E+9	1.746113622E+9	6.205266071E+9	379.850564531E+6	272.879786993E+6	107.299912180E+6	152.031604411E-12	-692.890861236E-12	174.249521830E-12	300.001300000E+0
287.288636684E+0	-830.000000000E-12	-2.532252007E+0	-1.420293363E+0	-5.173166200E+0	315.007465039E-3	234.572845711E-3	87.742825533E-3	3.050906033E+9	1.711196823E+9	6.232730361E+9	379.527066312E+6	282.617886399E+6	105.714247630E+6	-133.147225467E-12	215.321971267E-12	254.729693586E-12	300.001300000E+0
304.075759888E+0	-820.000000000E-12	-2.481756344E+0	-1.429974762E+0	-5.116368367E+0	314.307941863E-3	233.492478314E-3	92.606840214E-3	3.026532127E+9	1.743871661E+9	6.239473618E+9	383.302368126E+6	284.746924773E+6	112.935170992E+6	198.036810924E-12	-1.032908641E-9	176.063054048E-12	300.001300000E+0
320.875908852E+0	-810.000000000E-12	-2.463599164E+0	-1.415781161E+0	-5.059501300E+0	317.128188318E-3	229.246050120E-3	91.908376426E-3	3.041480450E+9	1.747877976E+9	6.246297901E+9	391.516281874E+6	283.019814963E+6	113.467131390E+6	550.746316333E-12	704.542842933E-12	175.848704464E-12	300.003200000E+0
337.886623859E+0	-800.000000000E-12	-2.440122062E+0	-1.409936098E+0	-4.998381467E+0	317.190378903E-3	231.689020041E-3	90.987430121E-3	3.050152578E+9	1.762420122E+9	6.247976833E+9	396.487973629E+6	289.611275052E+6	113.734287651E+6	425.946950352E-12	1.710845644E-9	163.613011597E-12	300.003200000E+0
354.677513599E+0	-790.000000000E-12	-2.427551862E+0	-1.406663941E+0	-4.948011833E+0	316.111502029E-3	233.621102116E-3	91.229963923E-3	3.072850458E+9	1.780587268E+9	6.263306118E+9	400.141141808E+6	295.722914071E+6	115.480966992E+6	795.532248464E-12	3.056088390E-9	198.532316760E-12	300.003200000E+0
371.464451313E+0	-780.000000000E-12	-2.412736458E+0	-1.400433509E+0	-4.894285833E+0	316.802099450E-3	233.823954314E-3	91.352677503E-3	3.093251870E+9	1.795427576E+9	6.274725427E+9	406.156537756E+6	299.774300403E+6	117.118817312E+6	674.973186690E-12	1.605025055E-9	186.129620668E-12	300.003200000E+0
388.266537666E+0	-770.000000000E-12	-2.395231105E+0	-1.389507586E+0	-4.840489333E+0	315.132202817E-3	230.772222759E-3	91.613958411E-3	3.110689747E+9	1.804555306E+9	6.286349784E+9	409.262601061E+6	299.704185401E+6	118.979166768E+6	571.253833042E-12	915.254460052E-12	185.885698884E-12	299.997700000E+0
405.220355034E+0	-760.000000000E-12	-2.375945986E+0	-1.376686726E+0	-4.782342833E+0	316.374516085E-3	231.988305973E-3	90.526558798E-3	3.126244719E+9	1.811429903E+9	6.292556360E+9	416.282258006E+6	305.247771017E+6	119.113893155E+6	518.534523951E-12	779.978890339E-12	171.979396868E-12	299.997700000E+0
422.017543793E+0	-750.000000000E-12	-2.363930592E+0	-1.371753604E+0	-4.734119333E+0	316.861316946E-3	231.789889607E-3	90.112619779E-3	3.151907456E+9	1.829004805E+9	6.312159111E+9	422.481755928E+6	309.053186143E+6	120.150159705E+6	832.265652094E-12	2.027113919E-9	207.367777121E-12	299.997700000E+0
438.832777023E+0	-740.000000000E-12	-2.349927091E+0	-1.366007827E+0	-4.684724200E+0	314.201356623E-3	232.607380065E-3	90.749735647E-3	3.175577150E+9	1.845956523E+9	6.330708378E+9	424.596427868E+6	314.334297386E+6	122.634777901E+6	714.107153492E-12	1.740408722E-9	202.449094175E-12	299.997700000E+0
455.616708755E+0	-730.000000000E-12	-2.332612850E+0	-1.359588979E+0	-4.628641800E+0	315.810432231E-3	231.643657113E-3	91.110011629E-3	3.195360068E+9	1.862450656E+9	6.340605205E+9	432.617030453E+6	317.320078237E+6	124.808235108E+6	577.559236208E-12	1.557911820E-9	178.309059527E-12	299.998200000E+0
472.551859379E+0	-720.000000000E-12	-2.310692406E+0	-1.341025950E+0	-4.571790900E+0	314.010770881E-3	230.478754093E-3	90.361971449E-3	3.209295009E+9	1.862536041E+9	6.349709583E+9	436.126070668E+6	320.109380684E+6	125.502738123E+6	456.195146050E-12	538.705181693E-12	175.898710487E-12	299.998200000E+0
489.336075306E+0	-710.000000000E-12	-2.300887923E+0	-1.340524964E+0	-4.519072300E+0	315.837283445E-3	231.456054125E-3	90.164650509E-3	3.240687215E+9	1.888063330E+9	6.364890563E+9	444.841244289E+6	325.994442430E+6	126.992465505E+6	1.019941557E-9	19.960657544E-9	189.686372552E-12	299.998200000E+0
506.335223198E+0	-700.000000000E-12	-2.279267090E+0	-1.333373687E+0	-4.461189700E+0	316.102896606E-3	233.699422279E-3	90.434735975E-3	3.256095842E+9	1.904819553E+9	6.373128143E+9	451.575566580E+6	333.856317542E+6	129.192479964E+6	462.516862594E-12	1.398351631E-9	172.763490237E-12	299.998200000E+0
523.129098415E+0	-690.000000000E-12	-2.266238181E+0	-1.327296374E+0	-4.410828900E+0	313.567093547E-3	232.339354889E-3	90.196659763E-3	3.284403160E+9	1.923617933E+9	6.392505652E+9	454.445063111E+6	336.723702738E+6	130.719796758E+6	767.523973036E-12	1.645464067E-9	198.567139521E-12	300.000400000E+0
540.126260757E+0	-680.000000000E-12	-2.246187877E+0	-1.312304390E+0	-4.351532500E+0	315.225088113E-3	231.579014434E-3	90.149952461E-3	3.303217466E+9	1.929859397E+9	6.399312500E+9	463.566306048E+6	340.557374168E+6	132.573459502E+6	498.745555180E-12	667.023113443E-12	168.644302184E-12	300.000400000E+0
556.913304806E+0	-670.000000000E-12	-2.235215649E+0	-1.312873409E+0	-4.300746267E+0	315.194003949E-3	234.137048447E-3	90.310270512E-3	3.336142759E+9	1.959512551E+9	6.419024279E+9	470.438811864E+6	349.458281265E+6	134.791448525E+6	911.391925140E-12	-17.574096344E-9	196.903754101E-12	300.000400000E+0
573.695589066E+0	-660.000000000E-12	-2.216943558E+0	-1.306623745E+0	-4.248252267E+0	313.144989960E-3	234.182863690E-3	90.790888010E-3	3.359005391E+9	1.979732946E+9	6.436745859E+9	474.462106000E+6	354.822520742E+6	137.561951530E+6	547.282748451E-12	1.600085858E-9	190.497961672E-12	300.000400000E+0
590.488574505E+0	-650.000000000E-12	-2.202706368E+0	-1.296509482E+0	-4.192561167E+0	315.450243351E-3	231.615105449E-3	90.822067634E-3	3.388779028E+9	1.994629972E+9	6.450094103E+9	485.308066694E+6	356.330931460E+6	139.726257898E+6	702.385810271E-12	988.702801656E-12	179.561904865E-12	300.004900000E+0
607.479616642E+0	-640.000000000E-12	-2.178661275E+0	-1.282560429E+0	-4.131462567E+0	315.727057186E-3	233.508018078E-3	90.001803426E-3	3.404158242E+9	2.004000670E+9	6.455410260E+9	493.323526853E+6	364.856278247E+6	140.627817854E+6	415.885264464E-12	716.894537888E-12	163.669871323E-12	300.004900000E+0
624.265555382E+0	-630.000000000E-12	-2.166215896E+0	-1.271168969E+0	-4.081196067E+0	313.779113321E-3	228.454195345E-3	88.695396616E-3	3.438437930E+9	2.017728522E+9	6.478088995E+9	498.062084636E+6	362.625706898E+6	140.786343835E+6	803.511064803E-12	877.850605500E-12	198.939651657E-12	300.004900000E+0
641.058527946E+0	-620.000000000E-12	-2.145637051E+0	-1.270839794E+0	-4.029116167E+0	309.756980544E-3	233.253503960E-3	87.634445696E-3	3.460704920E+9	2.049741604E+9	6.498574462E+9	499.608033135E+6	376.215328968E+6	141.345880155E+6	485.935921088E-12	30.379042349E-9	192.012657474E-12	300.004900000E+0
657.844496727E+0	-610.000000000E-12	-2.125105599E+0	-1.262912395E+0	-3.975742233E+0	310.115664665E-3	232.276057999E-3	86.802524219E-3	3.483779671E+9	2.070348189E+9	6.517610219E+9	508.386335517E+6	380.780422950E+6	142.299220031E+6	487.057628691E-12	1.261447823E-9	187.357374199E-12	300.003000000E+0
674.812569618E+0	-600.000000000E-12	-2.111059804E+0	-1.253200558E+0	-3.918013467E+0	313.432501806E-3	234.289102096E-3	84.848059929E-3	3.518433007E+9	2.088667597E+9	6.530022444E+9	522.387503010E+6	390.481836826E+6	141.413433214E+6	711.956852567E-12	1.029671275E-9	173.223863550E-12	300.003000000E+0
691.612593651E+0	-590.000000000E-12	-2.100045539E+0	-1.245701304E+0	-3.869387667E+0	313.664113794E-3	232.034905805E-3	84.539137464E-3	3.559399219E+9	2.111358142E+9	6.558284181E+9	531.634091176E+6	393.279501365E+6	143.286673668E+6	907.913510343E-12	1.333465921E-9	205.652143512E-12	300.003000000E+0
708.393550396E+0	-580.000000000E-12	-2.087759283E+0	-1.238781546E+0	-3.816074533E+0	313.449804689E-3	232.236135767E-3	84.315903803E-3	3.599584971E+9	2.135830251E+9	6.579438851E+9	540.430697739E+6	400.407130632E+6	145.372247937E+6	813.917578202E-12	1.445137236E-9	187.571042532E-12	300.003000000E+0
725.185448170E+0	-570.000000000E-12	-2.073797121E+0	-1.228158163E+0	-3.763404167E+0	315.288667065E-3	232.051650531E-3	83.680762519E-3	3.638240563E+9	2.154663444E+9	6.602463450E+9	553.138012395E+6	407.108158827E+6	146.808355297E+6	716.221439148E-12	941.319766773E-12	189.860079450E-12	300.000500000E+0
742.134733677E+0	-560.000000000E-12	-2.053122177E+0	-1.219426047E+0	-3.705430767E+0	314.225416689E-3	231.908668737E-3	83.056344847E-3	3.666289602E+9	2.177546512E+9	6.616840655E+9	561.116815517E+6	414.122622744E+6	148.314901512E+6	483.677262799E-12	1.145197753E-9	172.492901917E-12	300.000500000E+0
758.930918217E+0	-550.000000000E-12	-2.038911947E+0	-1.215335529E+0	-3.651282300E+0	313.902128794E-3	233.214890845E-3	82.573294494E-3	3.707112631E+9	2.209700962E+9	6.638695091E+9	570.731143262E+6	424.027074264E+6	150.133262716E+6	703.718361028E-12	2.444678435E-9	184.677436234E-12	300.000500000E+0
775.721099377E+0	-540.000000000E-12	-2.025919512E+0	-1.208484593E+0	-3.596319200E+0	315.529514211E-3	234.212389835E-3	83.152286155E-3	3.751702799E+9	2.237934431E+9	6.659850370E+9	584.313915205E+6	433.726647842E+6	153.985715102E+6	769.678643260E-12	1.459654443E-9	181.940247184E-12	300.000500000E+0
792.516224861E+0	-530.000000000E-12	-2.008318938E+0	-1.197959970E+0	-3.540411600E+0	313.452958189E-3	232.683918580E-3	83.054770160E-3	3.789281015E+9	2.260301831E+9	6.680021887E+9	591.420675828E+6	439.026261471E+6	156.707113509E+6	568.163299071E-12	950.152840953E-12	178.866558393E-12	299.999000000E+0
809.602974415E+0	-520.000000000E-12	-1.977716366E+0	-1.186869944E+0	-3.475567367E+0	312.687326344E-3	235.336716752E-3	81.141938159E-3	3.803300704E+9	2.282442200E+9	6.683783397E+9	601.321781430E+6	452.570609138E+6	156.042188768E+6	326.769919862E-12	901.711127613E-12	154.215717974E-12	299.999000000E+0
826.394760609E+0	-510.000000000E-12	-1.967949552E+0	-1.181991575E+0	-3.424060267E+0	313.670564849E-3	233.674740482E-3	81.468001736E-3	3.858724611E+9	2.317630540E+9	6.713843660E+9	615.040323233E+6	458.185765651E+6	159.741179875E+6	1.023875305E-9	2.049865549E-9	194.147991248E-12	299.999000000E+0
843.182643414E+0	-500.000000000E-12	-1.954282022E+0	-1.172509832E+0	-3.368536900E+0	314.214226810E-3	232.813875571E-3	81.663257173E-3	3.908564044E+9	2.345019663E+9	6.737073800E+9	628.428453621E+6	465.627751141E+6	163.326514345E+6	731.661115351E-12	1.054658318E-9	180.104352462E-12	299.999000000E+0
859.965342522E+0	-490.000000000E-12	-1.940658350E+0	-1.165144877E+0	-3.311562167E+0	314.102462105E-3	232.634678448E-3	81.711078035E-3	3.960527245E+9	2.377846687E+9	6.758290136E+9	641.025432868E+6	474.764649895E+6	166.757302112E+6	734.016497168E-12	1.357781597E-9	175.516398497E-12	299.999300000E+0
876.921964645E+0	-480.000000000E-12	-1.918679017E+0	-1.150769949E+0	-3.250960133E+0	314.826696344E-3	233.200126000E-3	80.937758192E-3	3.997247952E+9	2.397437394E+9	6.772833611E+9	655.888950718E+6	485.833595833E+6	168.620329568E+6	454.972860186E-12	695.655669532E-12	165.010964979E-12	299.999300000E+0
893.713785648E+0	-470.000000000E-12	-1.905517972E+0	-1.148392189E+0	-3.197096600E+0	314.254378202E-3	233.302136566E-3	81.250420591E-3	4.054293558E+9	2.443387636E+9	6.802333191E+9	668.626336600E+6	496.387524609E+6	172.873235300E+6	759.818103598E-12	4.205638862E-9	185.654363558E-12	299.999300000E+0
910.508341789E+0	-460.000000000E-12	-1.892342610E+0	-1.139167323E+0	-3.141586433E+0	314.531203798E-3	231.477990779E-3	81.498312283E-3	4.113788283E+9	2.476450703E+9	6.829535725E+9	683.763486518E+6	503.213023433E+6	177.170244093E+6	758.992409241E-12	1.084026641E-9	180.147180246E-12	299.999300000E+0
927.287898540E+0	-450.000000000E-12	-1.869193180E+0	-1.131978935E+0	-3.084706000E+0	310.546595862E-3	233.942157211E-3	81.182873401E-3	4.153762621E+9	2.515508744E+9	6.854902222E+9	690.103546360E+6	519.871460468E+6	180.406385336E+6	431.976072673E-12	1.391132347E-9	175.807380745E-12	300.001700000E+0
944.272574425E+0	-440.000000000E-12	-1.848162115E+0	-1.118546273E+0	-3.021810733E+0	313.240491546E-3	232.864409366E-3	80.466946970E-3	4.200368442E+9	2.542150621E+9	6.867751667E+9	711.910208060E+6	529.237294014E+6	182.879424931E+6	475.487094924E-12	744.454107238E-12	158.994476532E-12	300.001700000E+0
961.062681675E+0	-430.000000000E-12	-1.838205778E+0	-1.114353786E+0	-2.968018200E+0	313.714097946E-3	232.380963612E-3	79.767905481E-3	4.274897159E+9	2.591520433E+9	6.902367907E+9	729.567669642E+6	540.420845610E+6	185.506756932E+6	1.004385515E-9	2.385219027E-9	185.899406113E-12	300.001700000E+0
977.853401661E+0	-420.000000000E-12	-1.820189935E+0	-1.107324370E+0	-2.913375700E+0	311.503767057E-3	233.504531023E-3	80.198336626E-3	4.333785560E+9	2.636486595E+9	6.936608810E+9	741.675635851E+6	555.963169103E+6	190.948420537E+6	555.067004081E-12	1.422593197E-9	183.007732077E-12	300.001700000E+0
994.643089771E+0	-410.000000000E-12	-1.802949858E+0	-1.097068062E+0	-2.855334633E+0	312.542406871E-3	231.321559084E-3	80.353732788E-3	4.397438679E+9	2.675775760E+9	6.964230813E+9	762.298553345E+6	564.198924595E+6	195.984714117E+6	580.043813029E-12	975.009705003E-12	172.291802586E-12	299.989400000E+0
1.011628716E+3	-400.000000000E-12	-1.783155669E+0	-1.084736557E+0	-2.793993700E+0	313.745011628E-3	232.229251458E-3	79.858626791E-3	4.457889172E+9	2.711841393E+9	6.984984250E+9	784.362529071E+6	580.573128645E+6	199.646566978E+6	505.198764728E-12	810.931065313E-12	163.023277550E-12	299.989400000E+0
1.028427393E+3	-390.000000000E-12	-1.768152556E+0	-1.078513497E+0	-2.738775533E+0	311.270147052E-3	232.342166576E-3	80.158933780E-3	4.533724503E+9	2.765419223E+9	7.022501368E+9	798.128582185E+6	595.749145067E+6	205.535727641E+6	666.528339819E-12	1.606926462E-9	181.099819202E-12	299.989400000E+0
1.045237397E+3	-380.000000000E-12	-1.750669007E+0	-1.070362287E+0	-2.680446933E+0	309.520196895E-3	231.917969815E-3	79.853811687E-3	4.607023702E+9	2.816742861E+9	7.053807719E+9	814.526833935E+6	610.310446882E+6	210.141609702E+6	571.966241485E-12	1.226811760E-9	171.442482761E-12	299.989400000E+0
1.062018716E+3	-370.000000000E-12	-1.735763605E+0	-1.064440581E+0	-2.622645167E+0	313.150902958E-3	233.565525519E-3	79.625035544E-3	4.691252987E+9	2.876866436E+9	7.088230180E+9	846.353791779E+6	631.258177078E+6	215.202798769E+6	670.897735416E-12	1.688702565E-9	173.005092693E-12	300.007100000E+0
1.078962166E+3	-360.000000000E-12	-1.709841568E+0	-1.052877555E+0	-2.563057500E+0	308.479583075E-3	231.881262322E-3	78.993584003E-3	4.749559910E+9	2.924659875E+9	7.119604167E+9	856.887730765E+6	644.114617562E+6	219.426622232E+6	385.772142167E-12	864.825492399E-12	167.819962744E-12	300.007100000E+0
1.095757012E+3	-350.000000000E-12	-1.698878703E+0	-1.047608299E+0	-2.507473867E+0	309.612026074E-3	233.452434226E-3	78.725628784E-3	4.853939150E+9	2.993166569E+9	7.164211048E+9	884.605788783E+6	667.006954932E+6	224.930367954E+6	912.170313144E-12	1.897801204E-9	179.909073954E-12	300.007100000E+0
1.112713371E+3	-340.000000000E-12	-1.680449799E+0	-1.035433308E+0	-2.447131133E+0	312.745827368E-3	232.834681192E-3	78.746545391E-3	4.942499410E+9	3.045392082E+9	7.197444510E+9	919.840668730E+6	684.807885860E+6	231.607486443E+6	542.625886040E-12	821.355827561E-12	165.720036989E-12	300.007100000E+0
1.129508951E+3	-330.000000000E-12	-1.670020341E+0	-1.028647110E+0	-2.392383500E+0	312.905854688E-3	232.164767631E-3	78.886494563E-3	5.060667699E+9	3.117112454E+9	7.249646970E+9	948.199559660E+6	703.529598881E+6	239.049983523E+6	958.822535244E-12	1.473579131E-9	182.656297472E-12	300.005600000E+0
1.146483218E+3	-320.000000000E-12	-1.645687727E+0	-1.018001585E+0	-2.328774300E+0	311.740262164E-3	233.774625046E-3	79.368063418E-3	5.142774146E+9	3.181254954E+9	7.277419687E+9	974.188319264E+6	730.545703269E+6	248.025198181E+6	410.971053089E-12	939.361879827E-12	157.209963339E-12	300.005600000E+0
1.163270723E+3	-310.000000000E-12	-1.628065592E+0	-1.011214742E+0	-2.271472633E+0	309.456826165E-3	232.325536937E-3	79.039419786E-3	5.251824491E+9	3.261983038E+9	7.327331075E+9	998.247826340E+6	749.437215927E+6	254.965870279E+6	567.468151748E-12	1.473439044E-9	174.514993747E-12	300.005600000E+0
1.180062730E+3	-300.000000000E-12	-1.613253757E+0	-1.002635314E+0	-2.213081733E+0	310.811952834E-3	234.125276673E-3	78.694608231E-3	5.377512524E+9	3.342117715E+9	7.376939111E+9	1.036039843E+9	780.417588909E+6	262.315360770E+6	675.135795126E-12	1.165578948E-9	171.259562706E-12	300.005600000E+0
