[Main]
Experiment = "IvsV_300.0K"
Header length = 55    
Date = "20201130 11:46:23"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
552.146302700E+0	-1.299999952E+0	469.949343333E-12	48.479202728E-12	-2.766255493E+9	285.362375188E+6	-2.544654655E+0	-1.521372476E+0	266.951231008E-3	199.087066828E-3	-5.414742443E+9	-3.237311634E+9	568.042566278E+6	423.635163347E+6	300.000100000E+0
558.465605259E+0	-1.200000048E+0	487.768766667E-12	52.292872297E-12	-2.460182221E+9	263.752014271E+6	-2.509528524E+0	-1.513890723E+0	266.885967390E-3	198.236721703E-3	-5.144914344E+9	-3.103705744E+9	547.156738251E+6	406.415365742E+6	300.000100000E+0
564.787229061E+0	-1.100000024E+0	490.411110000E-12	55.001195013E-12	-2.243016117E+9	251.561525361E+6	-2.473293847E+0	-1.500059046E+0	266.461238021E-3	197.472521109E-3	-5.043307129E+9	-3.058778677E+9	543.342580515E+6	402.667307250E+6	300.005100000E+0
571.316800117E+0	-1.000000000E+0	515.968083333E-12	56.855805212E-12	-1.938104376E+9	213.564537076E+6	-2.412047671E+0	-1.464496334E+0	268.792810441E-3	198.035251042E-3	-4.674800145E+9	-2.838346754E+9	520.948522057E+6	383.812986575E+6	300.005100000E+0
577.650453091E+0	-899.999976158E-3	533.040870000E-12	51.336783227E-12	-1.688425835E+9	162.611079145E+6	-2.398812159E+0	-1.462403907E+0	268.239928797E-3	197.966253916E-3	-4.500240589E+9	-2.743511782E+9	503.225819808E+6	371.390384974E+6	300.005100000E+0
583.980000019E+0	-800.000011921E-3	568.990076667E-12	38.911918400E-12	-1.405999937E+9	96.153091347E+6	-2.378776180E+0	-1.451823134E+0	268.767794670E-3	197.604351812E-3	-4.180698886E+9	-2.551579006E+9	472.359370913E+6	347.289627562E+6	300.005100000E+0
590.305558681E+0	-699.999988079E-3	603.169173333E-12	53.668183118E-12	-1.160536743E+9	103.261077004E+6	-2.351306553E+0	-1.440370937E+0	266.642790200E-3	197.943898285E-3	-3.898253852E+9	-2.388004893E+9	442.069658048E+6	328.173101406E+6	300.005100000E+0
596.638362408E+0	-600.000023842E-3	585.448556667E-12	58.365760350E-12	-1.024855245E+9	102.172009698E+6	-2.324396420E+0	-1.429365290E+0	266.139940367E-3	198.827495546E-3	-3.970282945E+9	-2.441487427E+9	454.591504815E+6	339.615655862E+6	300.005100000E+0
602.961447239E+0	-500.000000000E-3	657.451720000E-12	45.117382997E-12	-760.512117909E+6	52.189864980E+6	-2.299537060E+0	-1.417681693E+0	267.464874115E-3	198.418325304E-3	-3.497651599E+9	-2.156328214E+9	406.820555759E+6	301.799081618E+6	300.005100000E+0
609.286622047E+0	-400.000005960E-3	634.519720000E-12	50.645020675E-12	-630.398068575E+6	50.316045680E+6	-2.274989767E+0	-1.406411532E+0	268.217192843E-3	199.027586154E-3	-3.585372834E+9	-2.216497750E+9	422.708994518E+6	313.666510087E+6	300.005100000E+0
615.813937187E+0	-300.000011921E-3	595.195036667E-12	48.910607850E-12	-504.036481220E+6	41.419583760E+6	-2.219411549E+0	-1.374033258E+0	269.207336962E-3	199.042243250E-3	-3.728881144E+9	-2.308542869E+9	452.301044831E+6	334.415159717E+6	300.005100000E+0
622.142334461E+0	-200.000002980E-3	649.954846667E-12	45.073740059E-12	-307.713688121E+6	21.339646688E+6	-2.202000878E+0	-1.365684003E+0	265.722038987E-3	198.059235146E-3	-3.387929006E+9	-2.101198275E+9	408.831537067E+6	304.727684026E+6	300.005100000E+0
628.464987278E+0	-100.000001490E-3	665.526843333E-12	56.922231422E-12	-150.256901719E+6	12.851409703E+6	-2.178347947E+0	-1.358741363E+0	268.212790347E-3	198.500746647E-3	-3.273118085E+9	-2.041602643E+9	403.008222784E+6	298.261067356E+6	300.000500000E+0
634.963063240E+0	-18.790524692E-15	677.930233333E-12	47.999254160E-12	-27.717490337E-6	1.962471650E-6	-2.134025547E+0	-1.329368089E+0	268.753158964E-3	199.757663029E-3	-3.147854222E+9	-1.960921676E+9	396.431883032E+6	294.658142103E+6	300.000500000E+0
641.298748016E+0	100.000001490E-3	676.758336667E-12	42.348020897E-12	147.763235519E+6	9.246255637E+6	-1.903380529E+0	-1.501244471E+0	277.122363784E-3	187.778270366E-3	-2.812496611E+9	-2.218287370E+9	409.484964972E+6	277.467243760E+6	300.000500000E+0
647.627733707E+0	200.000002980E-3	696.010966667E-12	41.015772875E-12	287.351798404E+6	16.933578152E+6	-2.217794773E+0	-1.236391317E+0	260.550743930E-3	199.179942181E-3	-3.186436535E+9	-1.776396316E+9	374.348618641E+6	286.173568694E+6	300.000500000E+0
653.952318668E+0	300.000011921E-3	750.566120000E-12	48.153583891E-12	399.698312949E+6	25.643185498E+6	-2.134605549E+0	-1.269638890E+0	264.901602040E-3	200.627915805E-3	-2.843994009E+9	-1.691575007E+9	352.935730753E+6	267.302120970E+6	300.000500000E+0
660.275116920E+0	400.000005960E-3	722.420183333E-12	51.670670856E-12	553.694394466E+6	39.602659880E+6	-1.854921038E+0	-1.448218712E+0	275.307150936E-3	187.119134250E-3	-2.567648414E+9	-2.004676428E+9	381.090059895E+6	259.017035470E+6	300.000500000E+0
666.604649067E+0	500.000000000E-3	732.524343333E-12	38.027189190E-12	682.571172618E+6	35.433993905E+6	-1.912199996E+0	-1.342182944E+0	268.680592727E-3	190.648347945E-3	-2.610425188E+9	-1.832270772E+9	366.787254475E+6	260.262132829E+6	300.000500000E+0
672.930531502E+0	600.000023842E-3	758.727950000E-12	37.491468200E-12	790.797312583E+6	39.076130380E+6	-2.177999323E+0	-1.150293738E+0	257.205255473E-3	205.447027697E-3	-2.870593239E+9	-1.516081934E+9	338.995361213E+6	270.778251541E+6	300.000500000E+0
679.259197235E+0	699.999988079E-3	771.591956667E-12	56.594369950E-12	907.215247685E+6	66.542004370E+6	-2.062363259E+0	-1.206508485E+0	262.775411146E-3	201.339845071E-3	-2.672867753E+9	-1.563661304E+9	340.562662526E+6	260.940829322E+6	300.000500000E+0
685.579692841E+0	800.000011921E-3	814.000013333E-12	50.471572139E-12	982.800981348E+6	60.937972747E+6	-1.988073159E+0	-1.214682090E+0	263.360828615E-3	194.438984182E-3	-2.442350278E+9	-1.492238416E+9	323.539096193E+6	238.868527024E+6	300.000500000E+0
691.897621155E+0	899.999976158E-3	781.593276667E-12	39.555272345E-12	1.151494010E+9	58.275397856E+6	-1.935453848E+0	-1.208339994E+0	265.431321592E-3	195.642860122E-3	-2.476292857E+9	-1.545995890E+9	339.602872128E+6	250.312874947E+6	300.001400000E+0
698.386368275E+0	1.000000000E+0	811.681950000E-12	70.953988345E-12	1.232009656E+9	107.697354576E+6	-1.871613499E+0	-1.187609922E+0	266.540427544E-3	200.088460265E-3	-2.305845903E+9	-1.463146892E+9	328.380380448E+6	246.510915100E+6	300.001400000E+0
704.724550724E+0	1.100000024E+0	859.627236667E-12	63.538166884E-12	1.279624443E+9	94.581683706E+6	-1.631520118E+0	-1.355621489E+0	276.447201721E-3	186.337829598E-3	-1.897939070E+9	-1.576987595E+9	321.589626212E+6	216.765851115E+6	300.001400000E+0
711.068104267E+0	1.200000048E+0	839.060450000E-12	59.972270830E-12	1.430171149E+9	102.222207553E+6	-1.945639325E+0	-1.098380979E+0	261.288426308E-3	200.550964779E-3	-2.318830932E+9	-1.309060603E+9	311.405961642E+6	239.018493577E+6	300.001400000E+0
717.389230728E+0	1.299999952E+0	859.644066667E-12	42.802725871E-12	1.512253737E+9	75.296956801E+6	-1.859736105E+0	-1.132287505E+0	262.191733960E-3	200.096121909E-3	-2.163379214E+9	-1.317158519E+9	305.000341567E+6	232.766245552E+6	300.001400000E+0
723.717930794E+0	1.399999976E+0	874.824490000E-12	55.311458584E-12	1.600320970E+9	101.181537609E+6	-1.801694816E+0	-1.136190264E+0	263.165297932E-3	195.131789462E-3	-2.059492889E+9	-1.298763668E+9	300.820679965E+6	223.052499893E+6	300.001400000E+0
730.044253826E+0	1.500000000E+0	899.310250000E-12	37.218470531E-12	1.667944961E+9	69.028858933E+6	-1.753929770E+0	-1.126086846E+0	262.102504058E-3	195.612386910E-3	-1.950305548E+9	-1.252167253E+9	291.448367299E+6	217.513796724E+6	300.001400000E+0
736.364201069E+0	1.600000024E+0	859.917480000E-12	54.692992417E-12	1.860643679E+9	118.341786283E+6	-1.715903967E+0	-1.119091020E+0	263.527396051E-3	197.791920083E-3	-1.995428639E+9	-1.301393502E+9	306.456610291E+6	230.012675267E+6	300.001400000E+0
742.687610626E+0	1.700000048E+0	927.982650000E-12	42.024443948E-12	1.831930853E+9	82.960468553E+6	-1.683495982E+0	-1.112055106E+0	265.300397367E-3	197.477140506E-3	-1.814145967E+9	-1.198357648E+9	285.889393910E+6	212.802621370E+6	300.001400000E+0
749.004414558E+0	1.799999952E+0	941.733433333E-12	53.668979778E-12	1.911368853E+9	108.928081652E+6	-1.656587202E+0	-1.100718587E+0	262.116803334E-3	198.313569334E-3	-1.759082924E+9	-1.168821822E+9	278.334392787E+6	210.583549776E+6	300.001400000E+0
755.327394009E+0	1.899999976E+0	962.841490000E-12	51.663857514E-12	1.973325824E+9	105.884120319E+6	-1.625990795E+0	-1.085192452E+0	265.167424435E-3	196.869708650E-3	-1.688741929E+9	-1.127072798E+9	275.400911977E+6	204.467413063E+6	300.001800000E+0
761.840626717E+0	2.000000000E+0	998.434936667E-12	37.915258176E-12	2.003135033E+9	76.068433861E+6	-1.361201341E+0	-1.221651858E+0	273.513278506E-3	185.890926353E-3	-1.363335046E+9	-1.223566817E+9	273.942015110E+6	186.182313465E+6	300.001800000E+0
768.160054684E+0	2.099999905E+0	978.450733333E-12	45.776847124E-12	2.146250019E+9	100.412371972E+6	-1.443796508E+0	-1.123213306E+0	270.107954542E-3	192.247290799E-3	-1.475594487E+9	-1.147950804E+9	276.056775615E+6	196.481319140E+6	300.001800000E+0
774.486100197E+0	2.200000048E+0	1.061220683E-9	63.780783283E-12	2.073084404E+9	124.595147048E+6	-1.715611716E+0	-932.042438967E-3	256.254263046E-3	205.443677262E-3	-1.616639916E+9	-878.273910040E+6	241.471229378E+6	193.591851807E+6	300.001800000E+0
780.810832024E+0	2.299999952E+0	1.067165083E-9	62.935027836E-12	2.155242884E+9	127.103362957E+6	-1.607150592E+0	-985.647759233E-3	260.842350401E-3	200.400291226E-3	-1.505999978E+9	-923.613201581E+6	244.425491871E+6	187.787526368E+6	300.001800000E+0
787.137493610E+0	2.400000095E+0	1.041404243E-9	56.413003337E-12	2.304580676E+9	124.839435035E+6	-1.537796317E+0	-1.000465632E+0	261.543033927E-3	197.942497194E-3	-1.476656473E+9	-960.689030033E+6	251.144582521E+6	190.072681632E+6	300.001800000E+0
793.460809708E+0	2.500000000E+0	1.068476980E-9	39.327144393E-12	2.339779000E+9	86.119615408E+6	-1.483422844E+0	-993.211955033E-3	259.660511714E-3	193.885679301E-3	-1.388352647E+9	-929.558590053E+6	243.019284996E+6	181.459856348E+6	300.001800000E+0
799.778824329E+0	2.599999905E+0	1.074285833E-9	43.533679379E-12	2.420212409E+9	98.075156325E+6	-1.230272334E+0	-1.156293517E+0	274.668645964E-3	185.807401246E-3	-1.145200184E+9	-1.076336931E+9	255.675572963E+6	172.958997950E+6	300.001800000E+0
806.110327244E+0	2.700000048E+0	1.122745500E-9	55.312236382E-12	2.404819300E+9	118.473806924E+6	-1.534487499E+0	-895.918426133E-3	257.732467283E-3	201.933084399E-3	-1.366727811E+9	-797.971068362E+6	229.555555807E+6	179.856507462E+6	300.001800000E+0
812.435875416E+0	2.799999952E+0	1.073368140E-9	64.113314048E-12	2.608611014E+9	155.814851356E+6	-1.447654871E+0	-931.764369467E-3	261.690860059E-3	200.200445408E-3	-1.348703038E+9	-868.075299372E+6	243.803454106E+6	186.516105656E+6	300.001800000E+0
818.772085190E+0	2.900000095E+0	1.165151700E-9	37.456492936E-12	2.488946371E+9	80.012930644E+6	-1.390646034E+0	-937.380703133E-3	262.202118065E-3	197.017438345E-3	-1.193532168E+9	-804.513869853E+6	225.036892677E+6	169.091662781E+6	300.001300000E+0
825.324052334E+0	3.000000000E+0	1.178865833E-9	49.942359288E-12	2.544818855E+9	107.810621003E+6	-1.314273812E+0	-909.143740233E-3	262.962495019E-3	197.065164670E-3	-1.114862926E+9	-771.202043970E+6	223.063971814E+6	167.165048895E+6	300.001300000E+0
831.661939621E+0	3.099999905E+0	1.185494967E-9	48.911683479E-12	2.614941431E+9	107.888427355E+6	-1.290670201E+0	-907.817246533E-3	263.365137989E-3	195.993213237E-3	-1.088718415E+9	-765.770646067E+6	222.156268389E+6	165.326061053E+6	300.001300000E+0
837.995032310E+0	3.200000048E+0	1.202703000E-9	51.219806254E-12	2.660673539E+9	113.310753516E+6	-1.272145476E+0	-904.746387833E-3	264.251581396E-3	197.394245303E-3	-1.057738674E+9	-752.260855617E+6	219.714743703E+6	164.125511704E+6	300.001300000E+0
844.320508003E+0	3.299999952E+0	1.243643933E-9	40.154798197E-12	2.653492582E+9	85.676017316E+6	-1.245237489E+0	-897.409516233E-3	262.875635076E-3	197.775666442E-3	-1.001281360E+9	-721.596827018E+6	211.375320564E+6	159.029173175E+6	300.001300000E+0
850.646515369E+0	3.400000095E+0	1.255145767E-9	76.839530699E-12	2.708848793E+9	165.834658837E+6	-1.215623079E+0	-887.061252233E-3	258.822199001E-3	197.372745869E-3	-968.511476316E+6	-706.739628011E+6	206.208876988E+6	157.250855726E+6	300.001300000E+0
856.973179340E+0	3.500000000E+0	1.198547133E-9	50.297979051E-12	2.920202220E+9	122.548597398E+6	-1.189680485E+0	-876.663222667E-3	262.344546037E-3	197.876081518E-3	-992.602169977E+6	-731.438254104E+6	218.885464527E+6	165.096620746E+6	300.001300000E+0
863.299168110E+0	3.599999905E+0	1.195666167E-9	48.436181401E-12	3.010873775E+9	121.969854460E+6	-1.166105015E+0	-863.057193300E-3	262.740940495E-3	198.560250614E-3	-975.276417372E+6	-721.821205083E+6	219.744396739E+6	166.066629758E+6	300.001300000E+0
869.632398605E+0	3.700000048E+0	1.241770367E-9	46.693332718E-12	2.979616962E+9	112.040237006E+6	-1.142535430E+0	-848.234838233E-3	261.457195915E-3	195.395236578E-3	-920.085920180E+6	-683.085102530E+6	210.551969134E+6	157.352149659E+6	300.001300000E+0
875.962864876E+0	3.799999952E+0	1.271688833E-9	59.568025192E-12	2.988152332E+9	139.970037242E+6	-1.116023312E+0	-836.030592200E-3	262.731347405E-3	196.555371505E-3	-877.591501039E+6	-657.417577544E+6	206.600341623E+6	154.562473423E+6	300.001300000E+0
882.284549236E+0	3.900000095E+0	1.333980833E-9	46.146792835E-12	2.923580308E+9	101.136276798E+6	-1.095868840E+0	-824.087347067E-3	263.207852366E-3	198.411264795E-3	-821.502687682E+6	-617.765507925E+6	197.310070571E+6	148.736218570E+6	300.000700000E+0
888.735148430E+0	4.000000000E+0	1.329790433E-9	46.080368905E-12	3.007992763E+9	104.234030203E+6	-1.051638713E+0	-798.438180767E-3	264.035122864E-3	195.692543867E-3	-790.830409844E+6	-600.424067396E+6	198.553934699E+6	147.160438939E+6	300.000700000E+0
895.069749832E+0	4.099999905E+0	1.342023233E-9	51.497917358E-12	3.055088618E+9	117.233962303E+6	-825.863152833E-3	-966.178431733E-3	273.814003504E-3	187.533336746E-3	-615.386628428E+6	-719.941658039E+6	204.030747533E+6	139.739262397E+6	300.000700000E+0
901.400180817E+0	4.199999809E+0	1.322309167E-9	51.536310879E-12	3.176261585E+9	123.793140509E+6	-1.136339589E+0	-709.035901367E-3	256.359837807E-3	202.880862792E-3	-859.359987597E+6	-536.210380477E+6	193.872843258E+6	153.429219056E+6	300.000700000E+0
907.728040218E+0	4.300000191E+0	1.330844033E-9	49.284170643E-12	3.231032400E+9	119.652452244E+6	-1.055894988E+0	-741.676444467E-3	260.618185656E-3	199.396809396E-3	-793.402503890E+6	-557.297794400E+6	195.829247551E+6	149.827330928E+6	300.000700000E+0
914.060863495E+0	4.400000095E+0	1.333758667E-9	39.810792853E-12	3.298947707E+9	98.468881281E+6	-1.004146147E+0	-749.890749000E-3	259.708869097E-3	198.593258326E-3	-752.869444947E+6	-562.238707602E+6	194.719536290E+6	148.897445459E+6	300.000700000E+0
920.536704063E+0	4.500000000E+0	1.376405700E-9	62.254083246E-12	3.269384891E+9	147.872505318E+6	-941.146356800E-3	-730.630263967E-3	259.092018427E-3	197.601404890E-3	-683.771039890E+6	-530.824788045E+6	188.238117895E+6	143.563343925E+6	300.000700000E+0
926.868546009E+0	4.599999905E+0	1.371515533E-9	54.810270921E-12	3.353953924E+9	134.035028226E+6	-705.735868567E-3	-904.317342733E-3	272.948955792E-3	186.565300317E-3	-514.566442315E+6	-659.356252813E+6	199.012660928E+6	136.028572614E+6	300.000700000E+0
933.203883648E+0	4.699999809E+0	1.349195667E-9	65.217476684E-12	3.483556852E+9	168.388317116E+6	-1.016612110E+0	-647.988203300E-3	257.358021689E-3	201.516082995E-3	-753.494941875E+6	-480.277412172E+6	190.749220478E+6	149.360161742E+6	300.000700000E+0
939.542071342E+0	4.800000191E+0	1.372589667E-9	54.074344002E-12	3.497039434E+9	137.768859787E+6	-713.065567067E-3	-846.331963700E-3	270.008355192E-3	187.834905363E-3	-519.503814128E+6	-616.595027817E+6	196.714547508E+6	136.847092707E+6	300.000700000E+0
945.873902798E+0	4.900000095E+0	1.434793467E-9	59.840790069E-12	3.415125737E+9	142.434313397E+6	-1.002286244E+0	-614.833404767E-3	252.967220641E-3	203.477954239E-3	-698.557853344E+6	-428.517008929E+6	176.309152863E+6	141.816894882E+6	300.002300000E+0
952.369070530E+0	5.000000000E+0	1.465171767E-9	76.126750703E-12	3.412569170E+9	177.308769108E+6	-885.097068900E-3	-643.155041467E-3	260.019052645E-3	201.264911666E-3	-604.090993996E+6	-438.962213236E+6	177.466600545E+6	137.366086520E+6	300.002300000E+0
958.704514027E+0	5.099999905E+0	1.453364633E-9	77.133758871E-12	3.509098672E+9	186.236794680E+6	-835.774750867E-3	-660.889122333E-3	257.855998305E-3	197.979142998E-3	-575.061984927E+6	-454.730428397E+6	177.420031003E+6	136.221247206E+6	300.002300000E+0
965.033139229E+0	5.199999809E+0	1.463962967E-9	54.048973279E-12	3.552002289E+9	131.138615662E+6	-800.290858300E-3	-663.567394900E-3	261.709419155E-3	197.812527980E-3	-546.660589456E+6	-453.267883142E+6	178.767786559E+6	135.121265007E+6	300.002300000E+0
971.367911339E+0	5.300000191E+0	1.476366733E-9	61.018619848E-12	3.589894076E+9	148.371252889E+6	-774.023468433E-3	-655.152344400E-3	261.312638382E-3	196.807437538E-3	-524.275880076E+6	-443.759893533E+6	176.997105450E+6	133.305250718E+6	300.002300000E+0
977.697460175E+0	5.400000095E+0	1.470470367E-9	54.569555764E-12	3.672294402E+9	136.279845331E+6	-753.089456600E-3	-646.037038100E-3	262.183462943E-3	197.462707388E-3	-512.141879001E+6	-439.340399334E+6	178.299045589E+6	134.285404089E+6	300.002300000E+0
984.018724442E+0	5.500000000E+0	1.479791667E-9	48.307110673E-12	3.716739406E+9	121.331229163E+6	-732.196458567E-3	-637.797879133E-3	260.374336841E-3	197.939617078E-3	-494.796987346E+6	-431.005183703E+6	175.953374185E+6	133.761813596E+6	300.002300000E+0
990.351097584E+0	5.599999905E+0	1.481271600E-9	64.669843190E-12	3.780535524E+9	165.051864571E+6	-710.157123100E-3	-632.275702033E-3	261.823143243E-3	198.403981751E-3	-479.423978087E+6	-426.846570226E+6	176.755662664E+6	133.941663197E+6	300.002300000E+0
996.686048985E+0	5.699999809E+0	1.475938800E-9	59.695317781E-12	3.861948618E+9	156.199057861E+6	-690.974355100E-3	-621.816951900E-3	262.231094131E-3	196.423877511E-3	-468.159218458E+6	-421.302666411E+6	177.670709742E+6	133.084025917E+6	300.002300000E+0
1.003019305E+3	5.800000191E+0	1.493556367E-9	70.829732036E-12	3.883348711E+9	184.162147953E+6	-466.219505789E-3	-786.808465400E-3	273.800779794E-3	185.683348459E-3	-312.153940885E+6	-526.801989506E+6	183.321356933E+6	124.322960019E+6	300.002300000E+0
1.009347445E+3	5.900000095E+0	1.514530933E-9	47.701270298E-12	3.895595637E+9	122.694661654E+6	-775.101474900E-3	-526.970540167E-3	255.941755633E-3	202.873978489E-3	-511.776588936E+6	-347.943068424E+6	168.990774635E+6	133.951690272E+6	299.994100000E+0
1.015802877E+3	6.000000000E+0	1.515380500E-9	42.938011584E-12	3.959401616E+9	112.188874305E+6	-679.229192067E-3	-548.945216533E-3	257.329496430E-3	200.019938370E-3	-448.223526742E+6	-362.249096206E+6	169.811803986E+6	131.993211190E+6	299.994100000E+0
1.022145723E+3	6.099999905E+0	1.536867267E-9	41.849823411E-12	3.969113037E+9	108.081343984E+6	-636.944469633E-3	-566.486937767E-3	261.215731031E-3	198.385723239E-3	-414.443383269E+6	-368.598479552E+6	169.966357340E+6	129.084487347E+6	299.994100000E+0
1.028486675E+3	6.199999809E+0	1.506743933E-9	68.356511954E-12	4.114833099E+9	186.677796888E+6	-609.600578633E-3	-564.876872633E-3	259.622321263E-3	197.910332014E-3	-404.581405737E+6	-374.899052279E+6	172.306863508E+6	131.349679024E+6	299.994100000E+0
1.034816532E+3	6.300000191E+0	1.528382400E-9	46.800838732E-12	4.122005194E+9	126.220571712E+6	-589.616295233E-3	-560.557802400E-3	260.585163182E-3	196.907938267E-3	-385.777993278E+6	-366.765413158E+6	170.497359288E+6	128.834209467E+6	299.994100000E+0
1.041148975E+3	6.400000095E+0	1.556425267E-9	47.084002589E-12	4.111986764E+9	124.393248798E+6	-572.563894833E-3	-555.316397733E-3	262.008340576E-3	198.996405369E-3	-367.871112797E+6	-356.789631745E+6	168.339814437E+6	127.854776989E+6	299.994100000E+0
1.047484560E+3	6.500000000E+0	1.586448500E-9	44.304424464E-12	4.097202021E+9	114.421727173E+6	-549.352544533E-3	-548.187026867E-3	257.631261396E-3	196.947210670E-3	-346.278208548E+6	-345.543537573E+6	162.394973046E+6	124.143463006E+6	299.994100000E+0
1.053814451E+3	6.599999905E+0	1.582562800E-9	57.651809067E-12	4.170450553E+9	151.927000313E+6	-322.763645904E-3	-715.895356567E-3	268.683287361E-3	187.052918165E-3	-203.949976522E+6	-452.364580140E+6	169.777330391E+6	118.196205651E+6	299.994100000E+0
1.060151342E+3	6.699999809E+0	1.573481333E-9	39.125205691E-12	4.258073907E+9	105.878610662E+6	-631.506806167E-3	-454.908403333E-3	253.932676484E-3	203.059458703E-3	-401.343691081E+6	-289.109501140E+6	161.382706680E+6	129.051075727E+6	299.994100000E+0
1.066480302E+3	6.800000191E+0	1.570074100E-9	42.105989931E-12	4.331005900E+9	116.148206523E+6	-564.676348400E-3	-492.565087600E-3	258.517007384E-3	199.279467115E-3	-359.649489409E+6	-313.720917758E+6	164.652743068E+6	126.923606418E+6	299.994100000E+0
1.072809974E+3	6.900000095E+0	1.592429600E-9	56.714257680E-12	4.333001657E+9	154.319520626E+6	-523.933240880E-3	-500.780513767E-3	259.439514187E-3	197.647034987E-3	-329.015010070E+6	-314.475763178E+6	162.920554973E+6	124.116654819E+6	300.005700000E+0
1.079301260E+3	7.000000000E+0	1.600556100E-9	45.854909987E-12	4.373479942E+9	125.297407001E+6	-267.110891144E-3	-655.865447867E-3	271.654218906E-3	187.771912672E-3	-166.886303544E+6	-409.773483020E+6	169.724896807E+6	117.316670545E+6	300.005700000E+0
1.085646856E+3	7.099999905E+0	1.622618367E-9	52.566785700E-12	4.375643744E+9	141.754544200E+6	-581.921823767E-3	-414.553147147E-3	254.663976466E-3	201.824352340E-3	-358.631355173E+6	-255.484071710E+6	156.946316951E+6	124.381898101E+6	300.005700000E+0
1.091977929E+3	7.199999809E+0	1.643404433E-9	61.018197316E-12	4.381149073E+9	162.668308037E+6	-512.015882883E-3	-460.979220200E-3	257.138848758E-3	200.578163953E-3	-311.558051383E+6	-280.502602311E+6	156.467174812E+6	122.050397264E+6	300.005700000E+0
1.098313757E+3	7.300000191E+0	1.670684100E-9	37.014205323E-12	4.369467687E+9	96.806077302E+6	-472.227909230E-3	-472.474699033E-3	259.986647372E-3	197.842025823E-3	-282.655415964E+6	-282.803133778E+6	155.616880158E+6	118.419769377E+6	300.005700000E+0
1.104661725E+3	7.400000095E+0	1.671449600E-9	51.716974297E-12	4.427294784E+9	136.986655496E+6	-445.566530950E-3	-477.473953633E-3	259.904188910E-3	199.429143995E-3	-266.574912549E+6	-285.664583385E+6	155.496276352E+6	119.315080751E+6	300.005700000E+0
1.110995664E+3	7.500000000E+0	1.677378433E-9	42.447533116E-12	4.471262925E+9	113.149231744E+6	-422.255648103E-3	-476.504772500E-3	259.549927959E-3	197.259736167E-3	-251.735469893E+6	-284.077083043E+6	154.735462673E+6	117.600019320E+6	300.005700000E+0
1.117332714E+3	7.599999905E+0	1.666253433E-9	50.626875457E-12	4.561130830E+9	138.583841948E+6	-408.905860189E-3	-470.010403667E-3	261.729087443E-3	198.143784816E-3	-245.404361671E+6	-282.076180168E+6	157.076397988E+6	118.915754862E+6	300.005700000E+0
1.123664348E+3	7.699999809E+0	1.683735733E-9	54.462538855E-12	4.573164100E+9	147.924714399E+6	-398.394620958E-3	-465.117842067E-3	259.031170284E-3	196.148906933E-3	-236.613509514E+6	-276.241593534E+6	153.843127015E+6	116.496254757E+6	300.005700000E+0
1.129998199E+3	7.800000191E+0	1.678367133E-9	52.930147057E-12	4.647374246E+9	146.562809400E+6	-179.163535687E-3	-632.143392500E-3	271.658673211E-3	186.246936591E-3	-106.748715539E+6	-376.641903875E+6	161.858909064E+6	110.969127608E+6	300.005700000E+0
1.136331774E+3	7.900000095E+0	1.675537967E-9	58.636352758E-12	4.714903662E+9	165.000590774E+6	-491.826745890E-3	-375.204851243E-3	253.962893395E-3	203.293410695E-3	-293.533632585E+6	-223.930975429E+6	151.570957178E+6	121.330232283E+6	300.003900000E+0
