0.017453,0.68884,0.62795
0.087266,0.68268,0.61521
0.15708,0.61843,0.55576
0.22689,0.49775,0.4438
0.29671,0.35659,0.31446
0.36652,0.21122,0.18554
0.43633,0.088393,0.077071
0.50615,0.023413,0.020375
0.57596,0.026287,0.022663
0.64577,0.1035,0.089233
0.71558,0.23947,0.20742
0.7854,0.42584,0.36985
0.85521,0.59886,0.52175
0.92502,0.77171,0.67417
0.99484,0.90391,0.79712
1.0647,0.96829,0.86504
1.1345,0.92639,0.83384
1.2043,0.79991,0.72689
1.2741,0.64218,0.58917
1.3439,0.45033,0.41765
1.4137,0.26967,0.25396
1.4835,0.11923,0.11348
1.5533,0.033318,0.031996
1.6232,0.030628,0.029679
1.693,0.10323,0.1009
1.7628,0.25132,0.24841
1.8326,0.44558,0.44207
1.9024,0.64516,0.64462
1.9722,0.83122,0.8347
2.042,0.95482,0.95761
2.1118,1,1
2.1817,0.96901,0.9682
2.2515,0.86103,0.85852
2.3213,0.68957,0.68158
2.3911,0.47894,0.47007
2.4609,0.2813,0.27303
2.5307,0.12217,0.1178
2.6005,0.032309,0.030813
2.6704,0.02077,0.0196
2.7402,0.094123,0.087715
2.81,0.2222,0.20549
2.8798,0.39021,0.357
2.9496,0.54588,0.49466
3.0194,0.67311,0.60419
3.0892,0.74776,0.6667
3.159,0.77847,0.68703
3.2289,0.75733,0.66602
3.2987,0.66461,0.58107
3.3685,0.52564,0.45867
3.4383,0.3737,0.3252
3.5081,0.22521,0.1956
3.5779,0.092198,0.080326
3.6477,0.027472,0.023888
3.7176,0.030058,0.02631
3.7874,0.096882,0.085503
3.8572,0.21691,0.1934
3.927,0.36116,0.32393
3.9968,0.49375,0.44832
4.0666,0.59167,0.54131
4.1364,0.64612,0.6014
4.2062,0.63819,0.60272
4.2761,0.57252,0.54869
4.3459,0.47258,0.46096
4.4157,0.36721,0.36251
4.4855,0.25794,0.25957
4.5553,0.15601,0.15938
4.6251,0.07318,0.075911
4.6949,0.022862,0.023959
4.7647,0.019859,0.021126
4.8346,0.065957,0.070836
4.9044,0.14795,0.1609
4.9742,0.2576,0.28225
5.044,0.36038,0.39763
5.1138,0.45971,0.50722
5.1836,0.52855,0.58267
5.2534,0.56639,0.62575
5.3233,0.53927,0.59396
5.3931,0.51214,0.56162
5.4629,0.42066,0.4593
5.5327,0.30412,0.32975
5.6025,0.18261,0.19595
5.6723,0.082018,0.087178
5.7421,0.023148,0.024207
5.8119,0.014733,0.015218
5.8818,0.067588,0.068818
5.9516,0.16148,0.16168
6.0214,0.2812,0.2776
6.0912,0.41242,0.39916
6.161,0.5323,0.50723
6.2308,0.62134,0.58467
