#Flip Current
5.909479650E-3	5.911119480E-3	5.872165140E-3	5.849575630E-3	5.868333290E-3	5.863201840E-3	5.860189910E-3	5.860730940E-3	5.869337270E-3	5.921365630E-3	5.872728480E-3	5.873682260E-3	5.930362390E-3	5.869683080E-3	5.929380720E-3	5.873593020E-3	5.861510970E-3	5.858554820E-3	5.875159440E-3	5.875488520E-3	5.879772140E-3	5.873497300E-3	5.865727660E-3	5.872292530E-3	5.871612060E-3	5.871745920E-3	5.875672580E-3	5.878400040E-3	5.878628720E-3	5.879192060E-3
5.865385640E-3	5.788916530E-3	5.858034340E-3	5.872329770E-3	5.867689190E-3	5.795698910E-3	5.886290540E-3	5.860164990E-3	5.882157530E-3	5.868503530E-3	5.792971450E-3	5.873311430E-3	5.792095290E-3	5.885977980E-3	5.936511320E-3	5.874616350E-3	5.871766180E-3	5.870065000E-3	5.891650430E-3	5.877037040E-3	5.880088000E-3	5.882631400E-3	5.886100690E-3	5.885743720E-3	5.879530240E-3	5.880556520E-3	5.882246550E-3	5.883066460E-3	5.877879260E-3	5.881772450E-3
5.910477750E-3	5.880977560E-3	5.925180430E-3	5.885858000E-3	5.869002340E-3	5.860251010E-3	5.889199010E-3	5.940112510E-3	5.878061140E-3	5.875869130E-3	5.874809370E-3	5.943358700E-3	5.932504590E-3	5.874915350E-3	5.874106590E-3	5.882121670E-3	5.880721680E-3	5.887303310E-3	5.884090580E-3	5.882807720E-3	5.879221300E-3	5.881625260E-3	5.884754320E-3	5.883733610E-3	5.882149560E-3	5.884559110E-3	5.882104940E-3	5.885211690E-3	5.881206940E-3	5.885473840E-3
5.880129610E-3	5.935007900E-3	5.884262630E-3	5.884775770E-3	5.855359370E-3	5.876727270E-3	5.934634210E-3	5.933864500E-3	5.851488500E-3	5.885445100E-3	5.873832480E-3	5.793721000E-3	5.796264400E-3	5.881122440E-3	5.940011040E-3	5.880112890E-3	5.938672410E-3	5.795823770E-3	5.885712830E-3	5.882862660E-3	5.880029230E-3	5.878300160E-3	5.883024410E-3	5.884112050E-3	5.882059480E-3	5.882901700E-3	5.881440370E-3	5.883743930E-3	5.879120070E-3	5.881715080E-3
5.873897170E-3	5.875168880E-3	5.867058980E-3	5.882090730E-3	5.889839940E-3	5.842089730E-3	5.792498900E-3	5.874780300E-3	5.877474300E-3	5.867713430E-3	5.874663170E-3	5.864400300E-3	5.920288300E-3	5.875522130E-3	5.854656160E-3	5.874702210E-3	5.873475130E-3	5.876637660E-3	5.877797810E-3	5.879521300E-3	5.879510140E-3	5.882349160E-3	5.875293440E-3	5.870156430E-3	5.874094250E-3	5.873692660E-3	5.876570720E-3	5.876654390E-3	5.884279030E-3	5.886006870E-3
5.881261390E-3	5.868884620E-3	5.872431990E-3	5.832652310E-3	5.886197590E-3	5.876330760E-3	5.870078230E-3	5.868816600E-3	5.797032340E-3	5.880908930E-3	5.883452340E-3	5.878293020E-3	5.865191140E-3	5.880663520E-3	5.943110810E-3	5.879073890E-3	5.880931240E-3	5.878532860E-3	5.888589350E-3	5.876452400E-3	5.878075490E-3	5.873301030E-3	5.876669930E-3	5.881745580E-3	5.880903360E-3	5.879475480E-3	5.878287440E-3	5.890987740E-3	5.884171860E-3	5.885103320E-3
5.854358890E-3	5.872452730E-3	5.941934180E-3	5.788588320E-3	5.874232870E-3	5.880803320E-3	5.880083810E-3	5.931509580E-3	5.874539640E-3	5.877730050E-3	5.857979650E-3	5.876424880E-3	5.774365360E-3	5.852301620E-3	5.881890960E-3	5.940272040E-3	5.879464690E-3	5.794489460E-3	5.870083110E-3	5.881801720E-3	5.881115670E-3	5.879386600E-3	5.871042470E-3	5.883603290E-3	5.884545910E-3	5.881400130E-3	5.881043160E-3	5.870624910E-3	5.875700540E-3	5.880095700E-3
5.862732860E-3	5.798440730E-3	5.837333580E-3	5.864346060E-3	5.882272580E-3	5.870509350E-3	5.879160260E-3	5.877191360E-3	5.794737180E-3	5.883321180E-3	5.942739720E-3	5.877498130E-3	5.863704640E-3	5.878033580E-3	5.880811240E-3	5.863503840E-3	5.775711870E-3	5.875852730E-3	5.881664620E-3	5.884001650E-3	5.888580890E-3	5.887074930E-3	5.882802460E-3	5.880855860E-3	5.880437540E-3	5.882155450E-3	5.879270470E-3	5.876665710E-3	5.876732640E-3	5.882550120E-3
5.858898830E-3	5.878208570E-3	5.875531310E-3	5.871026480E-3	5.883732300E-3	5.872036030E-3	5.883146650E-3	5.945114040E-3	5.884652610E-3	5.874696550E-3	5.878952280E-3	5.849106420E-3	5.876464660E-3	5.867055210E-3	5.793369240E-3	5.877981770E-3	5.940886200E-3	5.881077360E-3	5.884284490E-3	5.887045410E-3	5.881796870E-3	5.879549090E-3	5.882053440E-3	5.887642220E-3	5.887435850E-3	5.881551450E-3	5.893336970E-3	5.886638250E-3	5.877325970E-3	5.885926670E-3
5.861838630E-3	5.882871810E-3	5.882866240E-3	5.872313390E-3	5.859044240E-3	5.875944420E-3	5.937883840E-3	5.939780230E-3	5.859021930E-3	5.875068730E-3	5.880690970E-3	5.794996470E-3	5.885208840E-3	5.876184250E-3	5.867098320E-3	5.868431370E-3	5.885850260E-3	5.883479780E-3	5.888098040E-3	5.890089250E-3	5.885565800E-3	5.887833340E-3	5.885942520E-3	5.882562490E-3	5.881564090E-3	5.883527410E-3	5.882105120E-3	5.883192760E-3	5.889216580E-3	5.880192000E-3
