[Main]
Experiment = "VvsI"
Header length = 74    
Date = "20181215 10:23:59"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = 9.000000E+0
Final field (T) = -9.000000E+0
Measurement interval (T) = 1.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "7"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "8"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 5.000000E+0
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = 1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 5.000000
Auto-range = TRUE
Manual range (A) = 0.000001
Check output compliance = TRUE
Inital delay (s) = 0.000000
Time (s)	Magnetic Field (T)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.863403142E+3	4.500019531E+0	1.000000000E-6	475.027475950E-6	-71.626353672E-6	3.898090467E-3	65.202981899E-6	468.470163673E-9	6.479987259E-6	475.027475920E+0	-71.626353667E+0	3.898090466E+3	65.202981895E+0	468.470163644E-3	6.479987258E+0	199.999800000E+0
2.906528012E+3	4.400022656E+0	1.000000000E-6	471.126442767E-6	-71.463906287E-6	3.897912567E-3	45.970266580E-6	500.732309446E-9	5.768504550E-6	471.126442737E+0	-71.463906282E+0	3.897912566E+3	45.970266577E+0	500.732309415E-3	5.768504549E+0	199.997100000E+0
2.949649967E+3	4.300002734E+0	1.000000000E-6	459.585496850E-6	-71.845923093E-6	3.896339450E-3	33.759209600E-6	571.154299658E-9	6.227675207E-6	459.585496821E+0	-71.845923089E+0	3.896339450E+3	33.759209598E+0	571.154299623E-3	6.227675207E+0	199.997500000E+0
2.992774057E+3	4.200014453E+0	1.000000000E-6	467.589775317E-6	-71.758710978E-6	3.897162900E-3	29.217573410E-6	494.568653025E-9	6.616034532E-6	467.589775288E+0	-71.758710974E+0	3.897162900E+3	29.217573409E+0	494.568652994E-3	6.616034532E+0	199.999100000E+0
3.035870251E+3	4.100015234E+0	1.000000000E-6	478.113783200E-6	-71.781236322E-6	3.895778000E-3	64.163251541E-6	520.980295455E-9	4.977840653E-6	478.113783170E+0	-71.781236317E+0	3.895778000E+3	64.163251537E+0	520.980295422E-3	4.977840652E+0	200.000700000E+0
3.078990247E+3	4.000017188E+0	1.000000000E-6	463.294444183E-6	-72.044984475E-6	3.897343433E-3	29.144797657E-6	611.673951103E-9	6.868322979E-6	463.294444155E+0	-72.044984471E+0	3.897343433E+3	29.144797655E+0	611.673951064E-3	6.868322978E+0	199.998900000E+0
3.122125902E+3	3.899998437E+0	1.000000000E-6	455.622151583E-6	-72.044335630E-6	3.893483033E-3	45.566604310E-6	617.860223243E-9	6.448149932E-6	455.622151555E+0	-72.044335626E+0	3.893483033E+3	45.566604308E+0	617.860223205E-3	6.448149932E+0	199.999700000E+0
3.165764469E+3	3.800025391E+0	1.000000000E-6	451.813310433E-6	-72.024666493E-6	3.892318517E-3	55.956186796E-6	532.848246873E-9	5.602854027E-6	451.813310405E+0	-72.024666489E+0	3.892318516E+3	55.956186793E+0	532.848246840E-3	5.602854027E+0	199.999300000E+0
3.209130424E+3	3.700018750E+0	1.000000000E-6	458.732505583E-6	-72.239240855E-6	3.892809817E-3	78.379489604E-6	859.427257160E-9	5.635180176E-6	458.732505555E+0	-72.239240851E+0	3.892809816E+3	78.379489599E+0	859.427257106E-3	5.635180176E+0	199.999600000E+0
3.252222081E+3	3.600025000E+0	1.000000000E-6	464.484757167E-6	-72.457328877E-6	3.893713200E-3	28.980954077E-6	571.556391446E-9	5.165474827E-6	464.484757138E+0	-72.457328872E+0	3.893713200E+3	28.980954075E+0	571.556391410E-3	5.165474827E+0	200.000400000E+0
3.295329626E+3	3.500021484E+0	1.000000000E-6	463.541470783E-6	-72.834482847E-6	3.893845483E-3	25.393206912E-6	687.757033022E-9	6.550783509E-6	463.541470755E+0	-72.834482842E+0	3.893845483E+3	25.393206910E+0	687.757032979E-3	6.550783509E+0	200.000600000E+0
3.338415204E+3	3.400024219E+0	1.000000000E-6	469.263134650E-6	-72.481600828E-6	3.890403867E-3	41.527102113E-6	584.430005982E-9	9.157987346E-6	469.263134621E+0	-72.481600824E+0	3.890403866E+3	41.527102111E+0	584.430005945E-3	9.157987345E+0	199.997900000E+0
3.381526380E+3	3.300006641E+0	1.000000000E-6	458.961560250E-6	-72.531893413E-6	3.891113067E-3	51.919120229E-6	693.818947377E-9	5.062675251E-6	458.961560221E+0	-72.531893409E+0	3.891113066E+3	51.919120226E+0	693.818947334E-3	5.062675251E+0	199.999100000E+0
3.424645319E+3	3.199989062E+0	1.000000000E-6	456.051909150E-6	-72.716939972E-6	3.890822850E-3	56.022667507E-6	557.436553369E-9	6.296579382E-6	456.051909122E+0	-72.716939967E+0	3.890822850E+3	56.022667504E+0	557.436553334E-3	6.296579382E+0	200.000400000E+0
3.467763008E+3	3.099971484E+0	1.000000000E-6	468.299894250E-6	-72.973532067E-6	3.891005333E-3	27.523254580E-6	732.176306969E-9	5.958585397E-6	468.299894221E+0	-72.973532062E+0	3.891005333E+3	27.523254578E+0	732.176306923E-3	5.958585397E+0	200.001500000E+0
3.510887199E+3	3.000019141E+0	1.000000000E-6	464.605334967E-6	-72.898715798E-6	3.890534150E-3	24.171899373E-6	821.694008513E-9	5.149430984E-6	464.605334938E+0	-72.898715794E+0	3.890534150E+3	24.171899372E+0	821.694008462E-3	5.149430984E+0	199.998800000E+0
3.553997798E+3	2.899994727E+0	1.000000000E-6	456.797832717E-6	-72.812760565E-6	3.889991167E-3	40.396758439E-6	668.253089324E-9	5.847461556E-6	456.797832688E+0	-72.812760560E+0	3.889991166E+3	40.396758437E+0	668.253089283E-3	5.847461555E+0	200.001400000E+0
3.597577629E+3	2.799990234E+0	1.000000000E-6	456.957964933E-6	-73.148225217E-6	3.889654633E-3	43.412288853E-6	672.811141448E-9	5.221490631E-6	456.957964905E+0	-73.148225212E+0	3.889654633E+3	43.412288850E+0	672.811141406E-3	5.221490631E+0	199.998700000E+0
3.641106527E+3	2.699990820E+0	1.000000000E-6	462.916313533E-6	-73.166082058E-6	3.889192500E-3	33.524225123E-6	676.766676992E-9	5.247319170E-6	462.916313505E+0	-73.166082054E+0	3.889192500E+3	33.524225121E+0	676.766676950E-3	5.247319170E+0	199.999300000E+0
3.684226644E+3	2.599990625E+0	1.000000000E-6	460.182474433E-6	-73.035479025E-6	3.886467250E-3	39.732505785E-6	668.388990686E-9	5.765205832E-6	460.182474405E+0	-73.035479020E+0	3.886467250E+3	39.732505783E+0	668.388990644E-3	5.765205832E+0	199.999300000E+0
3.727334939E+3	2.499983984E+0	1.000000000E-6	460.449333133E-6	-73.470549605E-6	3.887595350E-3	68.779210417E-6	699.458813500E-9	5.704370216E-6	460.449333105E+0	-73.470549600E+0	3.887595350E+3	68.779210412E+0	699.458813457E-3	5.704370216E+0	199.998600000E+0
3.770457148E+3	2.399982617E+0	1.000000000E-6	459.705725183E-6	-73.394153877E-6	3.886319750E-3	34.192007030E-6	839.984222699E-9	7.451609490E-6	459.705725155E+0	-73.394153872E+0	3.886319750E+3	34.192007028E+0	839.984222646E-3	7.451609490E+0	199.999700000E+0
3.813618794E+3	2.299977734E+0	1.000000000E-6	458.446455150E-6	-73.508595647E-6	3.887823067E-3	45.285034066E-6	654.986192687E-9	5.737577431E-6	458.446455122E+0	-73.508595642E+0	3.887823066E+3	45.285034063E+0	654.986192647E-3	5.737577431E+0	199.999800000E+0
3.856734582E+3	2.199993945E+0	1.000000000E-6	469.858979350E-6	-73.789359698E-6	3.884911233E-3	33.816257455E-6	782.181398030E-9	5.612825663E-6	469.858979321E+0	-73.789359694E+0	3.884911233E+3	33.816257453E+0	782.181397981E-3	5.612825662E+0	200.000000000E+0
3.899881714E+3	2.099987305E+0	1.000000000E-6	456.884537000E-6	-73.616123727E-6	3.887324233E-3	52.300930818E-6	596.155264146E-9	6.064429806E-6	456.884536972E+0	-73.616123722E+0	3.887324233E+3	52.300930815E+0	596.155264109E-3	6.064429805E+0	199.999800000E+0
3.943076766E+3	1.999997852E+0	1.000000000E-6	460.307616550E-6	-73.545448607E-6	3.887139500E-3	54.395588953E-6	637.204987745E-9	6.031864102E-6	460.307616521E+0	-73.545448602E+0	3.887139500E+3	54.395588950E+0	637.204987705E-3	6.031864101E+0	199.999000000E+0
3.986255244E+3	1.899981250E+0	1.000000000E-6	460.450856467E-6	-73.827962922E-6	3.887697750E-3	49.810335830E-6	626.917409498E-9	6.100025152E-6	460.450856438E+0	-73.827962917E+0	3.887697750E+3	49.810335827E+0	626.917409459E-3	6.100025152E+0	199.997500000E+0
4.029408864E+3	1.799988477E+0	1.000000000E-6	467.145685117E-6	-73.794289225E-6	3.886981550E-3	49.113116457E-6	546.212756594E-9	5.339170903E-6	467.145685088E+0	-73.794289220E+0	3.886981550E+3	49.113116454E+0	546.212756560E-3	5.339170903E+0	200.000000000E+0
4.072572116E+3	1.699987109E+0	1.000000000E-6	453.086187700E-6	-73.953940115E-6	3.884393533E-3	59.372175881E-6	660.390562370E-9	5.398491021E-6	453.086187672E+0	-73.953940110E+0	3.884393533E+3	59.372175878E+0	660.390562329E-3	5.398491021E+0	199.999500000E+0
4.115661221E+3	1.599977051E+0	1.000000000E-6	460.688889683E-6	-74.130009023E-6	3.885134200E-3	60.674452511E-6	631.357956537E-9	6.128140768E-6	460.688889655E+0	-74.130009019E+0	3.885134200E+3	60.674452507E+0	631.357956498E-3	6.128140768E+0	199.998000000E+0
4.158771338E+3	1.499982324E+0	1.000000000E-6	475.066399650E-6	-73.999748877E-6	3.883689317E-3	56.154922523E-6	567.740793923E-9	6.339552225E-6	475.066399620E+0	-73.999748872E+0	3.883689316E+3	56.154922519E+0	567.740793888E-3	6.339552225E+0	199.997400000E+0
4.201971235E+3	1.399996191E+0	1.000000000E-6	466.114757733E-6	-74.031431540E-6	3.884442100E-3	41.284041612E-6	508.021799320E-9	5.645206428E-6	466.114757704E+0	-74.031431535E+0	3.884442100E+3	41.284041610E+0	508.021799289E-3	5.645206428E+0	199.998200000E+0
4.245085248E+3	1.299981836E+0	1.000000000E-6	470.290403150E-6	-74.129341580E-6	3.884071850E-3	41.032074473E-6	706.576096628E-9	5.022105300E-6	470.290403121E+0	-74.129341575E+0	3.884071850E+3	41.032074471E+0	706.576096585E-3	5.022105300E+0	199.998500000E+0
4.288349967E+3	1.199975977E+0	1.000000000E-6	463.420800167E-6	-74.268206328E-6	3.885315283E-3	40.702206669E-6	578.808290637E-9	5.541110684E-6	463.420800138E+0	-74.268206324E+0	3.885315283E+3	40.702206667E+0	578.808290601E-3	5.541110684E+0	200.002000000E+0
