[Main]
Experiment = ""
Header length = 58    
Date = "20181213 18:12:55"
Comments = "SD: 3I- to 2I+; voltage1: 1V+ to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Magnetic Field (T)	Temperature (K)
3.249312374E+3	250.000000000E-9	782.624962967E-6	96.485980000E-3	655.402446968E-9	549.154210984E-6	3.130499852E+3	385.943920000E+3	2.621609788E+0	2.196616844E+3	599.755331012E-6	2.632569163E-6	-4.353326932E-6	25.211400000E+0
3.256322439E+3	240.000000000E-9	739.719479400E-6	92.595744000E-3	846.693237883E-9	378.387343537E-6	3.082164497E+3	385.815600000E+3	3.527888491E+0	1.576613931E+3	233.070441555E-6	2.570538137E-6	-4.353326932E-6	25.269400000E+0
3.262796907E+3	230.000000000E-9	709.471460067E-6	88.686759000E-3	737.027924569E-9	305.576608345E-6	3.084658522E+3	385.594604348E+3	3.204469237E+0	1.328593949E+3	330.600158966E-6	2.558208844E-6	-4.353326932E-6	25.324400000E+0
3.269442976E+3	220.000000000E-9	679.206293433E-6	84.844851667E-3	662.859389450E-9	261.194935832E-6	3.087301334E+3	385.658416667E+3	3.012997225E+0	1.187249708E+3	330.412851221E-6	2.602873816E-6	-4.353326932E-6	25.383500000E+0
3.276078117E+3	210.000000000E-9	649.173295767E-6	80.918757667E-3	793.577412312E-9	203.892773200E-6	3.091301408E+3	385.327417460E+3	3.778940059E+0	970.917967621E+0	332.967095426E-6	2.547060768E-6	-4.353326932E-6	25.441700000E+0
3.283170459E+3	200.000000000E-9	622.232206200E-6	77.062297333E-3	665.686056555E-9	160.540235132E-6	3.111161031E+3	385.311486667E+3	3.328430283E+0	802.701175658E+0	371.180236614E-6	2.593051435E-6	-4.353326932E-6	25.503000000E+0
3.290178315E+3	190.000000000E-9	587.853512700E-6	73.222079667E-3	804.187019569E-9	86.716488329E-6	3.093965856E+3	385.379366667E+3	4.232563261E+0	456.402570154E+0	290.877836879E-6	2.604019060E-6	-4.353326932E-6	25.560900000E+0
3.297095273E+3	180.000000000E-9	557.108407800E-6	69.263068333E-3	729.480034980E-9	77.964525933E-6	3.095046710E+3	384.794824074E+3	4.052666861E+0	433.136255186E+0	325.255029460E-6	2.525883146E-6	-4.353326932E-6	25.615000000E+0
3.303479846E+3	170.000000000E-9	525.651793733E-6	65.290112333E-3	582.556380184E-9	66.506195961E-6	3.092069375E+3	384.059484314E+3	3.426802236E+0	391.212917420E+0	317.898168532E-6	2.517017556E-6	-4.353326932E-6	25.662600000E+0
3.309425620E+3	160.000000000E-9	494.499424467E-6	61.277024667E-3	517.118115794E-9	62.089487018E-6	3.090621403E+3	382.981404167E+3	3.231988224E+0	388.059293863E+0	321.002871865E-6	2.491846885E-6	-4.353326932E-6	25.712700000E+0
3.315360694E+3	150.000000000E-9	462.877518933E-6	57.307125000E-3	677.348141063E-9	81.920296662E-6	3.085850126E+3	382.047500000E+3	4.515654274E+0	546.135311079E+0	316.236476940E-6	2.518955349E-6	-4.353326932E-6	25.765100000E+0
3.321325829E+3	140.000000000E-9	431.388331433E-6	53.313778000E-3	588.469629505E-9	66.915345975E-6	3.081345225E+3	380.812700000E+3	4.203354496E+0	477.966756961E+0	317.569324391E-6	2.504165053E-6	-4.353326932E-6	25.813100000E+0
3.326868143E+3	130.000000000E-9	399.949082967E-6	49.314850667E-3	735.345969337E-9	63.955205010E-6	3.076531407E+3	379.345005128E+3	5.656507456E+0	491.963115458E+0	318.073760911E-6	2.500670596E-6	-4.353326932E-6	25.859200000E+0
3.332370289E+3	120.000000000E-9	368.626971567E-6	45.321694000E-3	568.176881120E-9	66.805564532E-6	3.071891430E+3	377.680783333E+3	4.734807343E+0	556.713037765E+0	319.263279295E-6	2.504284413E-6	-4.353326932E-6	25.902300000E+0
3.337876413E+3	110.000000000E-9	337.332523600E-6	41.350530667E-3	556.595386339E-9	63.502377579E-6	3.066659305E+3	375.913915152E+3	5.059958058E+0	577.294341625E+0	319.545499274E-6	2.518153790E-6	-4.353326932E-6	25.951600000E+0
3.343350712E+3	100.000000000E-9	306.493409933E-6	37.412329000E-3	440.503170836E-9	61.488493645E-6	3.064934099E+3	374.123290000E+3	4.405031708E+0	614.884936447E+0	324.263534552E-6	2.539230046E-6	-4.353326932E-6	25.994700000E+0
3.348900641E+3	90.000000000E-9	275.248962767E-6	33.469813333E-3	499.642045378E-9	53.413076426E-6	3.058321809E+3	371.886814815E+3	5.551578282E+0	593.478626960E+0	320.056871119E-6	2.536451557E-6	-4.353326932E-6	26.043400000E+0
3.354442362E+3	80.000000000E-9	244.224587933E-6	29.525920000E-3	367.859312039E-9	53.371570761E-6	3.052807349E+3	369.074000000E+3	4.598241400E+0	667.144634515E+0	322.327204133E-6	2.535565533E-6	-4.353326932E-6	26.090000000E+0
3.359983206E+3	70.000000000E-9	213.062257600E-6	25.579285667E-3	443.675318314E-9	50.660239029E-6	3.043746537E+3	365.418366667E+3	6.338218833E+0	723.717700419E+0	320.900263011E-6	2.533804542E-6	-4.353326932E-6	26.132700000E+0
3.365489350E+3	60.000000000E-9	182.047345233E-6	21.655974333E-3	484.844548565E-9	49.768047268E-6	3.034122421E+3	360.932905556E+3	8.080742476E+0	829.467454463E+0	322.425544260E-6	2.548867309E-6	-4.353326932E-6	26.179900000E+0
3.370993203E+3	50.000000000E-9	151.206435267E-6	17.728353333E-3	382.263012622E-9	48.876167476E-6	3.024128705E+3	354.567066667E+3	7.645260252E+0	977.523349517E+0	324.244648125E-6	2.546070509E-6	-4.353326932E-6	26.222100000E+0
3.376495680E+3	40.000000000E-9	120.472885967E-6	13.816260667E-3	379.867139764E-9	36.323933018E-6	3.011822149E+3	345.406516667E+3	9.496678494E+0	908.098325446E+0	325.377323081E-6	2.556176669E-6	-4.353326932E-6	26.269400000E+0
3.382018222E+3	30.000000000E-9	89.547826370E-6	9.943466333E-3	332.522693154E-9	29.085063324E-6	2.984927546E+3	331.448877778E+3	11.084089772E+0	969.502110808E+0	323.362351776E-6	2.582114912E-6	-4.353326932E-6	26.314400000E+0
3.387553178E+3	20.000000000E-9	58.812882293E-6	6.042572967E-3	427.409269929E-9	41.313052944E-6	2.940644115E+3	302.128648333E+3	21.370463496E+0	2.065652647E+3	325.362557194E-6	2.563515344E-6	-4.353326932E-6	26.360300000E+0
3.393122231E+3	10.000000000E-9	28.414934537E-6	2.186136667E-3	350.074090076E-9	53.823218583E-6	2.841493454E+3	218.613666667E+3	35.007409008E+0	5.382321858E+3	328.969576501E-6	2.593067595E-6	-4.353326932E-6	26.408100000E+0
3.398652996E+3	486.382200181E-24	-2.311005552E-6	2.697246967E-3	351.074691074E-9	4.920139446E-6	NaN	NaN	NaN	NaN	325.457902057E-6	-19.565248441E-6	-4.353326932E-6	26.566900000E+0
3.418304462E+3	-10.000000000E-9	-32.860503120E-6	-5.539133067E-3	388.564126683E-9	42.681585265E-6	3.286050312E+3	553.913306667E+3	38.856412668E+0	4.268158527E+3	327.337625692E-6	1.214125618E-6	-4.353326932E-6	26.612600000E+0
3.423838571E+3	-20.000000000E-9	-63.099065840E-6	-9.342820100E-3	527.665714715E-9	45.720536729E-6	3.154953292E+3	467.141005000E+3	26.383285736E+0	2.286026836E+3	330.703548730E-6	2.629028075E-6	-4.353326932E-6	26.658400000E+0
3.429371642E+3	-30.000000000E-9	-93.540913307E-6	-13.151886667E-3	447.506402691E-9	43.880725981E-6	3.118030444E+3	438.396222222E+3	14.916880090E+0	1.462690866E+3	328.495174642E-6	2.625315107E-6	-4.353326932E-6	26.703900000E+0
3.434929985E+3	-40.000000000E-9	-123.650444300E-6	-16.965274000E-3	398.209507942E-9	41.552073736E-6	3.091261108E+3	424.131850000E+3	9.955237699E+0	1.038801843E+3	332.120749480E-6	2.622340488E-6	-4.353326932E-6	26.747400000E+0
3.440450625E+3	-50.000000000E-9	-153.705465300E-6	-20.813394333E-3	382.653974144E-9	54.234283195E-6	3.074109306E+3	416.267886667E+3	7.653079483E+0	1.084685664E+3	332.723108062E-6	2.598671334E-6	-4.353326932E-6	26.793100000E+0
3.445940580E+3	-60.000000000E-9	-183.867208567E-6	-24.631441000E-3	462.825019605E-9	42.949813403E-6	3.064453476E+3	410.524016667E+3	7.713750327E+0	715.830223389E+0	331.545823184E-6	2.619140328E-6	-4.353326932E-6	26.838800000E+0
3.451441398E+3	-70.000000000E-9	-214.022079367E-6	-28.411641333E-3	534.414885295E-9	51.454483316E-6	3.057458277E+3	405.880590476E+3	7.634498361E+0	735.064047374E+0	331.621384364E-6	2.645362446E-6	-4.353326932E-6	26.884500000E+0
3.456962074E+3	-80.000000000E-9	-243.925113800E-6	-32.246077333E-3	515.890362362E-9	62.027882992E-6	3.049063923E+3	403.075966667E+3	6.448629530E+0	775.348537404E+0	334.414222152E-6	2.607945471E-6	-4.353326932E-6	26.927700000E+0
3.462463762E+3	-90.000000000E-9	-273.888164067E-6	-36.040144333E-3	625.926227509E-9	71.643593533E-6	3.043201823E+3	400.446048148E+3	6.954735861E+0	796.039928148E+0	333.744392210E-6	2.635694098E-6	-4.353326932E-6	26.973800000E+0
3.467946162E+3	-100.000000000E-9	-303.648455133E-6	-39.817979333E-3	550.514674388E-9	63.020261434E-6	3.036484551E+3	398.179793333E+3	5.505146744E+0	630.202614344E+0	336.018218962E-6	2.647018729E-6	-4.353326932E-6	27.021500000E+0
3.473483536E+3	-110.000000000E-9	-333.745493433E-6	-43.574420333E-3	690.425264028E-9	60.420193044E-6	3.034049940E+3	396.131093939E+3	6.276593309E+0	549.274482218E+0	332.258606323E-6	2.662094254E-6	-4.353326932E-6	27.062300000E+0
3.478979542E+3	-120.000000000E-9	-363.281424967E-6	-47.308426333E-3	591.226846217E-9	70.813878022E-6	3.027345208E+3	394.236886111E+3	4.926890385E+0	590.115650187E+0	338.570665656E-6	2.678088894E-6	-4.353326932E-6	27.109800000E+0
3.484487180E+3	-130.000000000E-9	-392.976388833E-6	-51.066863667E-3	672.327793669E-9	54.647752106E-6	3.022895299E+3	392.822028205E+3	5.171752259E+0	420.367323892E+0	336.757439575E-6	2.660680254E-6	-4.353326932E-6	27.157800000E+0
3.489980264E+3	-140.000000000E-9	-422.824981700E-6	-54.819284667E-3	673.722232778E-9	63.233665452E-6	3.020178441E+3	391.566319048E+3	4.812301663E+0	451.669038940E+0	335.024168297E-6	2.664946177E-6	-4.353326932E-6	27.204000000E+0
3.495491983E+3	-150.000000000E-9	-452.022958300E-6	-58.551666667E-3	461.038974416E-9	68.391849299E-6	3.013486389E+3	390.344444444E+3	3.073593163E+0	455.945661995E+0	342.489486069E-6	2.679254160E-6	-4.353326932E-6	27.255100000E+0
3.501464983E+3	-160.000000000E-9	-481.361260800E-6	-62.233219000E-3	496.283903028E-9	62.509143295E-6	3.008507880E+3	388.957618750E+3	3.101774394E+0	390.682145596E+0	340.851349528E-6	2.716245511E-6	-4.353326932E-6	27.307200000E+0
3.507225304E+3	-170.000000000E-9	-510.616594800E-6	-65.951085000E-3	523.368780101E-9	75.988067564E-6	3.003627028E+3	387.947558824E+3	3.078639883E+0	446.988632728E+0	341.818008299E-6	2.689715014E-6	-4.353326932E-6	27.357000000E+0
3.513170545E+3	-180.000000000E-9	-539.560195667E-6	-69.627501000E-3	440.050638706E-9	67.304801046E-6	2.997556643E+3	386.819450000E+3	2.444725771E+0	373.915561365E+0	345.499512865E-6	2.720040387E-6	-4.353326932E-6	27.410700000E+0
3.519151078E+3	-190.000000000E-9	-568.009469500E-6	-73.224995333E-3	703.661724569E-9	73.557683850E-6	2.989523524E+3	385.394712281E+3	3.703482761E+0	387.145704472E+0	351.502820725E-6	2.779712509E-6	-4.353326932E-6	27.470000000E+0
3.525777525E+3	-200.000000000E-9	-599.072271933E-6	-76.813664333E-3	524.112815850E-9	103.162988976E-6	2.995361360E+3	384.068321667E+3	2.620564079E+0	515.814944878E+0	321.928455150E-6	2.786548439E-6	-4.353326932E-6	27.527200000E+0
3.532363160E+3	-210.000000000E-9	-627.967434733E-6	-80.313280333E-3	463.137555789E-9	134.252590509E-6	2.990321118E+3	382.444192063E+3	2.205416932E+0	639.298050045E+0	346.078686914E-6	2.857456361E-6	-4.353326932E-6	27.584700000E+0
3.538769541E+3	-220.000000000E-9	-651.728858633E-6	-83.826041333E-3	474.644914556E-9	197.145743860E-6	2.962403903E+3	381.027460606E+3	2.157476884E+0	896.117017548E+0	420.850199975E-6	2.846763557E-6	-4.353326932E-6	27.646100000E+0
3.545500531E+3	-230.000000000E-9	-685.920478767E-6	-87.246913000E-3	484.756528757E-9	256.263515171E-6	2.982262951E+3	379.334404348E+3	2.107637082E+0	1.114189196E+3	292.469323214E-6	2.923231555E-6	-4.353326932E-6	27.707000000E+0
3.552491899E+3	-240.000000000E-9	-714.369685233E-6	-90.650242333E-3	481.651076132E-9	350.985820734E-6	2.976540355E+3	377.709343056E+3	2.006879484E+0	1.462440920E+3	351.503653071E-6	2.938299242E-6	-4.353326932E-6	27.774600000E+0
3.559612003E+3	-250.000000000E-9	-733.334221333E-6	-94.000745333E-3	432.824843138E-9	335.345170448E-6	2.933336885E+3	376.002981333E+3	1.731299373E+0	1.341380682E+3	527.300006036E-6	2.984626487E-6	-4.353326932E-6	27.837200000E+0
3.566357188E+3	-260.000000000E-9	-771.554834300E-6	-97.408472000E-3	450.512014179E-9	477.220717773E-6	2.967518593E+3	374.647969231E+3	1.732738516E+0	1.835464299E+3	261.638922660E-6	2.934507658E-6	-4.353326932E-6	27.899100000E+0
3.573419961E+3	-270.000000000E-9	-786.715766133E-6	-100.679706667E-3	547.127931334E-9	554.012955739E-6	2.913762097E+3	372.887802469E+3	2.026399746E+0	2.051899836E+3	659.590064116E-6	3.056949751E-6	-4.353326932E-6	27.965700000E+0
3.580588914E+3	-280.000000000E-9	-828.550479333E-6	-103.905236667E-3	500.871142216E-9	600.159460123E-6	2.959108855E+3	371.090130952E+3	1.788825508E+0	2.143426643E+3	239.035940134E-6	3.100265693E-6	-4.353326932E-6	28.028700000E+0
3.587361815E+3	-290.000000000E-9	-839.560472767E-6	-107.228683333E-3	637.402452059E-9	723.574009790E-6	2.895036113E+3	369.754080460E+3	2.197939490E+0	2.495082792E+3	908.265755157E-6	3.008924470E-6	-4.353326932E-6	28.095300000E+0
3.594577038E+3	-300.000000000E-9	-865.336067600E-6	-110.364033333E-3	526.054649675E-9	745.413294911E-6	2.884453559E+3	367.880111111E+3	1.753515499E+0	2.484710983E+3	387.963888502E-6	3.189436586E-6	-4.353326932E-6	28.156200000E+0
3.601197386E+3	-310.000000000E-9	-890.400073900E-6	-113.551416667E-3	465.436625925E-9	975.237070412E-6	2.872258303E+3	366.294892473E+3	1.501408471E+0	3.145926034E+3	398.978514460E-6	3.137369734E-6	-4.353326932E-6	28.223400000E+0
3.608313067E+3	-320.000000000E-9	-915.026796800E-6	-116.851470000E-3	378.587734874E-9	1.213939324E-3	2.859458740E+3	365.160843750E+3	1.183086671E+0	3.793560389E+3	406.062960168E-6	3.030254057E-6	-4.353326932E-6	28.294400000E+0
3.615923747E+3	-330.000000000E-9	-939.816554433E-6	-119.843483333E-3	333.777227518E-9	1.330372689E-3	2.847928953E+3	363.162070707E+3	1.011446144E+0	4.031432391E+3	403.392406974E-6	3.342231095E-6	-4.353326932E-6	28.361700000E+0
3.623210286E+3	-340.000000000E-9	-997.142406133E-6	-123.467006667E-3	360.741661519E-9	1.693023829E-3	2.932771783E+3	363.138254902E+3	1.061004887E+0	4.979481851E+3	174.441368134E-6	2.759744889E-6	-4.353326932E-6	28.442800000E+0
3.631815276E+3	-350.000000000E-9	-1.024496485E-3	-126.297690000E-3	263.847887287E-9	1.929593900E-3	2.927132814E+3	360.850542857E+3	753.851106535E-3	5.513125430E+3	365.576192448E-6	3.532715893E-6	-4.353326932E-6	28.521500000E+0
3.640279381E+3	-360.000000000E-9	-1.051770543E-3	-130.182830000E-3	281.940475020E-9	2.045493902E-3	2.921584841E+3	361.618972222E+3	783.167986168E-3	5.681927506E+3	366.648781132E-6	2.573909820E-6	-4.353326932E-6	28.615500000E+0
3.650280358E+3	-370.000000000E-9	-1.030277772E-3	-133.351720000E-3	329.668947722E-9	2.234889657E-3	2.784534519E+3	360.410054054E+3	890.997156007E-3	6.040242315E+3	-465.272726122E-6	3.155679118E-6	-4.353326932E-6	28.713800000E+0
3.660592440E+3	-380.000000000E-9	-1.105412834E-3	-136.115203333E-3	356.299983049E-9	2.527659034E-3	2.908981141E+3	358.197903509E+3	937.631534339E-3	6.651734300E+3	133.093655321E-6	3.618621426E-6	-4.353326932E-6	28.806400000E+0
3.670564255E+3	-390.000000000E-9	-1.132443226E-3	-139.106510000E-3	372.414258205E-9	2.665564075E-3	2.903700579E+3	356.683358974E+3	954.908354372E-3	6.834779679E+3	369.953934693E-6	3.343020664E-6	-4.353326932E-6	28.902300000E+0
3.680801255E+3	-400.000000000E-9	-1.095698319E-3	-141.743230000E-3	635.049279216E-9	2.952884609E-3	2.739245797E+3	354.358075000E+3	1.587623198E+0	7.382211522E+3	-272.146556509E-6	3.792590795E-6	-4.353326932E-6	28.999800000E+0
3.690887679E+3	-410.000000000E-9	-1.185073409E-3	-144.435483333E-3	463.663705814E-9	3.207924728E-3	2.890422950E+3	352.281666667E+3	1.130887087E+0	7.824206653E+3	111.887998383E-6	3.714360709E-6	-4.353326932E-6	29.092700000E+0
3.700812586E+3	-420.000000000E-9	-1.211541454E-3	-147.098316667E-3	525.553496261E-9	3.537134258E-3	2.884622510E+3	350.234087302E+3	1.251317848E+0	8.421748234E+3	377.814082073E-6	3.755398385E-6	-4.353326932E-6	29.183500000E+0
3.710642644E+3	-430.000000000E-9	-1.238212440E-3	-150.067476667E-3	597.653522138E-9	3.724352037E-3	2.879563814E+3	348.994131783E+3	1.389891912E+0	8.661283807E+3	374.939269212E-6	3.367955920E-6	-4.353326932E-6	29.277200000E+0
3.720666209E+3	-440.000000000E-9	-1.179151257E-3	-152.886100000E-3	704.030225041E-9	4.022515256E-3	2.679889221E+3	347.468409091E+3	1.600068693E+0	9.142080127E+3	-169.315945745E-6	3.547831270E-6	-4.353326932E-6	29.375000000E+0
3.730805119E+3	-450.000000000E-9	-1.290402226E-3	-154.727420000E-3	700.749631218E-9	4.542140160E-3	2.867560502E+3	343.838711111E+3	1.557221403E+0	10.093644801E+3	89.886857794E-6	5.430886538E-6	-4.353326932E-6	29.461500000E+0
3.740057642E+3	-460.000000000E-9	-1.217144376E-3	-158.488010000E-3	800.467980946E-9	4.523179084E-3	2.645966036E+3	344.539152174E+3	1.740147785E+0	9.832998008E+3	-136.504143181E-6	2.659157207E-6	-4.353326932E-6	29.559100000E+0
3.750384390E+3	-470.000000000E-9	-1.341534336E-3	-162.156703333E-3	437.310919698E-9	4.261669523E-3	2.854328374E+3	345.014262411E+3	930.448765314E-3	9.067381964E+3	80.392340562E-6	2.725766122E-6	-4.353326932E-6	29.662100000E+0
3.761232162E+3	-480.000000000E-9	-1.367624745E-3	-165.476833333E-3	777.440549765E-9	3.907555217E-3	2.849218219E+3	344.743402778E+3	1.619667812E+0	8.140740035E+3	383.282602900E-6	3.011930256E-6	-4.353326932E-6	29.766900000E+0
3.772645035E+3	-490.000000000E-9	-1.393273365E-3	-168.509633333E-3	764.676645110E-9	3.712512894E-3	2.843415030E+3	343.897210884E+3	1.560564582E+0	7.576556926E+3	389.884534136E-6	3.297283039E-6	-4.353326932E-6	29.874400000E+0
3.784253011E+3	-500.000000000E-9	-1.417907869E-3	-171.034146667E-3	603.570997795E-9	3.991558092E-3	2.835815739E+3	342.068293333E+3	1.207141996E+0	7.983116184E+3	405.934689384E-6	3.961159511E-6	-4.353326932E-6	29.984100000E+0
3.795888506E+3	-510.000000000E-9	-1.443522197E-3	-173.581766667E-3	679.127332579E-9	4.257817539E-3	2.830435680E+3	340.356405229E+3	1.331622221E+0	8.348661840E+3	390.406499446E-6	3.925232177E-6	-4.353326932E-6	30.093200000E+0
3.807486279E+3	-520.000000000E-9	-1.468480059E-3	-176.521000000E-3	514.163053967E-9	3.778297853E-3	2.824000113E+3	339.463461538E+3	988.775103782E-3	7.265957409E+3	400.675346310E-6	3.402247752E-6	-4.353326932E-6	30.202800000E+0
3.819314375E+3	-530.000000000E-9	-1.492543117E-3	-178.080723333E-3	485.413669077E-9	5.465744967E-3	2.816119088E+3	336.001364780E+3	915.874847314E-3	10.312726352E+3	415.574784324E-6	6.411393474E-6	-4.353326932E-6	30.310100000E+0
3.830688477E+3	-540.000000000E-9	-1.517392773E-3	-180.534243333E-3	322.411161283E-9	5.795143167E-3	2.809986617E+3	334.322672840E+3	597.057706079E-3	10.731746605E+3	402.420046850E-6	4.075776843E-6	-4.353326932E-6	30.413600000E+0
3.842083184E+3	-550.000000000E-9	-1.542334259E-3	-184.137663333E-3	477.972502715E-9	4.493786446E-3	2.804244108E+3	334.795751515E+3	869.040914027E-3	8.170520811E+3	400.938420429E-6	2.775141393E-6	-4.353326932E-6	30.524500000E+0
3.853973716E+3	-560.000000000E-9	-1.567000791E-3	-186.594136667E-3	408.683925009E-9	4.723898521E-3	2.798215698E+3	333.203815476E+3	729.792723231E-3	8.435533074E+3	405.407624190E-6	4.070876677E-6	-4.353326932E-6	30.633100000E+0
3.865846247E+3	-570.000000000E-9	-1.591404132E-3	-188.993963333E-3	313.427161375E-9	4.984694132E-3	2.791937074E+3	331.568356725E+3	549.872212938E-3	8.745077424E+3	409.779950352E-6	4.166967614E-6	-4.353326932E-6	30.742000000E+0
3.877738776E+3	-580.000000000E-9	-1.404179723E-3	-190.754620000E-3	298.175254346E-9	6.277028499E-3	2.420999522E+3	328.887275862E+3	514.095266114E-3	10.822462929E+3	-53.411838956E-6	5.679699052E-6	-4.353326932E-6	30.851100000E+0
3.889516998E+3	-590.000000000E-9	-1.640142337E-3	-192.431696667E-3	302.002825585E-9	7.459444329E-3	2.779902267E+3	326.155418079E+3	511.869195908E-3	12.643125982E+3	42.379594870E-6	5.962756622E-6	-4.353326932E-6	30.953300000E+0
3.900817194E+3	-600.000000000E-9	-1.664697436E-3	-194.775233333E-3	367.884313138E-9	7.792969979E-3	2.774495726E+3	324.625388889E+3	613.140521897E-3	12.988283299E+3	407.247401914E-6	4.267055064E-6	-4.353326932E-6	31.058600000E+0
3.912260338E+3	-610.000000000E-9	-1.690489746E-3	-200.358780000E-3	277.695227985E-9	82.616235359E-6	2.771294666E+3	328.457016393E+3	455.238078664E-3	135.436451408E+0	387.712456572E-6	1.790976345E-6	-4.353326932E-6	31.109500000E+0
3.917854158E+3	-620.000000000E-9	-1.716452075E-3	-202.879580000E-3	350.468918291E-9	102.529297411E-6	2.768471088E+3	327.225129032E+3	565.272448856E-3	165.369834534E+0	385.173461456E-6	3.966994605E-6	-4.353326932E-6	31.157500000E+0
3.923402595E+3	-630.000000000E-9	-1.742563182E-3	-205.455516667E-3	509.577253550E-9	154.628346608E-6	2.765973305E+3	326.119867725E+3	808.852783413E-3	245.441820013E+0	382.978773925E-6	3.882083022E-6	-4.353326932E-6	31.207900000E+0
3.928937156E+3	-640.000000000E-9	-1.768050372E-3	-208.049570000E-3	415.189875220E-9	121.272978342E-6	2.762578706E+3	325.077453125E+3	648.734180032E-3	189.489028659E+0	392.353968044E-6	3.854970856E-6	-4.353326932E-6	31.258300000E+0
3.934529650E+3	-650.000000000E-9	-1.793769103E-3	-210.644186667E-3	287.249765093E-9	97.260243617E-6	2.759644774E+3	324.067979487E+3	441.922715527E-3	149.631144027E+0	388.821672422E-6	3.854133880E-6	-4.353326932E-6	31.308700000E+0
3.940079763E+3	-660.000000000E-9	-1.819587583E-3	-213.166346667E-3	258.927028545E-9	123.491051563E-6	2.756950883E+3	322.979313131E+3	392.313679614E-3	187.107653883E+0	387.319470395E-6	3.964855521E-6	-4.353326932E-6	31.357200000E+0
3.945605059E+3	-670.000000000E-9	-1.845517352E-3	-215.752216667E-3	353.596614774E-9	84.101835165E-6	2.754503510E+3	322.018233831E+3	527.756141454E-3	125.525127112E+0	385.657123615E-6	3.867170430E-6	-4.353326932E-6	31.408300000E+0
3.951154461E+3	-680.000000000E-9	-1.871082099E-3	-218.373660000E-3	465.009973874E-9	105.303510764E-6	2.751591322E+3	321.137735294E+3	683.838196874E-3	154.858104065E+0	391.163654763E-6	3.814692415E-6	-4.353326932E-6	31.457200000E+0
3.956677887E+3	-690.000000000E-9	-1.896858236E-3	-220.843730000E-3	390.389191366E-9	133.393886925E-6	2.749069907E+3	320.063376812E+3	565.781436762E-3	193.324473804E+0	387.955728199E-6	4.048468262E-6	-4.353326932E-6	31.506600000E+0
3.962212273E+3	-700.000000000E-9	-1.922405883E-3	-223.480623333E-3	336.494094329E-9	125.148484729E-6	2.746294119E+3	319.258033333E+3	480.705849041E-3	178.783549612E+0	391.425480397E-6	3.792341493E-6	-4.353326932E-6	31.557100000E+0
3.967761975E+3	-710.000000000E-9	-1.947692957E-3	-225.835046667E-3	316.119373831E-9	106.276178060E-6	2.743229517E+3	318.077530516E+3	445.238554692E-3	149.684757831E+0	395.458960574E-6	4.247324539E-6	-4.353326932E-6	31.605500000E+0
3.973300343E+3	-720.000000000E-9	-1.973383642E-3	-228.417870000E-3	412.935616933E-9	87.852470968E-6	2.740810613E+3	317.247041667E+3	573.521690184E-3	122.017320789E+0	389.246146210E-6	3.871732097E-6	-4.353326932E-6	31.648500000E+0
3.978843606E+3	-730.000000000E-9	-1.998847655E-3	-230.855040000E-3	361.413390739E-9	104.348003963E-6	2.738147473E+3	316.239780822E+3	495.086836628E-3	142.942471182E+0	392.711073038E-6	4.103119602E-6	-4.353326932E-6	31.702800000E+0
3.984392335E+3	-740.000000000E-9	-2.024068920E-3	-233.314816667E-3	322.804355288E-9	130.558186482E-6	2.735228270E+3	315.290292793E+3	436.222101741E-3	176.429981732E+0	396.490818363E-6	4.065409732E-6	-4.353326932E-6	31.751000000E+0
3.989944261E+3	-750.000000000E-9	-2.049797480E-3	-235.815946667E-3	272.847991557E-9	112.392313927E-6	2.733063307E+3	314.421262222E+3	363.797322076E-3	149.856418569E+0	388.673132115E-6	3.998192817E-6	-4.353326932E-6	31.800000000E+0
