#Acq. time (s)=	30
#Accumulations=	2
#Range (eV)=	2...1
#Windows=	9
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-89.82
#Instrument=	LabRAM HR Evol
#Detector=	Synapse/Water Cooled
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	488 nm ULF
#Hole=	49.98
#Range=	Visible
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	149.7
#Y (µm)=	-127.1
#Z (µm)=	-5.9
#Full time(mm:ss)=	10:09
#Project=	InSe
#Sample=	MBE2-200307A-MH
#Site=	
#Title=	03-center_PL_MBE2-200307A-MH_19_16_55_2020_05_13_488 nm ULF_600 (500nm)_25%
#Remark=	
#Date=	13.05.2020 19:17
#Acquired=	13.05.2020 19:17:53
1.30001	-1044.52
1.30008	-1044.04
1.30015	-1043.56
1.30021	-1043.08
1.30028	-1042.61
1.30035	-1042.13
1.30042	-1041.65
1.30049	-1041.17
1.30056	-1040.69
1.30062	-1040.21
1.30069	-1039.73
1.30076	-1039.25
1.30083	-1038.77
1.3009	-1038.29
1.30097	-1037.82
1.30104	-1037.34
1.3011	-1036.86
1.30117	-1036.38
1.30124	-1035.9
1.30131	-1035.42
1.30138	-1034.94
1.30145	-1034.46
1.30152	-1033.98
1.30158	-1033.51
1.30165	-1033.03
1.30172	-1032.55
1.30179	-1032.07
1.30186	-1031.59
1.30193	-1031.11
1.302	-1030.63
1.30206	-1030.15
1.30213	-1029.67
1.3022	-1029.19
1.30227	-1028.72
1.30234	-1028.24
1.30241	-1027.76
1.30248	-1027.28
1.30255	-1026.8
1.30261	-1026.32
1.30268	-1025.84
1.30275	-1025.36
1.30282	-1024.88
1.30289	-1024.41
1.30296	-1023.93
1.30303	-1023.45
1.3031	-1022.97
1.30316	-1022.49
1.30323	-1022.01
1.3033	-1021.53
1.30337	-1021.05
1.30344	-1020.57
1.30351	-1020.09
1.30358	-1019.62
1.30365	-1019.14
1.30371	-1018.66
1.30378	-1018.18
1.30385	-1017.7
1.30392	-1017.22
1.30399	-1016.74
1.30406	-1016.26
1.30413	-1015.78
1.3042	-1015.31
1.30427	-1014.83
1.30433	-1014.35
1.3044	-1013.87
1.30447	-1013.39
1.30454	-1012.91
1.30461	-1012.43
1.30468	-1011.95
1.30475	-1011.47
1.30482	-1010.99
1.30489	-1010.52
1.30496	-1010.04
1.30502	-1009.56
1.30509	-1009.08
1.30516	-1008.6
1.30523	-1008.12
1.3053	-1007.64
1.30537	-1007.16
1.30544	-1006.68
1.30551	-1006.21
1.30558	-1005.73
1.30565	-1005.25
1.30571	-1004.77
1.30578	-1004.29
1.30585	-1003.81
1.30592	-1003.33
1.30599	-1002.85
1.30606	-1002.37
1.30613	-1001.9
1.3062	-1001.42
1.30627	-1000.94
1.30634	-1000.46
1.30641	-999.979
1.30648	-999.5
1.30654	-999.021
1.30661	-998.542
1.30668	-998.063
1.30675	-997.585
1.30682	-997.106
1.30689	-996.627
1.30696	-996.148
1.30703	-995.669
1.3071	-995.19
1.30717	-994.711
1.30724	-994.232
1.30731	-993.753
1.30738	-993.274
1.30744	-992.795
1.30751	-992.316
1.30758	-991.837
1.30765	-991.358
1.30772	-990.879
1.30779	-990.4
1.30786	-989.921
1.30793	-989.442
1.308	-988.964
1.30807	-988.485
1.30814	-988.006
1.30821	-987.527
1.30828	-987.048
1.30835	-986.569
1.30842	-986.09
1.30849	-985.611
1.30855	-985.132
1.30862	-984.653
1.30869	-984.174
1.30876	-983.695
1.30883	-983.216
1.3089	-982.737
1.30897	-982.258
1.30904	-981.779
1.30911	-981.3
1.30918	-980.821
1.30925	-980.343
1.30932	-979.864
1.30939	-979.385
1.30946	-978.906
1.30953	-978.427
1.3096	-977.948
1.30967	-977.469
1.30974	-976.99
1.30981	-976.511
1.30988	-976.032
1.30995	-975.553
1.31001	-975.074
1.31008	-974.595
1.31015	-974.116
1.31022	-973.637
1.31029	-973.158
1.31036	-972.679
1.31043	-972.2
1.3105	-971.721
1.31057	-971.243
1.31064	-970.764
1.31071	-970.285
1.31078	-969.806
1.31085	-969.327
1.31092	-968.848
1.31099	-968.369
1.31106	-967.89
1.31113	-967.411
1.3112	-966.932
1.31127	-966.453
1.31134	-965.974
1.31141	-965.495
1.31148	-965.016
1.31155	-964.537
1.31162	-964.058
1.31169	-963.579
1.31176	-963.101
1.31183	-962.622
1.3119	-962.143
1.31197	-961.664
1.31204	-961.185
1.31211	-960.706
1.31218	-960.227
1.31225	-959.748
1.31232	-959.269
1.31239	-958.79
1.31246	-958.311
1.31253	-957.832
1.3126	-957.353
1.31267	-956.874
1.31274	-956.395
1.31281	-955.916
1.31288	-955.437
1.31295	-954.958
1.31302	-954.479
1.31309	-954.001
1.31316	-953.522
1.31323	-953.043
1.3133	-952.564
1.31337	-952.085
1.31344	-951.606
1.31351	-951.127
1.31358	-950.648
1.31365	-950.169
1.31372	-949.69
1.31379	-949.211
1.31386	-948.732
1.31393	-948.253
1.314	-947.774
1.31407	-947.295
1.31414	-946.816
1.31421	-946.337
1.31428	-945.859
1.31435	-945.38
1.31442	-944.901
1.31449	-944.422
1.31456	-943.943
1.31463	-943.464
1.3147	-942.985
1.31477	-942.506
1.31484	-942.027
1.31491	-941.548
1.31498	-941.069
1.31505	-940.59
1.31512	-940.111
1.31519	-939.632
1.31526	-939.153
1.31533	-938.674
1.3154	-938.195
1.31547	-937.716
1.31554	-937.237
1.31561	-936.759
1.31568	-936.28
1.31575	-935.801
1.31582	-935.322
1.31589	-934.843
1.31596	-934.364
1.31603	-933.885
1.3161	-933.406
1.31617	-932.927
1.31624	-932.448
1.31631	-931.969
1.31638	-931.49
1.31645	-931.011
1.31652	-930.532
1.3166	-930.053
1.31667	-929.574
1.31674	-929.095
1.31681	-928.617
1.31688	-928.138
1.31695	-927.659
1.31702	-927.18
1.31709	-926.701
1.31716	-926.222
1.31723	-925.743
1.3173	-925.264
1.31737	-924.785
1.31744	-924.306
1.31751	-923.827
1.31758	-923.348
1.31765	-922.869
1.31772	-922.39
1.31779	-921.911
1.31786	-921.432
1.31793	-920.953
1.318	-920.474
1.31808	-919.995
1.31815	-919.517
1.31822	-919.038
1.31829	-918.559
1.31836	-918.08
1.31843	-917.601
1.3185	-917.122
1.31857	-916.643
1.31864	-916.164
1.31871	-915.685
1.31878	-915.206
1.31885	-914.727
1.31892	-914.248
1.31899	-913.769
1.31906	-913.29
1.31913	-912.811
1.31921	-912.332
1.31928	-911.853
1.31935	-911.375
1.31942	-910.896
1.31949	-910.417
1.31956	-909.938
1.31963	-909.459
1.3197	-908.98
1.31977	-908.501
1.31984	-908.022
1.31991	-907.543
1.31998	-907.064
1.32005	-906.585
1.32013	-906.106
1.3202	-905.627
1.32027	-905.148
1.32034	-904.669
1.32041	-904.19
1.32048	-903.711
1.32055	-903.232
1.32062	-902.754
1.32069	-902.275
1.32076	-901.796
1.32083	-901.317
1.3209	-900.838
1.32098	-900.359
1.32105	-899.88
1.32112	-899.401
1.32119	-898.922
1.32126	-898.443
1.32133	-897.964
1.3214	-897.485
1.32147	-897.006
1.32154	-896.527
1.32161	-896.048
1.32169	-895.569
1.32176	-895.09
1.32183	-894.611
1.3219	-894.133
1.32197	-893.654
1.32204	-893.175
1.32211	-892.696
1.32218	-892.217
