[Main]
Experiment = "RvsB_75.00Vg_10.0K"
Header length = 71    
Date = "20200221 01:11:50"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 2.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
1.529978228E+3	-6.599980469E+0	100.000001490E-3	1.118994782E-6	1.375965351E-9	89.365922952E+3	109.888281419E+0	75.000000000E+0	66.520689651E-12	10.000100000E+0
1.580937634E+3	-6.399982813E+0	100.000001490E-3	1.117703670E-6	1.095135439E-9	89.469153740E+3	87.662627914E+0	75.000000000E+0	66.405126189E-12	10.000100000E+0
1.630864405E+3	-6.199981641E+0	100.000001490E-3	1.117762365E-6	2.057245456E-9	89.464455610E+3	164.659636535E+0	75.000000000E+0	67.018585993E-12	9.999400000E+0
1.683514896E+3	-5.999992188E+0	100.000001490E-3	1.117137314E-6	1.396843907E-9	89.514511994E+3	111.926975419E+0	75.000000000E+0	66.349820776E-12	9.999400000E+0
1.733394081E+3	-5.799979687E+0	100.000001490E-3	1.120511329E-6	2.073634837E-9	89.244971349E+3	165.158063763E+0	75.000000000E+0	67.476141341E-12	10.000700000E+0
1.784669582E+3	-5.599980469E+0	100.000001490E-3	1.123262811E-6	1.627571146E-9	89.026361851E+3	128.996292201E+0	75.000000000E+0	70.915732661E-12	10.000700000E+0
1.838028105E+3	-5.399971875E+0	100.000001490E-3	1.120457723E-6	1.279387730E-9	89.249241125E+3	101.908694700E+0	75.000000000E+0	65.263749092E-12	10.000700000E+0
1.887955306E+3	-5.200004297E+0	100.000001490E-3	1.118542152E-6	1.023453540E-9	89.402085839E+3	81.801907148E+0	75.000000000E+0	79.237989434E-12	10.000700000E+0
1.938254903E+3	-4.999988672E+0	100.000001490E-3	1.116510072E-6	1.202195797E-9	89.564800136E+3	96.438383224E+0	75.000000000E+0	78.433485054E-12	9.999700000E+0
1.988147315E+3	-4.799984375E+0	100.000001490E-3	1.118017909E-6	1.587436428E-9	89.444006821E+3	126.998569116E+0	75.000000000E+0	77.292072742E-12	9.999700000E+0
2.038753818E+3	-4.600011328E+0	100.000001490E-3	1.118372840E-6	2.038870328E-9	89.415620529E+3	163.010803704E+0	75.000000000E+0	75.290666757E-12	9.999300000E+0
2.091061691E+3	-4.400016016E+0	100.000001490E-3	1.118502047E-6	1.832164315E-9	89.405291421E+3	146.450500416E+0	75.000000000E+0	78.886119859E-12	9.999300000E+0
2.142266788E+3	-4.200015625E+0	100.000001490E-3	1.117346937E-6	1.921036922E-9	89.497718387E+3	153.872012184E+0	75.000000000E+0	73.741976067E-12	10.001200000E+0
2.193214109E+3	-4.000014063E+0	100.000001490E-3	1.119633461E-6	1.613322711E-9	89.314945419E+3	128.697323563E+0	75.000000000E+0	88.430378992E-12	10.001200000E+0
2.244093405E+3	-3.800023438E+0	100.000001490E-3	1.120588166E-6	2.199914283E-9	89.238852030E+3	175.191770879E+0	75.000000000E+0	72.012213553E-12	9.999800000E+0
2.297059798E+3	-3.600019531E+0	100.000001490E-3	1.118823213E-6	1.496905885E-9	89.379627006E+3	119.583583987E+0	75.000000000E+0	83.039827098E-12	9.999800000E+0
2.346923939E+3	-3.399986328E+0	100.000001490E-3	1.117640859E-6	1.773124126E-9	89.474181879E+3	141.949741074E+0	75.000000000E+0	90.094869759E-12	10.001200000E+0
2.396872675E+3	-3.199984766E+0	100.000001490E-3	1.119600180E-6	1.782600413E-9	89.317600417E+3	142.209329943E+0	75.000000000E+0	81.390463813E-12	10.001200000E+0
2.447793458E+3	-3.000019922E+0	100.000001490E-3	1.116052271E-6	1.146107713E-9	89.601539397E+3	92.014521289E+0	75.000000000E+0	83.774017584E-12	9.999400000E+0
2.497725241E+3	-2.799996484E+0	100.000001490E-3	1.116978749E-6	831.895972035E-12	89.527219343E+3	66.677484425E+0	75.000000000E+0	79.439380074E-12	9.999400000E+0
2.548002563E+3	-2.599986328E+0	100.000001490E-3	1.117158091E-6	2.109639419E-9	89.512847176E+3	169.035906710E+0	75.000000000E+0	74.963910426E-12	9.998800000E+0
2.601014412E+3	-2.399995508E+0	100.000001490E-3	1.117170051E-6	1.942908589E-9	89.511888883E+3	155.673182944E+0	75.000000000E+0	82.391119621E-12	9.998800000E+0
2.655013811E+3	-2.199990625E+0	100.000001490E-3	1.116105178E-6	1.813863261E-9	89.597291981E+3	145.611040480E+0	75.000000000E+0	78.378331603E-12	9.998800000E+0
2.707224617E+3	-2.000006445E+0	100.000001490E-3	1.118028016E-6	1.787056065E-9	89.443198245E+3	142.966014804E+0	75.000000000E+0	88.510938856E-12	9.998800000E+0
2.758094942E+3	-1.799992969E+0	100.000001490E-3	1.119782495E-6	1.645571312E-9	89.303058379E+3	131.234906488E+0	75.000000000E+0	77.825204614E-12	9.999700000E+0
2.811133523E+3	-1.600015234E+0	100.000001490E-3	1.116285334E-6	2.142893078E-9	89.582831951E+3	171.968962267E+0	75.000000000E+0	89.068993153E-12	9.999700000E+0
2.862030602E+3	-1.400017969E+0	100.000001490E-3	1.114131509E-6	1.282577427E-9	89.756012323E+3	103.326253992E+0	75.000000000E+0	95.797189625E-12	10.002200000E+0
2.912656098E+3	-1.200004297E+0	100.000001490E-3	1.114321650E-6	1.552896298E-9	89.740696903E+3	125.060834966E+0	75.000000000E+0	77.910624827E-12	10.002200000E+0
2.963954651E+3	-1.000023437E+0	100.000001490E-3	1.114203546E-6	1.347877568E-9	89.750209312E+3	108.572885291E+0	75.000000000E+0	91.009948883E-12	9.999700000E+0
3.013902661E+3	-800.022851562E-3	100.000001490E-3	1.116202754E-6	1.122103227E-9	89.589459522E+3	90.063047472E+0	75.000000000E+0	89.697464213E-12	9.999700000E+0
3.063811565E+3	-600.027734375E-3	100.000001490E-3	1.113839996E-6	1.410573757E-9	89.779503196E+3	113.697309794E+0	75.000000000E+0	84.764455871E-12	10.001600000E+0
3.113743795E+3	-400.027197266E-3	100.000001490E-3	1.108955129E-6	1.160061800E-9	90.174975393E+3	94.330727653E+0	75.000000000E+0	94.032001630E-12	10.001600000E+0
3.163614113E+3	-200.021215820E-3	100.000001490E-3	1.107914355E-6	1.328585445E-9	90.259685685E+3	108.237341739E+0	75.000000000E+0	93.539160792E-12	9.998500000E+0
3.214536331E+3	-17.413307726E-6	100.000001490E-3	1.108061095E-6	1.879915952E-9	90.247732712E+3	153.112633550E+0	75.000000000E+0	81.586355727E-12	9.998500000E+0
3.265761160E+3	199.974414062E-3	100.000001490E-3	1.109411328E-6	1.018117240E-9	90.137894752E+3	82.720396208E+0	75.000000000E+0	87.927253672E-12	9.998600000E+0
3.316374500E+3	399.980395508E-3	100.000001490E-3	1.112500579E-6	1.659394013E-9	89.887595007E+3	134.075379202E+0	75.000000000E+0	81.656745254E-12	9.998600000E+0
3.366663474E+3	599.975488281E-3	100.000001490E-3	1.110018027E-6	1.073900809E-9	90.088628353E+3	87.157369099E+0	75.000000000E+0	80.535344713E-12	9.999200000E+0
3.416576586E+3	799.973828125E-3	100.000001490E-3	1.113274110E-6	1.650528507E-9	89.825138820E+3	133.173807702E+0	75.000000000E+0	70.241958777E-12	9.999200000E+0
3.466443196E+3	999.976562500E-3	100.000001490E-3	1.113188132E-6	1.173006510E-9	89.832076570E+3	94.659301173E+0	75.000000000E+0	75.617414413E-12	9.999400000E+0
3.517089491E+3	1.199972754E+0	100.000001490E-3	1.116006402E-6	2.058100721E-9	89.605222075E+3	165.246876601E+0	75.000000000E+0	64.609997213E-12	9.999400000E+0
3.568790022E+3	1.399988574E+0	100.000001490E-3	1.114983835E-6	1.540987453E-9	89.687400280E+3	123.954405638E+0	75.000000000E+0	59.973760333E-12	10.000900000E+0
3.620093384E+3	1.599986914E+0	100.000001490E-3	1.115605627E-6	1.634919044E-9	89.637412282E+3	131.363547215E+0	75.000000000E+0	60.270436905E-12	10.000900000E+0
3.670680299E+3	1.799977539E+0	100.000001490E-3	1.114916612E-6	2.004370863E-9	89.692807856E+3	161.247620409E+0	75.000000000E+0	62.427659223E-12	10.000100000E+0
3.721942482E+3	1.999984766E+0	100.000001490E-3	1.114516254E-6	2.106265457E-9	89.725027442E+3	169.566594655E+0	75.000000000E+0	67.551780836E-12	10.000100000E+0
3.771830819E+3	2.199991797E+0	100.000001490E-3	1.114989299E-6	2.127725217E-9	89.686960730E+3	171.148914281E+0	75.000000000E+0	64.700566432E-12	9.996600000E+0
3.823539995E+3	2.399984766E+0	100.000001490E-3	1.114259600E-6	830.626587047E-12	89.745694333E+3	66.901070245E+0	75.000000000E+0	66.184017988E-12	9.996600000E+0
3.873445691E+3	2.600000586E+0	100.000001490E-3	1.117102932E-6	2.679598097E-9	89.517267068E+3	214.725332486E+0	75.000000000E+0	70.342637618E-12	9.999700000E+0
3.925139258E+3	2.799985937E+0	100.000001490E-3	1.114243489E-6	1.756768226E-9	89.746991986E+3	141.499291154E+0	75.000000000E+0	76.497563145E-12	9.999700000E+0
3.975042415E+3	3.000003711E+0	100.000001490E-3	1.116699046E-6	1.486191378E-9	89.549643481E+3	119.179745365E+0	75.000000000E+0	63.634582673E-12	9.999500000E+0
4.025670971E+3	3.200017383E+0	100.000001490E-3	1.116186655E-6	1.796925798E-9	89.590751765E+3	144.230297342E+0	75.000000000E+0	81.224470205E-12	9.999500000E+0
4.075544972E+3	3.400013672E+0	100.000001490E-3	1.117924971E-6	2.121289304E-9	89.451442712E+3	169.736246699E+0	75.000000000E+0	75.230463872E-12	9.999500000E+0
4.126779294E+3	3.600018359E+0	100.000001490E-3	1.115469196E-6	844.087353328E-12	89.648375601E+3	67.837875161E+0	75.000000000E+0	68.044704593E-12	9.999500000E+0
4.177046425E+3	3.800011328E+0	100.000001490E-3	1.114522226E-6	920.043317954E-12	89.724546670E+3	74.068033536E+0	75.000000000E+0	81.410624075E-12	9.999700000E+0
4.227671121E+3	4.000016016E+0	100.000001490E-3	1.115522040E-6	1.592812234E-9	89.644128878E+3	127.999501662E+0	75.000000000E+0	74.958952240E-12	9.999700000E+0
4.278605751E+3	4.200025391E+0	100.000001490E-3	1.117297040E-6	1.699490260E-9	89.501715217E+3	136.138634441E+0	75.000000000E+0	80.304310424E-12	9.998400000E+0
4.329830482E+3	4.400037109E+0	100.000001490E-3	1.117473767E-6	1.499125965E-9	89.487560653E+3	120.050357955E+0	75.000000000E+0	75.481943612E-12	9.998400000E+0
4.379697690E+3	4.600030078E+0	100.000001490E-3	1.119487387E-6	2.472073883E-9	89.326599529E+3	197.252739355E+0	75.000000000E+0	78.302957174E-12	9.999400000E+0
4.431690731E+3	4.800014062E+0	100.000001490E-3	1.119326903E-6	1.831178400E-9	89.339406789E+3	146.156043932E+0	75.000000000E+0	79.187994356E-12	9.999400000E+0
4.481953232E+3	5.000018750E+0	100.000001490E-3	1.118658522E-6	1.599468599E-9	89.392785695E+3	127.814655613E+0	75.000000000E+0	81.455857337E-12	10.000400000E+0
4.531887091E+3	5.200034375E+0	100.000001490E-3	1.119743959E-6	2.063063869E-9	89.306131751E+3	164.541413535E+0	75.000000000E+0	76.829666587E-12	10.000400000E+0
4.583389672E+3	5.400029688E+0	100.000001490E-3	1.118688567E-6	1.538124756E-9	89.390384818E+3	122.906023958E+0	75.000000000E+0	87.143059435E-12	10.001100000E+0
4.633706175E+3	5.600030469E+0	100.000001490E-3	1.119020166E-6	1.131613577E-9	89.363895801E+3	90.369593766E+0	75.000000000E+0	91.045276873E-12	10.001100000E+0
4.683568398E+3	5.800030859E+0	100.000001490E-3	1.115863314E-6	897.932177118E-12	89.616712185E+3	72.114324788E+0	75.000000000E+0	87.228559792E-12	10.000500000E+0
4.733523856E+3	6.000034766E+0	100.000001490E-3	1.116138553E-6	1.634813930E-9	89.594612837E+3	131.229694388E+0	75.000000000E+0	82.064244983E-12	10.000500000E+0
4.784420193E+3	6.200051562E+0	100.000001490E-3	1.116573613E-6	1.631678489E-9	89.559703332E+3	130.875958138E+0	75.000000000E+0	85.463508492E-12	9.998600000E+0
4.834355802E+3	6.400046484E+0	100.000001490E-3	1.117304008E-6	1.821476442E-9	89.501157008E+3	145.908586905E+0	75.000000000E+0	79.132528308E-12	9.998600000E+0
4.886767589E+3	6.600006250E+0	100.000001490E-3	1.114058419E-6	1.166172181E-9	89.761900962E+3	93.960810360E+0	75.000000000E+0	88.224147432E-12	10.000500000E+0
4.937469899E+3	6.800028125E+0	100.000001490E-3	1.117955695E-6	1.816073663E-9	89.448984332E+3	145.306245389E+0	75.000000000E+0	92.246929539E-12	10.000500000E+0
4.988700751E+3	7.000036719E+0	100.000001490E-3	1.118704515E-6	2.275024041E-9	89.389110444E+3	181.783815525E+0	75.000000000E+0	82.773205998E-12	9.998000000E+0
5.039940442E+3	7.200028906E+0	100.000001490E-3	1.117452084E-6	1.961937082E-9	89.489297093E+3	157.118477839E+0	75.000000000E+0	96.998919313E-12	9.998000000E+0
5.090546276E+3	7.400022656E+0	100.000001490E-3	1.120429335E-6	1.898176098E-9	89.251502415E+3	151.205491773E+0	75.000000000E+0	88.656541310E-12	9.999100000E+0
5.140447944E+3	7.600028125E+0	100.000001490E-3	1.116878952E-6	1.796597984E-9	89.535218915E+3	144.025270989E+0	75.000000000E+0	76.879700522E-12	9.999100000E+0
5.191634658E+3	7.800028906E+0	100.000001490E-3	1.120060758E-6	1.414087862E-9	89.280872256E+3	112.717990322E+0	75.000000000E+0	82.255160322E-12	10.000500000E+0
5.241583769E+3	8.000033594E+0	100.000001490E-3	1.118854670E-6	2.199609533E-9	89.377114071E+3	175.710713282E+0	75.000000000E+0	86.574620042E-12	10.000500000E+0
5.292144884E+3	8.200029688E+0	100.000001490E-3	1.117655709E-6	997.510159482E-12	89.472993056E+3	79.854841570E+0	75.000000000E+0	89.149315013E-12	9.998800000E+0
5.342077845E+3	8.400044531E+0	100.000001490E-3	1.118266795E-6	1.610423410E-9	89.424099830E+3	128.780237842E+0	75.000000000E+0	92.835237414E-12	9.998800000E+0
5.392953249E+3	8.600026563E+0	100.000001490E-3	1.119203968E-6	2.073979735E-9	89.349219939E+3	165.571671303E+0	75.000000000E+0	92.759755085E-12	9.999800000E+0
5.442892645E+3	8.800050000E+0	100.000001490E-3	1.122436110E-6	1.255782181E-9	89.091931946E+3	99.676105965E+0	75.000000000E+0	92.302182564E-12	9.999800000E+0
5.493490695E+3	9.000021875E+0	100.000001490E-3	1.121496595E-6	1.891291976E-9	89.166567218E+3	150.370508395E+0	75.000000000E+0	75.034183381E-12	10.000000000E+0
