[Main]
Experiment = "RvsB_75.00Vg_50.0K"
Header length = 71    
Date = "20200225 13:16:52"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
5.919505271E+3	-2.599973242E+0	50.000000745E-3	750.485737796E-9	294.144684995E-12	66.623518912E+3	26.112360298E+0	75.000000000E+0	72.599665862E-12	50.002200000E+0
5.958057494E+3	-2.549978711E+0	50.000000745E-3	750.987588294E-9	434.802865341E-12	66.578997475E+3	38.547559674E+0	75.000000000E+0	69.185301238E-12	50.002200000E+0
5.996593801E+3	-2.499983984E+0	50.000000745E-3	750.604845855E-9	433.400349492E-12	66.612946907E+3	38.462414185E+0	75.000000000E+0	76.456526873E-12	49.998100000E+0
6.035167709E+3	-2.449988086E+0	50.000000745E-3	750.270059274E-9	382.910968302E-12	66.642671032E+3	34.012032573E+0	75.000000000E+0	72.207419211E-12	49.998100000E+0
6.073694689E+3	-2.399990039E+0	50.000000745E-3	750.296104350E-9	547.518038173E-12	66.640357660E+3	48.629864500E+0	75.000000000E+0	79.433382788E-12	50.001100000E+0
6.112205047E+3	-2.349991211E+0	50.000000745E-3	750.369075441E-9	397.690741462E-12	66.633877090E+3	35.315522526E+0	75.000000000E+0	78.347257848E-12	50.001100000E+0
6.150713885E+3	-2.299977734E+0	50.000000745E-3	750.406620407E-9	358.913001142E-12	66.630543209E+3	31.868812961E+0	75.000000000E+0	86.513492203E-12	49.998400000E+0
6.189312924E+3	-2.249987500E+0	50.000000745E-3	750.056821671E-9	327.195532285E-12	66.661617227E+3	29.079641304E+0	75.000000000E+0	76.416294820E-12	49.998400000E+0
6.227932489E+3	-2.199974414E+0	50.000000745E-3	750.300797507E-9	463.972982371E-12	66.639940823E+3	41.208982039E+0	75.000000000E+0	80.992285101E-12	50.002400000E+0
6.266535820E+3	-2.149978516E+0	50.000000745E-3	750.467977485E-9	300.358509847E-12	66.625095600E+3	26.665247597E+0	75.000000000E+0	86.382898057E-12	50.002400000E+0
6.305093745E+3	-2.099981836E+0	50.000000745E-3	749.961354458E-9	296.745037577E-12	66.670102996E+3	26.380055587E+0	75.000000000E+0	82.345010671E-12	50.000400000E+0
6.343639340E+3	-2.049984766E+0	50.000000745E-3	750.030745547E-9	392.811233153E-12	66.663934835E+3	34.913692011E+0	75.000000000E+0	81.309147609E-12	50.000400000E+0
6.382084726E+3	-1.999979297E+0	50.000000745E-3	749.829663802E-9	327.021624416E-12	66.681812095E+3	29.081797591E+0	75.000000000E+0	80.233054922E-12	49.999800000E+0
6.420668691E+3	-1.949980273E+0	50.000000745E-3	749.698064814E-9	344.875186650E-12	66.693517153E+3	30.680270173E+0	75.000000000E+0	84.104970904E-12	49.999800000E+0
6.459213872E+3	-1.899976758E+0	50.000000745E-3	750.292046011E-9	398.853704907E-12	66.640718119E+3	35.426068370E+0	75.000000000E+0	83.642298643E-12	49.999500000E+0
6.497779022E+3	-1.849975586E+0	50.000000745E-3	750.050507620E-9	406.667510967E-12	66.662178396E+3	36.143355532E+0	75.000000000E+0	82.133756740E-12	49.999500000E+0
6.536354884E+3	-1.799987500E+0	50.000000745E-3	750.054055963E-9	403.590325062E-12	66.661863032E+3	35.869525345E+0	75.000000000E+0	86.337639121E-12	49.999600000E+0
6.574951618E+3	-1.749993750E+0	50.000000745E-3	750.306532689E-9	377.114524932E-12	66.639431441E+3	33.493907403E+0	75.000000000E+0	84.974911135E-12	49.999600000E+0
6.613475660E+3	-1.699977344E+0	50.000000745E-3	750.033887353E-9	346.023206111E-12	66.663655587E+3	30.754839516E+0	75.000000000E+0	88.022181904E-12	49.999200000E+0
6.652083247E+3	-1.649975195E+0	50.000000745E-3	749.745332218E-9	303.744518437E-12	66.689312486E+3	27.017858245E+0	75.000000000E+0	84.688288327E-12	49.999200000E+0
6.690663095E+3	-1.599982520E+0	50.000000745E-3	749.411460804E-9	428.745061692E-12	66.719023341E+3	38.170555528E+0	75.000000000E+0	83.979354720E-12	49.999000000E+0
6.729238545E+3	-1.549988965E+0	50.000000745E-3	749.488559280E-9	419.226811306E-12	66.712160080E+3	37.315481070E+0	75.000000000E+0	83.305477794E-12	49.999000000E+0
6.767767620E+3	-1.499986523E+0	50.000000745E-3	749.500373428E-9	426.799931631E-12	66.711108517E+3	37.988368737E+0	75.000000000E+0	86.498631868E-12	49.999500000E+0
6.806389289E+3	-1.449989746E+0	50.000000745E-3	749.302766949E-9	353.917338644E-12	66.728701602E+3	31.517893065E+0	75.000000000E+0	88.947508387E-12	49.999500000E+0
6.844942525E+3	-1.400003711E+0	50.000000745E-3	749.887607262E-9	349.621194643E-12	66.676659623E+3	31.086756424E+0	75.000000000E+0	82.234428295E-12	50.000500000E+0
6.883517625E+3	-1.349988477E+0	50.000000745E-3	749.608754470E-9	381.351762339E-12	66.701463193E+3	33.933329070E+0	75.000000000E+0	91.210253239E-12	50.000500000E+0
6.922078026E+3	-1.299976367E+0	50.000000745E-3	749.313146025E-9	340.420460726E-12	66.727777312E+3	30.315096988E+0	75.000000000E+0	90.767790506E-12	50.001400000E+0
6.960671765E+3	-1.249991406E+0	50.000000745E-3	749.223641901E-9	401.759948206E-12	66.735748779E+3	35.786045012E+0	75.000000000E+0	94.448653065E-12	50.001400000E+0
6.999210904E+3	-1.199993457E+0	50.000000745E-3	749.739600129E-9	383.308952859E-12	66.689822355E+3	34.095579277E+0	75.000000000E+0	87.222662426E-12	49.997700000E+0
7.037766844E+3	-1.149999805E+0	50.000000745E-3	749.409872815E-9	358.741750972E-12	66.719164717E+3	31.938396920E+0	75.000000000E+0	85.367145297E-12	49.997700000E+0
7.076200724E+3	-1.100020410E+0	50.000000745E-3	749.309189965E-9	340.313797614E-12	66.728129609E+3	30.305918437E+0	75.000000000E+0	88.248389846E-12	50.000100000E+0
7.114819978E+3	-1.050027832E+0	50.000000745E-3	749.835885400E-9	357.105223511E-12	66.681258818E+3	31.756583404E+0	75.000000000E+0	92.748904390E-12	50.000100000E+0
7.153398335E+3	-1.000003809E+0	50.000000745E-3	749.528954204E-9	422.753712017E-12	66.708564712E+3	37.625355494E+0	75.000000000E+0	84.959716345E-12	50.000500000E+0
7.192014277E+3	-949.994921875E-3	50.000000745E-3	749.721423849E-9	345.164164673E-12	66.691439186E+3	30.704064423E+0	75.000000000E+0	90.606690900E-12	50.000500000E+0
7.230530304E+3	-900.006738281E-3	50.000000745E-3	749.413110679E-9	329.021904316E-12	66.718876455E+3	29.292217433E+0	75.000000000E+0	93.146030472E-12	50.002800000E+0
7.269112598E+3	-849.991406250E-3	50.000000745E-3	749.131643276E-9	321.866490273E-12	66.743944397E+3	28.676721005E+0	75.000000000E+0	89.716530732E-12	50.002800000E+0
7.307659682E+3	-799.980371094E-3	50.000000745E-3	749.144492080E-9	406.074218783E-12	66.742799652E+3	36.177974362E+0	75.000000000E+0	89.636057604E-12	49.999900000E+0
7.346249828E+3	-750.019384766E-3	50.000000745E-3	749.316331526E-9	367.202625384E-12	66.727493638E+3	32.699822249E+0	75.000000000E+0	92.140222535E-12	49.999900000E+0
7.384775127E+3	-700.008447266E-3	50.000000745E-3	749.435634861E-9	342.802289864E-12	66.716871229E+3	30.517225451E+0	75.000000000E+0	91.059074170E-12	49.999300000E+0
7.423368458E+3	-650.004980469E-3	50.000000745E-3	749.190381234E-9	373.312783797E-12	66.738711544E+3	33.255117548E+0	75.000000000E+0	82.565947135E-12	49.999300000E+0
7.461900137E+3	-600.011376953E-3	50.000000745E-3	749.571256159E-9	368.671901437E-12	66.704800023E+3	32.808335775E+0	75.000000000E+0	85.024833701E-12	50.003000000E+0
7.500434321E+3	-550.025439453E-3	50.000000745E-3	749.613363581E-9	410.441523280E-12	66.701053068E+3	36.521336406E+0	75.000000000E+0	79.242118423E-12	50.003000000E+0
7.538979640E+3	-500.014404297E-3	50.000000745E-3	749.906156802E-9	376.606891590E-12	66.675010322E+3	33.484547575E+0	75.000000000E+0	77.411715926E-12	49.999600000E+0
7.577593521E+3	-450.015332031E-3	50.000000745E-3	749.856523965E-9	353.403937633E-12	66.679423526E+3	31.425706225E+0	75.000000000E+0	71.000410412E-12	49.999600000E+0
7.616075339E+3	-400.014135742E-3	50.000000745E-3	749.021313609E-9	342.383955696E-12	66.753775676E+3	30.513713506E+0	75.000000000E+0	74.812082224E-12	49.998200000E+0
7.654685525E+3	-350.017285156E-3	50.000000745E-3	749.552047403E-9	461.903667666E-12	66.706509466E+3	41.107193938E+0	75.000000000E+0	71.845332461E-12	49.998200000E+0
7.693214997E+3	-300.016040039E-3	50.000000745E-3	749.129599555E-9	386.811693663E-12	66.744126483E+3	34.463207197E+0	75.000000000E+0	62.351599578E-12	50.000900000E+0
7.731785386E+3	-250.014819336E-3	50.000000745E-3	748.944366103E-9	321.445775947E-12	66.760634044E+3	28.653561979E+0	75.000000000E+0	62.351598190E-12	50.000900000E+0
7.770284834E+3	-200.012512207E-3	50.000000745E-3	748.904655383E-9	295.839077912E-12	66.764174032E+3	26.373786758E+0	75.000000000E+0	55.714019856E-12	49.999100000E+0
7.808880986E+3	-150.008020020E-3	50.000000745E-3	748.782276592E-9	367.907036844E-12	66.775085773E+3	32.809302129E+0	75.000000000E+0	60.978907340E-12	49.999100000E+0
7.847391221E+3	-100.018774414E-3	50.000000745E-3	749.423067887E-9	371.045629216E-12	66.717989995E+3	33.032634887E+0	75.000000000E+0	55.382171418E-12	50.000700000E+0
7.885946192E+3	-50.018634033E-3	50.000000745E-3	749.236495316E-9	454.986751374E-12	66.734603904E+3	40.525736298E+0	75.000000000E+0	56.191748823E-12	50.000700000E+0
7.924490429E+3	-19.589971006E-6	50.000000745E-3	748.918842582E-9	330.972542008E-12	66.762909280E+3	29.504785485E+0	75.000000000E+0	63.613844400E-12	49.999000000E+0
7.963045100E+3	49.974014282E-3	50.000000745E-3	749.152850398E-9	386.166842953E-12	66.742055000E+3	34.403618244E+0	NaN	NaN	49.999000000E+0
8.027029236E+3	99.977410889E-3	50.000000745E-3	749.771882930E-9	385.906840675E-12	66.686950903E+3	34.323707147E+0	75.000000000E+0	72.866286616E-12	49.999600000E+0
8.065576154E+3	149.973205566E-3	50.000000745E-3	748.774939556E-9	367.839261876E-12	66.775740084E+3	32.803900940E+0	75.000000000E+0	77.502517598E-12	49.999600000E+0
8.104149051E+3	199.980944824E-3	50.000000745E-3	749.495588610E-9	346.962405684E-12	66.711534404E+3	30.882629351E+0	75.000000000E+0	74.591084698E-12	50.000500000E+0
8.142681155E+3	249.978906250E-3	50.000000745E-3	749.327533453E-9	330.710685342E-12	66.726496109E+3	29.449291896E+0	75.000000000E+0	73.711074050E-12	50.000500000E+0
8.181210906E+3	299.994262695E-3	50.000000745E-3	749.047283911E-9	462.010688489E-12	66.751461248E+3	41.172151921E+0	75.000000000E+0	73.077494750E-12	49.999100000E+0
8.219820902E+3	349.975903320E-3	50.000000745E-3	749.722863545E-9	337.077364262E-12	66.691311118E+3	29.984588258E+0	75.000000000E+0	71.201840257E-12	49.999100000E+0
8.258392006E+3	399.991284180E-3	50.000000745E-3	749.502618995E-9	354.415460145E-12	66.710908645E+3	31.545423305E+0	75.000000000E+0	74.792193272E-12	50.002500000E+0
8.296934290E+3	449.972949219E-3	50.000000745E-3	748.706190524E-9	351.558338383E-12	66.781871685E+3	31.357726356E+0	75.000000000E+0	77.824429540E-12	50.002500000E+0
8.335507791E+3	499.987158203E-3	50.000000745E-3	748.943007270E-9	423.357842282E-12	66.760755171E+3	37.738104213E+0	75.000000000E+0	80.228033245E-12	50.004100000E+0
8.374095412E+3	549.980810547E-3	50.000000745E-3	749.164839893E-9	384.889404525E-12	66.740986873E+3	34.288713681E+0	75.000000000E+0	71.428152976E-12	50.004100000E+0
8.412746778E+3	600.001611328E-3	50.000000745E-3	748.668559712E-9	306.158910182E-12	66.785228385E+3	27.311007619E+0	75.000000000E+0	76.929406595E-12	49.996400000E+0
8.451389458E+3	649.982128906E-3	50.000000745E-3	748.985626508E-9	392.856775298E-12	66.756956309E+3	35.015254841E+0	75.000000000E+0	82.847932681E-12	49.996400000E+0
8.489890560E+3	699.992089844E-3	50.000000745E-3	748.659058638E-9	331.710313773E-12	66.786075942E+3	29.591080146E+0	75.000000000E+0	76.230451812E-12	50.000600000E+0
8.528545944E+3	749.971533203E-3	50.000000745E-3	748.595120835E-9	382.607468054E-12	66.791780167E+3	34.137323615E+0	75.000000000E+0	75.682369399E-12	50.000600000E+0
8.567053933E+3	799.978222656E-3	50.000000745E-3	749.122110314E-9	384.425111734E-12	66.744793748E+3	34.251258161E+0	75.000000000E+0	81.203698626E-12	50.000800000E+0
8.605677627E+3	849.976171875E-3	50.000000745E-3	749.204994927E-9	445.042089198E-12	66.737409766E+3	39.643297190E+0	75.000000000E+0	79.775566014E-12	50.000800000E+0
8.644182870E+3	899.981738281E-3	50.000000745E-3	749.489515399E-9	391.203152267E-12	66.712074976E+3	34.820999479E+0	75.000000000E+0	82.631801401E-12	50.001700000E+0
8.682716175E+3	949.979687500E-3	50.000000745E-3	749.744667721E-9	314.181378168E-12	66.689371592E+3	27.946259011E+0	75.000000000E+0	79.383411650E-12	50.001700000E+0
8.721270851E+3	999.979785156E-3	50.000000745E-3	749.224611896E-9	346.575040717E-12	66.735662378E+3	30.870468667E+0	75.000000000E+0	89.772327766E-12	49.999100000E+0
8.759819468E+3	1.049998437E+0	50.000000745E-3	750.119332197E-9	313.353993646E-12	66.656062041E+3	27.844827276E+0	75.000000000E+0	84.970092074E-12	49.999100000E+0
8.798392964E+3	1.099974707E+0	50.000000745E-3	749.224093627E-9	380.031800203E-12	66.735708542E+3	33.850608477E+0	75.000000000E+0	85.789771120E-12	50.000500000E+0
8.837008929E+3	1.149983594E+0	50.000000745E-3	748.953334912E-9	302.483872269E-12	66.759834578E+3	26.962658865E+0	75.000000000E+0	83.210200535E-12	50.000500000E+0
8.875606199E+3	1.199996680E+0	50.000000745E-3	749.354075515E-9	432.978816493E-12	66.724132661E+3	38.553384755E+0	75.000000000E+0	84.633217795E-12	49.999400000E+0
8.914194021E+3	1.249996875E+0	50.000000745E-3	750.251680523E-9	381.687281663E-12	66.644303563E+3	33.904999783E+0	75.000000000E+0	86.619506706E-12	49.999400000E+0
8.952746964E+3	1.300001367E+0	50.000000745E-3	749.450559848E-9	342.515332141E-12	66.715542591E+3	30.490465220E+0	75.000000000E+0	87.021774509E-12	49.997600000E+0
8.991269840E+3	1.349985156E+0	50.000000745E-3	749.669117438E-9	342.258278804E-12	66.696092425E+3	30.449820148E+0	75.000000000E+0	85.015402357E-12	49.997600000E+0
9.029822881E+3	1.399988574E+0	50.000000745E-3	749.986518022E-9	341.428911402E-12	66.667866080E+3	30.350328165E+0	75.000000000E+0	93.035856796E-12	49.998900000E+0
9.068363111E+3	1.449984277E+0	50.000000745E-3	749.583427064E-9	386.785495447E-12	66.703716944E+3	34.419157728E+0	NaN	NaN	49.998900000E+0
9.156416220E+3	1.499986523E+0	50.000000745E-3	749.343534092E-9	278.637639455E-12	66.725071306E+3	24.811205429E+0	75.000000000E+0	86.473653932E-12	49.998300000E+0
9.195048490E+3	1.549982422E+0	50.000000745E-3	749.457510356E-9	390.576612133E-12	66.714923867E+3	34.768200442E+0	75.000000000E+0	91.361388593E-12	49.998300000E+0
9.233589860E+3	1.599983594E+0	50.000000745E-3	749.439466782E-9	327.239649651E-12	66.716530102E+3	29.131497478E+0	75.000000000E+0	91.954766718E-12	49.997600000E+0
9.272182006E+3	1.649999023E+0	50.000000745E-3	749.302023877E-9	352.591443366E-12	66.728767776E+3	31.399878546E+0	75.000000000E+0	88.615809829E-12	49.997600000E+0
9.310734265E+3	1.699980664E+0	50.000000745E-3	749.937516891E-9	401.676820911E-12	66.672222177E+3	35.710556738E+0	75.000000000E+0	90.028768468E-12	50.001700000E+0
9.349316143E+3	1.749983008E+0	50.000000745E-3	749.805577163E-9	302.656606664E-12	66.683954171E+3	26.916763363E+0	75.000000000E+0	90.270114300E-12	50.001700000E+0
9.387855956E+3	1.799977539E+0	50.000000745E-3	750.074481332E-9	379.974739863E-12	66.660047755E+3	33.768825544E+0	75.000000000E+0	92.336788216E-12	50.001700000E+0
9.426478916E+3	1.849977734E+0	50.000000745E-3	749.963749390E-9	373.331308598E-12	66.669890092E+3	33.188213874E+0	75.000000000E+0	92.517778161E-12	50.001700000E+0
9.464977663E+3	1.899968164E+0	50.000000745E-3	749.832788618E-9	332.779668001E-12	66.681534209E+3	29.593609606E+0	75.000000000E+0	97.440692320E-12	49.998200000E+0
9.503515114E+3	1.949989063E+0	50.000000745E-3	749.931773415E-9	298.982271369E-12	66.672732797E+3	26.581038165E+0	75.000000000E+0	96.359548118E-12	49.998200000E+0
9.542052889E+3	1.999982422E+0	50.000000745E-3	750.265445393E-9	404.107731128E-12	66.643080862E+3	35.895274623E+0	75.000000000E+0	96.093057123E-12	50.000800000E+0
9.580698294E+3	2.049980469E+0	50.000000745E-3	750.292345219E-9	329.354092412E-12	66.640691543E+3	29.253109965E+0	NaN	NaN	50.000800000E+0
9.674820798E+3	2.099983984E+0	50.000000745E-3	749.911636376E-9	355.821685749E-12	66.674523130E+3	31.636048924E+0	75.000000000E+0	82.918336086E-12	50.001200000E+0
9.713405715E+3	2.149976367E+0	50.000000745E-3	750.365364504E-9	333.531129333E-12	66.634206628E+3	29.618347595E+0	75.000000000E+0	79.674933318E-12	50.001200000E+0
9.751947371E+3	2.199973242E+0	50.000000745E-3	749.915182406E-9	414.592396501E-12	66.674207855E+3	36.860994773E+0	75.000000000E+0	76.522048420E-12	49.998400000E+0
9.790589402E+3	2.249990820E+0	50.000000745E-3	749.915465706E-9	348.004084252E-12	66.674182667E+3	30.940671240E+0	75.000000000E+0	68.018901622E-12	49.998400000E+0
9.829103549E+3	2.299996289E+0	50.000000745E-3	750.040457969E-9	290.069352639E-12	66.663071590E+3	25.781161290E+0	75.000000000E+0	75.662264648E-12	49.999900000E+0
9.867688984E+3	2.349975781E+0	50.000000745E-3	749.690284990E-9	353.016824132E-12	66.694209257E+3	31.405206138E+0	75.000000000E+0	67.118834102E-12	49.999900000E+0
9.906238236E+3	2.399978320E+0	50.000000745E-3	750.385729665E-9	522.156599359E-12	66.632398203E+3	46.366215504E+0	75.000000000E+0	66.108117591E-12	49.998800000E+0
9.944808353E+3	2.449978125E+0	50.000000745E-3	750.023344255E-9	333.324731038E-12	66.664592680E+3	29.627021072E+0	75.000000000E+0	61.124921097E-12	49.998800000E+0
9.983240242E+3	2.499980664E+0	50.000000745E-3	749.966731440E-9	308.973801899E-12	66.669624997E+3	27.466775049E+0	75.000000000E+0	65.072311081E-12	49.998800000E+0
10.021754197E+3	2.549984180E+0	50.000000745E-3	749.079995766E-9	368.569750451E-12	66.748546254E+3	32.842280097E+0	75.000000000E+0	61.295876014E-12	49.998800000E+0
10.060281614E+3	2.599986328E+0	50.000000745E-3	749.653489085E-9	418.633436924E-12	66.697482868E+3	37.246270302E+0	75.000000000E+0	59.475570302E-12	50.000700000E+0
10.098849402E+3	2.649983203E+0	50.000000745E-3	749.877410789E-9	378.447941462E-12	66.677566260E+3	33.650817227E+0	75.000000000E+0	64.760536517E-12	50.000700000E+0
10.137389667E+3	2.699977930E+0	50.000000745E-3	749.023706795E-9	517.836018545E-12	66.753562393E+3	46.149939794E+0	75.000000000E+0	63.749804741E-12	50.001800000E+0
10.175999243E+3	2.749984570E+0	50.000000745E-3	749.658390985E-9	425.000060306E-12	66.697046743E+3	37.812221178E+0	75.000000000E+0	66.505437268E-12	50.001800000E+0
10.214544431E+3	2.799980469E+0	50.000000745E-3	749.603391210E-9	390.340097147E-12	66.701940428E+3	34.733623423E+0	75.000000000E+0	66.998202819E-12	49.997400000E+0
10.253159345E+3	2.849977148E+0	50.000000745E-3	749.728640515E-9	390.460346249E-12	66.690797234E+3	34.732715775E+0	75.000000000E+0	69.723636587E-12	49.997400000E+0
10.291688554E+3	2.899984961E+0	50.000000745E-3	749.866604676E-9	327.670763617E-12	66.678527132E+3	29.136654127E+0	75.000000000E+0	70.216479159E-12	49.999900000E+0
10.330329146E+3	2.949987109E+0	50.000000745E-3	749.483676180E-9	420.004013186E-12	66.712594729E+3	37.385147144E+0	75.000000000E+0	73.218454910E-12	49.999900000E+0
10.368830589E+3	3.000011523E+0	50.000000745E-3	749.490303122E-9	347.087690303E-12	66.712004861E+3	30.894216491E+0	75.000000000E+0	73.092727704E-12	49.997000000E+0
10.407349466E+3	3.049990820E+0	50.000000745E-3	749.705388159E-9	421.215890226E-12	66.692865671E+3	37.470845520E+0	75.000000000E+0	73.847029880E-12	49.997000000E+0
10.445870820E+3	3.100008398E+0	50.000000745E-3	749.063342168E-9	382.384258851E-12	66.750030245E+3	34.074769658E+0	75.000000000E+0	78.443081197E-12	49.998900000E+0
10.484453622E+3	3.150020313E+0	50.000000745E-3	749.936470818E-9	403.176540439E-12	66.672315177E+3	35.843987354E+0	75.000000000E+0	75.063948807E-12	49.998900000E+0
10.522954381E+3	3.200017383E+0	50.000000745E-3	749.200842869E-9	338.991833937E-12	66.737779623E+3	30.196925861E+0	75.000000000E+0	74.329790933E-12	49.999500000E+0
10.561538641E+3	3.250012109E+0	50.000000745E-3	749.742741879E-9	415.586114348E-12	66.689542895E+3	36.966343856E+0	75.000000000E+0	78.754922722E-12	49.999500000E+0
10.600070078E+3	3.300008594E+0	50.000000745E-3	749.529147830E-9	332.231723888E-12	66.708547479E+3	29.568824363E+0	75.000000000E+0	70.970776478E-12	49.998700000E+0
10.638683211E+3	3.350013281E+0	50.000000745E-3	749.574802429E-9	515.355548468E-12	66.704484440E+3	45.861368408E+0	75.000000000E+0	82.657109629E-12	49.998700000E+0
10.677211570E+3	3.400007031E+0	50.000000745E-3	750.004937588E-9	312.818204014E-12	66.666228766E+3	27.805696877E+0	75.000000000E+0	84.693601438E-12	50.002400000E+0
10.715792867E+3	3.450022266E+0	50.000000745E-3	749.347890259E-9	329.532338238E-12	66.724683415E+3	29.342767531E+0	75.000000000E+0	85.216595586E-12	50.002400000E+0
10.754330143E+3	3.500021484E+0	50.000000745E-3	749.444642931E-9	348.763338387E-12	66.716069314E+3	31.047148415E+0	75.000000000E+0	82.928599404E-12	49.999300000E+0
10.792918978E+3	3.550016406E+0	50.000000745E-3	749.201104461E-9	358.244639424E-12	66.737756321E+3	31.911916983E+0	75.000000000E+0	80.057283719E-12	49.999300000E+0
10.831423249E+3	3.600006250E+0	50.000000745E-3	749.637359981E-9	367.643031089E-12	66.698917923E+3	32.711006234E+0	75.000000000E+0	80.665719937E-12	49.998000000E+0
10.869963240E+3	3.650017578E+0	50.000000745E-3	750.022015540E-9	434.483388689E-12	66.664710781E+3	38.618478986E+0	75.000000000E+0	86.860842824E-12	49.998000000E+0
10.908549729E+3	3.700018750E+0	50.000000745E-3	750.029899011E-9	343.141565872E-12	66.664010076E+3	30.499041218E+0	75.000000000E+0	83.104580162E-12	49.998300000E+0
10.947136708E+3	3.750010156E+0	50.000000745E-3	749.603814178E-9	532.979849646E-12	66.701902791E+3	47.426079548E+0	75.000000000E+0	83.491755870E-12	49.998300000E+0
10.985656223E+3	3.800009375E+0	50.000000745E-3	749.746742407E-9	399.703208728E-12	66.689187051E+3	35.553181553E+0	75.000000000E+0	83.360971598E-12	49.997800000E+0
11.024255575E+3	3.850023437E+0	50.000000745E-3	749.511495561E-9	317.094215136E-12	66.710118579E+3	28.222906277E+0	75.000000000E+0	89.747172194E-12	49.997800000E+0
11.062833694E+3	3.900003906E+0	50.000000745E-3	749.696574704E-9	519.286620794E-12	66.693649714E+3	46.196182772E+0	75.000000000E+0	83.773316756E-12	50.000500000E+0
11.101395054E+3	3.950019531E+0	50.000000745E-3	749.593908028E-9	348.715863305E-12	66.702784280E+3	31.030560355E+0	75.000000000E+0	85.105882758E-12	50.000500000E+0
11.139939698E+3	4.000018359E+0	50.000000745E-3	749.236847308E-9	360.110647066E-12	66.734572552E+3	32.075077713E+0	75.000000000E+0	88.681125637E-12	49.999100000E+0
11.178517209E+3	4.050019531E+0	50.000000745E-3	749.628813665E-9	381.560702612E-12	66.699678339E+3	33.950103928E+0	75.000000000E+0	90.521557611E-12	49.999100000E+0
11.217077474E+3	4.100018359E+0	50.000000745E-3	749.961939555E-9	348.117553931E-12	66.670050982E+3	30.946923896E+0	75.000000000E+0	90.410916948E-12	49.994900000E+0
11.255684346E+3	4.150024219E+0	50.000000745E-3	750.118870177E-9	361.062497989E-12	66.656103096E+3	32.084273636E+0	75.000000000E+0	86.297593377E-12	49.994900000E+0
11.294229126E+3	4.200017969E+0	50.000000745E-3	750.052908705E-9	344.297767390E-12	66.661964996E+3	30.599928954E+0	75.000000000E+0	89.656632118E-12	50.002300000E+0
11.332833273E+3	4.250032031E+0	50.000000745E-3	749.834668035E-9	328.071497669E-12	66.681367075E+3	29.174772647E+0	75.000000000E+0	84.864391903E-12	50.002300000E+0
11.371450599E+3	4.300030078E+0	50.000000745E-3	749.429551815E-9	395.888424652E-12	66.717412763E+3	35.243674834E+0	75.000000000E+0	89.475497844E-12	50.002000000E+0
11.410041786E+3	4.350017187E+0	50.000000745E-3	750.012164301E-9	424.753356090E-12	66.665586406E+3	37.754629738E+0	75.000000000E+0	93.593792438E-12	50.002000000E+0
11.448567554E+3	4.400017187E+0	50.000000745E-3	750.340545458E-9	319.087926830E-12	66.636410691E+3	28.337631849E+0	75.000000000E+0	90.596778690E-12	50.002600000E+0
11.487119345E+3	4.450029687E+0	50.000000745E-3	749.750414087E-9	351.608524099E-12	66.688860460E+3	31.274903434E+0	75.000000000E+0	88.117712432E-12	50.002600000E+0
