[Main]
Experiment = "RvsB_75.00Vg_10.0K"
Header length = 71    
Date = "20200225 19:19:19"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
5.778501923E+3	-2.599983008E+0	50.000000745E-3	743.425686204E-9	400.199941937E-12	67.256218978E+3	36.205279733E+0	75.000000000E+0	86.277876510E-12	9.999300000E+0
5.817102506E+3	-2.549986133E+0	50.000000745E-3	743.430832874E-9	501.990451811E-12	67.255753372E+3	45.413432601E+0	75.000000000E+0	86.403594002E-12	9.999300000E+0
5.855375509E+3	-2.499989453E+0	50.000000745E-3	743.249868098E-9	484.993988162E-12	67.272128649E+3	43.897186351E+0	75.000000000E+0	94.841488135E-12	9.999900000E+0
5.893944784E+3	-2.449982617E+0	50.000000745E-3	742.293132203E-9	351.816740653E-12	67.358835177E+3	31.925347033E+0	75.000000000E+0	92.513274125E-12	9.999900000E+0
5.931002095E+3	-2.399986914E+0	50.000000745E-3	744.189479626E-9	517.237210183E-12	67.187191050E+3	46.697401952E+0	75.000000000E+0	91.150525322E-12	9.999900000E+0
5.969342518E+3	-2.349984570E+0	50.000000745E-3	743.985615274E-9	545.746563738E-12	67.205601451E+3	49.298299998E+0	75.000000000E+0	89.993926200E-12	9.999900000E+0
6.007572504E+3	-2.299977734E+0	50.000000745E-3	744.303548700E-9	503.574639947E-12	67.176894202E+3	45.449978533E+0	75.000000000E+0	93.639685589E-12	9.999700000E+0
6.045857858E+3	-2.249984180E+0	50.000000745E-3	743.979528124E-9	544.127474187E-12	67.206151319E+3	49.152848949E+0	75.000000000E+0	89.179335444E-12	9.999700000E+0
6.084143088E+3	-2.199989648E+0	50.000000745E-3	743.731015487E-9	377.871952178E-12	67.228607795E+3	34.157248710E+0	75.000000000E+0	89.923624103E-12	9.999700000E+0
6.121236701E+3	-2.149980664E+0	50.000000745E-3	743.629184887E-9	517.129079445E-12	67.237813901E+3	46.758020682E+0	75.000000000E+0	89.596757791E-12	9.999700000E+0
6.158308025E+3	-2.099976367E+0	50.000000745E-3	742.934573771E-9	489.731895540E-12	67.300678297E+3	44.363649125E+0	75.000000000E+0	87.992615971E-12	10.000300000E+0
6.196657978E+3	-2.049983789E+0	50.000000745E-3	742.773587453E-9	648.144692572E-12	67.315264826E+3	58.739341790E+0	75.000000000E+0	91.331630453E-12	10.000300000E+0
6.233684081E+3	-1.999976953E+0	50.000000745E-3	743.754687163E-9	427.667736753E-12	67.226468092E+3	38.656013811E+0	75.000000000E+0	90.562227856E-12	10.000100000E+0
6.272084353E+3	-1.949987891E+0	50.000000745E-3	745.073520905E-9	561.672444927E-12	67.107472407E+3	50.588857397E+0	75.000000000E+0	89.375485485E-12	10.000100000E+0
6.310344035E+3	-1.899991016E+0	50.000000745E-3	744.849820387E-9	520.735498166E-12	67.127626773E+3	46.929914208E+0	75.000000000E+0	92.201508928E-12	9.999700000E+0
6.347433548E+3	-1.849991992E+0	50.000000745E-3	743.828839880E-9	363.644876986E-12	67.219766248E+3	32.862565039E+0	75.000000000E+0	96.707054864E-12	9.999700000E+0
6.384475584E+3	-1.799977539E+0	50.000000745E-3	742.654991489E-9	370.300889473E-12	67.326014526E+3	33.569939406E+0	75.000000000E+0	93.855816174E-12	9.999700000E+0
6.422806382E+3	-1.750001367E+0	50.000000745E-3	743.048619188E-9	459.440691586E-12	67.290348779E+3	41.606866068E+0	75.000000000E+0	89.234619000E-12	9.999700000E+0
6.461066189E+3	-1.699989258E+0	50.000000745E-3	742.923845605E-9	489.898146031E-12	67.301650150E+3	44.379991070E+0	75.000000000E+0	95.575593967E-12	9.999700000E+0
6.499655769E+3	-1.649992383E+0	50.000000745E-3	743.230838466E-9	504.954402563E-12	67.273851080E+3	45.706159543E+0	75.000000000E+0	95.007371415E-12	9.999700000E+0
6.538185013E+3	-1.599978125E+0	50.000000745E-3	743.250097398E-9	451.485322672E-12	67.272107895E+3	40.864265536E+0	75.000000000E+0	99.211164978E-12	10.000000000E+0
6.576826922E+3	-1.549995410E+0	50.000000745E-3	742.579271359E-9	427.561480696E-12	67.332879699E+3	38.768851830E+0	75.000000000E+0	95.701233743E-12	10.000000000E+0
6.615341949E+3	-1.499985449E+0	50.000000745E-3	741.607024177E-9	368.232550033E-12	67.421153138E+3	33.476844659E+0	75.000000000E+0	96.380111531E-12	9.999000000E+0
6.653641039E+3	-1.449991895E+0	50.000000745E-3	742.276939736E-9	463.915010412E-12	67.360304582E+3	42.099457398E+0	75.000000000E+0	92.055551376E-12	9.999000000E+0
6.692147896E+3	-1.400017969E+0	50.000000745E-3	742.810459455E-9	486.392426319E-12	67.311923397E+3	44.075859897E+0	75.000000000E+0	85.070927386E-12	9.999000000E+0
6.730700408E+3	-1.349994922E+0	50.000000745E-3	742.686402300E-9	405.231597865E-12	67.323167073E+3	36.733504857E+0	75.000000000E+0	86.851002085E-12	9.999000000E+0
6.769217677E+3	-1.299986035E+0	50.000000745E-3	742.108897616E-9	439.622754171E-12	67.375557557E+3	39.913048169E+0	75.000000000E+0	81.847624511E-12	10.000200000E+0
6.807815237E+3	-1.250004395E+0	50.000000745E-3	741.863292845E-9	426.560556772E-12	67.397863228E+3	38.752786856E+0	75.000000000E+0	81.027980159E-12	10.000200000E+0
6.846089808E+3	-1.200005371E+0	50.000000745E-3	742.381027179E-9	533.157442868E-12	67.350860157E+3	48.369517892E+0	75.000000000E+0	75.587109488E-12	10.000100000E+0
6.884731986E+3	-1.149981348E+0	50.000000745E-3	741.081761459E-9	394.550001465E-12	67.468939792E+3	35.920287988E+0	75.000000000E+0	78.111414559E-12	10.000100000E+0
6.923002997E+3	-1.100020410E+0	50.000000745E-3	741.653778338E-9	565.066911453E-12	67.416902880E+3	51.365019910E+0	75.000000000E+0	71.946503616E-12	9.999300000E+0
6.961554028E+3	-1.050022363E+0	50.000000745E-3	742.247846824E-9	483.975867806E-12	67.362944816E+3	43.923387336E+0	75.000000000E+0	71.780571764E-12	9.999300000E+0
7.000099429E+3	-1.000004883E+0	50.000000745E-3	741.387337948E-9	467.905278678E-12	67.441131222E+3	42.563528784E+0	75.000000000E+0	69.080255405E-12	9.999300000E+0
7.038681537E+3	-949.989550781E-3	50.000000745E-3	742.747561508E-9	476.313047861E-12	67.317623559E+3	43.169798346E+0	75.000000000E+0	64.961889340E-12	9.999300000E+0
7.076956992E+3	-900.001269531E-3	50.000000745E-3	741.962790756E-9	466.609223389E-12	67.388825111E+3	42.379817077E+0	75.000000000E+0	66.450338287E-12	9.999600000E+0
7.115315474E+3	-849.989257813E-3	50.000000745E-3	741.492301293E-9	394.769568547E-12	67.431584465E+3	35.900490753E+0	75.000000000E+0	64.147264583E-12	9.999600000E+0
7.152352305E+3	-799.983691406E-3	50.000000745E-3	741.624619459E-9	508.122556031E-12	67.419553549E+3	46.192366026E+0	75.000000000E+0	66.571004265E-12	9.999700000E+0
7.191039701E+3	-750.017285156E-3	50.000000745E-3	740.283852855E-9	771.942274942E-12	67.541660611E+3	70.430096434E+0	75.000000000E+0	73.837185671E-12	9.999700000E+0
7.229558530E+3	-699.995361328E-3	50.000000745E-3	740.398343277E-9	428.065522347E-12	67.531216404E+3	39.043557684E+0	75.000000000E+0	75.813420819E-12	10.000100000E+0
7.267846806E+3	-649.991943359E-3	50.000000745E-3	741.579288521E-9	489.011222989E-12	67.423674743E+3	44.460429457E+0	75.000000000E+0	76.949792371E-12	10.000100000E+0
7.306119879E+3	-600.026611328E-3	50.000000745E-3	741.158526110E-9	381.237760399E-12	67.461951774E+3	34.701136802E+0	75.000000000E+0	69.351714649E-12	10.000200000E+0
7.343193092E+3	-550.001464844E-3	50.000000745E-3	741.112401123E-9	452.465583710E-12	67.466150437E+3	41.189583513E+0	75.000000000E+0	82.063853629E-12	10.000200000E+0
7.381683084E+3	-500.000244141E-3	50.000000745E-3	739.916416673E-9	543.373471376E-12	67.575201223E+3	49.625296642E+0	75.000000000E+0	79.836217498E-12	9.999500000E+0
7.420063381E+3	-450.014257812E-3	50.000000745E-3	740.534246712E-9	543.119652251E-12	67.518823021E+3	49.519383935E+0	75.000000000E+0	73.766776021E-12	9.999500000E+0
7.458556580E+3	-400.026098633E-3	50.000000745E-3	740.230569424E-9	615.752267576E-12	67.546522408E+3	56.187796151E+0	75.000000000E+0	81.636380989E-12	9.999800000E+0
7.497145718E+3	-350.018359375E-3	50.000000745E-3	739.330331233E-9	360.120661224E-12	67.628769757E+3	32.941320346E+0	75.000000000E+0	79.866360747E-12	9.999800000E+0
7.534216633E+3	-300.017138672E-3	50.000000745E-3	739.302234107E-9	382.614572413E-12	67.631339983E+3	35.001566390E+0	75.000000000E+0	81.324639384E-12	10.000600000E+0
7.572550897E+3	-250.012646484E-3	50.000000745E-3	739.943184639E-9	363.108956876E-12	67.572756643E+3	33.159671833E+0	75.000000000E+0	82.280094543E-12	10.000600000E+0
7.610853789E+3	-200.004895020E-3	50.000000745E-3	738.916333639E-9	429.305504720E-12	67.666660580E+3	39.313882439E+0	75.000000000E+0	77.311852059E-12	9.999100000E+0
7.649138948E+3	-150.021081543E-3	50.000000745E-3	738.971481299E-9	422.837833210E-12	67.661610780E+3	38.715822759E+0	75.000000000E+0	82.109116034E-12	9.999100000E+0
7.687651330E+3	-100.007891846E-3	50.000000745E-3	737.752922186E-9	552.836722244E-12	67.773368619E+3	50.786118002E+0	75.000000000E+0	86.131925897E-12	10.000100000E+0
7.726224773E+3	-50.022988892E-3	50.000000745E-3	739.447996469E-9	422.991340704E-12	67.618008276E+3	38.679977650E+0	75.000000000E+0	81.606234270E-12	10.000100000E+0
7.764476674E+3	0.000000000E+0	50.000000745E-3	738.191308582E-9	552.231511400E-12	67.733120349E+3	50.670284231E+0	75.000000000E+0	85.749785744E-12	9.999900000E+0
7.802759482E+3	49.981631470E-3	50.000000745E-3	738.512238055E-9	664.713636636E-12	67.703686098E+3	60.938141687E+0	75.000000000E+0	82.963989845E-12	9.999900000E+0
7.841305748E+3	99.992651367E-3	50.000000745E-3	739.037095554E-9	457.260773266E-12	67.655603549E+3	41.860217546E+0	75.000000000E+0	93.352962860E-12	9.999900000E+0
7.879630198E+3	149.990600586E-3	50.000000745E-3	739.668440996E-9	498.655906760E-12	67.597855977E+3	45.571864769E+0	75.000000000E+0	91.271155911E-12	9.999900000E+0
7.917867179E+3	199.983129883E-3	50.000000745E-3	739.995000066E-9	416.483192289E-12	67.568025109E+3	38.028563425E+0	75.000000000E+0	88.294335732E-12	9.999100000E+0
7.956484410E+3	249.984350586E-3	50.000000745E-3	739.882476973E-9	474.313876973E-12	67.578301016E+3	43.322185552E+0	75.000000000E+0	85.664374899E-12	9.999100000E+0
7.994749797E+3	299.976879883E-3	50.000000745E-3	741.114364190E-9	379.716284768E-12	67.465971733E+3	34.566767792E+0	75.000000000E+0	90.521950352E-12	10.000400000E+0
8.031843537E+3	349.980249023E-3	50.000000745E-3	740.913359992E-9	673.601311866E-12	67.484274741E+3	61.353322062E+0	75.000000000E+0	91.693544424E-12	10.000400000E+0
8.070395066E+3	399.973852539E-3	50.000000745E-3	740.539817107E-9	470.675890097E-12	67.518315140E+3	42.913618339E+0	75.000000000E+0	89.214464288E-12	9.999600000E+0
8.107528670E+3	449.979443359E-3	50.000000745E-3	741.371403595E-9	606.335721138E-12	67.442580740E+3	55.158380307E+0	75.000000000E+0	91.628196697E-12	9.999600000E+0
8.145801127E+3	499.994824219E-3	50.000000745E-3	741.682285532E-9	430.719079986E-12	67.414311654E+3	39.149688296E+0	75.000000000E+0	91.613129583E-12	10.000200000E+0
8.184114530E+3	549.986279297E-3	50.000000745E-3	741.282276635E-9	382.065383017E-12	67.450689597E+3	34.764858635E+0	75.000000000E+0	97.959128309E-12	10.000200000E+0
8.222678329E+3	599.989648438E-3	50.000000745E-3	742.091552885E-9	435.008933582E-12	67.377132310E+3	39.496008761E+0	75.000000000E+0	95.047603815E-12	9.999200000E+0
8.260959993E+3	649.989794922E-3	50.000000745E-3	742.123038607E-9	327.269411833E-12	67.374273731E+3	29.711432996E+0	75.000000000E+0	97.129369131E-12	9.999200000E+0
8.298004666E+3	699.975732422E-3	50.000000745E-3	741.986911117E-9	329.908197338E-12	67.386634449E+3	29.961988227E+0	75.000000000E+0	93.413281277E-12	10.000600000E+0
8.335118024E+3	749.977001953E-3	50.000000745E-3	741.421256944E-9	528.615561954E-12	67.438045884E+3	48.081708190E+0	75.000000000E+0	95.580528908E-12	10.000600000E+0
8.373642253E+3	799.985791016E-3	50.000000745E-3	741.524751106E-9	412.391654701E-12	67.428633596E+3	37.499767528E+0	75.000000000E+0	98.662958359E-12	10.000200000E+0
8.412229734E+3	849.978417969E-3	50.000000745E-3	740.668747799E-9	438.194878779E-12	67.506562000E+3	39.938271785E+0	75.000000000E+0	93.498675469E-12	10.000200000E+0
8.450774070E+3	899.988281250E-3	50.000000745E-3	742.067435230E-9	414.665019623E-12	67.379322109E+3	37.651359699E+0	75.000000000E+0	93.724928513E-12	9.999300000E+0
8.489395669E+3	949.984082031E-3	50.000000745E-3	742.209655515E-9	467.927815878E-12	67.366411059E+3	42.471311652E+0	75.000000000E+0	96.671617239E-12	9.999300000E+0
8.527646824E+3	999.979785156E-3	50.000000745E-3	740.098413457E-9	454.337372571E-12	67.558583880E+3	41.473389128E+0	75.000000000E+0	97.979026281E-12	9.999800000E+0
8.565963257E+3	1.049973438E+0	50.000000745E-3	741.638011327E-9	363.898085805E-12	67.418336144E+3	33.080024347E+0	75.000000000E+0	92.985696920E-12	9.999800000E+0
8.604498330E+3	1.099987695E+0	50.000000745E-3	741.446438752E-9	604.434895552E-12	67.435755480E+3	54.974333532E+0	75.000000000E+0	94.982049309E-12	10.000400000E+0
8.643155512E+3	1.149979199E+0	50.000000745E-3	742.499661418E-9	487.233895823E-12	67.340099051E+3	44.189082515E+0	75.000000000E+0	91.758717985E-12	10.000400000E+0
8.681680812E+3	1.199980371E+0	50.000000745E-3	742.055081859E-9	462.604284824E-12	67.380443807E+3	42.005617616E+0	75.000000000E+0	88.982973767E-12	9.999800000E+0
8.720254580E+3	1.249994727E+0	50.000000745E-3	743.003176833E-9	414.512303884E-12	67.294464282E+3	37.542751226E+0	75.000000000E+0	89.772390216E-12	9.999800000E+0
8.757341109E+3	1.299980664E+0	50.000000745E-3	742.359794567E-9	416.052493159E-12	67.352786494E+3	37.747592134E+0	75.000000000E+0	79.604767222E-12	10.000300000E+0
8.795959437E+3	1.349978613E+0	50.000000745E-3	743.138042840E-9	475.781050888E-12	67.282251564E+3	43.076277232E+0	75.000000000E+0	82.048613043E-12	10.000300000E+0
8.834215909E+3	1.399977637E+0	50.000000745E-3	743.314567546E-9	617.120562618E-12	67.266273161E+3	55.846343057E+0	75.000000000E+0	76.969838142E-12	10.000500000E+0
8.872541617E+3	1.449982129E+0	50.000000745E-3	743.680350525E-9	501.300341419E-12	67.233187901E+3	45.320573585E+0	75.000000000E+0	72.117323918E-12	10.000500000E+0
8.911094949E+3	1.499986523E+0	50.000000745E-3	743.452602329E-9	413.966025898E-12	67.253784019E+3	37.447957825E+0	75.000000000E+0	69.547815423E-12	9.999900000E+0
8.949435174E+3	1.549988965E+0	50.000000745E-3	742.334260720E-9	347.963628826E-12	67.355103207E+3	31.572200520E+0	75.000000000E+0	68.019143790E-12	9.999900000E+0
8.986482837E+3	1.599979199E+0	50.000000745E-3	743.410924807E-9	438.054454131E-12	67.257554438E+3	39.631474750E+0	75.000000000E+0	66.078106181E-12	9.999800000E+0
9.023654669E+3	1.649989258E+0	50.000000745E-3	743.819735713E-9	726.511954675E-12	67.220589001E+3	65.656447610E+0	75.000000000E+0	65.655741607E-12	9.999800000E+0
9.061891748E+3	1.699973047E+0	50.000000745E-3	742.326906613E-9	865.025240046E-12	67.355770483E+3	78.488925851E+0	75.000000000E+0	66.163630824E-12	10.000200000E+0
9.098969766E+3	1.749985156E+0	50.000000745E-3	743.336403008E-9	504.621638780E-12	67.264297218E+3	45.663066892E+0	75.000000000E+0	65.932308571E-12	10.000200000E+0
9.137538555E+3	1.799995117E+0	50.000000745E-3	742.821085167E-9	427.336108720E-12	67.310960531E+3	38.723192599E+0	75.000000000E+0	66.616184791E-12	9.999300000E+0
9.174623957E+3	1.849977734E+0	50.000000745E-3	743.276338623E-9	463.588397248E-12	67.269732866E+3	41.956760928E+0	75.000000000E+0	66.133435533E-12	9.999300000E+0
9.212888423E+3	1.899980078E+0	50.000000745E-3	742.567734057E-9	489.394932737E-12	67.333925852E+3	44.376937755E+0	75.000000000E+0	69.457236490E-12	9.999800000E+0
9.249969518E+3	1.949982422E+0	50.000000745E-3	743.649546103E-9	563.260808035E-12	67.235972922E+3	50.926392190E+0	75.000000000E+0	74.676829651E-12	9.999800000E+0
9.288501276E+3	1.999989063E+0	50.000000745E-3	743.597753758E-9	496.060360489E-12	67.240655976E+3	44.856811192E+0	75.000000000E+0	69.356666590E-12	10.000300000E+0
9.326882243E+3	2.049984766E+0	50.000000745E-3	743.712154360E-9	486.716992658E-12	67.230312765E+3	43.998387619E+0	75.000000000E+0	74.762289415E-12	10.000300000E+0
9.365131855E+3	2.099977344E+0	50.000000745E-3	743.258545423E-9	467.775333489E-12	67.271343267E+3	42.337723831E+0	75.000000000E+0	77.688843553E-12	9.999700000E+0
9.403423550E+3	2.149987305E+0	50.000000745E-3	744.312762051E-9	519.175627210E-12	67.176062664E+3	46.856880931E+0	75.000000000E+0	73.158198249E-12	9.999700000E+0
9.441670594E+3	2.199980859E+0	50.000000745E-3	743.676974574E-9	442.257713078E-12	67.233493109E+3	39.983126977E+0	75.000000000E+0	76.471970423E-12	10.000000000E+0
9.480274209E+3	2.249990820E+0	50.000000745E-3	743.814615029E-9	624.967481128E-12	67.221051771E+3	56.480432833E+0	75.000000000E+0	81.304361854E-12	10.000000000E+0
9.518500938E+3	2.299970313E+0	50.000000745E-3	744.101251552E-9	559.458803877E-12	67.195157434E+3	50.521246035E+0	75.000000000E+0	84.306416015E-12	10.000100000E+0
9.557048937E+3	2.349981250E+0	50.000000745E-3	743.112080461E-9	555.373830722E-12	67.284602229E+3	50.285963949E+0	75.000000000E+0	79.363428676E-12	10.000100000E+0
9.595558095E+3	2.399986914E+0	50.000000745E-3	742.857807793E-9	573.014976219E-12	67.307633063E+3	51.918794357E+0	75.000000000E+0	81.223969217E-12	10.000600000E+0
9.634206138E+3	2.449982617E+0	50.000000745E-3	743.698071177E-9	478.226589839E-12	67.231585885E+3	43.232506972E+0	75.000000000E+0	77.301771928E-12	10.000600000E+0
9.672779109E+3	2.499980664E+0	50.000000745E-3	744.232467397E-9	415.905692214E-12	67.183310236E+3	37.544614584E+0	75.000000000E+0	85.845280884E-12	10.001200000E+0
9.711411601E+3	2.549982031E+0	50.000000745E-3	743.510202577E-9	612.412769546E-12	67.248573822E+3	55.391150248E+0	75.000000000E+0	82.566668780E-12	10.001200000E+0
9.749956358E+3	2.599986328E+0	50.000000745E-3	743.556113646E-9	513.989536141E-12	67.244421541E+3	46.483282702E+0	75.000000000E+0	80.585510487E-12	10.000100000E+0
9.788527812E+3	2.649977734E+0	50.000000745E-3	743.327599174E-9	529.862308537E-12	67.265093884E+3	47.948223595E+0	75.000000000E+0	80.691149595E-12	10.000100000E+0
9.827065599E+3	2.699986523E+0	50.000000745E-3	742.924010732E-9	459.588909515E-12	67.301635191E+3	41.634251524E+0	75.000000000E+0	82.310312732E-12	9.999800000E+0
9.865681381E+3	2.749975781E+0	50.000000745E-3	743.181543396E-9	518.449495921E-12	67.278313340E+3	46.933899190E+0	75.000000000E+0	90.667716390E-12	9.999800000E+0
9.904235057E+3	2.799983594E+0	50.000000745E-3	743.461836779E-9	417.535609238E-12	67.252948667E+3	37.769929142E+0	75.000000000E+0	90.687830162E-12	9.999100000E+0
9.942787545E+3	2.849992383E+0	50.000000745E-3	743.291175860E-9	501.444638036E-12	67.268390059E+3	45.381103126E+0	75.000000000E+0	90.733101588E-12	9.999100000E+0
9.981324885E+3	2.899977344E+0	50.000000745E-3	743.923774259E-9	445.195818069E-12	67.211188129E+3	40.222050857E+0	75.000000000E+0	89.491074967E-12	9.999500000E+0
10.019899600E+3	2.949987109E+0	50.000000745E-3	743.580329857E-9	429.595107756E-12	67.242231589E+3	38.848437170E+0	75.000000000E+0	86.614704298E-12	9.999500000E+0
10.058393932E+3	3.000009180E+0	50.000000745E-3	744.486611660E-9	380.578422602E-12	67.160375972E+3	34.332101543E+0	75.000000000E+0	93.342821667E-12	9.999300000E+0
10.096961852E+3	3.049979883E+0	50.000000745E-3	743.953472662E-9	486.043374596E-12	67.208505078E+3	43.908994057E+0	75.000000000E+0	90.738101061E-12	9.999300000E+0
10.135499040E+3	3.099994141E+0	50.000000745E-3	744.165552478E-9	601.861083683E-12	67.189351319E+3	54.340940214E+0	75.000000000E+0	89.596516317E-12	9.999100000E+0
10.173784609E+3	3.150005273E+0	50.000000745E-3	743.816432459E-9	542.920237215E-12	67.220887524E+3	49.065305105E+0	75.000000000E+0	94.227804726E-12	9.999100000E+0
10.212303411E+3	3.200018359E+0	50.000000745E-3	743.558742243E-9	708.465725345E-12	67.244183821E+3	64.070525648E+0	75.000000000E+0	91.718660444E-12	10.000200000E+0
10.250890742E+3	3.250002148E+0	50.000000745E-3	743.071289985E-9	646.340890281E-12	67.288295779E+3	58.528942761E+0	75.000000000E+0	89.893257421E-12	10.000200000E+0
10.289363280E+3	3.300020703E+0	50.000000745E-3	743.255688235E-9	456.001959682E-12	67.271601868E+3	41.272448726E+0	75.000000000E+0	94.328402728E-12	9.998900000E+0
10.327977810E+3	3.350022266E+0	50.000000745E-3	743.181163441E-9	459.586570683E-12	67.278347736E+3	41.605232531E+0	75.000000000E+0	92.105786192E-12	9.998900000E+0
10.366502246E+3	3.400024219E+0	50.000000745E-3	743.557111254E-9	454.395066194E-12	67.244331321E+3	41.093672455E+0	75.000000000E+0	85.895529578E-12	9.999400000E+0
10.405004302E+3	3.449999609E+0	50.000000745E-3	743.777820531E-9	569.678059800E-12	67.224377179E+3	51.488834039E+0	75.000000000E+0	96.681648104E-12	9.999400000E+0
10.443500952E+3	3.500017188E+0	50.000000745E-3	743.691473566E-9	502.495633307E-12	67.232182326E+3	45.427276280E+0	75.000000000E+0	86.574337976E-12	10.000300000E+0
10.482133035E+3	3.550008594E+0	50.000000745E-3	743.884833474E-9	377.989561065E-12	67.214706491E+3	34.153751038E+0	75.000000000E+0	90.566901201E-12	10.000300000E+0
10.520597668E+3	3.600019531E+0	50.000000745E-3	744.088495760E-9	490.481686695E-12	67.196309350E+3	44.293870067E+0	75.000000000E+0	97.792870329E-12	10.000200000E+0
10.559194302E+3	3.650004297E+0	50.000000745E-3	743.411049791E-9	576.963464205E-12	67.257543131E+3	52.198773598E+0	75.000000000E+0	91.230629995E-12	10.000200000E+0
10.597652040E+3	3.700004687E+0	50.000000745E-3	743.162187612E-9	420.904156335E-12	67.280065615E+3	38.105355369E+0	75.000000000E+0	98.265554027E-12	10.000300000E+0
10.636157898E+3	3.750022266E+0	50.000000745E-3	742.905593712E-9	454.671684565E-12	67.303303634E+3	41.190841339E+0	75.000000000E+0	94.011434748E-12	10.000300000E+0
10.674698062E+3	3.800008203E+0	50.000000745E-3	743.056300511E-9	458.138335246E-12	67.289653167E+3	41.488067136E+0	75.000000000E+0	90.194802321E-12	10.000300000E+0
10.713317539E+3	3.850019922E+0	50.000000745E-3	742.999348647E-9	316.305823254E-12	67.294811006E+3	28.648397384E+0	75.000000000E+0	92.608450769E-12	10.000300000E+0
10.751764995E+3	3.900028125E+0	50.000000745E-3	743.592422252E-9	625.254223356E-12	67.241138087E+3	56.540121058E+0	75.000000000E+0	89.093553368E-12	10.000500000E+0
10.790271760E+3	3.950014063E+0	50.000000745E-3	742.260769719E-9	379.486373194E-12	67.361772014E+3	34.439210041E+0	75.000000000E+0	82.787798145E-12	10.000500000E+0
10.828697776E+3	4.000025000E+0	50.000000745E-3	743.182747318E-9	417.167967319E-12	67.278204352E+3	37.765020590E+0	75.000000000E+0	82.219586001E-12	9.999800000E+0
10.867345693E+3	4.050019531E+0	50.000000745E-3	743.340283055E-9	349.210176733E-12	67.263946116E+3	31.599598523E+0	75.000000000E+0	76.713298908E-12	9.999800000E+0
10.905844468E+3	4.099996875E+0	50.000000745E-3	742.558065627E-9	392.675190721E-12	67.334802569E+3	35.607594429E+0	75.000000000E+0	70.945606334E-12	10.000000000E+0
10.943709508E+3	4.150005469E+0	50.000000745E-3	738.718308604E-9	513.266638525E-12	67.684799690E+3	47.027871398E+0	75.000000000E+0	76.507204044E-12	10.000000000E+0
10.982320029E+3	4.200025391E+0	50.000000745E-3	742.241909226E-9	528.668081531E-12	67.363483688E+3	47.980211363E+0	75.000000000E+0	67.752534832E-12	10.001200000E+0
11.020865788E+3	4.250037500E+0	50.000000745E-3	741.802411445E-9	331.954651651E-12	67.403394723E+3	30.162844000E+0	75.000000000E+0	65.519871473E-12	10.001200000E+0
11.059402178E+3	4.300028906E+0	50.000000745E-3	742.271699909E-9	471.435677027E-12	67.360780091E+3	42.782548454E+0	75.000000000E+0	61.321106526E-12	10.000300000E+0
11.097974679E+3	4.350016016E+0	50.000000745E-3	741.797353554E-9	439.570113734E-12	67.403854308E+3	39.941797800E+0	75.000000000E+0	64.680132084E-12	10.000300000E+0
11.136488141E+3	4.400028125E+0	50.000000745E-3	743.770479923E-9	654.037152563E-12	67.225040647E+3	59.114572778E+0	75.000000000E+0	68.099529488E-12	9.999800000E+0
11.175061592E+3	4.450026172E+0	50.000000745E-3	742.864770241E-9	368.004532123E-12	67.307002227E+3	33.342921694E+0	75.000000000E+0	62.819609237E-12	9.999800000E+0
