[Main]
Experiment = "VvsI_400.0K"
Header length = 61    
Date = "20201117 14:38:06"
Comments = "SD: 1I- to 2I-; Volt1: 1V- to 1Va; Volt2: 2I+ to 2V-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Automatic"
GPIB = "GPIB0::9::INSTR"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = -1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-11
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = 0
Manual range (A) = 0.000010
Check output compliance = "Abort"
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Temperature (K)
449.929041386E+0	-900.000000000E-12	-2.014884195E-3	-2.070910644E-3	-2.269866733E-3	143.199808933E-6	204.876923881E-6	45.913140394E-6	2.238760217E+6	2.301011827E+6	2.522074148E+6	159.110898814E+3	227.641026535E+3	51.014600438E+3	-414.813280927E-9	-163.498298539E-9	-1.193023200E-6	400.002300000E+0
496.201271057E+0	-890.000000000E-12	-2.010782551E-3	-2.115774596E-3	-2.264971433E-3	158.651404180E-6	231.099609721E-6	46.073846094E-6	2.259306237E+6	2.377274827E+6	2.544911723E+6	178.260004697E+3	259.662482833E+3	51.768366398E+3	2.438046793E-6	-222.896099873E-9	2.042775724E-6	400.002000000E+0
541.922008991E+0	-880.000000000E-12	-2.061219642E-3	-2.144033118E-3	-2.269124233E-3	152.790655159E-6	242.198934484E-6	45.581329165E-6	2.342295048E+6	2.436401271E+6	2.578550265E+6	173.625744499E+3	275.226061914E+3	51.796964960E+3	-198.266787432E-9	-353.875549471E-9	-2.408013870E-6	400.002000000E+0
583.982045650E+0	-870.000000000E-12	-2.075808838E-3	-2.173905600E-3	-2.261258367E-3	192.553575063E-6	274.275434405E-6	50.576532299E-6	2.385987170E+6	2.498742069E+6	2.599147548E+6	221.325948348E+3	315.259120005E+3	58.133945172E+3	-685.438762832E-9	-334.756251978E-9	1.271315727E-6	400.000200000E+0
631.994143009E+0	-860.000000000E-12	-2.078727232E-3	-2.223960203E-3	-2.265843033E-3	157.641953150E-6	228.358585129E-6	86.712272257E-6	2.417124688E+6	2.586000236E+6	2.634701202E+6	183.304596686E+3	265.533238522E+3	100.828223555E+3	-3.426542132E-6	-199.781827589E-9	-2.181183656E-6	400.000200000E+0
676.371270180E+0	-850.000000000E-12	-2.088810896E-3	-2.221583597E-3	-2.244270867E-3	165.705921669E-6	226.109205272E-6	61.255448737E-6	2.457424583E+6	2.613627761E+6	2.640318667E+6	194.948143140E+3	266.010829731E+3	72.065233808E+3	-991.703015888E-9	4.207681628E-6	463.560297606E-9	399.997200000E+0
723.258262157E+0	-840.000000000E-12	-2.108322780E-3	-2.204213561E-3	-2.240963067E-3	114.605234085E-6	237.946859457E-6	51.758133243E-6	2.509908071E+6	2.624063763E+6	2.667813175E+6	136.434802482E+3	283.270070782E+3	61.616825289E+3	-512.508171943E-9	575.704045749E-9	3.023157386E-6	399.997200000E+0
763.237651825E+0	-830.000000000E-12	-2.122053051E-3	-2.246356796E-3	-2.198800500E-3	147.651820926E-6	220.115769624E-6	32.576841423E-6	2.556690423E+6	2.706453971E+6	2.649157229E+6	177.893760152E+3	265.199722439E+3	39.249206533E+3	-728.317726375E-9	-237.286006186E-9	237.177211697E-9	399.993000000E+0
811.252664089E+0	-820.000000000E-12	-2.116363649E-3	-2.240676631E-3	-2.190545333E-3	157.533992322E-6	223.551097579E-6	67.545966862E-6	2.580931279E+6	2.732532477E+6	2.671396748E+6	192.114624783E+3	272.623289731E+3	82.373130319E+3	1.757653865E-6	1.760512135E-6	1.211362581E-6	399.993000000E+0
853.322184086E+0	-810.000000000E-12	-2.130676560E-3	-2.258371251E-3	-2.171415133E-3	162.758892475E-6	200.661089366E-6	64.890282262E-6	2.630464889E+6	2.788112655E+6	2.680759424E+6	200.936904290E+3	247.729739958E+3	80.111459583E+3	-698.669876946E-9	-565.143540148E-9	522.733688095E-9	399.989200000E+0
897.872358322E+0	-800.000000000E-12	-2.172471832E-3	-2.272999254E-3	-2.153847133E-3	161.959716147E-6	223.349091199E-6	50.067681640E-6	2.715589790E+6	2.841249068E+6	2.692308917E+6	202.449645184E+3	279.186363998E+3	62.584602050E+3	-239.261512642E-9	-683.620282567E-9	569.216757741E-9	399.989200000E+0
942.612134457E+0	-790.000000000E-12	-2.127468888E-3	-2.265538808E-3	-2.137661300E-3	143.039306093E-6	214.618220978E-6	49.647333042E-6	2.692998592E+6	2.867770643E+6	2.705900380E+6	181.062412776E+3	271.668634150E+3	62.844725369E+3	222.207684902E-9	1.340402377E-6	617.824229007E-9	399.993900000E+0
982.162072182E+0	-780.000000000E-12	-2.122599898E-3	-2.262327787E-3	-2.100129400E-3	152.063963990E-6	213.702861388E-6	58.088626689E-6	2.721281921E+6	2.900420240E+6	2.692473590E+6	194.953799987E+3	273.978027421E+3	74.472598320E+3	2.053814035E-6	3.114274568E-6	266.440015027E-9	399.993900000E+0
1.027677125E+3	-770.000000000E-12	-2.158759264E-3	-2.287155044E-3	-2.087070600E-3	145.105941274E-6	230.046314075E-6	91.013634746E-6	2.803583459E+6	2.970331226E+6	2.710481299E+6	188.449274382E+3	298.761446851E+3	118.199525645E+3	-276.553523980E-9	-402.783118570E-9	765.767145526E-9	400.009900000E+0
1.073813109E+3	-760.000000000E-12	-2.115032627E-3	-2.272872829E-3	-2.066123000E-3	167.007052718E-6	231.629722835E-6	94.297851615E-6	2.782937667E+6	2.990622143E+6	2.718582895E+6	219.746121997E+3	304.775951098E+3	124.076120546E+3	228.693553543E-9	700.171474328E-9	477.381657087E-9	400.009900000E+0
1.115502405E+3	-750.000000000E-12	-2.149732980E-3	-2.274014890E-3	-2.034097033E-3	150.984639178E-6	201.228486393E-6	81.167739029E-6	2.866310640E+6	3.032019853E+6	2.712129378E+6	201.312852237E+3	268.304648524E+3	108.223652039E+3	-288.181500859E-9	-8.756099718E-6	312.246624874E-9	400.004100000E+0
1.160417905E+3	-740.000000000E-12	-2.162736393E-3	-2.273271532E-3	-2.016078667E-3	120.995079349E-6	210.087459041E-6	59.137446096E-6	2.922616747E+6	3.071988557E+6	2.724430631E+6	163.506863985E+3	283.901971677E+3	79.915467697E+3	-769.028909002E-9	13.452474426E-6	554.989260958E-9	400.004100000E+0
1.201326761E+3	-730.000000000E-12	-2.145101850E-3	-2.256938402E-3	-1.979549767E-3	146.178829154E-6	214.773808742E-6	95.673833116E-6	2.938495685E+6	3.091696441E+6	2.711712009E+6	200.244971444E+3	294.210696907E+3	131.060045364E+3	567.068870344E-9	612.252507383E-9	273.755848109E-9	399.998700000E+0
1.246709926E+3	-720.000000000E-12	-2.148421878E-3	-2.267446197E-3	-1.950778100E-3	166.604926306E-6	208.650939604E-6	79.621512193E-6	2.983919275E+6	3.149230829E+6	2.709414028E+6	231.395730980E+3	289.792971672E+3	110.585433601E+3	-3.012023395E-6	-951.674447398E-9	347.564154550E-9	399.998700000E+0
1.292217568E+3	-710.000000000E-12	-2.146141325E-3	-2.259133768E-3	-1.940776533E-3	154.278486366E-6	213.847759793E-6	100.634501807E-6	3.022734261E+6	3.181878546E+6	2.733488075E+6	217.293642770E+3	301.194027878E+3	141.738734940E+3	4.384902663E-6	1.203017842E-6	999.843357874E-9	399.998400000E+0
1.334489935E+3	-700.000000000E-12	-2.151247245E-3	-2.268207316E-3	-1.893169367E-3	152.690460240E-6	251.609414176E-6	71.428469080E-6	3.073210350E+6	3.240296166E+6	2.704527667E+6	218.129228915E+3	359.442020251E+3	102.040670114E+3	-1.958510905E-6	-1.102104671E-6	210.052408076E-9	399.998400000E+0
1.383644908E+3	-690.000000000E-12	-2.140142512E-3	-2.244540839E-3	-1.883512233E-3	160.612665927E-6	219.232157743E-6	61.140383423E-6	3.101655814E+6	3.252957738E+6	2.729727874E+6	232.771979605E+3	317.727764846E+3	88.609251337E+3	900.516896699E-9	422.538591576E-9	1.035503980E-6	399.998300000E+0
1.427072771E+3	-680.000000000E-12	-2.133668663E-3	-2.264869187E-3	-1.859849467E-3	169.225173109E-6	178.095162773E-6	81.949316364E-6	3.137748034E+6	3.330689981E+6	2.735072745E+6	248.860548690E+3	261.904651137E+3	120.513700535E+3	1.544676127E-6	-491.923888749E-9	422.604851785E-9	399.998300000E+0
1.466845526E+3	-670.000000000E-12	-2.129893742E-3	-2.244523553E-3	-1.839761400E-3	167.957452543E-6	218.316972803E-6	76.392461147E-6	3.178945884E+6	3.350035154E+6	2.745912537E+6	250.682764990E+3	325.846228064E+3	114.018598727E+3	2.649062294E-6	491.505941766E-9	497.807985504E-9	400.001200000E+0
1.505634198E+3	-660.000000000E-12	-2.130932730E-3	-2.249750011E-3	-1.786267833E-3	150.999668893E-6	206.159452076E-6	63.863407674E-6	3.228685955E+6	3.408712137E+6	2.706466414E+6	228.787377111E+3	312.362806176E+3	96.762738900E+3	-9.624750238E-6	-1.913341815E-6	186.938367044E-9	400.001200000E+0
1.552280090E+3	-650.000000000E-12	-2.152961053E-3	-2.243016677E-3	-1.773847567E-3	159.776561435E-6	230.576360561E-6	98.290433506E-6	3.312247774E+6	3.450794888E+6	2.728996256E+6	245.810094515E+3	354.732862402E+3	151.216051547E+3	-453.961027869E-9	1.485148441E-6	805.135692202E-9	400.002700000E+0
1.598008322E+3	-640.000000000E-12	-2.166583498E-3	-2.257081711E-3	-1.727452333E-3	158.310990056E-6	196.752445614E-6	125.635510182E-6	3.385286716E+6	3.526690173E+6	2.699144271E+6	247.360921963E+3	307.425696272E+3	196.305484659E+3	-734.082593492E-9	-710.983011985E-9	215.539383715E-9	400.002700000E+0
1.645046837E+3	-630.000000000E-12	-2.137954170E-3	-2.239060816E-3	-1.682822900E-3	162.826917219E-6	223.444094166E-6	54.376176474E-6	3.393578048E+6	3.554064787E+6	2.671147460E+6	258.455424157E+3	354.673165343E+3	86.311391228E+3	349.292166411E-9	554.911406174E-9	224.067375566E-9	400.003500000E+0
1.696147699E+3	-620.000000000E-12	-2.131444353E-3	-2.230695193E-3	-1.680300433E-3	148.046933276E-6	198.727785624E-6	83.368532655E-6	3.437813473E+6	3.597895472E+6	2.710161989E+6	238.785376251E+3	320.528686491E+3	134.465375250E+3	1.536141413E-6	1.195368187E-6	3.964373497E-6	400.003500000E+0
1.737066702E+3	-610.000000000E-12	-2.120849408E-3	-2.231148890E-3	-1.653256133E-3	164.629841454E-6	229.645891787E-6	73.295473784E-6	3.476802309E+6	3.657621131E+6	2.710255956E+6	269.884985990E+3	376.468675060E+3	120.156514400E+3	943.846363961E-9	-22.041125802E-6	369.763684030E-9	400.004000000E+0
1.779374556E+3	-600.000000000E-12	-2.124204673E-3	-2.236756028E-3	-1.607004700E-3	151.900558223E-6	219.612230864E-6	66.438582889E-6	3.540341121E+6	3.727926713E+6	2.678341167E+6	253.167597039E+3	366.020384773E+3	110.730971482E+3	-2.980391113E-6	-1.783441035E-6	216.209515669E-9	400.004000000E+0
1.823750808E+3	-590.000000000E-12	-2.115231911E-3	-2.201202286E-3	-1.577632733E-3	122.241426244E-6	181.216817775E-6	73.352045709E-6	3.585138833E+6	3.730851332E+6	2.673953785E+6	207.188858041E+3	307.147148771E+3	124.325501202E+3	1.114484118E-6	281.264343603E-9	340.460688707E-9	400.008500000E+0
1.868313680E+3	-580.000000000E-12	-2.102485766E-3	-2.196593308E-3	-1.540407700E-3	161.686495734E-6	206.568178483E-6	83.789254199E-6	3.624975459E+6	3.787229842E+6	2.655875345E+6	278.769820230E+3	356.152031868E+3	144.464231377E+3	784.550936773E-9	2.169678711E-6	268.636428353E-9	400.008500000E+0
1.914964514E+3	-570.000000000E-12	-2.151867070E-3	-2.229097219E-3	-1.507416100E-3	132.026930344E-6	221.327149586E-6	71.330187810E-6	3.775205387E+6	3.910696875E+6	2.644589649E+6	231.626193586E+3	388.293244887E+3	125.140680368E+3	-202.505790451E-9	-307.655291239E-9	303.107457656E-9	399.996200000E+0
1.963449900E+3	-560.000000000E-12	-2.095576245E-3	-2.200422780E-3	-1.463666967E-3	147.449439561E-6	182.312133619E-6	75.390562055E-6	3.742100438E+6	3.929326393E+6	2.613691012E+6	263.302570645E+3	325.557381463E+3	134.626003669E+3	177.648844194E-9	348.742663544E-9	228.575956552E-9	399.996200000E+0
2.013379010E+3	-550.000000000E-12	-2.121962081E-3	-2.207917342E-3	-1.472257333E-3	143.778751183E-6	213.780761110E-6	75.442455093E-6	3.858112874E+6	4.014395168E+6	2.676831515E+6	261.415911242E+3	388.692292927E+3	137.168100169E+3	-378.991222892E-9	-1.334300790E-6	-1.164094664E-6	399.995700000E+0
2.054878292E+3	-540.000000000E-12	-2.096814808E-3	-2.182218324E-3	-1.442755933E-3	151.532198080E-6	235.906412259E-6	110.593827714E-6	3.882990386E+6	4.041145044E+6	2.671770247E+6	280.615181629E+3	436.863726405E+3	204.803384655E+3	397.657442423E-9	389.119916589E-9	338.966964280E-9	399.995700000E+0
2.094259541E+3	-530.000000000E-12	-2.100261862E-3	-2.174832081E-3	-1.395047400E-3	130.636698528E-6	211.004156576E-6	87.109188864E-6	3.962758230E+6	4.103456757E+6	2.632164906E+6	246.484336846E+3	398.121050143E+3	164.356960121E+3	-2.901028231E-6	1.353868388E-6	209.606108201E-9	399.992000000E+0
2.139968082E+3	-520.000000000E-12	-2.135219402E-3	-2.182836530E-3	-1.347842400E-3	160.716106450E-6	222.518223262E-6	75.719455566E-6	4.106191157E+6	4.197762557E+6	2.592004615E+6	309.069435480E+3	427.919660119E+3	145.614337628E+3	-286.061321688E-9	-1.249305334E-6	211.841965893E-9	399.992000000E+0
2.188149944E+3	-510.000000000E-12	-2.140468776E-3	-2.204451977E-3	-1.328772533E-3	110.259164703E-6	235.583766587E-6	74.736593269E-6	4.196997599E+6	4.322454856E+6	2.605436340E+6	216.194440595E+3	461.928954091E+3	146.542339743E+3	-1.904989052E-6	-462.632116745E-9	524.387515382E-9	399.997600000E+0
2.233904734E+3	-500.000000000E-12	-2.074877264E-3	-2.157753043E-3	-1.338967233E-3	143.184375287E-6	190.960260719E-6	123.916943743E-6	4.149754527E+6	4.315506086E+6	2.677934467E+6	286.368750574E+3	381.920521439E+3	247.833887486E+3	152.458751065E-9	214.137651865E-9	-980.901841153E-9	399.997600000E+0
2.272144322E+3	-490.000000000E-12	-2.092074249E-3	-2.152399814E-3	-1.291288300E-3	147.691302091E-6	220.327911308E-6	87.411810515E-6	4.269539284E+6	4.392652682E+6	2.635282245E+6	301.410820595E+3	449.648798587E+3	178.391450030E+3	-581.497257358E-9	1.868031542E-6	209.736235710E-9	399.996700000E+0
2.313390407E+3	-480.000000000E-12	-2.065122040E-3	-2.133180587E-3	-1.251999233E-3	169.722933765E-6	259.297361432E-6	113.029727275E-6	4.302337583E+6	4.444126223E+6	2.608331736E+6	353.589445345E+3	540.202836316E+3	235.478598489E+3	371.027092905E-9	520.312280331E-9	254.523735187E-9	399.996700000E+0
2.355462322E+3	-470.000000000E-12	-2.093332677E-3	-2.155557690E-3	-1.225845600E-3	138.514725180E-6	194.904014530E-6	101.917674508E-6	4.453899313E+6	4.586292958E+6	2.608182128E+6	294.712181235E+3	414.689392618E+3	216.846115975E+3	-354.476216962E-9	-446.885365413E-9	382.356052505E-9	399.989900000E+0
2.397754211E+3	-460.000000000E-12	-2.075425893E-3	-2.134940198E-3	-1.181319567E-3	187.399033599E-6	226.713557083E-6	89.800291543E-6	4.511795419E+6	4.641174344E+6	2.568086014E+6	407.389203477E+3	492.855558876E+3	195.218025094E+3	558.447558973E-9	485.025045723E-9	224.587713106E-9	399.989900000E+0
2.440961507E+3	-450.000000000E-12	-2.084580345E-3	-2.120294411E-3	-1.143753100E-3	170.389167872E-6	233.808469476E-6	93.632829606E-6	4.632400766E+6	4.711765358E+6	2.541673556E+6	378.642595272E+3	519.574376614E+3	208.072954679E+3	-1.092364677E-6	682.790195734E-9	266.194851082E-9	399.996100000E+0
2.486681625E+3	-440.000000000E-12	-2.102486831E-3	-2.137389932E-3	-1.136214567E-3	164.821480482E-6	212.540181767E-6	101.697125699E-6	4.778379162E+6	4.857704391E+6	2.582305833E+6	374.594273823E+3	483.045867653E+3	231.129831134E+3	-558.456842269E-9	-584.948537105E-9	1.326517979E-6	399.996100000E+0
2.526839829E+3	-430.000000000E-12	-2.109107345E-3	-2.131620058E-3	-1.117336987E-3	151.203111350E-6	196.123296203E-6	106.827273919E-6	4.904900803E+6	4.957255948E+6	2.598458109E+6	351.635142675E+3	456.100688844E+3	248.435520741E+3	-1.510456741E-6	1.733140000E-6	529.728916524E-9	399.997700000E+0
2.564493200E+3	-420.000000000E-12	-2.046359685E-3	-2.089859315E-3	-1.044984890E-3	152.592839857E-6	242.116948398E-6	87.562986664E-6	4.872284965E+6	4.975855513E+6	2.488059262E+6	363.316285373E+3	576.468924757E+3	208.483301581E+3	159.368492785E-9	239.459344860E-9	138.212995348E-9	399.997700000E+0
2.608469966E+3	-410.000000000E-12	-2.044662991E-3	-2.102853355E-3	-1.031635240E-3	184.113692011E-6	217.507060191E-6	100.723336603E-6	4.986982906E+6	5.128910622E+6	2.516183512E+6	449.057785392E+3	530.505024855E+3	245.666674642E+3	5.893814677E-6	-769.583613451E-9	749.083309300E-9	400.000600000E+0
2.651960443E+3	-400.000000000E-12	-2.057884779E-3	-2.079750148E-3	-990.152386667E-6	151.544728475E-6	253.200566779E-6	97.084923969E-6	5.144711948E+6	5.199375370E+6	2.475380967E+6	378.861821188E+3	633.001416948E+3	242.712309921E+3	-756.327359053E-9	432.840341170E-9	241.063456259E-9	400.000600000E+0
2.696321120E+3	-390.000000000E-12	-2.064667090E-3	-2.085521098E-3	-977.872523333E-6	180.018470960E-6	279.683851106E-6	104.027247336E-6	5.294018180E+6	5.347489995E+6	2.507365444E+6	461.585822975E+3	717.138079758E+3	266.736531631E+3	-1.474423688E-6	-1.732816954E-6	814.341310530E-9	400.007700000E+0
2.737463680E+3	-380.000000000E-12	-2.030147665E-3	-2.070330441E-3	-949.551346667E-6	154.232020074E-6	240.636684028E-6	118.770492718E-6	5.342493855E+6	5.448238004E+6	2.498819333E+6	405.873737037E+3	633.254431652E+3	312.553928206E+3	289.691960496E-9	658.299388857E-9	353.092673998E-9	400.007700000E+0
2.777220073E+3	-370.000000000E-12	-2.042236400E-3	-2.055665494E-3	-867.873380000E-6	127.993798177E-6	182.218838452E-6	79.004327754E-6	5.519557839E+6	5.555852686E+6	2.345603730E+6	345.929184262E+3	492.483347166E+3	213.525210145E+3	-827.216389826E-9	681.898103375E-9	122.432038995E-9	399.991400000E+0
2.826398659E+3	-360.000000000E-12	-2.031569671E-3	-2.072908557E-3	-866.152103333E-6	159.988121776E-6	251.270796306E-6	104.161713886E-6	5.643249086E+6	5.758079325E+6	2.405978065E+6	444.411449377E+3	697.974434184E+3	289.338094128E+3	937.494492220E-9	-579.943354999E-9	5.809641293E-6	399.991400000E+0
2.869622141E+3	-350.000000000E-12	-2.026227711E-3	-2.050239278E-3	-803.926503333E-6	145.239088530E-6	231.931209685E-6	106.270562014E-6	5.789222031E+6	5.857826509E+6	2.296932867E+6	414.968824372E+3	662.660599099E+3	303.630177183E+3	1.871972085E-6	441.125630859E-9	160.705561698E-9	400.007800000E+0
2.918798133E+3	-340.000000000E-12	-2.084068496E-3	-2.081310620E-3	-822.181120000E-6	161.680193093E-6	262.131641485E-6	110.942360179E-6	6.129613225E+6	6.121501823E+6	2.418179765E+6	475.529979686E+3	770.975416133E+3	326.301059351E+3	-172.888385633E-9	-321.839980625E-9	-547.806627912E-9	400.007800000E+0
2.959164559E+3	-330.000000000E-12	-2.068460375E-3	-2.058770160E-3	-796.040536667E-6	175.507600450E-6	200.457341153E-6	122.026237037E-6	6.268061743E+6	6.238697456E+6	2.412244051E+6	531.841213486E+3	607.446488342E+3	369.776475871E+3	640.692111498E-9	443.646682267E-9	382.546933727E-9	399.999500000E+0
2.998013346E+3	-320.000000000E-12	-2.021868393E-3	-2.023379977E-3	-710.911656667E-6	167.933765873E-6	191.907024769E-6	75.520048732E-6	6.318338727E+6	6.323062428E+6	2.221598927E+6	524.793018353E+3	599.709452404E+3	236.000152288E+3	214.629200726E-9	282.564232737E-9	117.468948258E-9	399.999500000E+0
3.045454495E+3	-310.000000000E-12	-2.063919758E-3	-2.037009024E-3	-681.111103333E-6	174.832413447E-6	207.455120265E-6	88.794951577E-6	6.657805671E+6	6.570996851E+6	2.197132591E+6	563.975527250E+3	669.210065372E+3	286.435327668E+3	-237.804407080E-9	-733.727034955E-9	335.564238964E-9	399.988800000E+0
