[Main]
Experiment = "RvsB_300.0K"
Header length = 74    
Date = "20201116 16:28:32"
Comments = "SD: 1I- to 2I-; Volt1: 1V- to 2I+; Volt2: 1Va to 2V-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 2.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Automatic"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Automatic"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Abort"
Inital delay (s) = 0.000000
Time (s)	Magnetic Field (T)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
2.467200305E+3	-7.000009375E+0	1.000000000E-9	-24.798152697E-3	1.332572147E-3	9.599825883E+0	117.963001610E-3	46.006428484E-3	25.559837150E-3	-24.798152697E+6	1.332572147E+6	9.599825883E+9	117.963001610E+6	46.006428484E+6	25.559837150E+6	299.998700000E+0
2.612335670E+3	-6.800006250E+0	1.000000000E-9	-298.509790732E-3	176.766228333E-6	9.593936367E+0	365.557657255E-3	44.451028010E-3	25.561231197E-3	-298.509790732E+6	176.766228333E+3	9.593936367E+9	365.557657255E+6	44.451028010E+6	25.561231197E+6	300.002300000E+0
2.761722785E+3	-6.599992969E+0	1.000000000E-9	-298.509892251E-3	15.109043173E-3	9.592037933E+0	364.960795509E-3	412.196670488E-3	25.105227794E-3	-298.509892251E+6	15.109043173E+6	9.592037933E+9	364.960795509E+6	412.196670488E+6	25.105227794E+6	300.001700000E+0
2.907819122E+3	-6.400003906E+0	1.000000000E-9	4.600494731E-3	49.615965452E-3	9.579656400E+0	50.867838206E-3	382.264797807E-3	27.358169317E-3	4.600494731E+6	49.615965452E+6	9.579656400E+9	50.867838206E+6	382.264797807E+6	27.358169317E+6	299.999100000E+0
3.050538436E+3	-6.200003516E+0	1.000000000E-9	5.113191709E-3	44.372161565E-3	9.570646117E+0	51.013956097E-3	381.229169275E-3	28.211303412E-3	5.113191709E+6	44.372161565E+6	9.570646117E+9	51.013956097E+6	381.229169275E+6	28.211303412E+6	300.001500000E+0
3.193256833E+3	-6.000010937E+0	1.000000000E-9	-34.325845565E-3	53.363763900E-3	9.559286733E+0	144.930067180E-3	357.994494598E-3	29.143919435E-3	-34.325845565E+6	53.363763900E+6	9.559286733E+9	144.930067180E+6	357.994494598E+6	29.143919435E+6	299.998000000E+0
3.335764926E+3	-5.800007031E+0	1.000000000E-9	-33.785695181E-3	62.753807700E-3	9.548735133E+0	149.531096368E-3	361.232065844E-3	30.290964597E-3	-33.785695181E+6	62.753807700E+6	9.548735133E+9	149.531096368E+6	361.232065844E+6	30.290964597E+6	300.000300000E+0
3.472527185E+3	-5.600010547E+0	1.000000000E-9	-40.492501754E-3	69.909032983E-3	9.537863600E+0	156.823537383E-3	344.947182932E-3	31.365741587E-3	-40.492501754E+6	69.909032983E+6	9.537863600E+9	156.823537383E+6	344.947182932E+6	31.365741587E+6	300.001400000E+0
3.615410940E+3	-5.400014453E+0	1.000000000E-9	-308.546104113E-3	17.847824017E-3	9.527262100E+0	378.055850291E-3	359.774801856E-3	31.879332887E-3	-308.546104113E+6	17.847824017E+6	9.527262100E+9	378.055850291E+6	359.774801856E+6	31.879332887E+6	300.011700000E+0
3.749374299E+3	-5.200003125E+0	1.000000000E-9	-51.109443260E-3	53.965934517E-3	9.506531083E+0	176.431272588E-3	345.745309190E-3	68.867337180E-3	-51.109443260E+6	53.965934517E+6	9.506531083E+9	176.431272588E+6	345.745309190E+6	68.867337180E+6	300.003200000E+0
3.885852046E+3	-5.000007812E+0	1.000000000E-9	-57.877169860E-3	39.850952967E-3	9.434164900E+0	187.391805285E-3	343.507458429E-3	258.857515879E-3	-57.877169860E+6	39.850952967E+6	9.434164900E+9	187.391805285E+6	343.507458429E+6	258.857515879E+6	300.009300000E+0
4.022751746E+3	-4.800031250E+0	1.000000000E-9	-324.867088231E-3	8.478776467E-3	9.477506583E+0	394.903690633E-3	340.371071490E-3	39.440820524E-3	-324.867088231E+6	8.478776467E+6	9.477506583E+9	394.903690633E+6	340.371071490E+6	39.440820524E+6	300.000700000E+0
4.156468562E+3	-4.600025391E+0	1.000000000E-9	-331.915367168E-3	3.063685217E-3	9.457089633E+0	393.200059444E-3	342.271316821E-3	49.071581275E-3	-331.915367168E+6	3.063685217E+6	9.457089633E+9	393.200059444E+6	342.271316821E+6	49.071581275E+6	300.001900000E+0
4.290318384E+3	-4.400016016E+0	1.000000000E-9	-344.494812482E-3	-6.232851067E-3	9.432419300E+0	404.179805610E-3	341.500637651E-3	71.468159015E-3	-344.494812482E+6	-6.232851067E+6	9.432419300E+9	404.179805610E+6	341.500637651E+6	71.468159015E+6	300.000800000E+0
4.420566864E+3	-4.200011328E+0	1.000000000E-9	-345.917673527E-3	-15.139351950E-3	9.400133633E+0	407.567582404E-3	340.991261358E-3	110.451154528E-3	-345.917673527E+6	-15.139351950E+6	9.400133633E+9	407.567582404E+6	340.991261358E+6	110.451154528E+6	300.000800000E+0
4.553697257E+3	-4.000022656E+0	1.000000000E-9	-359.595202333E-3	-23.169907217E-3	9.347030700E+0	415.863975960E-3	340.802669186E-3	178.360486110E-3	-359.595202333E+6	-23.169907217E+6	9.347030700E+9	415.863975960E+6	340.802669186E+6	178.360486110E+6	300.003400000E+0
4.684194664E+3	-3.800025391E+0	1.000000000E-9	-94.155211480E-3	-18.143397650E-3	9.262765633E+0	229.292483179E-3	337.731251598E-3	277.799706706E-3	-94.155211480E+6	-18.143397650E+6	9.262765633E+9	229.292483179E+6	337.731251598E+6	277.799706706E+6	300.002600000E+0
4.814709650E+3	-3.600026172E+0	1.000000000E-9	-374.318209650E-3	-31.402446983E-3	9.140359600E+0	421.993374637E-3	338.256321869E-3	369.891319258E-3	-374.318209650E+6	-31.402446983E+6	9.140359600E+9	421.993374637E+6	338.256321869E+6	369.891319258E+6	300.000600000E+0
4.941754016E+3	-3.400025391E+0	1.000000000E-9	-106.027546261E-3	-23.286732717E-3	8.951557117E+0	243.957892539E-3	339.495294644E-3	435.996374912E-3	-106.027546261E+6	-23.286732717E+6	8.951557117E+9	243.957892539E+6	339.495294644E+6	435.996374912E+6	300.011700000E+0
5.072303863E+3	-3.200034766E+0	1.000000000E-9	-114.755250872E-3	-24.619034250E-3	8.734900733E+0	251.078029022E-3	336.986134224E-3	467.411282473E-3	-114.755250872E+6	-24.619034250E+6	8.734900733E+9	251.078029022E+6	336.986134224E+6	467.411282473E+6	299.999400000E+0
5.199745558E+3	-3.000016992E+0	1.000000000E-9	-390.592342344E-3	-34.695935483E-3	8.489006533E+0	432.691973415E-3	338.473795188E-3	463.803113675E-3	-390.592342344E+6	-34.695935483E+6	8.489006533E+9	432.691973415E+6	338.473795188E+6	463.803113675E+6	299.999900000E+0
5.324031042E+3	-2.800019531E+0	1.000000000E-9	-388.539951093E-3	-25.496973550E-3	8.204450200E+0	430.525567561E-3	337.597616176E-3	422.616088391E-3	-388.539951093E+6	-25.496973550E+6	8.204450200E+9	430.525567561E+6	337.597616176E+6	422.616088391E+6	300.002500000E+0
5.448557745E+3	-2.600023242E+0	1.000000000E-9	-74.353485729E-3	7.328019667E-3	7.915034750E+0	343.304206464E-3	339.664390393E-3	383.645453447E-3	-74.353485729E+6	7.328019667E+6	7.915034750E+9	343.304206464E+6	339.664390393E+6	383.645453447E+6	299.999800000E+0
5.572303667E+3	-2.400023828E+0	1.000000000E-9	-386.017663170E-3	-7.540098433E-3	7.642302800E+0	426.242740862E-3	334.855470705E-3	342.104196826E-3	-386.017663169E+6	-7.540098433E+6	7.642302800E+9	426.242740862E+6	334.855470705E+6	342.104196826E+6	300.004000000E+0
5.693791632E+3	-2.200007031E+0	1.000000000E-9	-105.697877217E-3	24.050930517E-3	7.342832417E+0	246.435697421E-3	336.419096074E-3	304.371897410E-3	-105.697877217E+6	24.050930517E+6	7.342832417E+9	246.435697421E+6	336.419096074E+6	304.371897410E+6	300.001900000E+0
5.818380352E+3	-2.000028125E+0	1.000000000E-9	-101.309826264E-3	42.394067000E-3	7.056325283E+0	236.397024472E-3	337.431760472E-3	269.790220616E-3	-101.309826264E+6	42.394067000E+6	7.056325283E+9	236.397024472E+6	337.431760472E+6	269.790220616E+6	299.997400000E+0
5.939395345E+3	-1.800017969E+0	1.000000000E-9	-374.398677195E-3	49.301437483E-3	6.789516550E+0	393.917133491E-3	338.466109835E-3	242.006555450E-3	-374.398677195E+6	49.301437483E+6	6.789516550E+9	393.917133491E+6	338.466109835E+6	242.006555450E+6	300.001200000E+0
6.057668114E+3	-1.599999902E+0	1.000000000E-9	-84.224604657E-3	244.720340760E-3	6.486907683E+0	222.536627343E-3	244.136316643E-3	219.825222875E-3	-84.224604657E+6	244.720340760E+6	6.486907683E+9	222.536627343E+6	244.136316643E+6	219.825222875E+6	300.002200000E+0
6.178030510E+3	-1.400020117E+0	1.000000000E-9	-73.768700611E-3	-2.072104363E-3	6.232843383E+0	209.420168658E-3	44.471386422E-3	193.708551694E-3	-73.768700611E+6	-2.072104363E+6	6.232843383E+9	209.420168658E+6	44.471386422E+6	193.708551694E+6	299.995600000E+0
6.299812519E+3	-1.200028223E+0	1.000000000E-9	-361.383618779E-3	-752.971566667E-6	5.990393800E+0	374.469737988E-3	44.182996624E-3	173.944061689E-3	-361.383618779E+6	-752.971566667E+3	5.990393800E+9	374.469737988E+6	44.182996624E+6	173.944061689E+6	300.000500000E+0
6.415222678E+3	-1.000014648E+0	1.000000000E-9	-202.387966372E-3	1.648130245E-3	5.771440000E+0	509.657509081E-3	46.273560808E-3	153.206993436E-3	-202.387966372E+6	1.648130245E+6	5.771440000E+9	509.657509081E+6	46.273560808E+6	153.206993436E+6	299.995800000E+0
6.533452777E+3	-800.015185547E-3	1.000000000E-9	-221.985077926E-3	1.133309303E-3	5.581560917E+0	512.094222918E-3	57.197892841E-3	137.422228978E-3	-221.985077926E+6	1.133309303E+6	5.581560917E+9	512.094222918E+6	57.197892841E+6	137.422228978E+6	300.003700000E+0
6.647680331E+3	-600.012451172E-3	1.000000000E-9	-334.264616475E-3	347.560635349E-3	5.422912667E+0	361.145393146E-3	244.124053186E-3	129.655104146E-3	-334.264616475E+6	347.560635349E+6	5.422912667E+9	361.145393146E+6	244.124053186E+6	129.655104146E+6	300.000500000E+0
6.755444998E+3	-400.022851563E-3	1.000000000E-9	-18.967160023E-3	9.978722460E-3	5.307162917E+0	123.013522199E-3	84.866981425E-3	117.556811679E-3	-18.967160023E+6	9.978722460E+6	5.307162917E+9	123.013522199E+6	84.866981425E+6	117.556811679E+6	299.987500000E+0
6.867913491E+3	-200.005981445E-3	1.000000000E-9	-10.107969239E-3	-5.261158528E-3	5.228362183E+0	101.317852022E-3	48.390861502E-3	112.951978404E-3	-10.107969239E+6	-5.261158528E+6	5.228362183E+9	101.317852022E+6	48.390861502E+6	112.951978404E+6	299.999700000E+0
6.977227759E+3	-14.148312807E-6	1.000000000E-9	11.725423963E-3	-4.593953748E-3	5.205598250E+0	45.347826137E-3	48.467253615E-3	110.698037923E-3	11.725423963E+6	-4.593953748E+6	5.205598250E+9	45.347826137E+6	48.467253615E+6	110.698037923E+6	300.001600000E+0
7.080359129E+3	199.987475586E-3	1.000000000E-9	2.709633055E-3	-3.945037635E-3	5.225572833E+0	55.539356819E-3	48.389452049E-3	111.322365473E-3	2.709633055E+6	-3.945037635E+6	5.225572833E+9	55.539356819E+6	48.389452049E+6	111.322365473E+6	299.997200000E+0
7.188231394E+3	399.985864258E-3	1.000000000E-9	219.381561597E-3	-2.917084090E-3	5.301716683E+0	312.541690880E-3	48.939100471E-3	115.075555891E-3	219.381561597E+6	-2.917084090E+6	5.301716683E+9	312.541690880E+6	48.939100471E+6	115.075555891E+6	299.999700000E+0
7.297886526E+3	599.986376953E-3	1.000000000E-9	-296.289105996E-3	-3.073125820E-3	5.416126350E+0	388.896399103E-3	48.460200504E-3	123.396055817E-3	-296.289105996E+6	-3.073125820E+6	5.416126350E+9	388.896399103E+6	48.460200504E+6	123.396055817E+6	300.002900000E+0
7.413144747E+3	799.976025391E-3	1.000000000E-9	255.506785589E-3	-2.410457202E-3	5.566561617E+0	301.255786223E-3	48.796533585E-3	132.335054353E-3	255.506785589E+6	-2.410457202E+6	5.566561617E+9	301.255786223E+6	48.796533585E+6	132.335054353E+6	299.999700000E+0
7.525432712E+3	999.997265625E-3	1.000000000E-9	-46.550277002E-3	-1.891427503E-3	5.756424067E+0	471.426497081E-3	48.829842209E-3	146.627188376E-3	-46.550277002E+6	-1.891427503E+6	5.756424067E+9	471.426497081E+6	48.829842209E+6	146.627188376E+6	300.001700000E+0
7.639657400E+3	1.199977051E+0	1.000000000E-9	-20.662421817E-3	-1.514988342E-3	5.971206600E+0	443.157840761E-3	48.977016477E-3	164.465946746E-3	-20.662421817E+6	-1.514988342E+6	5.971206600E+9	443.157840761E+6	48.977016477E+6	164.465946746E+6	300.000800000E+0
7.753482049E+3	1.399987500E+0	1.000000000E-9	-307.656429922E-3	-1.461320072E-3	6.202991067E+0	330.495104117E-3	48.584757868E-3	184.237156890E-3	-307.656429922E+6	-1.461320072E+6	6.202991067E+9	330.495104117E+6	48.584757868E+6	184.237156890E+6	300.001800000E+0
7.871828848E+3	1.599974902E+0	1.000000000E-9	-318.801937477E-3	-1.087239152E-3	6.452252917E+0	326.249208280E-3	48.522921657E-3	208.445227867E-3	-318.801937477E+6	-1.087239152E+6	6.452252917E+9	326.249208280E+6	48.522921657E+6	208.445227867E+6	300.001700000E+0
7.990190310E+3	1.799991797E+0	1.000000000E-9	-292.944963235E-3	-360.747803333E-6	6.727714283E+0	344.561228813E-3	48.523103710E-3	235.618118694E-3	-292.944963235E+6	-360.747803333E+3	6.727714283E+9	344.561228813E+6	48.523103710E+6	235.618118694E+6	299.996800000E+0
8.111622162E+3	1.999978125E+0	1.000000000E-9	5.128449699E-3	-678.744346667E-6	6.992533733E+0	56.045934632E-3	48.449080348E-3	264.419849902E-3	5.128449699E+6	-678.744346667E+3	6.992533733E+9	56.045934632E+6	48.449080348E+6	264.419849902E+6	299.993100000E+0
8.234336235E+3	2.199979687E+0	1.000000000E-9	-308.920931333E-3	-228.571343333E-6	7.273528283E+0	340.167818971E-3	48.351855363E-3	296.857935138E-3	-308.920931333E+6	-228.571343333E+3	7.273528283E+9	340.167818971E+6	48.351855363E+6	296.857935138E+6	300.001800000E+0
8.359006048E+3	2.399989258E+0	1.000000000E-9	-605.279173333E-6	-121.998678333E-6	7.539929483E+0	55.731491327E-3	48.370621019E-3	333.128637639E-3	-605.279173333E+3	-121.998678333E+3	7.539929483E+9	55.731491327E+6	48.370621019E+6	333.128637639E+6	300.005600000E+0
8.494057146E+3	2.599973242E+0	1.000000000E-9	-293.472778123E-3	87.667683333E-6	7.829844950E+0	343.709289684E-3	48.414758083E-3	370.029554315E-3	-293.472778123E+6	87.667683333E+3	7.829844950E+9	343.709289684E+6	48.414758083E+6	370.029554315E+6	300.000700000E+0
8.618747700E+3	2.799982617E+0	1.000000000E-9	4.151156988E-3	236.827471667E-6	8.101750483E+0	56.406625115E-3	48.602980301E-3	409.136523362E-3	4.151156988E+6	236.827471667E+3	8.101750483E+9	56.406625115E+6	48.602980301E+6	409.136523362E+6	299.998400000E+0
8.747484746E+3	3.000019141E+0	1.000000000E-9	-860.191776667E-6	352.642153333E-6	8.373639283E+0	56.051348993E-3	48.477090817E-3	451.902712978E-3	-860.191776667E+3	352.642153333E+3	8.373639283E+9	56.051348993E+6	48.477090817E+6	451.902712978E+6	299.999300000E+0
8.876182457E+3	3.200019531E+0	1.000000000E-9	6.241473020E-3	607.091113333E-6	8.646842000E+0	55.857164281E-3	48.438272098E-3	471.734481060E-3	6.241473020E+6	607.091113333E+3	8.646842000E+9	55.857164281E+6	48.438272098E+6	471.734481060E+6	299.998900000E+0
9.005031480E+3	3.400012500E+0	1.000000000E-9	-78.068848167E-6	37.336943333E-6	8.868172767E+0	56.054130315E-3	48.335221518E-3	449.383248099E-3	-78.068848167E+3	37.336943333E+3	8.868172767E+9	56.054130315E+6	48.335221518E+6	449.383248099E+6	300.008600000E+0
9.136703894E+3	3.600001953E+0	1.000000000E-9	-401.647742667E-6	-196.183598333E-6	9.067436483E+0	55.843191164E-3	48.169699136E-3	409.095538427E-3	-401.647742667E+3	-196.183598333E+3	9.067436483E+9	55.843191164E+6	48.169699136E+6	409.095538427E+6	299.999400000E+0
9.268397665E+3	3.800017969E+0	1.000000000E-9	288.277229625E-3	317.395358333E-6	9.220450683E+0	313.360497947E-3	48.620156295E-3	321.457933890E-3	288.277229625E+6	317.395358333E+3	9.220450683E+9	313.360497947E+6	48.620156295E+6	321.457933890E+6	300.001000000E+0
9.398738126E+3	4.000026172E+0	1.000000000E-9	-276.339180758E-3	-373.230296667E-6	9.314232633E+0	379.286668364E-3	48.367840794E-3	231.130700132E-3	-276.339180758E+6	-373.230296667E+3	9.314232633E+9	379.286668364E+6	48.367840794E+6	231.130700132E+6	299.993100000E+0
9.532419489E+3	4.200027344E+0	1.000000000E-9	-786.659729167E-6	-818.030771667E-6	9.373695350E+0	55.929346570E-3	48.296413924E-3	155.221464773E-3	-786.659729167E+3	-818.030771667E+3	9.373695350E+9	55.929346570E+6	48.296413924E+6	155.221464773E+6	299.999100000E+0
9.667050704E+3	4.400026953E+0	1.000000000E-9	-738.809673333E-6	-602.539586667E-6	9.412227700E+0	55.982414257E-3	48.126547553E-3	105.842444960E-3	-738.809673333E+3	-602.539586667E+3	9.412227700E+9	55.982414257E+6	48.126547553E+6	105.842444960E+6	300.008400000E+0
9.801850794E+3	4.600028906E+0	1.000000000E-9	-752.884215000E-6	-1.260144098E-3	9.441364433E+0	56.068904319E-3	48.290861824E-3	69.236622043E-3	-752.884215000E+3	-1.260144098E+6	9.441364433E+9	56.068904319E+6	48.290861824E+6	69.236622043E+6	300.003600000E+0
9.939483915E+3	4.800033594E+0	1.000000000E-9	-403.425783667E-6	-1.238695422E-3	9.464383283E+0	56.206138787E-3	48.272086640E-3	47.845006558E-3	-403.425783667E+3	-1.238695422E+6	9.464383283E+9	56.206138787E+6	48.272086640E+6	47.845006558E+6	299.995900000E+0
10.077091426E+3	5.000025391E+0	1.000000000E-9	-1.115564151E-3	-1.488218385E-3	9.482206400E+0	56.242567227E-3	48.529319246E-3	38.863759899E-3	-1.115564151E+6	-1.488218385E+6	9.482206400E+9	56.242567227E+6	48.529319246E+6	38.863759899E+6	300.000000000E+0
10.214797586E+3	5.200053125E+0	1.000000000E-9	-864.902733333E-6	-1.840362133E-3	9.498475917E+0	56.203208657E-3	48.261937362E-3	34.637397473E-3	-864.902733333E+3	-1.840362133E+6	9.498475917E+9	56.203208657E+6	48.261937362E+6	34.637397473E+6	299.984800000E+0
10.352417560E+3	5.400044141E+0	1.000000000E-9	-758.787123667E-6	-2.194539430E-3	9.512288350E+0	56.150925409E-3	48.586608165E-3	33.311116780E-3	-758.787123667E+3	-2.194539430E+6	9.512288350E+9	56.150925409E+6	48.586608165E+6	33.311116780E+6	300.001500000E+0
10.490046925E+3	5.600041406E+0	1.000000000E-9	-741.821579167E-6	-2.607274045E-3	9.526442733E+0	56.379024618E-3	48.472228262E-3	31.788643126E-3	-741.821579167E+3	-2.607274045E+6	9.526442733E+9	56.379024618E+6	48.472228262E+6	31.788643126E+6	299.999900000E+0
10.627816729E+3	5.800048047E+0	1.000000000E-9	-1.082330898E-3	-2.567160463E-3	9.537731333E+0	56.375086174E-3	48.623505433E-3	30.647864654E-3	-1.082330898E+6	-2.567160463E+6	9.537731333E+9	56.375086174E+6	48.623505433E+6	30.647864654E+6	299.999700000E+0
10.771440123E+3	6.000041016E+0	1.000000000E-9	-1.324662569E-3	-2.675630712E-3	9.549400183E+0	56.454693155E-3	48.552873849E-3	29.575918435E-3	-1.324662569E+6	-2.675630712E+6	9.549400183E+9	56.454693155E+6	48.552873849E+6	29.575918435E+6	299.996500000E+0
10.912046487E+3	6.200012500E+0	1.000000000E-9	-1.417679392E-3	-2.866798377E-3	9.559040983E+0	56.393301719E-3	48.607449849E-3	28.761188835E-3	-1.417679392E+6	-2.866798377E+6	9.559040983E+9	56.393301719E+6	48.607449849E+6	28.761188835E+6	300.002600000E+0
